eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603850992.012918,"{'circle_3d': {'center': [-5.8319046585165335, -5.417698366383322, 18.369472117610187], 'normal': [0.26793883176636274, -0.14985380743803187, -0.9517103649892661], 'radius': 2.2132315100961595}, 'confidence': 0.015573858823764417, 'timestamp': 176181.605775, 'diameter_3d': 4.426463020192319, 'ellipse': {'center': [50.91821272252972, 20.536699950595676], 'axes': [76.48480007062315, 86.86023546481813], 'angle': -70.87618983263644}, 'location': [50.91821272252972, 20.536699950595676], 'diameter': 86.86023546481813, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4203759178730797, 'phi': -1.2963657075457564, 'norm_pos': [0.15911941475790536, 0.914430416872518], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.1062038,"{'circle_3d': {'center': [-6.4422061022317045, -5.715424314534008, 18.26519443177758], 'normal': [0.21708037812343187, -0.17466430311725578, -0.9604001721419834], 'radius': 2.2277853823461}, 'confidence': 0.0038658862146796567, 'timestamp': 176181.698175, 'diameter_3d': 4.4555707646922, 'ellipse': {'center': [39.18415225940447, 14.595749641809206], 'axes': [76.83789940057854, 87.66033192442542], 'angle': -78.18777275822785}, 'location': [39.18415225940447, 14.595749641809206], 'diameter': 87.66033192442542, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.395231506711963, 'phi': -1.3485006154948098, 'norm_pos': [0.12245047581063898, 0.9391843764924617], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.112969,"{'circle_3d': {'center': [-6.474514310881371, -5.7448411535300075, 18.26332467782345], 'normal': [0.21438802740262627, -0.17711570636692234, -0.960555984971494], 'radius': 2.1878969111228077}, 'confidence': 0.003938841491421952, 'timestamp': 176181.706575, 'diameter_3d': 4.375793822245615, 'ellipse': {'center': [38.62628894012059, 14.02442987190301], 'axes': [75.3735380566742, 86.07521877447634], 'angle': -78.61636259266747}, 'location': [38.62628894012059, 14.02442987190301], 'diameter': 86.07521877447634, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.3927412796966523, 'phi': -1.3512038105487163, 'norm_pos': [0.12070715293787684, 0.9415648755337375], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.121069,"{'circle_3d': {'center': [-7.063993281211718, -4.824063818390712, 18.016470281301643], 'normal': [0.16526477987509738, -0.10038426177198108, -0.9811271846816446], 'radius': 2.1819380803933055}, 'confidence': 0.0038315494086442925, 'timestamp': 176181.714975, 'diameter_3d': 4.363876160786611, 'ellipse': {'center': [26.138848436632543, 29.626381052737884], 'axes': [79.51181058004202, 86.5653334689346], 'angle': -81.59502950049051}, 'location': [26.138848436632543, 29.626381052737884], 'diameter': 86.5653334689346, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4702427005166465, 'phi': -1.4039190578498189, 'norm_pos': [0.0816839013644767, 0.8765567456135921], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.129,"{'circle_3d': {'center': [-7.292555807781265, -4.920246298349037, 17.99045147461912], 'normal': [0.14621790266096846, -0.10839946843517478, -0.9832954185718549], 'radius': 2.2315220360166252}, 'confidence': 0.07504958762391599, 'timestamp': 176181.723375, 'diameter_3d': 4.4630440720332505, 'ellipse': {'center': [21.696818727251156, 27.750571846430248], 'axes': [81.21288613985446, 88.36480109911014], 'angle': -84.81807306872183}, 'location': [21.696818727251156, 27.750571846430248], 'diameter': 88.36480109911014, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4621834375898946, 'phi': -1.4231761501296998, 'norm_pos': [0.06780255852265986, 0.8843726173065406], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.1372201,"{'circle_3d': {'center': [-6.965868220463455, -5.056698507163368, 18.05958709867226], 'normal': [0.173441868270786, -0.11977048583636908, -0.9775341165674267], 'radius': 2.2189834572037}, 'confidence': 0.07201339422483859, 'timestamp': 176181.731775, 'diameter_3d': 4.4379669144074, 'ellipse': {'center': [28.222643661020044, 25.570030465492508], 'axes': [79.9563377219602, 87.91495890264926], 'angle': -81.65797912232466}, 'location': [28.222643661020044, 25.570030465492508], 'diameter': 87.91495890264926, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4507376259016627, 'phi': -1.3951958380311722, 'norm_pos': [0.08819576144068764, 0.8934582063937813], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.149465,"{'circle_3d': {'center': [-6.340508517760822, -5.303638214725744, 18.221180688050712], 'normal': [0.2255551768293388, -0.14034879479990042, -0.9640679841192225], 'radius': 2.2305364913948584}, 'confidence': 0.026723746471287012, 'timestamp': 176181.740175, 'diameter_3d': 4.461072982789717, 'ellipse': {'center': [40.74830573813895, 21.863514833537778], 'axes': [78.55048271884016, 88.0692905184243], 'angle': -75.81289213302567}, 'location': [40.74830573813895, 21.863514833537778], 'diameter': 88.0692905184243, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.429982639233268, 'phi': -1.3409683652519042, 'norm_pos': [0.12733845543168423, 0.9089020215269259], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.1566012,"{'circle_3d': {'center': [-5.851174070733381, -5.305988811282613, 18.34704225483676], 'normal': [0.2663330474149588, -0.14054467784630612, -0.9535795202203848], 'radius': 2.250488998101034}, 'confidence': 0.007630241260965748, 'timestamp': 176181.748575, 'diameter_3d': 4.500977996202068, 'ellipse': {'center': [50.38949553165517, 22.464216391710096], 'axes': [78.28007456491095, 88.43284848318227], 'angle': -70.7352306885142}, 'location': [50.38949553165517, 22.464216391710096], 'diameter': 88.43284848318227, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4297847952031069, 'phi': -1.298438517397813, 'norm_pos': [0.15746717353642242, 0.9063990983678746], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.165168,"{'circle_3d': {'center': [-5.357292697255703, -5.446740523732868, 18.51853608210422], 'normal': [0.3074898285380986, -0.1522739872171607, -0.9392883679480964], 'radius': 2.250719034070763}, 'confidence': 0.0077493827212758585, 'timestamp': 176181.756975, 'diameter_3d': 4.501438068141526, 'ellipse': {'center': [60.26164754160419, 20.78791892108488], 'axes': [76.46454652288439, 87.64696794289083], 'angle': -66.081214128177}, 'location': [60.26164754160419, 20.78791892108488], 'diameter': 87.64696794289083, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4179276410224508, 'phi': -1.2544271515834464, 'norm_pos': [0.1883176485675131, 0.9133836711621464], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.173096,"{'circle_3d': {'center': [-6.212302905551324, -5.34192558017164, 18.257580790957164], 'normal': [0.23623897784679693, -0.14353940858705844, -0.9610346422103514], 'radius': 2.236409428296748}, 'confidence': 0.01909384365186132, 'timestamp': 176181.765375, 'diameter_3d': 4.472818856593496, 'ellipse': {'center': [43.307382128539246, 21.354080089229782], 'axes': [78.37548779871048, 88.18808519342372], 'angle': -74.59252590263475}, 'location': [43.307382128539246, 21.354080089229782], 'diameter': 88.18808519342372, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.426759387508105, 'phi': -1.3297581440326278, 'norm_pos': [0.13533556915168515, 0.9110246662948759], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.1809669,"{'circle_3d': {'center': [-6.747212911337206, -5.2551301189571475, 18.126602748062954], 'normal': [0.1916631440313067, -0.13630645348585066, -0.971949479118202], 'radius': 2.2344897713372673}, 'confidence': 0.011367400668216539, 'timestamp': 176181.773775, 'diameter_3d': 4.468979542674535, 'ellipse': {'center': [32.686933278938625, 22.272807767237865], 'axes': [79.49533569705375, 88.39857561979095], 'angle': -80.03084015890781}, 'location': [32.686933278938625, 22.272807767237865], 'diameter': 88.39857561979095, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4340642217096087, 'phi': -1.3760997607704761, 'norm_pos': [0.1021466664966832, 0.9071966343031755], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.189016,"{'circle_3d': {'center': [-7.306558003467665, -4.570048150144167, 17.95502138566882], 'normal': [0.1450510530204351, -0.07921628941810231, -0.9862479259843796], 'radius': 2.233330556423772}, 'confidence': 0.003721257627838401, 'timestamp': 176181.782175, 'diameter_3d': 4.466661112847544, 'ellipse': {'center': [21.172448752790018, 34.047099786853465], 'axes': [82.40180225603973, 88.61821417302426], 'angle': -82.71789704506455}, 'location': [21.172448752790018, 34.047099786853465], 'diameter': 88.61821417302426, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4914969525960655, 'phi': -1.4247695855370388, 'norm_pos': [0.0661639023524688, 0.8581370842214439], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.197098,"{'circle_3d': {'center': [-6.720558677604403, -5.118029880148163, 18.11347547688801], 'normal': [0.19388433017570691, -0.12488143358510197, -0.9730434183827806], 'radius': 2.225398010616018}, 'confidence': 0.056873229496760325, 'timestamp': 176181.790575, 'diameter_3d': 4.450796021232036, 'ellipse': {'center': [33.09393297932468, 24.713600105206638], 'axes': [79.66113911365534, 88.1367629767816], 'angle': -79.1958859315901}, 'location': [33.09393297932468, 24.713600105206638], 'diameter': 88.1367629767816, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4455879984408981, 'phi': -1.3741166582828952, 'norm_pos': [0.10341854056038961, 0.8970266662283057], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.205281,"{'circle_3d': {'center': [-6.227334704760601, -5.334114657442267, 18.252732541360203], 'normal': [0.2349863279126905, -0.14288849835961068, -0.9614386630100982], 'radius': 2.231578773859581}, 'confidence': 0.022951986485521412, 'timestamp': 176181.798975, 'diameter_3d': 4.463157547719162, 'ellipse': {'center': [43.00893528154866, 21.469027329082905], 'axes': [78.26505350839669, 88.01415293693069], 'angle': -74.72392149518117}, 'location': [43.00893528154866, 21.469027329082905], 'diameter': 88.01415293693069, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4274170773784602, 'phi': -1.3310846366799196, 'norm_pos': [0.13440292275483956, 0.9105457194621546], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.215061,"{'circle_3d': {'center': [-5.726223271823186, -5.335235624115792, 18.387040851749493], 'normal': [0.2767456139908084, -0.14298191224907106, -0.9502463038109906], 'radius': 2.2188885533721594}, 'confidence': 0.007765736765783098, 'timestamp': 176181.807375, 'diameter_3d': 4.437777106744319, 'ellipse': {'center': [52.92499831860211, 22.120047476979494], 'axes': [76.77848700200825, 87.01751382128731], 'angle': -69.53482339224918}, 'location': [52.92499831860211, 22.120047476979494], 'diameter': 87.01751382128731, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.4273226943687616, 'phi': -1.2873994749321964, 'norm_pos': [0.16539061974563157, 0.9078331355125855], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850992.221439,"{'circle_3d': {'center': [-5.225003029853533, -5.356053453041517, 18.548321688662412], 'normal': [0.3185139674882794, -0.14471673132621482, -0.9368062340682471], 'radius': 2.2295052215313644}, 'confidence': 0.02740919342891643, 'timestamp': 176181.815775, 'diameter_3d': 4.459010443062729, 'ellipse': {'center': [62.82464096916678, 22.55434624726624], 'axes': [75.7484155685857, 86.6539873713558], 'angle': -64.43063637954944}, 'location': [62.82464096916678, 22.55434624726624], 'diameter': 86.6539873713558, 'sphere': {'center': [-9.047170639712887, -3.6194526771269393, 29.78999649748138], 'radius': 12.0}, 'projected_sphere': {'center': [56.99654130023134, 78.79196279246446], 'axes': [273.2437694877942, 273.2437694877942], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.425569642619793, 'phi': -1.2430579655456602, 'norm_pos': [0.1963270030286462, 0.9060235573030573], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
