eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851111.807133,"{'circle_3d': {'center': [-3.9701957986214333, 4.706498986706869, 24.79188506175726], 'normal': [0.5462196010011053, 0.4432534921012558, -0.7107534658531293], 'radius': 1.1647500662463663}, 'confidence': 0.19510442890982282, 'timestamp': 176301.398175, 'diameter_3d': 2.3295001324927327, 'ellipse': {'center': [105.33565623395475, 184.22125390593294], 'axes': [22.138116343219206, 32.81272843017608], 'angle': 51.88411958848832}, 'location': [105.33565623395475, 184.22125390593294], 'diameter': 32.81272843017608, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.030021281139823, 'phi': -0.9155550502415926, 'norm_pos': [0.3291739257311086, 0.23241144205861275], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.277366,"{'circle_3d': {'center': [-5.123813048084731, 5.238998956167976, 24.343818952010153], 'normal': [0.4500848302124972, 0.4876284895563481, -0.7480923083320548], 'radius': 1.1363963197585287}, 'confidence': 0.26183695736865087, 'timestamp': 176301.868575, 'diameter_3d': 2.2727926395170575, 'ellipse': {'center': [88.29617748109891, 192.7912009714439], 'axes': [22.500647251897973, 32.929038852964304], 'angle': 62.68026035774892}, 'location': [88.29617748109891, 192.7912009714439], 'diameter': 32.929038852964304, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.080167665267573, 'phi': -1.0291692904842986, 'norm_pos': [0.2759255546284341, 0.19670332928565037], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.285462,"{'circle_3d': {'center': [-4.593110936242992, 5.448882180194116, 24.83129634603448], 'normal': [0.4943100061993088, 0.505118758225193, -0.7074691921633608], 'radius': 1.1252440993840145}, 'confidence': 0.1684110853245752, 'timestamp': 176301.876975, 'diameter_3d': 2.250488198768029, 'ellipse': {'center': [96.9557445673999, 194.25204166641308], 'axes': [20.43823248801503, 31.858568461802818], 'angle': 58.68636851804066}, 'location': [96.9557445673999, 194.25204166641308], 'diameter': 31.858568461802818, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.100315889549795, 'phi': -0.9609421612820415, 'norm_pos': [0.3029867017731247, 0.1906164930566122], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.29339,"{'circle_3d': {'center': [-5.113700974312747, 5.227472220863731, 24.34240255825195], 'normal': [0.4509275030268292, 0.4866679282809943, -0.7482103411452382], 'radius': 1.1318016852536088}, 'confidence': 0.17140633717904513, 'timestamp': 176301.885375, 'diameter_3d': 2.2636033705072176, 'ellipse': {'center': [88.43510093465207, 192.63674450424688], 'axes': [22.429490835300623, 32.79453358196716], 'angle': 62.57758211403771}, 'location': [88.43510093465207, 192.63674450424688], 'diameter': 32.79453358196716, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0790677681799714, 'phi': -1.0284123969011982, 'norm_pos': [0.27635969042078773, 0.1973468978989713], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.301697,"{'circle_3d': {'center': [-4.653251905292245, 5.964332319705489, 25.180332637386442], 'normal': [0.48929825877853766, 0.5480729365178074, -0.6783828345506973], 'radius': 1.1151743619603427}, 'confidence': 0.2646612737855568, 'timestamp': 176301.893775, 'diameter_3d': 2.2303487239206854, 'ellipse': {'center': [97.03604872410922, 200.17348301850652], 'axes': [18.524139053800717, 31.18056647779402], 'angle': 60.00116900356682}, 'location': [97.03604872410922, 200.17348301850652], 'diameter': 31.18056647779402, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.1508549076129366, 'phi': -0.9459363314836678, 'norm_pos': [0.30323765226284133, 0.16594382075622283], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3094559,"{'circle_3d': {'center': [-5.185030796151385, 5.301269064816934, 24.348002853405855], 'normal': [0.4449833512069427, 0.49281766527709453, -0.7477436498824129], 'radius': 1.1084230552414842}, 'confidence': 0.16362320463311986, 'timestamp': 176301.902175, 'diameter_3d': 2.2168461104829684, 'ellipse': {'center': [87.47320318673496, 193.65410904344887], 'axes': [21.850273143334906, 32.129950769396885], 'angle': 63.283390544167034}, 'location': [87.47320318673496, 193.65410904344887], 'diameter': 32.129950769396885, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.086121323488751, 'phi': -1.033986466133572, 'norm_pos': [0.27335375995854677, 0.19310787898562976], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3175921,"{'circle_3d': {'center': [-5.223686990655406, 5.251253997355975, 24.29242966695131], 'normal': [0.441762001664941, 0.48864974298868136, -0.7523747487536251], 'radius': 1.1262857606133994}, 'confidence': 0.20589197579797427, 'timestamp': 176301.910575, 'diameter_3d': 2.2525715212267987, 'ellipse': {'center': [86.75777450302043, 193.1166337326222], 'axes': [22.447034184663444, 32.72906506125465], 'angle': 63.541457043686705}, 'location': [86.75777450302043, 193.1166337326222], 'diameter': 32.72906506125465, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.081337799917712, 'phi': -1.039873832275297, 'norm_pos': [0.27111804532193884, 0.19534735944740744], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3261719,"{'circle_3d': {'center': [-5.03294440689617, 5.156162720516173, 24.345336599972285], 'normal': [0.45765721697821055, 0.48072546991869775, -0.7479658376685436], 'radius': 1.1420777384429783}, 'confidence': 0.19235238943863123, 'timestamp': 176301.918975, 'diameter_3d': 2.2841554768859567, 'ellipse': {'center': [89.56041846417564, 191.6334594049535], 'axes': [22.71903293803673, 33.06439065789761], 'angle': 61.783673193603775}, 'location': [89.56041846417564, 191.6334594049535], 'diameter': 33.06439065789761, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.072278190994629, 'phi': -1.0216951942692458, 'norm_pos': [0.2798763077005489, 0.20152725247936043], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.333745,"{'circle_3d': {'center': [-4.982055190695532, 5.164569193427482, 24.382100562623577], 'normal': [0.46189798499493034, 0.48142600932797347, -0.7449021741142693], 'radius': 1.1247043133033157}, 'confidence': 0.1844447310286576, 'timestamp': 176301.927375, 'diameter_3d': 2.2494086266066313, 'ellipse': {'center': [90.38357687093301, 191.65007246692986], 'axes': [22.24300194155245, 32.500227590621314], 'angle': 61.3664118929272}, 'location': [90.38357687093301, 191.65007246692986], 'diameter': 32.500227590621314, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0730772741433277, 'phi': -1.0157437408871979, 'norm_pos': [0.28244867772166565, 0.20145803138779228], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3415308,"{'circle_3d': {'center': [-4.381071272057092, 5.373372717659268, 24.92908357247297], 'normal': [0.5119799782148006, 0.49882630301395575, -0.6993202566268202], 'radius': 1.1316064975890998}, 'confidence': 0.18078736560044445, 'timestamp': 176301.935775, 'diameter_3d': 2.2632129951781996, 'ellipse': {'center': [100.08159064075895, 192.93851657475744], 'axes': [20.320794383948257, 31.859907995618187], 'angle': 56.86332111496731}, 'location': [100.08159064075895, 192.93851657475744], 'diameter': 31.859907995618187, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0930403632477534, 'phi': -0.9388428942345054, 'norm_pos': [0.3127549707523717, 0.19608951427184396], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.353728,"{'circle_3d': {'center': [-4.477192615785096, 5.462242939253338, 24.92312654556924], 'normal': [0.5039698662374669, 0.5062321548134616, -0.6998166755354643], 'radius': 1.1288313566048447}, 'confidence': 0.24179869454080627, 'timestamp': 176301.944175, 'diameter_3d': 2.2576627132096894, 'ellipse': {'center': [98.76310104041528, 194.16350988579205], 'axes': [20.1870994086954, 31.81759165662817], 'angle': 57.79726476241192}, 'location': [98.76310104041528, 194.16350988579205], 'diameter': 31.81759165662817, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.1016064494739983, 'phi': -0.9466774215080621, 'norm_pos': [0.30863469075129774, 0.19098537547586647], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3615942,"{'circle_3d': {'center': [-4.995432226493157, 5.1440247978934135, 24.36058752825531], 'normal': [0.460783232011795, 0.4797139763668011, -0.7466949269782917], 'radius': 1.1287894917360108}, 'confidence': 0.17191874551383604, 'timestamp': 176301.952575, 'diameter_3d': 2.2575789834720217, 'ellipse': {'center': [90.13345080827563, 191.42543172733215], 'axes': [22.420447846755206, 32.64897175399474], 'angle': 61.4453160288539}, 'location': [90.13345080827563, 191.42543172733215], 'diameter': 32.64897175399474, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.071125029392442, 'phi': -1.0179002317766925, 'norm_pos': [0.28166703377586133, 0.20239403446944937], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.369395,"{'circle_3d': {'center': [-4.992184787520627, 5.789621913391022, 24.811983636845724], 'normal': [0.4610538519261725, 0.5335137359916019, -0.7090785845957571], 'radius': 1.125675298280902}, 'confidence': 0.2171740678705741, 'timestamp': 176301.960975, 'diameter_3d': 2.251350596561804, 'ellipse': {'center': [91.4616945856803, 198.95710514699772], 'axes': [20.07485788934772, 32.00455498522636], 'angle': 62.37040281299745}, 'location': [91.4616945856803, 198.95710514699772], 'diameter': 32.00455498522636, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.133545851498772, 'phi': -0.9942696614652955, 'norm_pos': [0.28581779558025094, 0.1710120618875095], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.377562,"{'circle_3d': {'center': [-4.6033014370919085, 5.019247807463625, 24.53352540199399], 'normal': [0.49346079779523233, 0.4693158938309854, -0.7322834375000682], 'radius': 1.1391309826254457}, 'confidence': 0.1841586817543128, 'timestamp': 176301.969375, 'diameter_3d': 2.2782619652508913, 'ellipse': {'center': [96.0334698462589, 189.20650549028812], 'axes': [22.203916777405528, 32.61149524934924], 'angle': 57.9079271476136}, 'location': [96.0334698462589, 189.20650549028812], 'diameter': 32.61149524934924, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0593122196192493, 'phi': -0.9778262228252897, 'norm_pos': [0.3001045932695591, 0.21163956045713284], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.3857212,"{'circle_3d': {'center': [-4.618542072748431, 4.972379926366187, 24.493447521518064], 'normal': [0.49219074482385555, 0.46541023707286566, -0.7356232608730622], 'radius': 1.1302903472716652}, 'confidence': 0.20793874198786963, 'timestamp': 176301.977775, 'diameter_3d': 2.2605806945433304, 'ellipse': {'center': [95.72216534577086, 188.67298612504877], 'axes': [22.22155358293722, 32.41065849983253], 'angle': 57.93327332753252}, 'location': [95.72216534577086, 188.67298612504877], 'diameter': 32.41065849983253, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0548943764783294, 'phi': -0.9811248769776536, 'norm_pos': [0.29913176670553393, 0.2138625578122968], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.393311,"{'circle_3d': {'center': [-4.255480789948085, 5.397600634922677, 25.040019559318914], 'normal': [0.5224458517238845, 0.5008452961192399, -0.6900755910563248], 'radius': 1.131308017101649}, 'confidence': 0.3044464349128908, 'timestamp': 176301.986175, 'diameter_3d': 2.262616034203298, 'ellipse': {'center': [102.04851109455723, 192.9485125044755], 'axes': [19.919609415518007, 31.68447892859209], 'angle': 55.935288307812186}, 'location': [102.04851109455723, 192.9485125044755], 'diameter': 31.68447892859209, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0953714416084477, 'phi': -0.9227762420776248, 'norm_pos': [0.3189015971704913, 0.19604786456468537], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.40186,"{'circle_3d': {'center': [-3.890264229644674, 5.155708529943451, 25.1533199734127], 'normal': [0.5528805650825019, 0.48068762070430426, -0.6806338898818426], 'radius': 1.146545435763782}, 'confidence': 0.16943920013852234, 'timestamp': 176301.994575, 'diameter_3d': 2.293090871527564, 'ellipse': {'center': [107.22018687157352, 189.3656405075764], 'axes': [20.064063457132132, 31.864406789013287], 'angle': 52.53843904916754}, 'location': [107.22018687157352, 189.3656405075764], 'diameter': 31.864406789013287, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0722350275647776, 'phi': -0.8885987881818987, 'norm_pos': [0.33506308397366724, 0.21097649788509842], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.40925,"{'circle_3d': {'center': [-4.683445215378781, 4.854069368682167, 24.37696991615794], 'normal': [0.4867821496046596, 0.4555510239325306, -0.7453297279864057], 'radius': 1.1526710356528589}, 'confidence': 0.10075260852397962, 'timestamp': 176302.002975, 'diameter_3d': 2.3053420713057178, 'ellipse': {'center': [94.49764937274243, 187.34550987864958], 'axes': [23.206358846635776, 33.216564774470484], 'angle': 58.22526687470874}, 'location': [94.49764937274243, 187.34550987864958], 'diameter': 33.216564774470484, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0437874251500503, 'phi': -0.9922380606142167, 'norm_pos': [0.29530515428982007, 0.21939370883896003], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.417347,"{'circle_3d': {'center': [-4.056399261091643, 4.981560033261444, 24.902767538120475], 'normal': [0.5390359791285878, 0.46617524598080373, -0.7015132594895279], 'radius': 1.120883039650952}, 'confidence': 0.2658110908946646, 'timestamp': 176302.011375, 'diameter_3d': 2.241766079301904, 'ellipse': {'center': [104.43678107477173, 187.69140717832093], 'axes': [20.641572563752412, 31.48331889069604], 'angle': 53.361808494923274}, 'location': [104.43678107477173, 187.69140717832093], 'diameter': 31.48331889069604, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.055758897068493, 'phi': -0.915628946488567, 'norm_pos': [0.32636494085866163, 0.21795247009032948], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.426247,"{'circle_3d': {'center': [-4.127088408683759, 4.755096657100675, 24.703657073669007], 'normal': [0.5331452168292449, 0.44730329796740637, -0.718105798193817], 'radius': 1.1269913272546566}, 'confidence': 0.17661241641334433, 'timestamp': 176302.019775, 'diameter_3d': 2.253982654509313, 'ellipse': {'center': [103.01029424417969, 185.12303158344753], 'axes': [21.67726605642343, 31.902955193170342], 'angle': 53.30213085184982}, 'location': [103.01029424417969, 185.12303158344753], 'diameter': 31.902955193170342, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0345442287180204, 'phi': -0.9321559161678232, 'norm_pos': [0.32190716951306153, 0.22865403506896864], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.437431,"{'circle_3d': {'center': [-4.02681771616953, 4.979178202327556, 24.923993989900083], 'normal': [0.5415011078720974, 0.46597676006964645, -0.699744388507894], 'radius': 1.1334965992840091}, 'confidence': 0.3112223752254574, 'timestamp': 176302.028175, 'diameter_3d': 2.2669931985680183, 'ellipse': {'center': [104.87939316553579, 187.59889989744025], 'axes': [20.803604385988628, 31.803968486599256], 'angle': 53.12176377268719}, 'location': [104.87939316553579, 187.59889989744025], 'diameter': 31.803968486599256, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0555345544812345, 'phi': -0.9122016305746445, 'norm_pos': [0.32774810364229934, 0.21833791709399897], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.446002,"{'circle_3d': {'center': [-3.2996227070392132, 3.8682946954530824, 24.85225147538279], 'normal': [0.6021006919662903, 0.3734031344967736, -0.7057229313843351], 'radius': 1.1060262178839997}, 'confidence': 0.0964930105508088, 'timestamp': 176302.036575, 'diameter_3d': 2.2120524357679994, 'ellipse': {'center': [114.6388346963943, 172.66675424918466], 'axes': [21.53933648181379, 30.828506373004014], 'angle': 43.326600271473424}, 'location': [114.6388346963943, 172.66675424918466], 'diameter': 30.828506373004014, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.953471129773536, 'phi': -0.8644655626535778, 'norm_pos': [0.3582463584262322, 0.2805551906283973], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.4534621,"{'circle_3d': {'center': [-3.482394944087317, 5.3416428012278, 25.642921268857563], 'normal': [0.5868696722122817, 0.49618214331133337, -0.6398337819281039], 'radius': 1.1350608370182422}, 'confidence': 0.2559423628696803, 'timestamp': 176302.044975, 'diameter_3d': 2.2701216740364845, 'ellipse': {'center': [113.6372368380557, 190.52139423795663], 'axes': [18.022510039197996, 30.876234559179597], 'angle': 50.02956177975589}, 'location': [113.6372368380557, 190.52139423795663], 'diameter': 30.876234559179597, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.089992203103112, 'phi': -0.8285473328504853, 'norm_pos': [0.3551163651189241, 0.20616085734184741], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.461349,"{'circle_3d': {'center': [-4.220669839030194, 4.805040371639029, 24.666023809284695], 'normal': [0.5253467643003754, 0.45146527417893584, -0.7212419035591764], 'radius': 1.138115661194579}, 'confidence': 0.19764494175379912, 'timestamp': 176302.053375, 'diameter_3d': 2.276231322389158, 'ellipse': {'center': [101.63154868119987, 185.90266704562745], 'axes': [21.970293529503344, 32.294956058862], 'angle': 54.21042902451317}, 'location': [101.63154868119987, 185.90266704562745], 'diameter': 32.294956058862, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.039203137523594, 'phi': -0.9412684270838525, 'norm_pos': [0.3175985896287496, 0.22540555397655226], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.4696882,"{'circle_3d': {'center': [-4.158522723484568, 4.834261949363425, 24.73009226153578], 'normal': [0.5305256905958441, 0.45390040565596873, -0.7159028658715857], 'radius': 1.1274148972102118}, 'confidence': 0.4132856681925983, 'timestamp': 176302.061775, 'diameter_3d': 2.2548297944204236, 'ellipse': {'center': [102.6416098133003, 186.13801274477632], 'axes': [21.510884949070583, 31.896550883110294], 'angle': 53.78090600783177}, 'location': [102.6416098133003, 186.13801274477632], 'diameter': 31.896550883110294, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0419341124839576, 'phi': -0.9330425737172857, 'norm_pos': [0.32075503066656347, 0.2244249468967653], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.477708,"{'circle_3d': {'center': [-4.164138880716587, 4.827971617694607, 24.721950130933497], 'normal': [0.5300576774931759, 0.45337621135023404, -0.7165813767551096], 'radius': 1.147629433224349}, 'confidence': 0.2781741225201121, 'timestamp': 176302.070175, 'diameter_3d': 2.295258866448698, 'ellipse': {'center': [102.53375484623908, 186.06741381466975], 'axes': [21.9327363951299, 32.480478381700436], 'angle': 53.81020035416714}, 'location': [102.53375484623908, 186.06741381466975], 'diameter': 32.480478381700436, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0413459138523873, 'phi': -0.933917679239545, 'norm_pos': [0.3204179838944971, 0.2247191091055427], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851112.485558,"{'circle_3d': {'center': [-4.288297603459545, 4.928280868464334, 24.695097832518524], 'normal': [0.519711117264596, 0.46173531558104447, -0.7188190682896904], 'radius': 1.1319575473763677}, 'confidence': 0.26994551000027217, 'timestamp': 176302.078575, 'diameter_3d': 2.2639150947527353, 'ellipse': {'center': [100.77794241710356, 187.5173155929213], 'axes': [21.617313765349085, 32.11063052434619], 'angle': 55.089648217027865}, 'location': [100.77794241710356, 187.5173155929213], 'diameter': 32.11063052434619, 'sphere': {'center': [-10.524831010634697, -0.6125429185082003, 33.32092665199481], 'radius': 12.0}, 'projected_sphere': {'center': [52.87087956967545, 113.76510805548314], 'axes': [244.288852498425, 244.288852498425], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 2.0507468796167907, 'phi': -0.94479581418145, 'norm_pos': [0.3149310700534486, 0.21867785169616127], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
