eye_packets,900
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777059.852191,"{'circle_3d': {'center': [-4.079678027288892, -2.5180824084137, 34.25165320338308], 'normal': [-0.21246390340218108, -0.11323558639644571, -0.9705857982293794], 'radius': 2.196918854791845}, 'confidence': 0.3020347197337279, 'timestamp': 102233.217099, 'diameter_3d': 4.39383770958369, 'ellipse': {'center': [119.88073005684736, 95.21310182643616], 'axes': [40.774253615267085, 43.51428364112635], 'angle': 28.994877126335858}, 'location': [119.88073005684736, 95.21310182643616], 'diameter': 43.51428364112635, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4573173432839903, 'phi': -1.7862997993148035, 'norm_pos': [0.374627281427648, 0.6032787423898494], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.771223,"{'circle_3d': {'center': [-2.7932306653346175, -1.901280021206441, 33.98843809104912], 'normal': [-0.10525995657265816, -0.06183538746250745, -0.9925203909238761], 'radius': 2.2217069097319744}, 'confidence': 0.275474914342973, 'timestamp': 102234.577899, 'diameter_3d': 4.443413819463949, 'ellipse': {'center': [132.2765465657645, 101.11524644155031], 'axes': [43.473758415024676, 44.34171688013513], 'angle': 31.601172596896046}, 'location': [132.2765465657645, 101.11524644155031], 'diameter': 44.34171688013513, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5089214655877072, 'phi': -1.6764545782868618, 'norm_pos': [0.4133642080180141, 0.578686473160207], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.771355,"{'circle_3d': {'center': [-3.3379131080743805, -3.085211553635631, 34.193019836479245], 'normal': [-0.15065016013430507, -0.1604963484982733, -0.9754719121380323], 'radius': 2.2255013774305072}, 'confidence': 0.19996720435870413, 'timestamp': 102234.586299, 'diameter_3d': 4.4510027548610145, 'ellipse': {'center': [127.09531286156371, 89.61620067973075], 'axes': [41.786075888678305, 44.155358372488045], 'angle': 45.735080338751764}, 'location': [127.09531286156371, 89.61620067973075], 'diameter': 44.155358372488045, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4096028269257697, 'phi': -1.724023994810565, 'norm_pos': [0.3971728526923866, 0.6265991638344552], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.771452,"{'circle_3d': {'center': [-2.692839026238974, -2.041232967997238, 33.98775588746609], 'normal': [-0.09689398664802115, -0.07349813302840716, -0.992577241222461], 'radius': 2.200756958019418}, 'confidence': 0.20490220020366762, 'timestamp': 102234.594699, 'diameter_3d': 4.401513916038836, 'ellipse': {'center': [133.26326685596314, 99.73302175325723], 'axes': [43.068276600804936, 43.924065823599776], 'angle': 37.17603316096323}, 'location': [133.26326685596314, 99.73302175325723], 'diameter': 43.924065823599776, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4972318598695926, 'phi': -1.6681065918093223, 'norm_pos': [0.4164477089248848, 0.5844457426947616], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.7715468,"{'circle_3d': {'center': [-2.7008953691259414, -3.068209967741498, 34.109486170503814], 'normal': [-0.09756534855526845, -0.15907954967376214, -0.9824330509693177], 'radius': 2.200590220341989}, 'confidence': 0.259661852675419, 'timestamp': 102234.603099, 'diameter_3d': 4.401180440683978, 'ellipse': {'center': [133.27539280444307, 89.70783794733809], 'axes': [42.031693709883676, 43.769920202528056], 'angle': 55.77451535119353}, 'location': [133.27539280444307, 89.70783794733809], 'diameter': 43.769920202528056, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4110380667586229, 'phi': -1.6697816860467032, 'norm_pos': [0.4164856025138846, 0.6262173418860912], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.77169,"{'circle_3d': {'center': [-2.8013244583878887, -2.1634051632916695, 34.008531394821844], 'normal': [-0.10593443932709747, -0.08367914930294319, -0.990845948942816], 'radius': 2.207790418438342}, 'confidence': 0.28518942249468576, 'timestamp': 102234.611499, 'diameter_3d': 4.415580836876684, 'ellipse': {'center': [132.21056322999934, 98.54143661685437], 'axes': [43.017675915864466, 44.037862511793115], 'angle': 38.1176443809687}, 'location': [132.21056322999934, 98.54143661685437], 'diameter': 44.037862511793115, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4870192121321262, 'phi': -1.6773048716049377, 'norm_pos': [0.4131580100937479, 0.5894106807631068], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.771778,"{'circle_3d': {'center': [-2.6456588572350346, -1.9898374244423553, 33.979551654078335], 'normal': [-0.09296230589769286, -0.06921517106550028, -0.9932609273381074], 'radius': 2.2421241869201713}, 'confidence': 0.27985836542443177, 'timestamp': 102234.619899, 'diameter_3d': 4.484248373840343, 'ellipse': {'center': [133.7274140766182, 100.23898542463616], 'axes': [43.95466037684811, 44.760426086732586], 'angle': 36.75589005372767}, 'location': [133.7274140766182, 100.23898542463616], 'diameter': 44.760426086732586, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5015257709320657, 'phi': -1.664117509399563, 'norm_pos': [0.4178981689894319, 0.5823375607306827], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.777022,"{'circle_3d': {'center': [-2.6255254941546284, -2.002848566286061, 33.97859813409398], 'normal': [-0.0912845256409924, -0.07029943288580912, -0.9933403873368044], 'radius': 2.224585810339654}, 'confidence': 0.26756937541814035, 'timestamp': 102234.628299, 'diameter_3d': 4.449171620679308, 'ellipse': {'center': [133.92316134503082, 100.10857614062498], 'axes': [43.61969603011979, 44.411511282480646], 'angle': 37.51862207189865}, 'location': [133.92316134503082, 100.10857614062498], 'diameter': 44.411511282480646, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5004388613375086, 'phi': -1.662435462777305, 'norm_pos': [0.4185098792032213, 0.5828809327473959], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.783286,"{'circle_3d': {'center': [-2.5954594104236604, -1.995982108393797, 33.97538954873187], 'normal': [-0.08877901866341173, -0.06972722806145379, -0.9936077694503136], 'radius': 2.21721431110492}, 'confidence': 0.29011362416064584, 'timestamp': 102234.636699, 'diameter_3d': 4.43442862220984, 'ellipse': {'center': [134.21650138241765, 100.17384257835866], 'axes': [43.5050974966792, 44.268475481159406], 'angle': 37.96328209538419}, 'location': [134.21650138241765, 100.17384257835866], 'diameter': 44.268475481159406, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5010124737827248, 'phi': -1.6599098505619196, 'norm_pos': [0.41942656682005514, 0.5826089892568389], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.794503,"{'circle_3d': {'center': [-2.4458734666209105, -1.9890393516081109, 33.96248414132645], 'normal': [-0.0763135233465159, -0.06914866499597992, -0.9946832200674316], 'radius': 2.1971597452710308}, 'confidence': 0.20460929867529884, 'timestamp': 102234.645099, 'diameter_3d': 4.3943194905420615, 'ellipse': {'center': [135.68114019982747, 100.23336531914718], 'axes': [43.23305397628656, 43.88470851024402], 'angle': 41.20237782586556}, 'location': [135.68114019982747, 100.23336531914718], 'diameter': 43.88470851024402, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5015924367287912, 'phi': -1.6473677585151116, 'norm_pos': [0.42400356312446086, 0.5823609778368868], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.8060439,"{'circle_3d': {'center': [-2.7722694318739167, -2.817344379620506, 34.078878057224756], 'normal': [-0.10351318711759976, -0.13817408399701286, -0.9849837270759062], 'radius': 2.2126657111528556}, 'confidence': 0.2132746723532462, 'timestamp': 102234.653499, 'diameter_3d': 4.425331422305711, 'ellipse': {'center': [132.55182658196378, 92.1519896172381], 'axes': [42.51009550446222, 44.04738187806343], 'angle': 50.9961108573659}, 'location': [132.55182658196378, 92.1519896172381], 'diameter': 44.04738187806343, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4321787501736984, 'phi': -1.6755032545872042, 'norm_pos': [0.41422445806863684, 0.6160333765948413], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.811643,"{'circle_3d': {'center': [-2.7229721428373352, -2.156102547150464, 33.99980138733778], 'normal': [-0.09940507969788466, -0.0830705979578427, -0.9915734495664875], 'radius': 2.214408677030183}, 'confidence': 0.2330618876789728, 'timestamp': 102234.661899, 'diameter_3d': 4.428817354060366, 'ellipse': {'center': [132.97697578530762, 98.60886135862339], 'axes': [43.225787954830516, 44.181142908436705], 'angle': 39.427185752129894}, 'location': [132.97697578530762, 98.60886135862339], 'diameter': 44.181142908436705, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4876298897111324, 'phi': -1.6707123395293373, 'norm_pos': [0.4155530493290863, 0.5891297443390693], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.8232121,"{'circle_3d': {'center': [-2.926621750390624, -2.6788450292497803, 34.077489715555046], 'normal': [-0.11637588032732536, -0.12663247146611903, -0.9850994222150485], 'radius': 2.225513472529094}, 'confidence': 0.2778374092455794, 'timestamp': 102234.670299, 'diameter_3d': 4.451026945058188, 'ellipse': {'center': [131.03432807486087, 93.51530958539803], 'axes': [42.76045994491113, 44.30359530004633], 'angle': 46.0209255444833}, 'location': [131.03432807486087, 93.51530958539803], 'diameter': 44.30359530004633, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4438229477273847, 'phi': -1.6883874853615126, 'norm_pos': [0.4094822752339402, 0.6103528767275082], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.834041,"{'circle_3d': {'center': [-2.7708349162115553, -2.044812258368614, 33.99589346085322], 'normal': [-0.1033936441457363, -0.07379640722602186, -0.9918991101068677], 'radius': 2.207151717358092}, 'confidence': 0.3067587036826321, 'timestamp': 102234.678699, 'diameter_3d': 4.414303434716184, 'ellipse': {'center': [132.5012051190664, 99.7029701936691], 'axes': [43.11932594646771, 44.04130612488279], 'angle': 35.79358744486822}, 'location': [132.5012051190664, 99.7029701936691], 'diameter': 44.04130612488279, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4969327734575602, 'phi': -1.6746592988923705, 'norm_pos': [0.4140662659970825, 0.5845709575263787], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.850993,"{'circle_3d': {'center': [-2.7539025561073105, -2.0886825260894653, 33.99748536976632], 'normal': [-0.10198261413704919, -0.07745226286942611, -0.9917664510307751], 'radius': 2.2095502390218877}, 'confidence': 0.29188937387897795, 'timestamp': 102234.687099, 'diameter_3d': 4.4191004780437755, 'ellipse': {'center': [132.66967700258328, 99.2716119869961], 'axes': [43.15162501346029, 44.08710703179149], 'angle': 37.20414881797151}, 'location': [132.66967700258328, 99.2716119869961], 'diameter': 44.08710703179149, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4932664166779286, 'phi': -1.6732654388868586, 'norm_pos': [0.4145927406330728, 0.5863682833875162], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.862132,"{'circle_3d': {'center': [-2.8395960824729523, -2.6798181289758305, 34.06765838827294], 'normal': [-0.10912374133418605, -0.12671356310995657, -0.9859186994885576], 'radius': 2.215402141214626}, 'confidence': 0.18341233752476463, 'timestamp': 102234.695499, 'diameter_3d': 4.430804282429252, 'ellipse': {'center': [131.88111660705567, 93.4968654320054], 'axes': [42.65300920335665, 44.11522367592774], 'angle': 47.5836772779622}, 'location': [131.88111660705567, 93.4968654320054], 'diameter': 44.11522367592774, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.443741197547239, 'phi': -1.6810299383960052, 'norm_pos': [0.412128489397049, 0.6104297273666441], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.872899,"{'circle_3d': {'center': [-2.810681664547524, -2.155359475846611, 34.00885873531841], 'normal': [-0.10671420650706703, -0.08300867534918828, -0.9908186705681016], 'radius': 2.196215435582403}, 'confidence': 0.2499469041077035, 'timestamp': 102234.703899, 'diameter_3d': 4.392430871164806, 'ellipse': {'center': [132.11704024566956, 98.61971622629173], 'axes': [42.789152850250524, 43.80654005753994], 'angle': 37.75949022692461}, 'location': [132.11704024566956, 98.61971622629173], 'diameter': 43.80654005753994, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4876920269265053, 'phi': -1.678085815240191, 'norm_pos': [0.41286575076771737, 0.5890845157237845], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.884377,"{'circle_3d': {'center': [-2.666071146871979, -2.190732998547227, 33.9971850245603], 'normal': [-0.09466333003410494, -0.08595646890757293, -0.991791479797944], 'radius': 2.183918587014313}, 'confidence': 0.16979793564941292, 'timestamp': 102234.712299, 'diameter_3d': 4.367837174028626, 'ellipse': {'center': [133.53227223994165, 98.26258891917013], 'axes': [42.65470778684648, 43.576238747392914], 'angle': 41.38127143273241}, 'location': [133.53227223994165, 98.26258891917013], 'diameter': 43.576238747392914, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4847336559666997, 'phi': -1.6659548648390479, 'norm_pos': [0.4172883507498176, 0.5905725461701244], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.8959942,"{'circle_3d': {'center': [-2.6497427515618504, -2.0668793410717163, 33.98555372682122], 'normal': [-0.09330263042492756, -0.07563533078461374, -0.9927607546095341], 'radius': 2.2105506506434716}, 'confidence': 0.11653732572373253, 'timestamp': 102234.720699, 'diameter_3d': 4.421101301286943, 'ellipse': {'center': [133.68781072318168, 99.4797673229203], 'axes': [43.28032586280044, 44.12240051084587], 'angle': 38.6986891347167}, 'location': [133.68781072318168, 99.4797673229203], 'diameter': 44.12240051084587, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4950886951827194, 'phi': -1.6645040693684334, 'norm_pos': [0.41777440850994274, 0.5855009694878321], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.902296,"{'circle_3d': {'center': [-1.4297167112956357, -3.848714330199945, 34.204379405719166], 'normal': [0.008366206263923667, -0.2241215798786328, -0.9745252813680388], 'radius': 2.205938007300404}, 'confidence': 0.20145865763647203, 'timestamp': 102234.729099, 'diameter_3d': 4.411876014600808, 'ellipse': {'center': [145.80874434362428, 82.13710908707858], 'axes': [41.53127863402781, 43.77535825904234], 'angle': 86.49096252550255}, 'location': [145.80874434362428, 82.13710908707858], 'diameter': 43.77535825904234, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.3447547335507524, 'phi': -1.562211633404649, 'norm_pos': [0.4556523260738259, 0.6577620454705059], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.908009,"{'circle_3d': {'center': [-1.6024358111383468, -2.179602742868755, 33.94235975242765], 'normal': [-0.006027052056302256, -0.08502894760103363, -0.9963602524756653], 'radius': 2.2182809197413307}, 'confidence': 0.21641452742350945, 'timestamp': 102234.737499, 'diameter_3d': 4.436561839482661, 'ellipse': {'center': [143.99611010044904, 98.34271143192748], 'axes': [43.9020479865334, 44.34744144967473], 'angle': 75.41558680695228}, 'location': [143.99611010044904, 98.34271143192748], 'diameter': 44.34744144967473, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4856645856306843, 'phi': -1.576845322156273, 'norm_pos': [0.44998784406390324, 0.5902387023669688], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.9081779,"{'circle_3d': {'center': [-1.5503795359667256, -2.305365418102224, 33.953557376538406], 'normal': [-0.0016890291253338257, -0.09550917053715602, -0.9954271171331018], 'radius': 2.2038738262497097}, 'confidence': 0.23990010147130256, 'timestamp': 102234.745899, 'diameter_3d': 4.4077476524994195, 'ellipse': {'center': [144.51498816024005, 97.1065612729128], 'axes': [43.523478240725154, 44.047407971195106], 'angle': 78.59399923550795}, 'location': [144.51498816024005, 97.1065612729128], 'diameter': 44.047407971195106, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4751413511436902, 'phi': -1.572493113506158, 'norm_pos': [0.45160933800075015, 0.5953893280295299], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.9133282,"{'circle_3d': {'center': [-1.6256652484301186, -3.7243678199696566, 34.17643608840197], 'normal': [-0.00796283849728324, -0.21375937069277537, -0.9768538911444714], 'radius': 2.2194230471708827}, 'confidence': 0.2662904062220201, 'timestamp': 102234.754299, 'diameter_3d': 4.438846094341765, 'ellipse': {'center': [143.87506282411496, 83.3313121393499], 'axes': [41.97667679585068, 44.07562866384929], 'angle': 82.37429019521053}, 'location': [143.87506282411496, 83.3313121393499], 'diameter': 44.07562866384929, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.3553746570659226, 'phi': -1.5789476605891266, 'norm_pos': [0.4496095713253593, 0.6527861994193753], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.9253309,"{'circle_3d': {'center': [-1.3379198074190977, -2.4390780941891474, 33.96867371790144], 'normal': [0.016015948253635174, -0.10665189354439969, -0.9941674220195162], 'radius': 2.2138612871332977}, 'confidence': 0.2536211175356498, 'timestamp': 102234.762699, 'diameter_3d': 4.427722574266595, 'ellipse': {'center': [146.61779956427412, 95.7983230236617], 'axes': [43.619190844397615, 44.23397952257441], 'angle': 87.30229287378545}, 'location': [146.61779956427412, 95.7983230236617], 'diameter': 44.23397952257441, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.463941203701221, 'phi': -1.5546878096788304, 'norm_pos': [0.45818062363835665, 0.6008403207347429], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.936501,"{'circle_3d': {'center': [-1.5514837230368572, -3.838374748835432, 34.20159500023436], 'normal': [-0.0017810447145114596, -0.2232599480982567, -0.9747573151584391], 'radius': 2.2264588164560335}, 'confidence': 0.22176583712508352, 'timestamp': 102234.771099, 'diameter_3d': 4.452917632912067, 'ellipse': {'center': [144.61379009320544, 82.24115872417993], 'axes': [41.921164704531506, 44.184499260685925], 'angle': 84.10343987350585}, 'location': [144.61379009320544, 82.24115872417993], 'diameter': 44.184499260685925, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.3456387666133525, 'phi': -1.5726234920849524, 'norm_pos': [0.451918094041267, 0.657328505315917], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.953506,"{'circle_3d': {'center': [-1.729113795086916, -2.566623901821262, 33.98315879944556], 'normal': [-0.016583550718683025, -0.11728071084707588, -0.9929603318908392], 'radius': 2.212213743355608}, 'confidence': 0.22533609330435542, 'timestamp': 102234.779499, 'diameter_3d': 4.424427486711216, 'ellipse': {'center': [142.76548313449098, 94.55006087766732], 'axes': [43.40638264183669, 44.17317220509956], 'angle': 74.14197577040633}, 'location': [142.76548313449098, 94.55006087766732], 'diameter': 44.17317220509956, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4532450765984508, 'phi': -1.5874958953224267, 'norm_pos': [0.4461421347952843, 0.6060414130097195], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777060.971322,"{'circle_3d': {'center': [-1.7901512125805281, -2.5479864473978058, 33.98214783341473], 'normal': [-0.021670002176484033, -0.11572758964512118, -0.9930445790600751], 'radius': 2.2215948779510084}, 'confidence': 0.3184773068745361, 'timestamp': 102234.787899, 'diameter_3d': 4.443189755902017, 'ellipse': {'center': [142.16327120482487, 94.734540066481], 'axes': [43.59171862255833, 44.36034128190684], 'angle': 71.9828740801485}, 'location': [142.16327120482487, 94.734540066481], 'diameter': 44.36034128190684, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7069065908441807, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4548088469207705, 'phi': -1.5926146458665313, 'norm_pos': [0.4442602225150777, 0.6052727497229958], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
