eye_packets,900
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777059.852191,"{'circle_3d': {'center': [-4.079678027288892, -2.5180824084137, 34.25165320338308], 'normal': [-0.21246390340218108, -0.11323558639644571, -0.9705857982293794], 'radius': 2.196918854791845}, 'confidence': 0.3020347197337279, 'timestamp': 102233.217099, 'diameter_3d': 4.39383770958369, 'ellipse': {'center': [119.88073005684736, 95.21310182643616], 'axes': [40.774253615267085, 43.51428364112635], 'angle': 28.994877126335858}, 'location': [119.88073005684736, 95.21310182643616], 'diameter': 43.51428364112635, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4573173432839903, 'phi': -1.7862997993148035, 'norm_pos': [0.374627281427648, 0.6032787423898494], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.900203,"{'circle_3d': {'center': [-4.1735318609027, -2.8078773721746932, 34.31013789343842], 'normal': [-0.22028505620333172, -0.1373851667098618, -0.9657120740581008], 'radius': 2.176942226387646}, 'confidence': 0.2530795606717487, 'timestamp': 102233.309499, 'diameter_3d': 4.353884452775292, 'ellipse': {'center': [119.02299974598876, 92.41714012964077], 'axes': [39.93686441930634, 43.04528073802643], 'angle': 32.453163809858914}, 'location': [119.02299974598876, 92.41714012964077], 'diameter': 43.04528073802643, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4329752639065736, 'phi': -1.795065463417922, 'norm_pos': [0.37194687420621486, 0.6149285827931634], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.911,"{'circle_3d': {'center': [-3.862065664998551, -1.871416944079753, 34.14900984180235], 'normal': [-0.194329539877986, -0.05934679770195014, -0.97913941169444], 'radius': 2.1964847775183256}, 'confidence': 0.24636745673723903, 'timestamp': 102233.317899, 'diameter_3d': 4.392969555036651, 'ellipse': {'center': [121.90291774396925, 101.49169086054026], 'axes': [41.62301462790338, 43.63791984599043], 'angle': 19.37066661235202}, 'location': [121.90291774396925, 101.49169086054026], 'diameter': 43.63791984599043, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5114146367734955, 'phi': -1.7667200462231307, 'norm_pos': [0.3809466179499039, 0.577117954747749], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.922755,"{'circle_3d': {'center': [-3.788855492375199, -1.8368416168599644, 34.132674493815465], 'normal': [-0.18822869215937327, -0.05646552043363439, -0.980500690693347], 'radius': 2.1991894244783463}, 'confidence': 0.31260525972935055, 'timestamp': 102233.326299, 'diameter_3d': 4.398378848956693, 'ellipse': {'center': [122.60539942188704, 101.8230203655287], 'axes': [41.80990042413562, 43.71240586366998], 'angle': 19.186947968221865}, 'location': [122.60539942188704, 101.8230203655287], 'diameter': 43.71240586366998, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.514300757874861, 'phi': -1.7604608875149883, 'norm_pos': [0.383141873193397, 0.5757374151436304], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.9390059,"{'circle_3d': {'center': [-3.929199800596299, -1.8510604372881279, 34.16131597468257], 'normal': [-0.19992405117779832, -0.057650422135981365, -0.9781139006210883], 'radius': 2.1783112654312693}, 'confidence': 0.24121414426967291, 'timestamp': 102233.334699, 'diameter_3d': 4.356622530862539, 'ellipse': {'center': [121.25257660522355, 101.69665776999275], 'axes': [41.18082332480768, 43.26173828398791], 'angle': 18.52977289032978}, 'location': [121.25257660522355, 101.69665776999275], 'diameter': 43.26173828398791, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5131139225896653, 'phi': -1.7724166689933465, 'norm_pos': [0.3789143018913236, 0.5762639259583635], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.956701,"{'circle_3d': {'center': [-3.934269027906965, -1.8553095039664051, 34.16260448833083], 'normal': [-0.2003464867870205, -0.058004511025837806, -0.9780065244837336], 'radius': 2.1772369831777025}, 'confidence': 0.3545091368686998, 'timestamp': 102233.343099, 'diameter_3d': 4.354473966355405, 'ellipse': {'center': [121.20393996273114, 101.6555330415852], 'axes': [41.149881591097625, 43.238765731845554], 'angle': 18.579185892066604}, 'location': [121.20393996273114, 101.6555330415852], 'diameter': 43.238765731845554, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5127592401695018, 'phi': -1.772852784612324, 'norm_pos': [0.3787623123835348, 0.576435278993395], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.956865,"{'circle_3d': {'center': [-4.049692962586603, -2.695666848573766, 34.26721050013191], 'normal': [-0.20996514801032362, -0.1280342897431179, -0.9692893568336435], 'radius': 2.212561288123546}, 'confidence': 0.28540055168613604, 'timestamp': 102233.351499, 'diameter_3d': 4.425122576247092, 'ellipse': {'center': [120.19541495228319, 93.4881102639353], 'axes': [40.935191626139925, 43.80403145809516], 'angle': 31.960232925425178}, 'location': [120.19541495228319, 93.4881102639353], 'diameter': 43.80403145809516, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4424096248444722, 'phi': -1.7841181155541788, 'norm_pos': [0.37561067172588497, 0.6104662072336029], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.9622111,"{'circle_3d': {'center': [-4.057808336891354, -2.641930059735138, 34.26199842253193], 'normal': [-0.2106414292023862, -0.12355622400656557, -0.9697236966336419], 'radius': 2.20176665350597}, 'confidence': 0.3394353307061933, 'timestamp': 102233.359899, 'diameter_3d': 4.40353330701194, 'ellipse': {'center': [120.10752573355731, 94.00862253903884], 'axes': [40.778179701283484, 43.59694457994343], 'angle': 31.083987670538633}, 'location': [120.10752573355731, 94.00862253903884], 'diameter': 43.59694457994343, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4469235521898893, 'phi': -1.7846915081133756, 'norm_pos': [0.3753360179173666, 0.6082974060873382], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.96855,"{'circle_3d': {'center': [-4.073729051039823, -2.6571127806400643, 34.267413232281804], 'normal': [-0.21196815538142527, -0.1248214507486427, -0.9692724624878187], 'radius': 2.188715720442348}, 'confidence': 0.20499680705422324, 'timestamp': 102233.368299, 'diameter_3d': 4.377431440884696, 'ellipse': {'center': [119.95441262755506, 93.86201560969396], 'axes': [40.493078550616865, 43.33167670989174], 'angle': 31.16751156358672}, 'location': [119.95441262755506, 93.86201560969396], 'diameter': 43.33167670989174, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4456484543175856, 'phi': -1.7860947576982893, 'norm_pos': [0.37485753946110956, 0.6089082682929419], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.968747,"{'circle_3d': {'center': [-4.202261425200555, -2.7912509035358974, 34.31437427081142], 'normal': [-0.22267918656148625, -0.13599962765662882, -0.9653590426103508], 'radius': 2.19736858594622}, 'confidence': 0.25844016262052, 'timestamp': 102233.376699, 'diameter_3d': 4.39473717189244, 'ellipse': {'center': [118.75224234923436, 92.58617622483678], 'axes': [40.27878054904273, 43.44404195850735], 'angle': 31.966094556130276}, 'location': [118.75224234923436, 92.58617622483678], 'diameter': 43.44404195850735, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4343739316156372, 'phi': -1.7975007785434254, 'norm_pos': [0.3711007573413574, 0.6142242657298468], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.968896,"{'circle_3d': {'center': [-4.090716303492368, -2.916936189118508, 34.30757155074081], 'normal': [-0.2133837597524707, -0.14647340145517973, -0.9659259359495684], 'radius': 2.192399516943996}, 'confidence': 0.21316533836509935, 'timestamp': 102233.385099, 'diameter_3d': 4.384799033887992, 'ellipse': {'center': [119.83377270757782, 91.35136699821476], 'axes': [40.23916155649079, 43.35401509413386], 'angle': 34.72708475730901}, 'location': [119.83377270757782, 91.35136699821476], 'diameter': 43.35401509413386, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4237940520239691, 'phi': -1.7882155027086395, 'norm_pos': [0.37448053971118067, 0.6193693041741052], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.969066,"{'circle_3d': {'center': [-3.90467179240435, -1.9712173820757584, 34.16402558124792], 'normal': [-0.19788005049513588, -0.06766350086828389, -0.9778881000739759], 'radius': 2.214812076639534}, 'confidence': 0.2447483986434244, 'timestamp': 102233.393499, 'diameter_3d': 4.429624153279068, 'ellipse': {'center': [121.50507326579503, 100.52145135231575], 'axes': [41.841243643084994, 43.98233745887298], 'angle': 20.99373229862059}, 'location': [121.50507326579503, 100.52145135231575], 'diameter': 43.98233745887298, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5030810880714163, 'phi': -1.7704547935397368, 'norm_pos': [0.3797033539556095, 0.581160619365351], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.969322,"{'circle_3d': {'center': [-3.934413591863778, -2.1757383235551124, 34.18603609780839], 'normal': [-0.2003585337834215, -0.08470691265823005, -0.9760538903606032], 'radius': 2.16775647695642}, 'confidence': 0.2734892603127292, 'timestamp': 102233.401899, 'diameter_3d': 4.33551295391284, 'ellipse': {'center': [121.22552547212449, 98.52290359868536], 'axes': [40.765378248804204, 43.0191422375047], 'angle': 24.516346404378293}, 'location': [121.22552547212449, 98.52290359868536], 'diameter': 43.0191422375047, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4859877866164823, 'phi': -1.7732579057348903, 'norm_pos': [0.378829767100389, 0.5894879016721444], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.975086,"{'circle_3d': {'center': [-3.9406949537403237, -2.5312882228450384, 34.22364052284608], 'normal': [-0.20088198060646698, -0.11433607093239055, -0.9729201882741288], 'radius': 2.1972840009314827}, 'confidence': 0.2634381309721639, 'timestamp': 102233.410299, 'diameter_3d': 4.394568001862965, 'ellipse': {'center': [121.21154787186705, 95.06440791491393], 'axes': [41.004628442330116, 43.5564785862072], 'angle': 30.4501082594361}, 'location': [121.21154787186705, 95.06440791491393], 'diameter': 43.5564785862072, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.4562096646514238, 'phi': -1.7744083342392827, 'norm_pos': [0.37878608709958456, 0.6038983003545253], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.98596,"{'circle_3d': {'center': [-3.954552479279225, -2.513633897097549, 34.224448621921525], 'normal': [-0.20203677440137546, -0.11286487712009981, -0.9728528466845089], 'radius': 2.1986759337626327}, 'confidence': 0.2557700128826062, 'timestamp': 102233.418699, 'diameter_3d': 4.397351867525265, 'ellipse': {'center': [121.07696797483544, 95.2381480920917], 'axes': [41.02462001821785, 43.58312819353796], 'angle': 30.0401216383983}, 'location': [121.07696797483544, 95.2381480920917], 'diameter': 43.58312819353796, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.457690444411728, 'phi': -1.775560250597189, 'norm_pos': [0.3783655249213608, 0.6031743829496179], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777059.9921138,"{'circle_3d': {'center': [-3.8613098222541025, -1.9279826357084884, 34.15242502427984], 'normal': [-0.19426655298261525, -0.06406060533767807, -0.9788548131546491], 'radius': 2.192359009211652}, 'confidence': 0.27686634364708573, 'timestamp': 102233.427099, 'diameter_3d': 4.384718018423304, 'ellipse': {'center': [121.91298087687449, 100.93777957350088], 'axes': [41.51350888350712, 43.55119260787308], 'angle': 20.478290525443086}, 'location': [121.91298087687449, 100.93777957350088], 'diameter': 43.55119260787308, 'sphere': {'center': [-1.5301111864627197, -1.1592553716563516, 45.89868278213563], 'radius': 12.0}, 'projected_sphere': {'center': [148.69339431688513, 111.43379677940123], 'axes': [177.34563265436816, 177.34563265436816], 'angle': 90.0}, 'model_confidence': 0.7087141404936492, 'model_id': 8, 'model_birth_timestamp': 102216.383499, 'theta': 1.5066918254423913, 'phi': -1.766713654804618, 'norm_pos': [0.38097806524023275, 0.5794259184437464], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
