eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603852355.9103239,"{'circle_3d': {'center': [-1.9225860157099122, 1.6152705508544587, 28.44375281867948], 'normal': [-0.04881826489379559, 0.42127190956760313, -0.9056195422041335], 'radius': 1.583026461224393}, 'confidence': 0.9935912493611763, 'timestamp': 177545.495548, 'diameter_3d': 3.166052922448786, 'ellipse': {'center': [137.10874464902219, 138.87023245763794], 'axes': [33.13223551243342, 37.816764764520215], 'angle': -77.80130577586215}, 'location': [137.10874464902219, 138.87023245763794], 'diameter': 37.816764764520215, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.3132571764690395, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.005643618160259, 'phi': -1.6246501348436995, 'norm_pos': [0.42846482702819433, 0.42137403142650853], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.917036,"{'circle_3d': {'center': [-1.9651735295117398, 1.6112353926235246, 28.444255689200773], 'normal': [-0.052367224377281224, 0.42093564638169195, -0.9055776363273591], 'radius': 1.575307652452497}, 'confidence': 0.7655823510603612, 'timestamp': 177545.503948, 'diameter_3d': 3.150615304904994, 'ellipse': {'center': [136.60407308199882, 138.82590296733562], 'axes': [32.95797602730341, 37.63321676046931], 'angle': -77.24672907842148}, 'location': [136.60407308199882, 138.82590296733562], 'diameter': 37.63321676046931, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.3135333691039799, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.005272881039468, 'phi': -1.6285594239849666, 'norm_pos': [0.42688772838124633, 0.4215587376361015], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.9255319,"{'circle_3d': {'center': [-1.9471844455206264, 1.5885078149734833, 28.432695872097227], 'normal': [-0.05086813404468844, 0.4190416815775218, -0.9065409544193215], 'radius': 1.5966373114706875}, 'confidence': 0.980360693250257, 'timestamp': 177545.512348, 'diameter_3d': 3.193274622941375, 'ellipse': {'center': [136.80899962408026, 138.5528996589852], 'axes': [33.47677986119235, 38.158010961489], 'angle': -77.39669131298412}, 'location': [136.80899962408026, 138.5528996589852], 'diameter': 38.158010961489, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.31184324509835326, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.0031859343555576, 'phi': -1.626849885893888, 'norm_pos': [0.4275281238252508, 0.42269625142089495], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.93278,"{'circle_3d': {'center': [-1.9643678412549623, 1.5339391534282356, 28.408613214406305], 'normal': [-0.052300083689216445, 0.41449429311541786, -0.9085478425602315], 'radius': 1.5956501052366387}, 'confidence': 0.7342011225079871, 'timestamp': 177545.520748, 'diameter_3d': 3.1913002104732775, 'ellipse': {'center': [136.5858222900446, 137.92025856864322], 'axes': [33.593597727869444, 38.16771142421657], 'angle': -76.98433855335979}, 'location': [136.5858222900446, 137.92025856864322], 'diameter': 38.16771142421657, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.31134210503745985, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 1.9981833692488107, 'phi': -1.62829734923097, 'norm_pos': [0.4268306946563894, 0.4253322559639866], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.941361,"{'circle_3d': {'center': [-1.9604121230447529, 1.6471985064216215, 28.460770024144143], 'normal': [-0.05197044050503232, 0.4239325725315333, -0.9042014417487451], 'radius': 1.5600182194745724}, 'confidence': 0.5922548298611039, 'timestamp': 177545.529148, 'diameter_3d': 3.120036438949145, 'ellipse': {'center': [136.6730895610817, 139.24942430824376], 'axes': [32.54408678161436, 37.24575887571631], 'angle': -77.4302723041926}, 'location': [136.6730895610817, 139.24942430824376], 'diameter': 37.24575887571631, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.30453377101964385, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.0085793124683224, 'phi': -1.6282097770437225, 'norm_pos': [0.4271034048783803, 0.41979406538231767], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.948459,"{'circle_3d': {'center': [-1.9174169078264434, 1.6011847986005412, 28.43693432499424], 'normal': [-0.04838750590350653, 0.4200980968797766, -0.9061877500112369], 'radius': 1.5850402726839734}, 'confidence': 0.863505258337265, 'timestamp': 177545.537548, 'diameter_3d': 3.170080545367947, 'ellipse': {'center': [137.16472331134105, 138.70638760488112], 'axes': [33.2153748986485, 37.87385811162271], 'angle': -77.82014430529586}, 'location': [137.16472331134105, 138.70638760488112], 'diameter': 37.87385811162271, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.30442261064063114, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.0043497424330137, 'phi': -1.6241424426234854, 'norm_pos': [0.42863976034794077, 0.4220567183129954], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.956796,"{'circle_3d': {'center': [-1.9495326006237192, 1.5966589000667621, 28.43659941737269], 'normal': [-0.05106381363661285, 0.4197209386686284, -0.9062156589796994], 'radius': 1.5571549780440952}, 'confidence': 0.9473064773984026, 'timestamp': 177545.545948, 'diameter_3d': 3.1143099560881904, 'ellipse': {'center': [136.7825078745571, 138.66656230929482], 'axes': [32.625161021786425, 37.20883888516496], 'angle': -77.3954914567452}, 'location': [136.7825078745571, 138.66656230929482], 'diameter': 37.20883888516496, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.3061800450021357, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.003934171304882, 'phi': -1.627085214410811, 'norm_pos': [0.42744533710799093, 0.42222265704460493], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.964638,"{'circle_3d': {'center': [-1.9503969702055426, 1.57884529885808, 28.428415317321786], 'normal': [-0.051135844435098124, 0.41823647190123825, -0.9068976673172747], 'radius': 1.5771978275054328}, 'confidence': 0.9771827724207244, 'timestamp': 177545.554348, 'diameter_3d': 3.1543956550108656, 'ellipse': {'center': [136.76660314602518, 138.45045242152298], 'axes': [33.09286775370704, 37.699018883387275], 'angle': -77.32254259983277}, 'location': [136.76660314602518, 138.45045242152298], 'diameter': 37.699018883387275, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.31104660279469565, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.0022992886174764, 'phi': -1.6271221472352373, 'norm_pos': [0.4273956348313287, 0.42312311491032095], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.9728608,"{'circle_3d': {'center': [-2.058985823456044, 1.5806206485967431, 28.435901365037825], 'normal': [-0.0601849155393066, 0.41838441771279355, -0.906273830007605], 'radius': 1.5660759630010446}, 'confidence': 0.5162153207517056, 'timestamp': 177545.562748, 'diameter_3d': 3.132151926002089, 'ellipse': {'center': [135.48466496694246, 138.47249775982203], 'axes': [32.791137752501584, 37.42726106755873], 'angle': -75.95060614848532}, 'location': [135.48466496694246, 138.47249775982203], 'diameter': 37.42726106755873, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.3102508122917902, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.002462169979349, 'phi': -1.637108153827108, 'norm_pos': [0.4233895780216952, 0.4230312593340748], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.982195,"{'circle_3d': {'center': [-1.939896624448227, 1.68956884808824, 28.47957450748475], 'normal': [-0.050260815621988496, 0.4274634343370849, -0.9026344014703612], 'radius': 1.5518617865195372}, 'confidence': 0.5413892221234194, 'timestamp': 177545.571148, 'diameter_3d': 3.1037235730390744, 'ellipse': {'center': [136.93073210984903, 139.74340584150102], 'axes': [32.271062239032425, 37.02548405606376], 'angle': -77.82877247396699}, 'location': [136.93073210984903, 139.74340584150102], 'diameter': 37.02548405606376, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.30957977816300497, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.012481402133777, 'phi': -1.6264212475616653, 'norm_pos': [0.4279085378432782, 0.41773580899374574], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852355.9940858,"{'circle_3d': {'center': [-2.060817096799224, 1.5734762354119116, 28.432727699593574], 'normal': [-0.06033752165123824, 0.4177890499473909, -0.9065383021279593], 'radius': 1.5588202925918486}, 'confidence': 0.5457475399502955, 'timestamp': 177545.579548, 'diameter_3d': 3.1176405851836972, 'ellipse': {'center': [135.45987205740386, 138.39317663414494], 'axes': [32.65681393720636, 37.25804079127218], 'angle': -75.90069136527966}, 'location': [135.45987205740386, 138.39317663414494], 'diameter': 37.25804079127218, 'sphere': {'center': [-1.336766836984365, -3.4399923639567787, 39.31118732512908], 'radius': 12.0}, 'projected_sphere': {'center': [148.46682239100562, 90.32089530542265], 'axes': [207.0639807614427, 207.0639807614427], 'angle': 90.0}, 'model_confidence': 0.30927222426565537, 'model_id': 20, 'model_birth_timestamp': 177526.763548, 'theta': 2.0018067724441546, 'phi': -1.6372564635652487, 'norm_pos': [0.42331210017938703, 0.42336176402439607], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
