imu_packets,1167
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1581494488.082747,0.02679,-0.02399,-0.99725,0.06494,0.0149
1581494488.089171,0.02679,-0.02393,-0.99725,0.06494,0.0149
1581494488.094378,0.02673,-0.02386,-0.99725,0.06500,0.0149
1581494488.100106,0.02667,-0.02380,-0.99725,0.06500,0.0149
1581494488.105279,0.02667,-0.02380,-0.99725,0.06500,0.0149
1581494488.111271,0.02661,-0.02374,-0.99725,0.06506,0.0149
1581494488.120438,0.02661,-0.02368,-0.99725,0.06506,0.0149
1581494488.12231,0.02661,-0.02368,-0.99725,0.06506,0.0149
1581494488.12817,0.02661,-0.02362,-0.99725,0.06506,0.0149
1581494488.1333702,0.02655,-0.02362,-0.99725,0.06512,0.0149
1581494488.138896,0.02655,-0.02356,-0.99725,0.06512,0.0149
1581494488.144459,0.02661,-0.02350,-0.99725,0.06512,0.0149
1581494488.150548,0.02661,-0.02350,-0.99725,0.06512,0.0149
1581494488.156468,0.02661,-0.02344,-0.99725,0.06512,0.0149
1581494488.161747,0.02661,-0.02344,-0.99725,0.06512,0.0149
1581494488.167409,0.02661,-0.02344,-0.99725,0.06512,0.0149
1581494488.173114,0.02661,-0.02344,-0.99725,0.06512,0.0149
1581494488.1789849,0.02661,-0.02344,-0.99725,0.06506,0.0149
1581494488.183102,0.02661,-0.02338,-0.99725,0.06506,0.0149
1581494488.189316,0.02667,-0.02338,-0.99725,0.06506,0.0149
1581494488.194379,0.02667,-0.02338,-0.99725,0.06506,0.0149
1581494488.1999118,0.02667,-0.02332,-0.99725,0.06506,0.0149
1581494488.205427,0.02667,-0.02332,-0.99725,0.06506,0.0149
1581494488.211136,0.02673,-0.02325,-0.99725,0.06500,0.0149
1581494488.217,0.02673,-0.02325,-0.99725,0.06500,0.0149
1581494488.223048,0.02679,-0.02325,-0.99725,0.06500,0.0149
1581494488.2303302,0.02679,-0.02319,-0.99725,0.06506,0.0149
1581494488.233079,0.02686,-0.02319,-0.99725,0.06506,0.0149
1581494488.240971,0.02686,-0.02313,-0.99725,0.06506,0.0149
1581494488.244461,0.02686,-0.02313,-0.99725,0.06506,0.0149
1581494488.249162,0.02692,-0.02307,-0.99725,0.06512,0.0149
1581494488.255027,0.02692,-0.02307,-0.99725,0.06512,0.0149
1581494488.2603211,0.02698,-0.02307,-0.99725,0.06512,0.0149
1581494488.265782,0.02698,-0.02307,-0.99725,0.06519,0.0149
1581494488.271612,0.02698,-0.02313,-0.99725,0.06519,0.0149
1581494488.2769659,0.02704,-0.02313,-0.99725,0.06519,0.0149
1581494488.28242,0.02704,-0.02313,-0.99725,0.06525,0.0149
1581494488.287812,0.02704,-0.02319,-0.99725,0.06525,0.0149
1581494488.293004,0.02704,-0.02319,-0.99725,0.06531,0.0149
1581494488.298788,0.02704,-0.02325,-0.99725,0.06531,0.0149
1581494488.3048801,0.02704,-0.02325,-0.99725,0.06531,0.0149
1581494488.310316,0.02710,-0.02325,-0.99725,0.06531,0.0149
1581494488.315837,0.02710,-0.02332,-0.99725,0.06531,0.0149
1581494488.323049,0.02710,-0.02332,-0.99725,0.06531,0.0149
1581494488.327609,0.02710,-0.02332,-0.99725,0.06525,0.0149
1581494488.332243,0.02710,-0.02332,-0.99725,0.06525,0.0149
1581494488.3388412,0.02704,-0.02332,-0.99725,0.06525,0.0149
1581494488.343149,0.02704,-0.02332,-0.99725,0.06525,0.0149
1581494488.3491268,0.02704,-0.02332,-0.99725,0.06519,0.0149
1581494488.354975,0.02704,-0.02332,-0.99725,0.06512,0.0149
1581494488.3610618,0.02704,-0.02332,-0.99725,0.06506,0.0149
1581494488.3663418,0.02698,-0.02338,-0.99725,0.06506,0.0149
1581494488.372212,0.02698,-0.02338,-0.99725,0.06500,0.0149
1581494488.3789499,0.02698,-0.02338,-0.99725,0.06500,0.0149
1581494488.3832378,0.02692,-0.02344,-0.99725,0.06494,0.0149
1581494488.3884108,0.02692,-0.02344,-0.99725,0.06488,0.0149
1581494488.393766,0.02692,-0.02350,-0.99725,0.06476,0.0149
1581494488.399283,0.02686,-0.02350,-0.99725,0.06470,0.0149
1581494488.405151,0.02686,-0.02356,-0.99725,0.06464,0.0149
1581494488.411435,0.02686,-0.02362,-0.99725,0.06458,0.0149
1581494488.417113,0.02686,-0.02362,-0.99725,0.06445,0.0149
1581494488.422113,0.02679,-0.02368,-0.99725,0.06439,0.0149
1581494488.428234,0.02679,-0.02374,-0.99731,0.06427,0.0149
1581494488.4324381,0.02679,-0.02380,-0.99731,0.06415,0.0149
1581494488.438595,0.02679,-0.02393,-0.99731,0.06409,0.0149
1581494488.44356,0.02686,-0.02399,-0.99731,0.06396,0.0149
1581494488.451634,0.02686,-0.02423,-0.99731,0.06360,0.0149
1581494488.455324,0.02692,-0.02435,-0.99731,0.06342,0.0149
1581494488.46131,0.02692,-0.02448,-0.99731,0.06323,0.0149
1581494488.468364,0.02698,-0.02466,-0.99738,0.06299,0.0149
1581494488.4723089,0.02704,-0.02484,-0.99738,0.06262,0.0149
1581494488.4801018,0.02710,-0.02502,-0.99738,0.06232,0.0149
1581494488.483037,0.02716,-0.02521,-0.99738,0.06189,0.0149
1581494488.489166,0.02722,-0.02545,-0.99744,0.06140,0.0149
1581494488.49792,0.02740,-0.02588,-0.99750,0.06030,0.0149
1581494488.501427,0.02753,-0.02618,-0.99750,0.05963,0.0149
1581494488.507183,0.02765,-0.02649,-0.99756,0.05878,0.0149
1581494488.5134661,0.02783,-0.02686,-0.99756,0.05792,0.0149
1581494488.520446,0.02795,-0.02722,-0.99762,0.05688,0.0149
1581494488.523089,0.02814,-0.02777,-0.99768,0.05560,0.0149
1581494488.528575,0.02826,-0.02832,-0.99774,0.05432,0.0150
1581494488.534315,0.02856,-0.02954,-0.99786,0.05133,0.0150
1581494488.540334,0.02875,-0.03027,-0.99792,0.04944,0.0150
1581494488.54555,0.02893,-0.03107,-0.99799,0.04755,0.0150
1581494488.5511072,0.02905,-0.03180,-0.99805,0.04565,0.0150
1581494488.5564768,0.02917,-0.03259,-0.99811,0.04346,0.0150
1581494488.5620868,0.02930,-0.03333,-0.99817,0.04114,0.0150
1581494488.567551,0.02942,-0.03412,-0.99823,0.03864,0.0150
1581494488.5734038,0.02948,-0.03473,-0.99829,0.03625,0.0150
1581494488.5782819,0.02954,-0.03546,-0.99835,0.03357,0.0150
1581494488.583821,0.02948,-0.03662,-0.99847,0.02814,0.0150
1581494488.589612,0.02942,-0.03711,-0.99854,0.02539,0.0151
1581494488.594487,0.02936,-0.03760,-0.99860,0.02283,0.0151
1581494488.60018,0.02930,-0.03802,-0.99866,0.02014,0.0151
1581494488.60523,0.02924,-0.03851,-0.99866,0.01733,0.0151
1581494488.611126,0.02917,-0.03894,-0.99872,0.01459,0.0151
1581494488.617432,0.02917,-0.03937,-0.99872,0.01190,0.0152
1581494488.622614,0.02911,-0.03979,-0.99872,0.00916,0.0152
1581494488.628489,0.02911,-0.04028,-0.99872,0.00610,0.0152
1581494488.6330152,0.02917,-0.04065,-0.99872,0.00366,0.0153
1581494488.640414,0.02917,-0.04108,-0.99872,0.00110,0.0153
1581494488.644255,-0.02936,0.04181,0.99866,0.00372,0.0153
1581494488.650368,-0.02942,0.04218,0.99866,0.00604,0.0153
1581494488.6560798,-0.02948,0.04248,0.99866,0.00806,0.0153
1581494488.662592,-0.02960,0.04279,0.99860,0.01019,0.0153
1581494488.666775,-0.02972,0.04315,0.99854,0.01227,0.0153
1581494488.6720881,-0.02985,0.04346,0.99854,0.01440,0.0153
1581494488.677595,-0.02991,0.04370,0.99847,0.01611,0.0153
1581494488.6838138,-0.03003,0.04401,0.99841,0.01807,0.0153
1581494488.689002,-0.03015,0.04425,0.99835,0.01971,0.0153
1581494488.69401,-0.03027,0.04474,0.99829,0.02258,0.0153
1581494488.69992,-0.03040,0.04498,0.99823,0.02411,0.0153
1581494488.705446,-0.03046,0.04517,0.99817,0.02539,0.0153
1581494488.711182,-0.03052,0.04541,0.99817,0.02643,0.0153
1581494488.717055,-0.03058,0.04559,0.99811,0.02753,0.0153
1581494488.721937,-0.03064,0.04578,0.99805,0.02850,0.0153
1581494488.7281122,-0.03076,0.04596,0.99805,0.02942,0.0153
1581494488.733164,-0.03082,0.04614,0.99799,0.03015,0.0154
1581494488.738764,-0.03101,0.04645,0.99792,0.03149,0.0154
1581494488.744273,-0.03113,0.04663,0.99792,0.03204,0.0154
1581494488.75118,-0.03119,0.04675,0.99786,0.03247,0.0154
1581494488.756089,-0.03125,0.04694,0.99786,0.03284,0.0154
