eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495149.1848059,"{'circle_3d': {'center': [-0.2173677340284712, -0.4604353343111445, 24.743433231686176], 'normal': [0.29283168777152685, -0.5210404177149945, -0.8017271891012946], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 360245.762969, 'diameter_3d': 2.0, 'ellipse': {'center': [154.31231689451513, 108.87934112552952], 'axes': [39.838836673573255, 50.13577652437066], 'angle': -61.90267181396405}, 'location': [154.31231689451513, 108.87934112552952], 'diameter': 50.13577652437066, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.0227268732666306, 'phi': -1.2205999643509495, 'norm_pos': [0.4822259902953598, 0.546336078643627], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.298889,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.880169, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.306014,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.888569, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.3159838,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.896969, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.323232,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.905369, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.3303418,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.913769, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.34245,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.922169, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.350875,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.930569, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.358189,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.938969, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.3665988,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.947369, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.374797,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.955769, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.3833332,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.964169, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.392222,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 360246.972569, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.399588,"{'circle_3d': {'center': [-13.872080272018454, -9.722355554448434, 1159.3354236081266], 'normal': [-0.8891136313651218, -0.33729273442857244, -0.3093712362557688], 'radius': 43.04582824151082}, 'confidence': 4.940248210516529e-11, 'timestamp': 360246.980969, 'diameter_3d': 86.09165648302164, 'ellipse': {'center': [152.80750631606708, 114.88340238651048], 'axes': [13.640595778159192, 46.06990485330795], 'angle': 20.83830162951785}, 'location': [152.80750631606708, 114.88340238651048], 'diameter': 46.06990485330795, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.2267567035556364, 'phi': -2.8067411191854466, 'norm_pos': [0.4775234572377096, 0.521319156722873], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.406944,"{'circle_3d': {'center': [-13.81311961870541, -9.684120604398192, 1159.1306037749273], 'normal': [-0.8842002435890347, -0.33410648859105213, -0.3264395556890262], 'radius': 42.70398104320479}, 'confidence': 0.10644620027916153, 'timestamp': 360246.989369, 'diameter_3d': 85.40796208640958, 'ellipse': {'center': [152.845806878674, 114.90572541128948], 'axes': [14.321242745449236, 45.7113403953738], 'angle': 20.76754914365141}, 'location': [152.845806878674, 114.90572541128948], 'diameter': 45.7113403953738, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.2301392433452647, 'phi': -2.787923725999951, 'norm_pos': [0.47764314649585626, 0.5212261441196271], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.413964,"{'circle_3d': {'center': [-13.839574191479038, -9.541533560568848, 1159.0596501747318], 'normal': [-0.8864047913201704, -0.32222423493860686, -0.3323523557053188], 'radius': 42.33665847987887}, 'confidence': 2.1199164645935298e-10, 'timestamp': 360246.997769, 'diameter_3d': 84.67331695975774, 'ellipse': {'center': [152.83217159825853, 114.9787049766191], 'axes': [14.470835849168525, 45.320346907874246], 'angle': 20.047438608199016}, 'location': [152.83217159825853, 114.9787049766191], 'diameter': 45.320346907874246, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.2427182239817824, 'phi': -2.782870884638745, 'norm_pos': [0.4776005362445579, 0.5209220625974205], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.430136,"{'circle_3d': {'center': [-13.662137585439071, -8.980971192679775, 1158.1826930086017], 'normal': [-0.8716184074835064, -0.275510704281184, -0.4054321195495024], 'radius': 43.2846271404923}, 'confidence': 1.1957288714725678e-08, 'timestamp': 360247.006169, 'diameter_3d': 86.5692542809846, 'ellipse': {'center': [152.98419644697458, 115.2835190422893], 'axes': [18.23434890216386, 46.3697817230235], 'angle': 17.634848971929692}, 'location': [152.98419644697458, 115.2835190422893], 'diameter': 46.3697817230235, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.2916753995086578, 'phi': -2.7062127708930857, 'norm_pos': [0.47807561389679554, 0.5196520039904613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.433716,"{'circle_3d': {'center': [-13.865976560400417, -8.36015065959546, 1158.2432962094842], 'normal': [-0.8886049887302853, -0.22377565985749118, -0.4003818528092828], 'radius': 42.53467542562726}, 'confidence': 9.380768384303906e-09, 'timestamp': 360247.014569, 'diameter_3d': 85.06935085125453, 'ellipse': {'center': [152.86703919077382, 115.59479236889942], 'axes': [17.694131139362963, 45.56324278139876], 'angle': 14.232698107059692}, 'location': [152.86703919077382, 115.59479236889942], 'diameter': 45.56324278139876, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.3451096685859907, 'phi': -2.718261913372463, 'norm_pos': [0.4777094974711682, 0.5183550317962524], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.442168,"{'circle_3d': {'center': [-13.989478255075284, -7.676102103902814, 1158.1857044414305], 'normal': [-0.8988967966198574, -0.1667716135497707, -0.40518116681376565], 'radius': 43.32310419456199}, 'confidence': 0.4361879807535902, 'timestamp': 360247.022969, 'diameter_3d': 86.64620838912398, 'ellipse': {'center': [152.81871466960018, 115.9447061692203], 'axes': [18.260007344040787, 46.411024328639975], 'angle': 10.615765180221498}, 'location': [152.81871466960018, 115.9447061692203], 'diameter': 46.411024328639975, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.4032418110518226, 'phi': -2.7181120251845132, 'norm_pos': [0.47755848334250056, 0.5168970576282488], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.449745,"{'circle_3d': {'center': [-13.925267634641266, -6.775417149214983, 1157.7738252264455], 'normal': [-0.8935459115836893, -0.09171453399245146, -0.4395044347291857], 'radius': 42.48545998060539}, 'confidence': 6.330903867812765e-08, 'timestamp': 360247.031369, 'diameter_3d': 84.97091996121078, 'ellipse': {'center': [152.8629918110455, 116.40143666773687], 'axes': [19.506227578059104, 45.52803099413204], 'angle': 5.984505483484684}, 'location': [152.8629918110455, 116.40143666773687], 'diameter': 45.52803099413204, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.478952726676104, 'phi': -2.6844737700054804, 'norm_pos': [0.4776968494095172, 0.5149940138844297], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.459074,"{'circle_3d': {'center': [-13.848937841970352, -5.905961070227516, 1157.5157396505224], 'normal': [-0.8871850955277799, -0.01925986074349586, -0.4610115660561079], 'radius': 42.65582429032888}, 'confidence': 1.6833246241354516e-07, 'timestamp': 360247.039769, 'diameter_3d': 85.31164858065776, 'ellipse': {'center': [152.91888909597134, 116.84068816249372], 'axes': [20.598398203707603, 45.72044956293389], 'angle': 1.38285428868829}, 'location': [152.91888909597134, 116.84068816249372], 'diameter': 45.72044956293389, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.55153527513663, 'phi': -2.66236147980502, 'norm_pos': [0.47787152842491043, 0.5131637993229428], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.4664562,"{'circle_3d': {'center': [-13.835474249133018, -5.758052580363379, 1157.4857257186422], 'normal': [-0.8860631294580019, -0.006934153254817767, -0.46351272704611984], 'radius': 42.513917258651105}, 'confidence': 1.8819817382276227e-07, 'timestamp': 360247.048169, 'diameter_3d': 85.02783451730221, 'ellipse': {'center': [152.92513836633034, 116.91515586289086], 'axes': [20.648201995708085, 45.56930549699374], 'angle': 0.5897436762391126}, 'location': [152.92513836633034, 116.91515586289086], 'diameter': 45.56930549699374, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.5638621179703274, 'phi': -2.6596246708715245, 'norm_pos': [0.4778910573947823, 0.5128535172379547], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.47378,"{'circle_3d': {'center': [-13.838568777529115, -5.18640073003022, 1157.5125306769094], 'normal': [-0.8863210068243434, 0.040703500939612065, -0.4612789805238703], 'radius': 42.60065918640912}, 'confidence': 1.7251052653044496e-07, 'timestamp': 360247.056569, 'diameter_3d': 85.20131837281824, 'ellipse': {'center': [152.92342553920875, 117.20325130711855], 'axes': [20.597605669886086, 45.6614179609245], 'angle': -2.484678904303801}, 'location': [152.92342553920875, 117.20325130711855], 'diameter': 45.6614179609245, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.6115110755460385, 'phi': -2.6617252335502553, 'norm_pos': [0.47788570481002735, 0.5116531195536727], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.482728,"{'circle_3d': {'center': [-13.529103848589656, -4.212656975755462, 1157.1125822286538], 'normal': [-0.8605322627460552, 0.1218488137958419, -0.49460801787850217], 'radius': 42.508910606083255}, 'confidence': 7.142614333321973e-07, 'timestamp': 360247.064969, 'diameter_3d': 85.01782121216651, 'ellipse': {'center': [153.09999543617226, 117.69000472656424], 'axes': [22.115463630630767, 45.57780780433069], 'angle': -7.893523807407267}, 'location': [153.09999543617226, 117.69000472656424], 'diameter': 45.57780780433069, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.6929486906776747, 'phi': -2.619931338825243, 'norm_pos': [0.47843748573803835, 0.5096249803059824], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.48999,"{'circle_3d': {'center': [-11.868964349082514, -4.427014914707049, 1154.84183936674], 'normal': [-0.7221873044537934, 0.10398565221654299, -0.6838365897046339], 'radius': 42.519091197704405}, 'confidence': 0.0004787122379600328, 'timestamp': 360247.073369, 'diameter_3d': 85.03818239540881, 'ellipse': {'center': [154.03867206263413, 117.5617445690345], 'axes': [30.92141689025315, 45.67155725675303], 'angle': -7.918611362282693}, 'location': [154.03867206263413, 117.5617445690345], 'diameter': 45.67155725675303, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.6749702965356423, 'phi': -2.383463733925942, 'norm_pos': [0.48137085019573167, 0.5101593976290228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.497777,"{'circle_3d': {'center': [-9.593828980166741, -3.959323967511097, 1153.037350030405], 'normal': [-0.5325926903774789, 0.1429598978162057, -0.8342107010658991], 'radius': 42.32754148540602}, 'confidence': 0.026143723735470026, 'timestamp': 360247.081769, 'diameter_3d': 84.65508297081205, 'ellipse': {'center': [155.21054913032506, 117.7704756076817], 'axes': [37.808758799829214, 45.52990388478136], 'angle': -14.562541071984947}, 'location': [155.21054913032506, 117.7704756076817], 'diameter': 45.52990388478136, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.7142477162840672, 'phi': -2.139001364554657, 'norm_pos': [0.4850329660322658, 0.5092896849679929], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.510016,"{'circle_3d': {'center': [-9.49097446326935, -3.9989704354521654, 1152.9657523647197], 'normal': [-0.5240214806360296, 0.13965602548778333, -0.8401771732063297], 'radius': 42.366026789019614}, 'confidence': 0.030158116574553473, 'timestamp': 360247.090169, 'diameter_3d': 84.73205357803923, 'ellipse': {'center': [155.26297296106128, 117.75046014026779], 'axes': [38.122038968502224, 45.573840736208304], 'angle': -14.44925077042407}, 'location': [155.26297296106128, 117.75046014026779], 'diameter': 45.573840736208304, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.710910354190344, 'phi': -2.128462816008587, 'norm_pos': [0.4851967905033165, 0.5093730827488843], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.518278,"{'circle_3d': {'center': [-9.870146836828367, -3.635011242394986, 1153.281381488382], 'normal': [-0.5556191784326144, 0.16998595824254828, -0.8138747462344739], 'radius': 42.596416893002676}, 'confidence': 0.01597845474157633, 'timestamp': 360247.098569, 'diameter_3d': 85.19283378600535, 'ellipse': {'center': [155.07404932352634, 117.92786242209401], 'axes': [37.09823475132328, 45.81060147172612], 'angle': -16.578645570299006}, 'location': [155.07404932352634, 117.92786242209401], 'diameter': 45.81060147172612, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.741611746774069, 'phi': -2.169805959854535, 'norm_pos': [0.4846064041360198, 0.5086339065746083], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.526081,"{'circle_3d': {'center': [-10.138446340482316, -3.8471457560156015, 1153.4273182711695], 'normal': [-0.5779774704037769, 0.152308082107497, -0.8017133476688454], 'radius': 42.828426094656756}, 'confidence': 0.011777388001126599, 'timestamp': 360247.106969, 'diameter_3d': 85.65685218931351, 'ellipse': {'center': [154.94390676815746, 117.82659910662396], 'axes': [36.720309597997485, 46.05501370051151], 'angle': -14.353167259416113}, 'location': [154.94390676815746, 117.82659910662396], 'diameter': 46.05501370051151, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.723699509844535, 'phi': -2.195430173906371, 'norm_pos': [0.48419970865049206, 0.5090558370557334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495150.534461,"{'circle_3d': {'center': [-10.296450589601765, -4.110430852924877, 1153.4963573661573], 'normal': [-0.5911444911637309, 0.13036765736505734, -0.7959600897531991], 'radius': 41.758233194402116}, 'confidence': 0.010159219319665236, 'timestamp': 360247.115369, 'diameter_3d': 83.51646638880423, 'ellipse': {'center': [154.84554193442602, 117.7052417068915], 'axes': [35.53101919317882, 44.901215472191176], 'angle': -12.03987862069421}, 'location': [154.84554193442602, 117.7052417068915], 'diameter': 44.901215472191176, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.701536119530852, 'phi': -2.2095968413168694, 'norm_pos': [0.4838923185450813, 0.5095614928879522], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
