eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495845.041187,"{'circle_3d': {'center': [-0.018720865123012853, 0.043219066489567304, 0.34128876229929084], 'normal': [-0.3143873580209636, 0.5241361177116716, -0.7914808394564806], 'radius': 0.016219796196648883}, 'confidence': 0.9999912783052309, 'timestamp': 360941.625369, 'diameter_3d': 0.032439592393297766, 'ellipse': {'center': [126.3108909079169, 197.9985157335385], 'axes': [41.74522001183725, 58.96328982186239], 'angle': -59.94402383277068}, 'location': [126.3108909079169, 197.9985157335385], 'diameter': 58.96328982186239, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6318894695170774, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.1224967413793263, 'phi': -1.948898770746503, 'norm_pos': [0.3947215340872403, 0.1750061844435895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.049072,"{'circle_3d': {'center': [-0.018807666095449704, 0.04325543414901478, 0.34134732498566756], 'normal': [-0.3143945914353334, 0.5241391483499589, -0.7914759592326159], 'radius': 0.016448235844108657}, 'confidence': 0.9999890801030528, 'timestamp': 360941.633769, 'diameter_3d': 0.03289647168821731, 'ellipse': {'center': [126.16791279537262, 198.03670585860084], 'axes': [42.31939470556234, 59.78404262465155], 'angle': -59.93494419303127}, 'location': [126.16791279537262, 198.03670585860084], 'diameter': 59.78404262465155, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6321327018094514, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.122500299997006, 'phi': -1.9489087798356148, 'norm_pos': [0.39427472748553943, 0.17484705892249652], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.057707,"{'circle_3d': {'center': [-0.018752304509094486, 0.043409239645071374, 0.34142719030159974], 'normal': [-0.3143899779698038, 0.5241519654746303, -0.7914693037896215], 'radius': 0.01666251631685007}, 'confidence': 0.9998533682894958, 'timestamp': 360941.642169, 'diameter_3d': 0.03332503263370014, 'ellipse': {'center': [126.284996742201, 198.28420451184658], 'axes': [42.850922532075316, 60.54969005510553], 'angle': -59.953401530781775}, 'location': [126.284996742201, 198.28420451184658], 'diameter': 60.54969005510553, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6322146663901629, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.1225153501294614, 'phi': -1.948906630279326, 'norm_pos': [0.3946406148193781, 0.17381581453397255], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.06562,"{'circle_3d': {'center': [-0.018706770810547724, 0.043433229623803804, 0.3414249908058], 'normal': [-0.31438618349492486, 0.5241539646395247, -0.7914694870809382], 'radius': 0.016389312326524064}, 'confidence': 0.9999877652727985, 'timestamp': 360941.650569, 'diameter_3d': 0.03277862465304813, 'ellipse': {'center': [126.35654976268756, 198.34597842672844], 'axes': [42.14756935770892, 59.55654161178894], 'angle': -59.96119440709577}, 'location': [126.35654976268756, 198.34597842672844], 'diameter': 59.55654161178894, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6327109202051706, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.12251769760273, 'phi': -1.9489024099723211, 'norm_pos': [0.39486421800839866, 0.1735584232219648], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.077813,"{'circle_3d': {'center': [-0.01873469200196176, 0.04336262002996172, 0.34138932048752224], 'normal': [-0.31438851026087605, 0.5241480805067045, -0.7914724596074613], 'radius': 0.016693188453618217}, 'confidence': 0.9999809867089852, 'timestamp': 360941.658969, 'diameter_3d': 0.033386376907236434, 'ellipse': {'center': [126.31455070891363, 198.20609222075828], 'axes': [42.93971478798689, 60.66796530745967], 'angle': -59.95246844368244}, 'location': [126.31455070891363, 198.20609222075828], 'diameter': 60.66796530745967, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6327301947955388, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.122510788305177, 'phi': -1.9489036606077477, 'norm_pos': [0.3947329709653551, 0.17414128241350713], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.0851169,"{'circle_3d': {'center': [-0.018943688163630235, 0.04334977902392456, 0.34146383661343727], 'normal': [-0.31440592660768174, 0.524147010422868, -0.7914662499303018], 'radius': 0.01659824496655853}, 'confidence': 0.9999832620567483, 'timestamp': 360941.667369, 'diameter_3d': 0.03319648993311706, 'ellipse': {'center': [125.93819426449079, 198.17198726485276], 'axes': [42.676303400621244, 60.30898578517499], 'angle': -59.9233639135679}, 'location': [125.93819426449079, 198.17198726485276], 'diameter': 60.30898578517499, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6323924757722477, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.122509531788834, 'phi': -1.9489253584914148, 'norm_pos': [0.3935568570765337, 0.1742833863964468], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.0932,"{'circle_3d': {'center': [-0.01891843263185944, 0.04319634484193191, 0.3413521944179081], 'normal': [-0.3144038219800342, 0.5241342242410353, -0.7914755534465958], 'radius': 0.016542845521648808}, 'confidence': 0.9999833551491344, 'timestamp': 360941.675769, 'diameter_3d': 0.033085691043297616, 'ellipse': {'center': [125.97083642809353, 197.92207263590268], 'axes': [42.562214547999446, 60.12706890978638], 'angle': -59.915806867009685}, 'location': [125.97083642809353, 197.92207263590268], 'diameter': 60.12706890978638, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6325677252303596, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.122494518043694, 'phi': -1.9489190287375948, 'norm_pos': [0.3936588638377923, 0.17532469735040546], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.103481,"{'circle_3d': {'center': [-0.018594747260257005, 0.04350436311419781, 0.3414276023765659], 'normal': [-0.3143768481990673, 0.5241598924303909, -0.791469269450041], 'radius': 0.01644366538872576}, 'confidence': 0.9999846758670237, 'timestamp': 360941.684169, 'diameter_3d': 0.03288733077745152, 'ellipse': {'center': [126.56256576862539, 198.4711673238846], 'axes': [42.28668561243597, 59.754088702900724], 'angle': -59.98136620028329}, 'location': [126.56256576862539, 198.4711673238846], 'diameter': 59.754088702900724, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6323080988247076, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.1225246581943744, 'phi': -1.948892316782872, 'norm_pos': [0.39550801802695434, 0.1730368028171475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.108942,"{'circle_3d': {'center': [-0.018814215666608902, 0.04342579961700643, 0.3414627500042595], 'normal': [-0.31439513723292994, 0.5241533454722915, -0.7914663404810666], 'radius': 0.016567169217662225}, 'confidence': 0.9999876064642046, 'timestamp': 360941.692569, 'diameter_3d': 0.03313433843532445, 'ellipse': {'center': [126.17211448809083, 198.31239769511586], 'axes': [42.596276853309426, 60.19651909466195], 'angle': -59.94621380893396}, 'location': [126.17211448809083, 198.31239769511586], 'diameter': 60.19651909466195, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6324066666958506, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.1225169705595244, 'phi': -1.9489135450482227, 'norm_pos': [0.39428785777528386, 0.17369834293701725], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.116849,"{'circle_3d': {'center': [-0.018805679377892126, 0.04342002605098738, 0.34145553555340946], 'normal': [-0.3143944258755369, 0.52415286434179, -0.7914669416853041], 'radius': 0.016718045817189327}, 'confidence': 0.9999797676299269, 'timestamp': 360941.700969, 'diameter_3d': 0.033436091634378655, 'ellipse': {'center': [126.193025685663, 198.29372226767617], 'axes': [42.98674440442726, 60.74651159642809], 'angle': -59.9469828948683}, 'location': [126.193025685663, 198.29372226767617], 'diameter': 60.74651159642809, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6321549633022006, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.1225164056030725, 'phi': -1.9489125081408119, 'norm_pos': [0.3943532052676969, 0.17377615721801598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495845.12642,"{'circle_3d': {'center': [-0.018933449471031594, 0.043263248672935184, 0.34140246538359875], 'normal': [-0.31440507338329854, 0.5241397995602856, -0.791471364199455], 'radius': 0.01649325393196233}, 'confidence': 0.9999837673426107, 'timestamp': 360941.709369, 'diameter_3d': 0.03298650786392466, 'ellipse': {'center': [125.94651493111033, 198.0354804749445], 'axes': [42.42156403628518, 59.93787550975981], 'angle': -59.918551170690584}, 'location': [125.94651493111033, 198.0354804749445], 'diameter': 59.93787550975981, 'sphere': {'center': [3.7539274311285507, -6.246414346050492, 9.839058835777058], 'radius': 12.0}, 'projected_sphere': {'center': [396.5505731947265, -273.61253542554357], 'axes': [1512.339772366533, 1512.339772366533], 'angle': 90.0}, 'model_confidence': 0.6322239629977022, 'model_id': 1, 'model_birth_timestamp': 360929.604994, 'theta': 2.122501064658257, 'phi': -1.9489222103628348, 'norm_pos': [0.3935828591597198, 0.17485216468773124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
