eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581494832.162605,"{'circle_3d': {'center': [0.02007730034769306, 0.2371588909021929, 20.95060358114367], 'normal': [-0.2853591874285953, 0.5595521436985521, -0.7781205129235745], 'radius': 0.7946826841313875}, 'confidence': 0.9995771546010856, 'timestamp': 359928.678838, 'diameter_3d': 1.589365368262775, 'ellipse': {'center': [160.7926787242016, 126.63371318106526], 'axes': [36.33363486573797, 47.04893842851169], 'angle': -63.392449376049676}, 'location': [160.7926787242016, 126.63371318106526], 'diameter': 47.04893842851169, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450362398226386, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.164641657841203, 'phi': -1.922295873071037, 'norm_pos': [0.50247712101313, 0.47235952841222806], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.170906,"{'circle_3d': {'center': [0.017549003947146424, 0.22517511305725346, 20.942924348127725], 'normal': [-0.28556987879530754, 0.5585534955448072, -0.7787604490082366], 'radius': 0.7745637889867586}, 'confidence': 0.9999879016317649, 'timestamp': 359928.687238, 'diameter_3d': 1.5491275779735172, 'ellipse': {'center': [160.7085094616812, 126.30064386836273], 'axes': [35.468669457205024, 45.87385477721297], 'angle': -63.3107047940938}, 'location': [160.7085094616812, 126.30064386836273], 'diameter': 45.87385477721297, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9451863792561355, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.1634372075913713, 'phi': -1.922268717482033, 'norm_pos': [0.5022140920677537, 0.4737473172151553], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.179426,"{'circle_3d': {'center': [0.024149855941766774, 0.22144948116143048, 20.937836138182334], 'normal': [-0.2850198077957558, 0.5582430262201552, -0.7791844665036859], 'radius': 0.7877412501301645}, 'confidence': 0.9997138306433675, 'timestamp': 359928.695638, 'diameter_3d': 1.575482500260329, 'ellipse': {'center': [160.9105183968287, 126.17914751294789], 'axes': [36.110149657253366, 46.66610066552054], 'angle': -63.35706488162047}, 'location': [160.9105183968287, 126.17914751294789], 'diameter': 46.66610066552054, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450992243565604, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.163062955627488, 'phi': -1.9214703054812319, 'norm_pos': [0.5028453699900897, 0.4742535520293838], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.186193,"{'circle_3d': {'center': [0.026421958776037258, 0.22858061631666882, 20.942118064009], 'normal': [-0.28483046589289995, 0.5588372874830917, -0.7788276393514638], 'radius': 0.7931884728712646}, 'confidence': 0.9998298899395711, 'timestamp': 359928.704038, 'diameter_3d': 1.5863769457425292, 'ellipse': {'center': [160.980087889763, 126.38371975052851], 'axes': [36.32815704158841, 46.97944982154643], 'angle': -63.413221901528495}, 'location': [160.980087889763, 126.38371975052851], 'diameter': 46.97944982154643, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9451002004132847, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.1637793841090462, 'phi': -1.9214036960575802, 'norm_pos': [0.5030627746555094, 0.47340116770613117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.198308,"{'circle_3d': {'center': [0.02408477478012383, 0.22637132072270116, 20.941388143360555], 'normal': [-0.28502523122589274, 0.5586531795169277, -0.7788884660721673], 'radius': 0.777229609395555}, 'confidence': 0.9995445498596497, 'timestamp': 359928.712438, 'diameter_3d': 1.55445921879111, 'ellipse': {'center': [160.9031536929531, 126.33386300229304], 'axes': [35.60184982413604, 46.035274367649016], 'angle': -63.37993572479604}, 'location': [160.9031536929531, 126.33386300229304], 'diameter': 46.035274367649016, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9449931535734923, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.163557390583506, 'phi': -1.9215990473079847, 'norm_pos': [0.5028223552904785, 0.4736089041571123], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.208094,"{'circle_3d': {'center': [0.03132349902211917, 0.23254232906233163, 20.943170345566124], 'normal': [-0.28442200420572644, 0.559167430211897, -0.7787399492217033], 'radius': 0.7810856590051077}, 'confidence': 0.9996933014162793, 'timestamp': 359928.720838, 'diameter_3d': 1.5621713180102155, 'ellipse': {'center': [161.11892261218645, 126.51220546602566], 'axes': [35.765330637905464, 46.25998071156284], 'angle': -63.47972263793116}, 'location': [161.11892261218645, 126.51220546602566], 'diameter': 46.25998071156284, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450091357385393, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.1641775464893294, 'phi': -1.9209773142607314, 'norm_pos': [0.5034966331630827, 0.4728658105582264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.2159832,"{'circle_3d': {'center': [0.025767233963700065, 0.2330906220933029, 20.945595359901844], 'normal': [-0.28488502629392803, 0.5592131212978112, -0.7785378646937265], 'radius': 0.786459120708966}, 'confidence': 0.9999063520356202, 'timestamp': 359928.729238, 'diameter_3d': 1.572918241417932, 'ellipse': {'center': [160.95712319238706, 126.52266649287486], 'axes': [35.99396392134771, 46.57295313013017], 'angle': -63.42831606610824}, 'location': [160.95712319238706, 126.52266649287486], 'diameter': 46.57295313013017, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9449819304532481, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.164232659779435, 'phi': -1.9215855600305365, 'norm_pos': [0.5029910099762096, 0.4728222229463548], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.223534,"{'circle_3d': {'center': [0.030658052029650662, 0.23595760365507434, 20.945866734110023], 'normal': [-0.2844774581217655, 0.5594520364279588, -0.7785152501763785], 'radius': 0.7890396788122839}, 'confidence': 0.999948829254629, 'timestamp': 359928.737638, 'diameter_3d': 1.5780793576245677, 'ellipse': {'center': [161.1029515734653, 126.60486600366369], 'axes': [36.11000011487475, 46.725326256316045], 'angle': -63.48946716673529}, 'location': [161.1029515734653, 126.60486600366369], 'diameter': 46.725326256316045, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450196761795149, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.164520876258964, 'phi': -1.9211331608931141, 'norm_pos': [0.5034467236670791, 0.4724797249847347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.234325,"{'circle_3d': {'center': [0.030327441421200696, 0.2291455713206494, 20.941096027650932], 'normal': [-0.284505009005803, 0.5588843670667568, -0.7789128090479694], 'radius': 0.7961777214236482}, 'confidence': 0.9995188432546073, 'timestamp': 359928.746038, 'diameter_3d': 1.5923554428472964, 'ellipse': {'center': [161.09712958686634, 126.39777407037118], 'axes': [36.47270916992733, 47.15894741331157], 'angle': -63.45391143674579}, 'location': [161.09712958686634, 126.39777407037118], 'diameter': 47.15894741331157, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450424689140924, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.1638361570156888, 'phi': -1.9209998222469138, 'norm_pos': [0.5034285299589574, 0.47334260804012007], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.239378,"{'circle_3d': {'center': [0.02665557070216895, 0.22646559611988426, 20.940515403552602], 'normal': [-0.284810998232389, 0.5586610358000264, -0.778961194389497], 'radius': 0.7834658017381667}, 'confidence': 0.999961226064336, 'timestamp': 359928.754438, 'diameter_3d': 1.5669316034763334, 'ellipse': {'center': [160.9822940264531, 126.33092714435932], 'axes': [35.89414325255833, 46.406807558630334], 'angle': -63.405398434529396}, 'location': [160.9822940264531, 126.33092714435932], 'diameter': 46.406807558630334, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450754361678193, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.1635668628468614, 'phi': -1.9213263442905288, 'norm_pos': [0.5030696688326659, 0.4736211368985028], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494832.246855,"{'circle_3d': {'center': [0.023114655981849808, 0.23778556139860552, 20.949940877297365], 'normal': [-0.28510607445908226, 0.5596043662399198, -0.7781757382440998], 'radius': 0.7867202392540362}, 'confidence': 0.9999829896039769, 'timestamp': 359928.762837, 'diameter_3d': 1.5734404785080724, 'ellipse': {'center': [160.87852930843746, 126.66007765500089], 'axes': [35.973953187290604, 46.578770503076115], 'angle': -63.424877324838754}, 'location': [160.87852930843746, 126.66007765500089], 'diameter': 46.578770503076115, 'sphere': {'center': [3.4443875494908367, -6.477466833480432, 30.288049736226565], 'radius': 12.0}, 'projected_sphere': {'center': [230.50702502413324, -12.594520668474189], 'axes': [491.2828699631495, 491.2828699631495], 'angle': 90.0}, 'model_confidence': 0.9450810626343453, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 2.164704669373453, 'phi': -1.9219861917979904, 'norm_pos': [0.502745404088867, 0.47224967643749627], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
