eye_packets,755
norm_X,norm_Y,phi,theta,confidence,timestamp
1581497171.076053,"{'circle_3d': {'center': [-1.3174375812496919e-08, 1.4175429718932264e-08, 4.183752597697321e-07], 'normal': [-0.30197553699355567, 0.5589358147072037, -0.772270373700201], 'radius': 2.0873184961670426e-08}, 'confidence': 0.9803559780120851, 'timestamp': 362267.684072, 'diameter_3d': 4.174636992334085e-08, 'ellipse': {'center': [140.81721289258795, 140.36120848354935], 'axes': [46.06004247065274, 61.89978171310729], 'angle': -60.9146739237546}, 'location': [140.81721289258795, 140.36120848354935], 'diameter': 61.89978171310729, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998123845, 'phi': -1.943540102660661, 'norm_pos': [0.44005379028933733, 0.41516163131854433], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.183576,"{'circle_3d': {'center': [-1.317629649832952e-08, 1.4278368709597089e-08, 4.184505115745196e-07], 'normal': [-0.3019755369937157, 0.5589358147157819, -0.7722703736939299], 'radius': 2.0807829488428938e-08}, 'confidence': 1.0, 'timestamp': 362267.793272, 'diameter_3d': 4.1615658976857876e-08, 'ellipse': {'center': [140.8156250467917, 140.51437165006618], 'axes': [45.89906317479625, 61.69459125972467], 'angle': -60.92209824532752}, 'location': [140.8156250467917, 140.51437165006618], 'diameter': 61.69459125972467, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998227296, 'phi': -1.9435401026635948, 'norm_pos': [0.44004882827122405, 0.4145234514580576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.191929,"{'circle_3d': {'center': [-1.311747421794962e-08, 1.4428611194716723e-08, 4.1853625099008696e-07], 'normal': [-0.30197553698881385, 0.5589358147283021, -0.7722703736867851], 'radius': 2.0965656302200488e-08}, 'confidence': 1.0, 'timestamp': 362267.801673, 'diameter_3d': 4.1931312604400975e-08, 'ellipse': {'center': [140.91187026428244, 140.72331338963943], 'axes': [46.2290863051459, 62.150077753025144], 'angle': -60.940549859375594}, 'location': [140.91187026428244, 140.72331338963943], 'diameter': 62.150077753025144, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998378286, 'phi': -1.9435401026612271, 'norm_pos': [0.44034959457588263, 0.4136528608765023], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.200138,"{'circle_3d': {'center': [-1.3252617225845142e-08, 1.4413895854659131e-08, 4.1857844479409323e-07], 'normal': [-0.3019755370000758, 0.5589358147270759, -0.7722703736832689], 'radius': 2.118033878728368e-08}, 'confidence': 1.0, 'timestamp': 362267.810073, 'diameter_3d': 4.236067757456736e-08, 'ellipse': {'center': [140.7204565451447, 140.6860665617603], 'axes': [46.69386609128918, 62.78098881338837], 'angle': -60.922601328522035}, 'location': [140.7204565451447, 140.6860665617603], 'diameter': 62.78098881338837, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.16389819983635, 'phi': -1.9435401026754202, 'norm_pos': [0.43975142670357725, 0.41380805599266546], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.207614,"{'circle_3d': {'center': [-1.3217050121028251e-08, 1.443614117135894e-08, 4.1858063681843305e-07], 'normal': [-0.3019755369971118, 0.5589358147289296, -0.7722703736830862], 'radius': 2.0834918526820712e-08}, 'confidence': 1.0, 'timestamp': 362267.818473, 'diameter_3d': 4.1669837053641425e-08, 'ellipse': {'center': [140.76194706248523, 140.74044185236934], 'axes': [45.9303866715215, 61.75570166583298], 'angle': -60.92872923891021}, 'location': [140.76194706248523, 140.74044185236934], 'diameter': 61.75570166583298, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998385853, 'phi': -1.9435401026721715, 'norm_pos': [0.43988108457026637, 0.4135814922817944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.215838,"{'circle_3d': {'center': [-1.3241641116934488e-08, 1.4457388175515007e-08, 4.1860562838280657e-07], 'normal': [-0.3019755369991611, 0.5589358147307002, -0.7722703736810035], 'radius': 2.105816601797376e-08}, 'confidence': 1.0, 'timestamp': 362267.826873, 'diameter_3d': 4.211633203594752e-08, 'ellipse': {'center': [140.7339274901125, 140.75689089077946], 'axes': [46.417973414711575, 62.41437764535071], 'angle': -60.92721124815297}, 'location': [140.7339274901125, 140.75689089077946], 'diameter': 62.41437764535071, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998407205, 'phi': -1.9435401026753878, 'norm_pos': [0.4397935234066016, 0.4135129546217523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.224533,"{'circle_3d': {'center': [-1.3181697511299717e-08, 1.444082187163076e-08, 4.1857019894564473e-07], 'normal': [-0.3019755369941658, 0.5589358147293196, -0.772270373683956], 'radius': 2.092338195498125e-08}, 'confidence': 1.0, 'timestamp': 362267.835273, 'diameter_3d': 4.18467639099625e-08, 'ellipse': {'center': [140.81678143523953, 140.74241195198815], 'axes': [46.128136321708595, 62.01967357753763], 'angle': -60.93346340767195}, 'location': [140.81678143523953, 140.74241195198815], 'diameter': 62.01967357753763, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998390556, 'phi': -1.9435401026684807, 'norm_pos': [0.44005244198512355, 0.41357328353338274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.232459,"{'circle_3d': {'center': [-1.3170355916969356e-08, 1.4528576564032392e-08, 4.1862927879776635e-07], 'normal': [-0.30197553699322066, 0.5589358147366326, -0.7722703736790327], 'radius': 2.0995617791535417e-08}, 'confidence': 1.0, 'timestamp': 362267.843673, 'diameter_3d': 4.199123558307083e-08, 'ellipse': {'center': [140.8386242827116, 140.8651880411421], 'axes': [46.274694870736276, 62.22513531452878], 'angle': -60.94136397068287}, 'location': [140.8386242827116, 140.8651880411421], 'diameter': 62.22513531452878, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.163898199847875, 'phi': -1.9435401026695813, 'norm_pos': [0.44012070088347377, 0.41306171649524126], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.244708,"{'circle_3d': {'center': [-1.3136527865498238e-08, 1.4408563231427252e-08, 4.185291917480072e-07], 'normal': [-0.30197553699040164, 0.5589358147266315, -0.7722703736873733], 'radius': 2.0940549992777152e-08}, 'confidence': 1.0, 'timestamp': 362267.852073, 'diameter_3d': 4.1881099985554305e-08, 'ellipse': {'center': [140.88247657421402, 140.69548241440788], 'axes': [46.17514467030425, 62.07666579839733], 'angle': -60.936694474064765}, 'location': [140.88247657421402, 140.69548241440788], 'diameter': 62.07666579839733, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998358138, 'phi': -1.9435401026627521, 'norm_pos': [0.4402577392944188, 0.41376882327330056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.252117,"{'circle_3d': {'center': [-1.320683473693407e-08, 1.4460940001015388e-08, 4.185945918777634e-07], 'normal': [-0.30197553699626056, 0.5589358147309962, -0.7722703736819233], 'radius': 2.1076333487612125e-08}, 'confidence': 1.0, 'timestamp': 362267.860473, 'diameter_3d': 4.215266697522425e-08, 'ellipse': {'center': [140.78563259814763, 140.76155386072523], 'axes': [46.46059071245733, 62.46987896457144], 'angle': -60.93180289991976}, 'location': [140.78563259814763, 140.76155386072523], 'diameter': 62.46987896457144, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998410776, 'phi': -1.943540102671726, 'norm_pos': [0.43995510186921133, 0.4134935255803115], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.261787,"{'circle_3d': {'center': [-1.3210919469486271e-08, 1.4517958391024877e-08, 4.1863745359194127e-07], 'normal': [-0.30197553699660096, 0.5589358147357477, -0.7722703736783514], 'radius': 2.1041748760057986e-08}, 'confidence': 1.0, 'timestamp': 362267.868873, 'diameter_3d': 4.208349752011597e-08, 'ellipse': {'center': [140.78037221108602, 140.84618042374765], 'axes': [46.37471681960126, 62.360836315608694], 'angle': -60.935523826656464}, 'location': [140.78037221108602, 140.84618042374765], 'diameter': 62.360836315608694, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998468076, 'phi': -1.9435401026736772, 'norm_pos': [0.4399386631596438, 0.4131409149010514], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.268075,"{'circle_3d': {'center': [-1.3033112367111244e-08, 1.4501068790195859e-08, 4.1855570387383523e-07], 'normal': [-0.3019755369817837, 0.5589358147343403, -0.7722703736851639], 'radius': 2.0946115467733607e-08}, 'confidence': 1.0, 'timestamp': 362267.877273, 'diameter_3d': 4.189223093546721e-08, 'ellipse': {'center': [141.03719208209736, 140.83103167001315], 'axes': [46.18173463362271, 62.08904210801966], 'angle': -60.95642680077196}, 'location': [141.03719208209736, 140.83103167001315], 'diameter': 62.08904210801966, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.1638981998451103, 'phi': -1.943540102654043, 'norm_pos': [0.44074122525655424, 0.4132040347082786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.276924,"{'circle_3d': {'center': [-1.2849084907173847e-08, 1.431153684450237e-08, 4.1834656983041896e-07], 'normal': [-0.3019755369664481, 0.5589358147185459, -0.7722703737025918], 'radius': 2.090623114897526e-08}, 'confidence': 1.0, 'timestamp': 362267.885673, 'diameter_3d': 4.181246229795052e-08, 'ellipse': {'center': [141.29957564423538, 140.56243111825918], 'axes': [46.1398359595997, 62.001610394400615], 'angle': -60.96536796035752}, 'location': [141.29957564423538, 140.56243111825918], 'diameter': 62.001610394400615, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.163898199826063, 'phi': -1.943540102629165, 'norm_pos': [0.44156117388823557, 0.41432320367392006], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497171.286048,"{'circle_3d': {'center': [-1.2531109927493844e-08, 1.4113958002326399e-08, 4.180792370078734e-07], 'normal': [-0.30197553693995016, 0.558935814702081, -0.7722703737248695], 'radius': 2.087871681637473e-08}, 'confidence': 1.0, 'timestamp': 362267.894073, 'diameter_3d': 4.175743363274946e-08, 'ellipse': {'center': [141.7589461301719, 140.2835860464154], 'axes': [46.13818610745668, 61.95930831550705], 'angle': -60.99053972120416}, 'location': [141.7589461301719, 140.2835860464154], 'diameter': 61.95930831550705, 'sphere': {'center': [3.623706430748292, -6.707229762311014, 9.267244902777671], 'radius': 12.0}, 'projected_sphere': {'center': [402.4342952661733, -328.7290986975435], 'axes': [1605.6552034726112, 1605.6552034726112], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 362254.899183, 'theta': 2.163898199806207, 'phi': -1.9435401025896197, 'norm_pos': [0.44299670665678714, 0.41548505813993586], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
