eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581494812.79503,"{'circle_3d': {'center': [-0.010643887983012412, -0.030983350303745993, 3.3415746327135007], 'normal': [-0.2622913040801675, 0.5275094803728815, -0.8080451843310854], 'radius': 0.1037151332752537}, 'confidence': 0.3094514163131687, 'timestamp': 359909.308611, 'diameter_3d': 0.2074302665505074, 'ellipse': {'center': [158.15108952248636, 113.99471308958996], 'axes': [31.26489913424819, 38.49426724017816], 'angle': -62.99983909384}, 'location': [158.15108952248636, 113.99471308958996], 'diameter': 38.49426724017816, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1264626368212305, 'phi': -1.8846662148137832, 'norm_pos': [0.49422215475776987, 0.5250220287933751], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.475297,"{'circle_3d': {'center': [-0.4550288523047685, -1.2951519895406873, 74.92542943520142], 'normal': [0.29143081437896295, -0.4251811116068541, -0.8569067059856483], 'radius': 2.428453950174668}, 'confidence': 0.99949499619926, 'timestamp': 359910.988596, 'diameter_3d': 4.856907900349336, 'ellipse': {'center': [156.07093471024075, 109.5171297135379], 'axes': [34.22111256686452, 40.20025064129961], 'angle': -56.922627004179354}, 'location': [156.07093471024075, 109.5171297135379], 'diameter': 40.20025064129961, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7678053594254441, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1316343512089888, 'phi': -1.2429714864032695, 'norm_pos': [0.48772167096950236, 0.5436786261935921], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.482892,"{'circle_3d': {'center': [-0.4655841159213896, -1.3132255008403275, 74.9308300868], 'normal': [0.29055120907757787, -0.42668723754849075, -0.8564566516857671], 'radius': 2.4306733555819617}, 'confidence': 0.9977783238844284, 'timestamp': 359910.996996, 'diameter_3d': 4.8613467111639235, 'ellipse': {'center': [155.98414244192102, 109.36941809719454], 'axes': [34.228011224705284, 40.234240110894184], 'angle': -57.11407082080901}, 'location': [155.98414244192102, 109.36941809719454], 'diameter': 40.234240110894184, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7677146982195904, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1299696711135814, 'phi': -1.2437320481232519, 'norm_pos': [0.4874504451310032, 0.5442940912616894], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.4913542,"{'circle_3d': {'center': [-0.49378337671385975, -1.2715847442456978, 74.90068534491215], 'normal': [0.28820127067820533, -0.4232171744989383, -0.8589687135097547], 'radius': 2.4557599473083562}, 'confidence': 0.9959304966874681, 'timestamp': 359911.005396, 'diameter_3d': 4.9115198946167125, 'ellipse': {'center': [155.7464533175447, 109.71368405912898], 'axes': [34.71314482978471, 40.66589046460248], 'angle': -57.13160599572636}, 'location': [155.7464533175447, 109.71368405912898], 'diameter': 40.66589046460248, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7661251168659566, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1338030847874498, 'phi': -1.2470789730954661, 'norm_pos': [0.48670766661732723, 0.5428596497536293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.498718,"{'circle_3d': {'center': [-0.5308251813163101, -1.3215425340135525, 74.91306652719067], 'normal': [0.28511445362800114, -0.4273803236462595, -0.8579369483198779], 'radius': 2.441412840531587}, 'confidence': 0.9931888404502961, 'timestamp': 359911.013796, 'diameter_3d': 4.882825681063174, 'ellipse': {'center': [155.44439877464464, 109.30102228753866], 'axes': [34.45307796955012, 40.422000869936504], 'angle': -57.73140354269174}, 'location': [155.44439877464464, 109.30102228753866], 'diameter': 40.422000869936504, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7659774195901581, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1292031827437117, 'phi': -1.2499529617975909, 'norm_pos': [0.4857637461707645, 0.5445790738019223], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.507068,"{'circle_3d': {'center': [-0.5187732451234357, -1.2950697501288984, 74.9039294515891], 'normal': [0.286118781644074, -0.42517425832253836, -0.858698371286676], 'radius': 2.4612782240903726}, 'confidence': 0.996830853781429, 'timestamp': 359911.022196, 'diameter_3d': 4.922556448180745, 'ellipse': {'center': [155.54023783870082, 109.52179328132061], 'axes': [34.77503858897754, 40.75577393602449], 'angle': -57.48102842365047}, 'location': [155.54023783870082, 109.52179328132061], 'diameter': 40.75577393602449, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7663156226977108, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1316419229793278, 'phi': -1.2491652695306537, 'norm_pos': [0.4860632432459401, 0.5436591946611642], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.5149062,"{'circle_3d': {'center': [-0.5175020136916029, -1.3178992143890111, 74.91568884140007], 'normal': [0.28622471759672674, -0.42707671367754774, -0.8577184221357612], 'radius': 2.4589482263273843}, 'confidence': 0.9966771802616778, 'timestamp': 359911.030596, 'diameter_3d': 4.917896452654769, 'ellipse': {'center': [155.55191994440153, 109.3347468104739], 'axes': [34.68997905527842, 40.71090219540271], 'angle': -57.594275648235175}, 'location': [155.55191994440153, 109.3347468104739], 'diameter': 40.71090219540271, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7668853838441847, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1295389811107637, 'phi': -1.2487115283928496, 'norm_pos': [0.4860997498262548, 0.5444385549563587], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.523008,"{'circle_3d': {'center': [-0.518974870382368, -1.3132294753196492, 74.91287372684707], 'normal': [0.286101979539163, -0.42668756875510094, -0.8579530150151775], 'radius': 2.4319357769157923}, 'confidence': 0.9988113930280449, 'timestamp': 359911.038996, 'diameter_3d': 4.863871553831585, 'ellipse': {'center': [155.54319216598913, 109.36758387744685], 'axes': [34.32094156759989, 40.265049026948255], 'angle': -57.581829426526596}, 'location': [155.54319216598913, 109.36758387744685], 'diameter': 40.265049026948255, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.767612196675671, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1299693048962949, 'phi': -1.2489223708562451, 'norm_pos': [0.486072475518716, 0.5443017338439715], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.5309298,"{'circle_3d': {'center': [-0.5758193000143788, -1.313651145232777, 74.89430118810618], 'normal': [0.2813649437364954, -0.4267227079145282, -0.8595007265769187], 'radius': 2.4597192748417576}, 'confidence': 0.9986428702630638, 'timestamp': 359911.047396, 'diameter_3d': 4.919438549683515, 'ellipse': {'center': [155.07005994733245, 109.36743871546648], 'axes': [34.79169939124049, 40.73557809037182], 'angle': -58.08765158541618}, 'location': [155.07005994733245, 109.36743871546648], 'diameter': 40.73557809037182, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7681918983052372, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1299304509414487, 'phi': -1.2544326472717326, 'norm_pos': [0.4845939373354139, 0.5443023386855563], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.538526,"{'circle_3d': {'center': [-0.5883870013550281, -1.3263201664227937, 74.8964925967755], 'normal': [0.2803176352914413, -0.427778459680363, -0.8593181091878085], 'radius': 2.4395084425793496}, 'confidence': 0.9971031968086731, 'timestamp': 359911.055796, 'diameter_3d': 4.879016885158699, 'ellipse': {'center': [154.96943797988985, 109.25941446096195], 'axes': [34.49509299427536, 40.39972276536191], 'angle': -58.26767757053004}, 'location': [154.96943797988985, 109.25941446096195], 'diameter': 40.39972276536191, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7675696359759732, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1287627559552948, 'phi': -1.2554709659512837, 'norm_pos': [0.4842794936871558, 0.5447524397459919], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.5476391,"{'circle_3d': {'center': [-0.5913080680842269, -1.321436704459356, 74.89311079834843], 'normal': [0.2800742130640081, -0.42737150451674316, -0.8595999257233984], 'radius': 2.4498451562479198}, 'confidence': 0.9991657976415979, 'timestamp': 359911.064196, 'diameter_3d': 4.8996903124958395, 'ellipse': {'center': [154.94374594584113, 109.30126126455279], 'axes': [34.656096326801645, 40.572774562917004], 'angle': -58.267597311630695}, 'location': [154.94374594584113, 109.30126126455279], 'diameter': 40.572774562917004, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7685441881213895, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1292129376192543, 'phi': -1.2558236121601836, 'norm_pos': [0.4841992060807535, 0.5445780780643634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.558967,"{'circle_3d': {'center': [-0.5453414948126261, -1.2749925180136197, 74.88520671353929], 'normal': [0.28390476083664146, -0.4235011556462651, -0.860258599457493], 'radius': 2.450013459049435}, 'confidence': 0.9979840140036602, 'timestamp': 359911.072595, 'diameter_3d': 4.90002691809887, 'ellipse': {'center': [155.32154788397952, 109.68281401846342], 'axes': [34.69677752096421, 40.5793622205181], 'angle': -57.60632487218596}, 'location': [155.32154788397952, 109.68281401846342], 'diameter': 40.5793622205181, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.768598487245975, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.133489626638641, 'phi': -1.2520284056915372, 'norm_pos': [0.485379837137436, 0.5429882749230691], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.5670102,"{'circle_3d': {'center': [-0.5517494566443366, -1.2573940158982797, 74.87445087670056], 'normal': [0.28337076401733224, -0.42203461380332014, -0.861154919194053], 'radius': 2.4967365363697898}, 'confidence': 0.985963938675267, 'timestamp': 359911.080995, 'diameter_3d': 4.9934730727395795, 'ellipse': {'center': [155.26163052378934, 109.83574561572244], 'axes': [35.40690253392975, 41.359333122546666], 'angle': -57.566697440984306}, 'location': [155.26163052378934, 109.83574561572244], 'diameter': 41.359333122546666, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7668108138747187, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.135107901423818, 'phi': -1.2528976056991366, 'norm_pos': [0.4851925953868417, 0.5423510599344898], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.576479,"{'circle_3d': {'center': [-0.6086517128610112, -1.2087702466016994, 74.83225436027321], 'normal': [0.27862890933260936, -0.4179826330286051, -0.8646712955629989], 'radius': 2.441585119696393}, 'confidence': 0.998315371809585, 'timestamp': 359911.089395, 'diameter_3d': 4.883170239392786, 'ellipse': {'center': [154.79678879146022, 110.22101613759493], 'axes': [34.8065973847868, 40.4683214670906], 'angle': -57.809359233292405}, 'location': [154.79678879146022, 110.22101613759493], 'diameter': 40.4683214670906, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7671110815253068, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.139572801147027, 'phi': -1.2590656761223555, 'norm_pos': [0.4837399649733132, 0.5407457660933545], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.583179,"{'circle_3d': {'center': [-0.5663851581221433, -1.1874330331771512, 74.83566836374561], 'normal': [0.28215112222751504, -0.41620453190989276, -0.8643867952736326], 'radius': 2.4208180195842632}, 'confidence': 0.9979704019416249, 'timestamp': 359911.097795, 'diameter_3d': 4.8416360391685265, 'ellipse': {'center': [155.14808763209155, 110.3931968892474], 'axes': [34.49838467094235, 40.12186762630611], 'angle': -57.30830399962938}, 'location': [155.14808763209155, 110.3931968892474], 'diameter': 40.12186762630611, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7671489530121867, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1415292021834575, 'phi': -1.2552827300307214, 'norm_pos': [0.4848377738502861, 0.5400283462948025], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.5928252,"{'circle_3d': {'center': [-0.5651341287654574, -1.1524802864899035, 74.81931873273489], 'normal': [0.28225537467390555, -0.4132918030192888, -0.8657492645245265], 'radius': 2.4364250963498586}, 'confidence': 0.9970033198696575, 'timestamp': 359911.106195, 'diameter_3d': 4.872850192699717, 'ellipse': {'center': [155.1549969091636, 110.68259200761474], 'axes': [34.79302947130938, 40.38924128100064], 'angle': -57.099294180129796}, 'location': [155.1549969091636, 110.68259200761474], 'diameter': 40.38924128100064, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7674238599747474, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1447302296697353, 'phi': -1.2556381824048606, 'norm_pos': [0.4848593653411363, 0.5388225333016052], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.60077,"{'circle_3d': {'center': [-0.6070406235523471, -1.1638014518258153, 74.81115459311007], 'normal': [0.2787631667749981, -0.4142352334639481, -0.8664296094932601], 'radius': 2.4771148866099297}, 'confidence': 0.9955725862491452, 'timestamp': 359911.114595, 'diameter_3d': 4.9542297732198595, 'ellipse': {'center': [154.8035298723697, 110.59635272247354], 'axes': [35.40804735024953, 41.068705188862744], 'angle': -57.54346029058543}, 'location': [154.8035298723697, 110.59635272247354], 'diameter': 41.068705188862744, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7656724779113944, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1436939305901797, 'phi': -1.2595177886985318, 'norm_pos': [0.4837610308511553, 0.5391818636563602], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.6069021,"{'circle_3d': {'center': [-0.5295988192092356, -1.148957059998554, 74.8292883456005], 'normal': [0.28521665047025735, -0.41299820081167626, -0.8649184634523911], 'radius': 2.4753959140833754}, 'confidence': 0.9954872521816562, 'timestamp': 359911.122995, 'diameter_3d': 4.950791828166751, 'ellipse': {'center': [155.4433652093667, 110.7200884594151], 'axes': [35.30766618480564, 41.02978768354486], 'angle': -56.7593382820608}, 'location': [155.4433652093667, 110.7200884594151], 'diameter': 41.02978768354486, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7638865329973599, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1450526337671008, 'phi': -1.252264025878403, 'norm_pos': [0.48576051627927097, 0.5386662980857704], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.6181262,"{'circle_3d': {'center': [-0.5689294680708072, -1.1303042222394266, 74.80752599383143], 'normal': [0.2819390963984597, -0.4114437976650823, -0.8667319927664807], 'radius': 2.4781339762779004}, 'confidence': 0.9922665027368054, 'timestamp': 359911.131395, 'diameter_3d': 4.956267952555801, 'ellipse': {'center': [155.1171546995412, 110.8722497089686], 'axes': [35.441557803546786, 41.08722646541994], 'angle': -57.00705428974028}, 'location': [155.1171546995412, 110.8722497089686], 'diameter': 41.08722646541994, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7597584837461313, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1467587373151402, 'phi': -1.2563023151774912, 'norm_pos': [0.48474110843606627, 0.5380322928792975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.623316,"{'circle_3d': {'center': [-0.4859942795993577, -1.3707258274213059, 74.9527571863646], 'normal': [0.28885036210441395, -0.43147893143023913, -0.8546293933887179], 'radius': 2.442014744990496}, 'confidence': 0.5189893961254985, 'timestamp': 359911.139795, 'diameter_3d': 4.884029489980992, 'ellipse': {'center': [155.81625119248918, 108.9010371214804], 'axes': [34.28979488476374, 40.41058919701121], 'angle': -57.6037744475015}, 'location': [155.81625119248918, 108.9010371214804], 'diameter': 40.41058919701121, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.751152913900599, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1246648013712275, 'phi': -1.2448667621780245, 'norm_pos': [0.48692578497652866, 0.5462456786604983], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.63359,"{'circle_3d': {'center': [-0.5785527396604913, -1.1541039144950753, 74.81572843975741], 'normal': [0.28113715709931936, -0.4134271053530531, -0.8660484556059829], 'radius': 2.4826296216905432}, 'confidence': 0.9936923131293787, 'timestamp': 359911.148195, 'diameter_3d': 4.9652592433810865, 'ellipse': {'center': [155.03792913622755, 110.67778248979909], 'axes': [35.46839132761079, 41.15744589813545], 'angle': -57.229961779877215}, 'location': [155.03792913622755, 110.67778248979909], 'diameter': 41.15744589813545, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7481933065289659, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1445816385224101, 'phi': -1.256907633028253, 'norm_pos': [0.4844935285507111, 0.5388425729591705], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.6427038,"{'circle_3d': {'center': [-0.5595358216194528, -1.082849761753315, 74.78818516609985], 'normal': [0.2827219002694059, -0.4074892592912397, -0.8683437284107791], 'radius': 2.473741880910759}, 'confidence': 0.9944285433687644, 'timestamp': 359911.156595, 'diameter_3d': 4.947483761821518, 'ellipse': {'center': [155.19358271616932, 111.2607546841964], 'axes': [35.46587651622778, 41.02469834257548], 'angle': -56.64756968825669}, 'location': [155.19358271616932, 111.2607546841964], 'diameter': 41.02469834257548, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7457906599698583, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1510933140628568, 'phi': -1.2560331077489888, 'norm_pos': [0.4849799459880291, 0.5364135221491817], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.650841,"{'circle_3d': {'center': [-0.5257278361075217, -1.0477119973763944, 74.78281893239115], 'normal': [0.2855392323954002, -0.40456111225982966, -0.8687909145531708], 'radius': 2.4625909473213032}, 'confidence': 0.9959573453247649, 'timestamp': 359911.164995, 'diameter_3d': 4.9251818946426065, 'ellipse': {'center': [155.47337439675414, 111.54781812872591], 'axes': [35.332039877982155, 40.84231348392001], 'angle': -56.13445873287531}, 'location': [155.47337439675414, 111.54781812872591], 'diameter': 40.84231348392001, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.744507434235131, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.154297462378284, 'phi': -1.2532551486065264, 'norm_pos': [0.48585429498985666, 0.5352174244636421], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.658339,"{'circle_3d': {'center': [-0.5060389360933977, -1.002994747047631, 74.7685911106151], 'normal': [0.28717997406324386, -0.4008346747324327, -0.8699765663678416], 'radius': 2.4552829405815357}, 'confidence': 0.9926191426713933, 'timestamp': 359911.173395, 'diameter_3d': 4.9105658811630715, 'ellipse': {'center': [155.63561421747397, 111.91394135191679], 'axes': [35.29153331527238, 40.72851418324873], 'angle': -55.688893481668316}, 'location': [155.63561421747397, 111.91394135191679], 'diameter': 40.72851418324873, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7408672127821037, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.158368594747456, 'phi': -1.2519578541906824, 'norm_pos': [0.4863612944296062, 0.53369191103368], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.667017,"{'circle_3d': {'center': [-0.47292025971230744, -0.9863170247951762, 74.77190586708028], 'normal': [0.289939863761668, -0.39944486454472816, -0.8697003366624099], 'radius': 2.423058445429371}, 'confidence': 0.98758646931789, 'timestamp': 359911.181795, 'diameter_3d': 4.846116890858742, 'ellipse': {'center': [155.9133744014982, 112.0457259684676], 'axes': [34.8156049174641, 40.1918313521269], 'angle': -55.28897443478598}, 'location': [155.9133744014982, 112.0457259684676], 'diameter': 40.1918313521269, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7406824379084909, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1598851031660167, 'phi': -1.2490046365096208, 'norm_pos': [0.4872292950046819, 0.5331428084647183], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.6766562,"{'circle_3d': {'center': [-0.39456153584941367, -1.2236674365434643, 74.91096128330587], 'normal': [0.2964697574169093, -0.4192240655237523, -0.8581123853102783], 'radius': 2.453650716312349}, 'confidence': 0.5911211810359084, 'timestamp': 359911.190194, 'diameter_3d': 4.907301432624698, 'ellipse': {'center': [156.56422292818803, 110.10881383231471], 'axes': [34.64437154800972, 40.62469285244763], 'angle': -55.9962729724696}, 'location': [156.56422292818803, 110.10881383231471], 'diameter': 40.62469285244763, 'sphere': {'center': [-3.9521986248523238, 3.8070213497415617, 85.2083099070292], 'radius': 12.0}, 'projected_sphere': {'center': [131.2426739823612, 147.7009746985376], 'axes': [174.63085485717966, 174.63085485717966], 'angle': 90.0}, 'model_confidence': 0.7319179647744534, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1382058392433938, 'phi': -1.2381444306817788, 'norm_pos': [0.4892631966505876, 0.5412132756986887], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494814.682872,"{'circle_3d': {'center': [-0.39120592957268663, -1.2236155074115675, 74.91209585352306], 'normal': [0.29674939127330313, -0.41921973809609414, -0.8580178377921791], 'radius': 2.455937020148406}, 'confidence': 0.4640521964189249, 'timestamp': 359911.198594, 'diameter_3d': 4.911874040296812, 'ellipse': {'center': [156.59159842158306, 110.10980041775866], 'axes': [34.671860038863414, 40.66192734711971], 'angle': -55.96693495990816}, 'location': [156.59159842158306, 110.10980041775866], 'diameter': 40.66192734711971, 'sphere': {'center': [3.1288151564275357, -7.390223781503218, 71.70056965504821], 'radius': 12.0}, 'projected_sphere': {'center': [187.05509044513556, 56.096201653965586], 'axes': [207.52973193361993, 207.52973193361993], 'angle': 90.0}, 'model_confidence': 0.7319179647744534, 'model_id': 1, 'model_birth_timestamp': 359909.669808, 'theta': 1.1382106057428631, 'phi': -1.2378193026434656, 'norm_pos': [0.4893487450674471, 0.5412091649260056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
