eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581494812.79503,"{'circle_3d': {'center': [-0.010643887983012412, -0.030983350303745993, 3.3415746327135007], 'normal': [-0.2622913040801675, 0.5275094803728815, -0.8080451843310854], 'radius': 0.1037151332752537}, 'confidence': 0.3094514163131687, 'timestamp': 359909.308611, 'diameter_3d': 0.2074302665505074, 'ellipse': {'center': [158.15108952248636, 113.99471308958996], 'axes': [31.26489913424819, 38.49426724017816], 'angle': -62.99983909384}, 'location': [158.15108952248636, 113.99471308958996], 'diameter': 38.49426724017816, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1264626368212305, 'phi': -1.8846662148137832, 'norm_pos': [0.49422215475776987, 0.5250220287933751], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.888007,"{'circle_3d': {'center': [0.4402418941731425, 0.2196337053684152, 3.3725968328601468], 'normal': [-0.22471748890048784, 0.5483942350122282, -0.8054600009855314], 'radius': 0.10382514056223362}, 'confidence': 0.2766890297863248, 'timestamp': 359909.40101, 'diameter_3d': 0.20765028112446723, 'ellipse': {'center': [241.06503062587558, 160.1300928264967], 'axes': [30.214578215641023, 38.55763571418056], 'angle': -77.96669302564129}, 'location': [241.06503062587558, 160.1300928264967], 'diameter': 38.55763571418056, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.151239086491032, 'phi': -1.8428707496119874, 'norm_pos': [0.7533282207058611, 0.332791279889597], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.895658,"{'circle_3d': {'center': [-0.08429898961813942, 0.1280793398149429, 3.4717812461890567], 'normal': [-0.26842922921642803, 0.5407647045494388, -0.7971946332081222], 'radius': 0.1026121559861005}, 'confidence': 0.21486542652699472, 'timestamp': 359909.40941, 'diameter_3d': 0.205224311972201, 'ellipse': {'center': [145.05680140028775, 142.6464782267447], 'axes': [28.255406569941442, 36.65581424195903], 'angle': -63.24941163327456}, 'location': [145.05680140028775, 142.6464782267447], 'diameter': 36.65581424195903, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.142142262925829, 'phi': -1.8955893584567172, 'norm_pos': [0.45330250437589925, 0.4056396740552304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.90314,"{'circle_3d': {'center': [-0.09652312615826064, 0.3363316740722997, 3.620594110044202], 'normal': [-0.26944790726143814, 0.5581190657375519, -0.7847935612201935], 'radius': 0.10371619419868278}, 'confidence': 0.2579331390843958, 'timestamp': 359909.41781, 'diameter_3d': 0.20743238839736555, 'ellipse': {'center': [143.57353595757198, 177.38955653174548], 'axes': [25.7853850148034, 35.53073275844121], 'angle': -65.12176508190173}, 'location': [143.57353595757198, 177.38955653174548], 'diameter': 35.53073275844121, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.162913555100586, 'phi': -1.9015221352457425, 'norm_pos': [0.44866729986741244, 0.2608768477843938], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.9106848,"{'circle_3d': {'center': [0.07520318644953372, 0.22192777107748718, 3.4835320102583527], 'normal': [-0.2551373812107886, 0.5485854071546509, -0.7962154028690143], 'radius': 0.10374196520883282}, 'confidence': 0.23306838363960095, 'timestamp': 359909.42621, 'diameter_3d': 0.20748393041766564, 'ellipse': {'center': [173.5007702049202, 159.2713361831585], 'axes': [28.297629403488365, 36.96933882886454], 'angle': -68.03918683889289}, 'location': [173.5007702049202, 159.2713361831585], 'diameter': 36.96933882886454, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1514677183034747, 'phi': -1.8808962053889258, 'norm_pos': [0.5421899068903756, 0.33636943257017293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.919946,"{'circle_3d': {'center': [0.3494852468982237, 0.23099847892987047, 3.406145935283078], 'normal': [-0.23228054284006439, 0.5493412994756827, -0.802664242450287], 'radius': 0.10395838579568362}, 'confidence': 0.18710714994192107, 'timestamp': 359909.43461, 'diameter_3d': 0.20791677159136723, 'ellipse': {'center': [223.74347267616454, 161.8064398505752], 'axes': [29.67964825657224, 38.10686510535234], 'angle': -75.3774183044056}, 'location': [223.74347267616454, 161.8064398505752], 'diameter': 38.10686510535234, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.152372061927658, 'phi': -1.8524881476973891, 'norm_pos': [0.6991983521130142, 0.3258065006226033], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.927132,"{'circle_3d': {'center': [-0.07333723703529094, 0.13118177556251354, 3.470201637753366], 'normal': [-0.267515749834524, 0.5410232408617364, -0.7973262672444298], 'radius': 0.10222572042214019}, 'confidence': 0.21552461943095444, 'timestamp': 359909.44301, 'diameter_3d': 0.20445144084428038, 'ellipse': {'center': [147.00793055814952, 143.21270544915689], 'axes': [28.18008217835046, 36.53395951687782], 'angle': -63.54517144882073}, 'location': [147.00793055814952, 143.21270544915689], 'diameter': 36.53395951687782, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1424496451001223, 'phi': -1.894510026988902, 'norm_pos': [0.45939978299421724, 0.40328039396184634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.935154,"{'circle_3d': {'center': [-0.09346801903361746, 0.33940688652169726, 3.6217332369833155], 'normal': [-0.2691933150010512, 0.5583753334416683, -0.7846986339752674], 'radius': 0.10281951657860772}, 'confidence': 0.2603111227936053, 'timestamp': 359909.45141, 'diameter_3d': 0.20563903315721543, 'ellipse': {'center': [144.09995674532172, 177.90162664864155], 'axes': [25.541917566993718, 35.21289128838008], 'angle': -65.21025690850927}, 'location': [144.09995674532172, 177.90162664864155], 'diameter': 35.21289128838008, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.163222432440883, 'phi': -1.9012690345241108, 'norm_pos': [0.4503123648291304, 0.2587432222973268], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.9433432,"{'circle_3d': {'center': [-0.20692981493948226, 0.2250428290296851, 3.580744830584255], 'normal': [-0.2786484646598732, 0.5488449953173339, -0.7881143345085223], 'radius': 0.10171767358036987}, 'confidence': 0.25849860050500467, 'timestamp': 359909.45981, 'diameter_3d': 0.20343534716073974, 'ellipse': {'center': [124.2693945042728, 158.76123171508655], 'axes': [25.980876563489957, 35.23767101938775], 'angle': -61.76757610347994}, 'location': [124.2693945042728, 158.76123171508655], 'diameter': 35.23767101938775, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.151778226991049, 'phi': -1.910642224785662, 'norm_pos': [0.3883418578258525, 0.338494867853806], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.951541,"{'circle_3d': {'center': [-0.2002755294918841, 0.2341272926315625, 3.5847261057453146], 'normal': [-0.2780939408725734, 0.5496020339508237, -0.787782561578434], 'radius': 0.1024631540320008}, 'confidence': 0.2673455202216983, 'timestamp': 359909.46821, 'diameter_3d': 0.2049263080640016, 'ellipse': {'center': [125.46140527551674, 160.28689926196733], 'axes': [26.102230888596562, 35.45482755524889], 'angle': -62.00527973214302}, 'location': [125.46140527551674, 160.28689926196733], 'diameter': 35.45482755524889, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.152684127305845, 'phi': -1.9101488066836847, 'norm_pos': [0.39206689148598983, 0.33213791974180273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.963238,"{'circle_3d': {'center': [0.10199628713379516, 0.33483521513808157, 3.5537010753282416], 'normal': [-0.2529046228204335, 0.5579943608263671, -0.7903679807798569], 'radius': 0.10330922353697283}, 'confidence': 0.2716295838391388, 'timestamp': 359909.47661, 'diameter_3d': 0.20661844707394567, 'ellipse': {'center': [177.90529880308827, 178.20473875874802], 'axes': [26.818432356820775, 36.11764378475491], 'angle': -69.40806762055601}, 'location': [177.90529880308827, 178.20473875874802], 'diameter': 36.11764378475491, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1627632725155634, 'phi': -1.880484200675815, 'norm_pos': [0.5559540587596509, 0.2574802551718832], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.9710689,"{'circle_3d': {'center': [0.4415145993573808, 0.2287521605818874, 3.3784561822607433], 'normal': [-0.22461143013513463, 0.5491541062800175, -0.8049717218688149], 'radius': 0.10355313409848588}, 'confidence': 0.2410805509401669, 'timestamp': 359909.48501, 'diameter_3d': 0.20710626819697175, 'ellipse': {'center': [241.15704930953362, 161.73594486644689], 'axes': [30.007465188264295, 38.3932937583053], 'angle': -77.98129740804549}, 'location': [241.15704930953362, 161.73594486644689], 'diameter': 38.3932937583053, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1521480554094614, 'phi': -1.8429055194203101, 'norm_pos': [0.7536157790922926, 0.326100229723138], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.979477,"{'circle_3d': {'center': [0.41688832434837897, 0.2378523922715461, 3.3915804555570634], 'normal': [-0.22666361971921814, 0.5499124589208224, -0.803878032427455], 'radius': 0.104150244019798}, 'confidence': 0.194782460063835, 'timestamp': 359909.49341, 'diameter_3d': 0.208300488039596, 'ellipse': {'center': [236.3415334493044, 163.23672179147871], 'axes': [29.94087707346048, 38.43092758341872], 'angle': -77.26580551319896}, 'location': [236.3415334493044, 163.23672179147871], 'diameter': 38.43092758341872, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1530557493345257, 'phi': -1.845624111099038, 'norm_pos': [0.7385672920290762, 0.3198469925355053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.987017,"{'circle_3d': {'center': [-0.07690275306798577, 0.13811398119128704, 3.47610674986503], 'normal': [-0.26781287617058186, 0.5416009246641341, -0.7968341745684578], 'radius': 0.1020120117706808}, 'confidence': 0.15749191611677707, 'timestamp': 359909.50181, 'diameter_3d': 0.2040240235413616, 'ellipse': {'center': [146.39325988859153, 144.41130932509566], 'axes': [28.006713101906296, 36.395620760330296], 'angle': -63.5433512794881}, 'location': [146.39325988859153, 144.41130932509566], 'diameter': 36.395620760330296, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1431366918163333, 'phi': -1.8950313269254766, 'norm_pos': [0.4574789371518485, 0.3982862111454347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494812.996246,"{'circle_3d': {'center': [-0.03637863820039078, 0.145940521929127, 3.4678989773547375], 'normal': [-0.2644358665982823, 0.5422531363922874, -0.7975181556109822], 'radius': 0.10421477607428711}, 'confidence': 0.19199066683663757, 'timestamp': 359909.510209, 'diameter_3d': 0.20842955214857423, 'ellipse': {'center': [153.61211335123963, 145.85798898065394], 'axes': [28.77306861219356, 37.271068616889586], 'angle': -64.59900833196306}, 'location': [153.61211335123963, 145.85798898065394], 'diameter': 37.271068616889586, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1439127412477785, 'phi': -1.890962173773336, 'norm_pos': [0.48003785422262385, 0.39225837924727525], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581494813.005068,"{'circle_3d': {'center': [-0.037124434821073304, 0.14542282159608888, 3.4677943095753463], 'normal': [-0.2644980163166725, 0.5422099946978677, -0.7975268779259315], 'radius': 0.10428580097787879}, 'confidence': 0.19185080025526635, 'timestamp': 359909.518609, 'diameter_3d': 0.20857160195575758, 'ellipse': {'center': [153.4787279769637, 145.76587119771202], 'axes': [28.794856104246485, 37.29752842111776], 'angle': -64.57527371066553}, 'location': [153.4787279769637, 145.76587119771202], 'diameter': 37.29752842111776, 'sphere': {'center': [3.1368517609789968, -6.361097114778323, 13.038116844686524], 'radius': 12.0}, 'projected_sphere': {'center': [309.1663339863049, -182.48848496627988], 'axes': [1141.2691094315592, 1141.2691094315592], 'angle': 90.0}, 'model_confidence': 0.5783171116411467, 'model_id': 39, 'model_birth_timestamp': 359861.586521, 'theta': 2.1438613960911166, 'phi': -1.8910291143467097, 'norm_pos': [0.4796210249280116, 0.3926422033428666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
