eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1595835054.334332,"{'circle_3d': {'center': [-0.8737554744343556, 1.2363053511869353, 13.450943292916095], 'normal': [-0.16124985839579714, 0.5716027002888868, -0.8045301959465463], 'radius': 0.46022933266833493}, 'confidence': 0.9992671540148802, 'timestamp': 308209.697008, 'diameter_3d': 0.9204586653366699, 'ellipse': {'center': [119.80318385271076, 176.67515867113997], 'axes': [31.456085053811673, 42.459295682957375], 'angle': -72.14472062411905}, 'location': [119.80318385271076, 176.67515867113997], 'diameter': 42.459295682957375, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8634733777288628, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1792541049904885, 'phi': -1.7686027701724247, 'norm_pos': [0.3743849495397211, 0.2638535055369168], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.3410618,"{'circle_3d': {'center': [-0.8722096260739121, 1.2398200321415862, 13.453131585047501], 'normal': [-0.1611210376990935, 0.5718955903684411, -0.8043478382689292], 'radius': 0.4634878755813757}, 'confidence': 0.9994994107385774, 'timestamp': 308209.705408, 'diameter_3d': 0.9269757511627514, 'ellipse': {'center': [119.88197451131875, 176.8235435776861], 'axes': [31.66025087230859, 42.75289884055395], 'angle': -72.17497372487557}, 'location': [119.88197451131875, 176.8235435776861], 'diameter': 42.75289884055395, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8636929082348588, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1796111014689012, 'phi': -1.7684924824380428, 'norm_pos': [0.3746311703478711, 0.26323523509297453], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.349066,"{'circle_3d': {'center': [-0.8784634026855267, 1.2395299719330142, 13.454180148457635], 'normal': [-0.1616421857500614, 0.5718714186843934, -0.8042604579847513], 'radius': 0.468171156956304}, 'confidence': 0.9989406522462908, 'timestamp': 308209.713808, 'diameter_3d': 0.936342313912608, 'ellipse': {'center': [119.59867793030804, 176.79943330005142], 'axes': [31.969979686434453, 43.18216473501313], 'angle': -72.10727982900069}, 'location': [119.59867793030804, 176.79943330005142], 'diameter': 43.18216473501313, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8636992714996516, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.17958163583763, 'phi': -1.7691363097931143, 'norm_pos': [0.37374586853221264, 0.2633356945831191], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.356349,"{'circle_3d': {'center': [-0.8796366922917076, 1.236780669844098, 13.452461676754652], 'normal': [-0.1617399598839098, 0.5716423101769837, -0.8044036639599998], 'radius': 0.46727883599016357}, 'confidence': 0.9992270903589229, 'timestamp': 308209.722207, 'diameter_3d': 0.9345576719803271, 'ellipse': {'center': [119.53920843014666, 176.68117087027434], 'axes': [31.923829205124875, 43.105480121068254], 'angle': -72.08395914360175}, 'location': [119.53920843014666, 176.68117087027434], 'diameter': 43.105480121068254, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8638363001590488, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1793023793113444, 'phi': -1.769218746626245, 'norm_pos': [0.3735600263442083, 0.2638284547071902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.364981,"{'circle_3d': {'center': [-0.8769423718292555, 1.2384298463814556, 13.45309244486341], 'normal': [-0.16151543317870545, 0.5717797415550968, -0.8043510999509368], 'radius': 0.4671254474756697}, 'confidence': 0.9986037131221679, 'timestamp': 308209.730607, 'diameter_3d': 0.9342508949513394, 'ellipse': {'center': [119.66512789196511, 176.75471917466896], 'axes': [31.90834703597972, 43.089072097723296], 'angle': -72.11912354332335}, 'location': [119.66512789196511, 176.75471917466896], 'diameter': 43.089072097723296, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8637268623041927, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.179469885595931, 'phi': -1.7689630691368448, 'norm_pos': [0.37395352466239096, 0.2635220034388793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.3728352,"{'circle_3d': {'center': [-0.8802195112190003, 1.239411443754217, 13.454448979823196], 'normal': [-0.16178852812785086, 0.5718615413361603, -0.8042380553709546], 'radius': 0.4655286923217552}, 'confidence': 0.9992623213893858, 'timestamp': 308209.739007, 'diameter_3d': 0.9310573846435104, 'ellipse': {'center': [119.51770420942675, 176.79647268014475], 'axes': [31.786684648457246, 42.93760135870901], 'angle': -72.08816976596138}, 'location': [119.51770420942675, 176.79647268014475], 'diameter': 42.93760135870901, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8638337107161109, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.179569595381954, 'phi': -1.769316583542361, 'norm_pos': [0.3734928256544586, 0.2633480304993969], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.384958,"{'circle_3d': {'center': [-0.8827427556791336, 1.23765762700895, 13.453710029283943], 'normal': [-0.16199879849952864, 0.5717153899407214, -0.804299634582559], 'radius': 0.473063712258192}, 'confidence': 0.9980457208454693, 'timestamp': 308209.747407, 'diameter_3d': 0.946127424516384, 'ellipse': {'center': [119.40188911716211, 176.70841204805026], 'axes': [32.30767579195938, 43.63551100010224], 'angle': -72.05435926033614}, 'location': [119.40188911716211, 176.70841204805026], 'diameter': 43.63551100010224, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8633768645153195, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.179391449110004, 'phi': -1.769553033655833, 'norm_pos': [0.3731309034911316, 0.2637149497997906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.392694,"{'circle_3d': {'center': [-0.8802565994674207, 1.237778828332134, 13.453295760347684], 'normal': [-0.16179161881521922, 0.5717254900509867, -0.8043341569939139], 'radius': 0.4664362260735804}, 'confidence': 0.9993124568264813, 'timestamp': 308209.755807, 'diameter_3d': 0.9328724521471607, 'ellipse': {'center': [119.51286072376153, 176.72483528029008], 'axes': [31.858789822917498, 43.02507135178424], 'angle': -72.08131955400638}, 'location': [119.51286072376153, 176.72483528029008], 'diameter': 43.02507135178424, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8632455220067503, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1794037595844404, 'phi': -1.769297175697939, 'norm_pos': [0.37347768976175477, 0.26364651966545805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.4008589,"{'circle_3d': {'center': [-0.8724588005072724, 1.2386763057850043, 13.452368403464515], 'normal': [-0.16114180223520688, 0.5718002798387259, -0.8044114367341779], 'radius': 0.4602482777239754}, 'confidence': 0.9995925068059515, 'timestamp': 308209.764207, 'diameter_3d': 0.9204965554479508, 'ellipse': {'center': [119.86714263008419, 176.7784250637542], 'axes': [31.445319546961056, 42.45640071258208], 'angle': -72.16785391702112}, 'location': [119.86714263008419, 176.7784250637542], 'diameter': 42.45640071258208, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8634103423290629, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1794949200709057, 'phi': -1.7685020737538804, 'norm_pos': [0.3745848207190131, 0.2634232289010241], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.408586,"{'circle_3d': {'center': [-0.8766097570080886, 1.2360771835775353, 13.451353694021343], 'normal': [-0.16148771527694156, 0.5715836863214369, -0.8044959958544423], 'radius': 0.46802101770827403}, 'confidence': 0.9992682537675551, 'timestamp': 308209.772607, 'diameter_3d': 0.9360420354165481, 'ellipse': {'center': [119.67557893067374, 176.65234450132536], 'axes': [31.984914559813046, 43.177329392489376], 'angle': -72.11337464876728}, 'location': [119.67557893067374, 176.65234450132536], 'diameter': 43.177329392489376, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8633131837862074, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.1792309324048786, 'phi': -1.7688951855849047, 'norm_pos': [0.37398618415835544, 0.263948564577811], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835054.4175758,"{'circle_3d': {'center': [-0.8754339317235371, 1.2365075211937633, 13.451423499401049], 'normal': [-0.16138972983656227, 0.5716195477894558, -0.8044901787394669], 'radius': 0.464991362708971}, 'confidence': 0.9989753991030091, 'timestamp': 308209.781007, 'diameter_3d': 0.929982725417942, 'ellipse': {'center': [119.72891048286624, 176.6760205625511], 'axes': [31.777313494573118, 42.89739332723138], 'angle': -72.12761107350225}, 'location': [119.72891048286624, 176.6760205625511], 'diameter': 42.89739332723138, 'sphere': {'center': [1.06124282631521, -5.622927052279707, 23.10530564427465], 'radius': 12.0}, 'projected_sphere': {'center': [188.47703304364083, -30.883733203385702], 'axes': [644.0079274037723, 644.0079274037723], 'angle': 90.0}, 'model_confidence': 0.8633767074271326, 'model_id': 1, 'model_birth_timestamp': 308198.357137, 'theta': 2.179274637585456, 'phi': -1.7687794974984405, 'norm_pos': [0.374152845258957, 0.26384991432270377], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
