T0_EW_PS_B2_C0_P184010_S8_0815105231.csv
SaveFileName,FrameCount,UTC,TimeSinceStart,HeadPositionX,HeadPositionY,HeadPositionZ,HeadForwardVectorX,HeadForwardVectorY,HeadForwardVectorZ,HeadAngleX,HeadAngleY,HeadAngleZ,HeadQuaternionX,HeadQuaternionY,HeadQuaternionZ,HeadQuaternionW,TargetPositionX,TargetPositionY,TargetPositionZ,AngleDifference,OverTarget
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10249,1565834149321,341.2557,-0.01915845,0.08632071,0.02416132,0.001974586,-0.02692292,0.9996356,1.542756,0.1131766,1.179439,0.01347212,0.0008489472,0.01027813,0.9998561,0,1.5,10,9.608422,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10250,1565834149353,341.2884,-0.01922322,0.08625016,0.02420253,0.0008216335,-0.02655296,0.9996471,1.521551,0.04709274,1.170936,0.01328115,0.0002752308,0.0102118,0.9998596,0,1.5,10,9.587859,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10251,1565834149387,341.3217,-0.01927653,0.08635417,0.02411192,-0.0003152391,-0.02578149,0.9996675,1.477334,359.9819,1.183346,0.0128895,-0.0002907772,0.01032763,0.9998636,0,1.5,10,9.543654,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10252,1565834149420,341.3559,-0.01926216,0.08653666,0.02395183,-0.0007670911,-0.02440397,0.9997019,1.398383,359.956,1.182643,0.01219828,-0.0005095486,0.01032424,0.9998722,0,1.5,10,9.463941,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10253,1565834149453,341.3883,-0.01919047,0.08667636,0.02370625,-0.0009671942,-0.02171486,0.9997637,1.244268,359.9446,1.221114,0.0108523,-0.000599359,0.01066065,0.9998841,0,1.5,10,9.309052,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10254,1565834149487,341.4212,-0.01923035,0.08681558,0.02345912,-0.00155461,-0.01908571,0.9998167,1.093597,359.9109,1.157793,0.009534944,-0.000873792,0.01011043,0.9999031,0,1.5,10,9.15809,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10255,1565834149520,341.4557,-0.01922914,0.08699676,0.02320048,-0.002487945,-0.0167024,0.9998574,0.9570214,359.8574,1.167125,0.008338379,-0.001329098,0.01019494,0.9999124,0,1.5,10,9.021666,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10256,1565834149556,341.4902,-0.01923046,0.0871406,0.02291686,-0.00337973,-0.01492992,0.9998828,0.8554534,359.8063,1.21938,0.007446752,-0.001769349,0.0106532,0.999914,0,1.5,10,8.920683,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10257,1565834149587,341.5216,-0.01921302,0.08734178,0.02265864,-0.004357505,-0.01225436,0.9999154,0.7021407,359.7503,1.215437,0.006103826,-0.002243747,0.01061962,0.9999225,0,1.5,10,8.768245,0
T0_EW_PS_B2_C0_P184010_S8_0815105231.csv,10258,1565834149621,341.5565,-0.01929226,0.08757955,0.02240179,-0.006013901,-0.009174837,0.9999398,0.5256868,359.6554,1.146778,0.004557123,-0.003052817,0.010021,0.9999348,0,1.5,10,8.594892,0
