eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1595227028.628565,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.411406, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.6390452,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.419806, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.6480331,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.428206, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.654887,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.436606, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.662873,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.445006, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.671189,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.453406, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.678647,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.461806, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.686809,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.470206, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.697222,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.478606, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.7028532,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.487006, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227028.71133,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243441.495406, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-1.1589885600492513, -2.8951631409593697, 43.253541564949586], 'radius': 12.0}, 'projected_sphere': {'center': [143.3869578944992, 78.50048152243366], 'axes': [344.0180725468727, 344.0180725468727], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 63, 'model_birth_timestamp': 243399.906036, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
