eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1595401306.019167,"{'circle_3d': {'center': [5.618817228484474, -5.588631381135197, 84.40941477893475], 'normal': [-0.0027961728982324914, 0.31947389014118827, -0.9475909533839899], 'radius': 1.18726033271715}, 'confidence': 0.3151021275670923, 'timestamp': 257434.970256, 'diameter_3d': 2.3745206654343, 'ellipse': {'center': [201.27222625424713, 78.91268929137985], 'axes': [16.844129664390135, 17.498871680996476], 'angle': 73.7258032779143}, 'location': [201.27222625424713, 78.91268929137985], 'diameter': 17.498871680996476, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8959705567373224, 'phi': -1.5737471409331416, 'norm_pos': [0.6289757070445223, 0.6711971279525839], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.111291,"{'circle_3d': {'center': [5.507042152625756, -5.451659963404696, 84.45739915056869], 'normal': [-0.012110762553125667, 0.33088817495206335, -0.9435922557478279], 'radius': 1.1499902176233716}, 'confidence': 0.421912610067691, 'timestamp': 257435.062656, 'diameter_3d': 2.2999804352467432, 'ellipse': {'center': [200.42921657978636, 79.94277433557127], 'axes': [16.257809517020277, 16.934326056046608], 'angle': 76.7675547763276}, 'location': [200.42921657978636, 79.94277433557127], 'diameter': 16.934326056046608, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.9080409391763924, 'phi': -1.5836303634677724, 'norm_pos': [0.6263413018118323, 0.6669051069351197], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.119603,"{'circle_3d': {'center': [5.644628189991477, -5.473018817239518, 84.44900254558216], 'normal': [-0.0006452594393155929, 0.32910827046582825, -0.944291972830039], 'radius': 1.1046364452218271}, 'confidence': 0.3992772206974573, 'timestamp': 257435.071056, 'diameter_3d': 2.2092728904436543, 'ellipse': {'center': [201.44205010140428, 79.78497581302139], 'axes': [15.612124979194942, 16.273059556168306], 'angle': 74.13040324557883}, 'location': [201.44205010140428, 79.78497581302139], 'diameter': 16.273059556168306, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.906155409909105, 'phi': -1.5714796528820076, 'norm_pos': [0.6295064065668884, 0.6675626007790776], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.127594,"{'circle_3d': {'center': [5.661225381291858, -5.494461543363768, 84.4415527948304], 'normal': [0.0007378398357161436, 0.3273213766221408, -0.9449127853926855], 'radius': 1.1031666943590652}, 'confidence': 0.5195757218398976, 'timestamp': 257435.079456, 'diameter_3d': 2.2063333887181305, 'ellipse': {'center': [201.56742237625514, 79.62423660304272], 'axes': [15.599981530840383, 16.25364628734549], 'angle': 73.67720027652065}, 'location': [201.56742237625514, 79.62423660304272], 'diameter': 16.25364628734549, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.904263722073732, 'phi': -1.5700154719930988, 'norm_pos': [0.6298981949257974, 0.668232347487322], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.1347258,"{'circle_3d': {'center': [5.573858323697356, -5.515988202549304, 84.434386938717], 'normal': [-0.006542748297159028, 0.32552748835667966, -0.9455099400688032], 'radius': 1.107777238340003}, 'confidence': 0.3381042036392365, 'timestamp': 257435.087856, 'diameter_3d': 2.215554476680006, 'ellipse': {'center': [200.93013633880506, 79.46262197016135], 'axes': [15.686198486092765, 16.32013174854849], 'angle': 75.0983459977923}, 'location': [200.93013633880506, 79.46262197016135], 'diameter': 16.32013174854849, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.9023658756833823, 'phi': -1.577716025459539, 'norm_pos': [0.6279066760587658, 0.6689057417909944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.147831,"{'circle_3d': {'center': [5.4949026051767005, -5.424256901064094, 84.46720826731374], 'normal': [-0.013122391507213609, 0.33317176348044675, -0.9427748293524072], 'radius': 1.110794579869515}, 'confidence': 0.5164652889672033, 'timestamp': 257435.096256, 'diameter_3d': 2.22158915973903, 'ellipse': {'center': [200.3353826304804, 80.15082262577647], 'axes': [15.690842365174491, 16.35456212297443], 'angle': 77.16696149114846}, 'location': [200.3353826304804, 80.15082262577647], 'diameter': 16.35456212297443, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.910461870731512, 'phi': -1.5847143311488818, 'norm_pos': [0.6260480707202513, 0.6660382390592647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.154728,"{'circle_3d': {'center': [5.5277725834624665, -5.340688366929108, 84.49667822614569], 'normal': [-0.01038322665006645, 0.34013580799169585, -0.9403189994497451], 'radius': 1.1256701756582461}, 'confidence': 0.4515647863080182, 'timestamp': 257435.104656, 'diameter_3d': 2.2513403513164922, 'ellipse': {'center': [200.56230719592867, 80.77634405978961], 'axes': [15.853442366787638, 16.568208411214925], 'angle': 77.09304841376968}, 'location': [200.56230719592867, 80.77634405978961], 'diameter': 16.568208411214925, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.917857639320301, 'phi': -1.58183811652211, 'norm_pos': [0.6267572099872771, 0.6634318997508766], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.162852,"{'circle_3d': {'center': [5.550882141046274, -5.368649560554527, 84.48637182935511], 'normal': [-0.008457430184749171, 0.3378057085229111, -0.9411778658489607], 'radius': 1.1650325308028175}, 'confidence': 0.34129536140639793, 'timestamp': 257435.113056, 'diameter_3d': 2.330065061605635, 'ellipse': {'center': [200.7367586717077, 80.56403191350904], 'axes': [16.420759919417545, 17.150752591010512], 'angle': 76.50828079944046}, 'location': [200.7367586717077, 80.56403191350904], 'diameter': 17.150752591010512, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.9153809089307887, 'phi': -1.579782091188207, 'norm_pos': [0.6273023708490866, 0.6643165336937124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.1708841,"{'circle_3d': {'center': [3.970467084542526, -5.9572135679212606, 84.41546116734787], 'normal': [-0.14015868489339472, 0.2887587079090162, -0.9470870876828958], 'radius': 1.1483401829560678}, 'confidence': 0.07646876519384159, 'timestamp': 257435.121456, 'diameter_3d': 2.2966803659121355, 'ellipse': {'center': [189.17738244540058, 76.2142817359854], 'axes': [16.42878681810108, 16.870652392392604], 'angle': -68.10510153254427}, 'location': [189.17738244540058, 76.2142817359854], 'diameter': 16.870652392392604, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8637263891521108, 'phi': -1.717719169373805, 'norm_pos': [0.5911793201418768, 0.6824404927667276], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.180466,"{'circle_3d': {'center': [5.362081581339181, -6.1667460665608145, 84.23420885396017], 'normal': [-0.024190810160340245, 0.27129766635572045, -0.9621914471318723], 'radius': 1.1509965217284277}, 'confidence': 0.2083441235593369, 'timestamp': 257435.129856, 'diameter_3d': 2.3019930434568554, 'ellipse': {'center': [199.47046747913117, 74.57924962393653], 'axes': [16.614177865348932, 16.996517917117618], 'angle': 73.62838827272562}, 'location': [199.47046747913117, 74.57924962393653], 'diameter': 16.996517917117618, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8455373336840992, 'phi': -1.595932400550446, 'norm_pos': [0.6233452108722849, 0.689253126566931], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.1889112,"{'circle_3d': {'center': [4.570834119097377, -6.759120755002698, 84.12985570470653], 'normal': [-0.09012809868049063, 0.22193310898556343, -0.9708875429030089], 'radius': 1.1419297022848058}, 'confidence': 0.32253024875946534, 'timestamp': 257435.138256, 'diameter_3d': 2.2838594045696117, 'ellipse': {'center': [193.69538681207538, 70.16311597039595], 'axes': [16.710209520842593, 16.844759876353663], 'angle': -86.35444884640553}, 'location': [193.69538681207538, 70.16311597039595], 'diameter': 16.844759876353663, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.7945929015116355, 'phi': -1.6633616666702913, 'norm_pos': [0.6052980837877355, 0.7076536834566836], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.195767,"{'circle_3d': {'center': [5.574670328054181, -6.167693906167079, 84.23055452452151], 'normal': [-0.006475081267423539, 0.27121867972186486, -0.9624959745850933], 'radius': 1.1132290811251861}, 'confidence': 0.2546676593102615, 'timestamp': 257435.146656, 'diameter_3d': 2.2264581622503723, 'ellipse': {'center': [201.0349535278636, 74.5722960951735], 'axes': [16.04713637328579, 16.449100099420203], 'angle': 68.89983314580547}, 'location': [201.0349535278636, 74.5722960951735], 'diameter': 16.449100099420203, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8454552702137659, 'phi': -1.5775236106055233, 'norm_pos': [0.6282342297745738, 0.6892820996034438], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.203208,"{'circle_3d': {'center': [5.291102831802957, -6.015012503291845, 84.28008214408034], 'normal': [-0.03010570595502561, 0.28394212996146784, -0.9583686729551913], 'radius': 1.118641111098386}, 'confidence': 0.44916394998147535, 'timestamp': 257435.155056, 'diameter_3d': 2.237282222196772, 'ellipse': {'center': [198.9273051884938, 75.72066050025228], 'axes': [16.093100205503884, 16.50451076398946], 'angle': 76.85809751087375}, 'location': [198.9273051884938, 75.72066050025228], 'diameter': 16.50451076398946, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8586992950013979, 'phi': -1.6021994911706616, 'norm_pos': [0.6216478287140431, 0.6844972479156155], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.211448,"{'circle_3d': {'center': [5.329079327478687, -6.061271948511225, 84.2653487600973], 'normal': [-0.026940997982048086, 0.28008717619318624, -0.9595964549537782], 'radius': 1.1311781981727071}, 'confidence': 0.46320196929888735, 'timestamp': 257435.163456, 'diameter_3d': 2.2623563963454143, 'ellipse': {'center': [199.2132681902336, 75.37225321545624], 'axes': [16.28940283821565, 16.69469235523091], 'angle': 75.52983081325978}, 'location': [199.2132681902336, 75.37225321545624], 'diameter': 16.69469235523091, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8546812457405195, 'phi': -1.5988642950204817, 'norm_pos': [0.62254146309448, 0.685948944935599], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.21893,"{'circle_3d': {'center': [5.348284842163348, -6.088605649205274, 84.2568829626228], 'normal': [-0.02534053842499296, 0.27780936780201543, -0.9603019380766531], 'radius': 1.113522099681818}, 'confidence': 0.5683664056815796, 'timestamp': 257435.171856, 'diameter_3d': 2.227044199363636, 'ellipse': {'center': [199.35825284394593, 75.16780572292295], 'axes': [16.044353378294634, 16.436980568486824], 'angle': 74.80553070405671}, 'location': [199.35825284394593, 75.16780572292295], 'diameter': 16.436980568486824, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8523092843509839, 'phi': -1.597178299038495, 'norm_pos': [0.622994540137331, 0.6868008094878211], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.230976,"{'circle_3d': {'center': [5.368406750110261, -6.000863225748574, 84.28211455242811], 'normal': [-0.023663712762750203, 0.2851212364234068, -0.9581993055928759], 'radius': 1.0997630201792075}, 'confidence': 0.41726230172460504, 'timestamp': 257435.180256, 'diameter_3d': 2.199526040358415, 'ellipse': {'center': [199.49426678106897, 75.82671537026073], 'axes': [15.809680925120468, 16.228783277255246], 'angle': 75.23189894469319}, 'location': [199.49426678106897, 75.82671537026073], 'diameter': 16.228783277255246, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.859929239290852, 'phi': -1.5954873316851232, 'norm_pos': [0.6234195836908405, 0.6840553526239137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595401306.240587,"{'circle_3d': {'center': [5.157547885034099, -6.036330531331201, 84.27875686471359], 'normal': [-0.04123528485243044, 0.28216562762485475, -0.9584791129024204], 'radius': 1.1687941026873703}, 'confidence': 0.3736850384400095, 'timestamp': 257435.188656, 'diameter_3d': 2.3375882053747405, 'ellipse': {'center': [197.94701082188263, 75.56055212778483], 'axes': [16.832625596256282, 17.23869652410527], 'angle': 79.86392560093702}, 'location': [197.94701082188263, 75.56055212778483], 'diameter': 17.23869652410527, 'sphere': {'center': [5.652371303263264, -9.422318062829458, 95.78050621954263], 'radius': 12.0}, 'projected_sphere': {'center': [196.58855383360032, 59.008077639891184], 'axes': [155.3552031338497, 155.3552031338497], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 257334.097234, 'theta': 1.8568470426505699, 'phi': -1.6137913929544818, 'norm_pos': [0.6185844088183832, 0.6851643661342299], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
