eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1595228194.680277,"{'circle_3d': {'center': [89.3710274406733, -58.710710146023956, 409.43604416597566], 'normal': [-0.0007344879255861418, -0.4036316906604259, -0.9149212637282474], 'radius': 4.380450147969095}, 'confidence': 0.9934667772435787, 'timestamp': 243996.599514, 'diameter_3d': 8.76090029593819, 'ellipse': {'center': [295.3351534303306, 31.12021248910385], 'axes': [11.219973194822627, 13.446610195784428], 'angle': -75.61070119153071}, 'location': [295.3351534303306, 31.12021248910385], 'diameter': 13.446610195784428, 'sphere': {'center': [89.37984129578034, -53.86712985809884, 420.4150993307146], 'radius': 12.0}, 'projected_sphere': {'center': [291.8113970968294, 40.56036863283677], 'axes': [35.39359081937926, 35.39359081937926], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.155313538682937, 'phi': -1.5715991147471717, 'norm_pos': [0.9229223544697831, 0.8703324479620673], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.0400362,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243998.959914, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.0484438,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243998.968314, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.056291,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243998.976714, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.0640252,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243998.985114, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.072615,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243998.993514, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.082645,"{'circle_3d': {'center': [148.12986862975217, -89.81817394084383, 669.4387736527519], 'normal': [-0.15857882673383214, 0.30457185655407176, -0.9391957942340495], 'radius': 5.338179980594262}, 'confidence': 0.8214491775819428, 'timestamp': 243999.001914, 'diameter_3d': 10.676359961188524, 'ellipse': {'center': [297.1972187268701, 36.80309383574536], 'axes': [9.725464783269729, 10.205460080872301], 'angle': 64.06506964026764}, 'location': [297.1972187268701, 36.80309383574536], 'diameter': 10.205460080872301, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.880285224297444, 'phi': -1.7380640359559827, 'norm_pos': [0.9287413085214691, 0.8466537756843944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.088056,"{'circle_3d': {'center': [146.03427474164837, -92.31185069255511, 669.4546428504401], 'normal': [-0.33321165074248105, 0.09676546057813197, -0.9378733610933688], 'radius': 5.505514011533099}, 'confidence': 0.21588536994703872, 'timestamp': 243999.010314, 'diameter_3d': 11.011028023066197, 'ellipse': {'center': [295.260485921796, 34.503003774439634], 'axes': [10.144545990533462, 10.496107993743255], 'angle': 50.407601257352525}, 'location': [295.260485921796, 34.503003774439634], 'diameter': 10.496107993743255, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.6677134386857007, 'phi': -1.9121709564301845, 'norm_pos': [0.9226890185056125, 0.8562374842731681], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.096102,"{'circle_3d': {'center': [144.03738691149704, -94.82589569092333, 670.40259036814], 'normal': [-0.49961896992176097, -0.11273828928588636, -0.8588777346183858], 'radius': 5.386236140869373}, 'confidence': 0.16350727868308018, 'timestamp': 243999.018714, 'diameter_3d': 10.772472281738747, 'ellipse': {'center': [293.22771544667216, 32.305749177784776], 'axes': [9.192857773049917, 10.260128662802929], 'angle': 42.497353402239284}, 'location': [293.22771544667216, 32.305749177784776], 'diameter': 10.260128662802929, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.4578178453784356, 'phi': -2.0976597742180334, 'norm_pos': [0.9163366107708505, 0.8653927117592302], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.108088,"{'circle_3d': {'center': [142.4865691689485, -97.18129573125829, 672.1474065312802], 'normal': [-0.6288537818008061, -0.30902162598046673, -0.7134763876900292], 'radius': 5.2172537310559814}, 'confidence': 0.2547127129532426, 'timestamp': 243999.027114, 'diameter_3d': 10.434507462111963, 'ellipse': {'center': [291.45264088271944, 30.363933396039755], 'axes': [7.491449204562733, 9.919353623500678], 'angle': 42.85294084779174}, 'location': [291.45264088271944, 30.363933396039755], 'diameter': 9.919353623500678, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.2566321914738232, 'phi': -2.29323623233976, 'norm_pos': [0.9107895027584982, 0.8734836108498344], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.115602,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243999.035514, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.1244118,"{'circle_3d': {'center': [148.4170330889448, -88.84740236607249, 669.7550024190994], 'normal': [-0.13464845513444595, 0.3854694877850176, -0.9128433970384313], 'radius': 6.134214101674472}, 'confidence': 0.4753298176202013, 'timestamp': 243999.043914, 'diameter_3d': 12.268428203348943, 'ellipse': {'center': [297.39968884614024, 37.733474624171066], 'axes': [10.943297026102172, 11.713761829576669], 'angle': 67.83708567015199}, 'location': [297.39968884614024, 37.733474624171066], 'diameter': 11.713761829576669, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.966512903491905, 'phi': -1.7172447410613592, 'norm_pos': [0.9293740276441882, 0.8427771890659539], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.131676,"{'circle_3d': {'center': [145.91324369091424, -90.95689120661108, 669.7228521962545], 'normal': [-0.3432975716369939, 0.20967875107346917, -0.9155225822755074], 'radius': 5.209995501704448}, 'confidence': 0.19613843943437623, 'timestamp': 243999.052314, 'diameter_3d': 10.419991003408896, 'ellipse': {'center': [295.0931877208835, 35.78807781245702], 'axes': [9.64630469993996, 9.827877068607686], 'angle': 57.13779750994147}, 'location': [295.0931877208835, 35.78807781245702], 'diameter': 9.827877068607686, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.782042722431337, 'phi': -1.9295445919796885, 'norm_pos': [0.922166211627761, 0.8508830091147624], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.13995,"{'circle_3d': {'center': [147.91974682002035, -90.51811461549502, 669.2721925166207], 'normal': [-0.17608897754481675, 0.2462434669998056, -0.9530775555783153], 'radius': 5.403710695479867}, 'confidence': 0.21972754806880065, 'timestamp': 243999.060714, 'diameter_3d': 10.807421390959734, 'ellipse': {'center': [297.03741429079173, 36.13589293924862], 'axes': [9.940827768263121, 10.33842363163143], 'angle': 61.21152311027229}, 'location': [297.03741429079173, 36.13589293924862], 'diameter': 10.33842363163143, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.8195987829264653, 'phi': -1.753494369807263, 'norm_pos': [0.9282419196587242, 0.8494337794197975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.1477172,"{'circle_3d': {'center': [147.8238843748422, -90.0209146204383, 669.4306709872637], 'normal': [-0.18407751464299635, 0.28767679992120043, -0.9398710163580719], 'radius': 4.574848683629959}, 'confidence': 0.1487768737628777, 'timestamp': 243999.069114, 'diameter_3d': 9.149697367259918, 'ellipse': {'center': [296.9143440157294, 36.61793440587397], 'axes': [8.373736513561022, 8.740394478957375], 'angle': 64.98759858626632}, 'location': [296.9143440157294, 36.61793440587397], 'diameter': 8.740394478957375, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.862596535637514, 'phi': -1.764202205333124, 'norm_pos': [0.9278573250491544, 0.8474252733088585], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.15596,"{'circle_3d': {'center': [147.85382037705915, -89.99911710747448, 669.4315405350045], 'normal': [-0.18158284779158332, 0.289493259334851, -0.9397985540463356], 'radius': 4.6149752226960725}, 'confidence': 0.2950195316490771, 'timestamp': 243999.077514, 'diameter_3d': 9.229950445392145, 'ellipse': {'center': [296.9419246313819, 36.638034627187395], 'axes': [8.44341620732694, 8.817677060170686], 'angle': 64.92443762331459}, 'location': [296.9419246313819, 36.638034627187395], 'diameter': 8.817677060170686, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.8644937121562317, 'phi': -1.7616590790415851, 'norm_pos': [0.9279435144730683, 0.8473415223867192], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.164043,"{'circle_3d': {'center': [149.58148460973973, -91.21938184795472, 668.931290477236], 'normal': [-0.03761082840153532, 0.18780453096149746, -0.9814860588603805], 'radius': 5.410275614528275}, 'confidence': 0.18891718104098143, 'timestamp': 243999.085914, 'diameter_3d': 10.82055122905655, 'ellipse': {'center': [298.64165994874895, 35.44549630181882], 'axes': [9.907952347333564, 10.309069391516353], 'angle': 45.44170765948681}, 'location': [298.64165994874895, 35.44549630181882], 'diameter': 10.309069391516353, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.7597227516066472, 'phi': -1.6090978741894064, 'norm_pos': [0.9332551873398405, 0.8523104320757549], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.1725252,"{'circle_3d': {'center': [147.22430868578147, -90.13587415433739, 669.529872575474], 'normal': [-0.23404215539805667, 0.2780968387629415, -0.9316042173405454], 'radius': 5.348287284338079}, 'confidence': 0.15901541700926905, 'timestamp': 243999.094314, 'diameter_3d': 10.696574568676159, 'ellipse': {'center': [296.342857888289, 36.521162261434256], 'axes': [9.829445380331768, 10.186510910126056], 'angle': 68.1632296464245}, 'location': [296.342857888289, 36.521162261434256], 'diameter': 10.186510910126056, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.8526085478995644, 'phi': -1.8169274831560727, 'norm_pos': [0.9260714309009032, 0.8478284905773572], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.179967,"{'circle_3d': {'center': [147.09264686488626, -93.11230724397255, 669.0804823091354], 'normal': [-0.2450139738059905, 0.030060747960012103, -0.9690534062020948], 'radius': 5.013371385532335}, 'confidence': 0.20276933863388547, 'timestamp': 243999.102714, 'diameter_3d': 10.02674277106467, 'ellipse': {'center': [296.31137855170596, 33.71664847913473], 'axes': [9.238686585297394, 9.597358528297477], 'angle': 59.91458265243815}, 'location': [296.31137855170596, 33.71664847913473], 'diameter': 9.597358528297477, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.6008616039889008, 'phi': -1.818444695153792, 'norm_pos': [0.9259730579740811, 0.859513964670272], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.192363,"{'circle_3d': {'center': [144.65893082578702, -95.82995506764749, 670.2417306115849], 'normal': [-0.4478236437309298, -0.19640990401290015, -0.8722827143313094], 'radius': 5.235618420639487}, 'confidence': 0.23645283137948048, 'timestamp': 243999.111114, 'diameter_3d': 10.471236841278975, 'ellipse': {'center': [293.83194001300507, 31.358705309543197], 'axes': [8.824424658200803, 10.003731636377239], 'angle': 52.58188580511583}, 'location': [293.83194001300507, 31.358705309543197], 'diameter': 10.003731636377239, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.3731011713198473, 'phi': -2.0451006613495313, 'norm_pos': [0.9182248125406408, 0.8693387278769034], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.200088,"{'circle_3d': {'center': [143.5803401116163, -97.46105977777889, 671.4106694565501], 'normal': [-0.5377062032451569, -0.33233529652384997, -0.7748711439175437], 'radius': 5.937378121477302}, 'confidence': 0.12525060680783398, 'timestamp': 243999.119514, 'diameter_3d': 11.874756242954604, 'ellipse': {'center': [292.61057712152666, 30.011316831394893], 'axes': [8.937725433112139, 11.323077249105172], 'angle': 51.042878385812095}, 'location': [292.61057712152666, 30.011316831394893], 'diameter': 11.323077249105172, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.2320177974125126, 'phi': -2.1774367250111095, 'norm_pos': [0.9144080535047708, 0.8749528465358546], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.208545,"{'circle_3d': {'center': [149.12454428546937, -87.91420291179837, 670.1131608684698], 'normal': [-0.07568918875739901, 0.46323610897452705, -0.8829968595908974], 'radius': 5.244924248095841}, 'confidence': 0.2464461143371489, 'timestamp': 243999.127914, 'diameter_3d': 10.489848496191682, 'ellipse': {'center': [297.97694450724924, 38.6436626068155], 'axes': [9.034285406917277, 10.01588509464567], 'angle': 67.09725386296238}, 'location': [297.97694450724924, 38.6436626068155], 'diameter': 10.01588509464567, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 2.052439580345162, 'phi': -1.65630582925874, 'norm_pos': [0.9311779515851539, 0.8389847391382688], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.216149,"{'circle_3d': {'center': [149.07612845068533, -89.56821078309308, 669.4026166489339], 'normal': [-0.07972384165606898, 0.3254021196999689, -0.9422088778855595], 'radius': 5.257489232582043}, 'confidence': 0.3260356587081943, 'timestamp': 243999.136314, 'diameter_3d': 10.514978465164086, 'ellipse': {'center': [298.0779823290517, 37.02971708000575], 'axes': [9.459292621016454, 10.062131121869681], 'angle': 58.02592122553753}, 'location': [298.0779823290517, 37.02971708000575], 'diameter': 10.062131121869681, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.9022332881884396, 'phi': -1.6552090255083896, 'norm_pos': [0.9314936947782865, 0.8457095121666427], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.2241979,"{'circle_3d': {'center': [147.48912349880834, -88.63925258154022, 670.02435965905], 'normal': [-0.2119742543124842, 0.4028153031627054, -0.8903969603758785], 'radius': 5.274534696559468}, 'confidence': 0.1637183170106116, 'timestamp': 243999.144714, 'diameter_3d': 10.549069393118936, 'ellipse': {'center': [296.48651475694487, 37.9637651739033], 'axes': [9.419326452809104, 10.01858802872548], 'angle': 78.14738144645487}, 'location': [296.48651475694487, 37.9637651739033], 'diameter': 10.01858802872548, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.9853869870793412, 'phi': -1.804512913079309, 'norm_pos': [0.9265203586154527, 0.8418176451087362], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.232002,"{'circle_3d': {'center': [146.7285057665465, -89.1843918507534, 669.9998247500317], 'normal': [-0.27535906533430543, 0.3573870307282762, -0.8924415361274058], 'radius': 5.082389333939449}, 'confidence': 0.23676620952975436, 'timestamp': 243999.153114, 'diameter_3d': 10.164778667878897, 'ellipse': {'center': [295.7890103625482, 37.45879261326], 'axes': [9.214101824242018, 9.605545076642588], 'angle': 82.98729512924497}, 'location': [295.7890103625482, 37.45879261326], 'diameter': 9.605545076642588, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.9362649750449323, 'phi': -1.870074725079087, 'norm_pos': [0.9243406573829631, 0.84392169744475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.239968,"{'circle_3d': {'center': [146.82268140719606, -89.07066570305722, 670.0173422730711], 'normal': [-0.2675110952801759, 0.36686420970295813, -0.8909817425407912], 'radius': 4.682638635743419}, 'confidence': 0.14698405240895585, 'timestamp': 243999.161514, 'diameter_3d': 9.365277271486837, 'ellipse': {'center': [295.87083425091276, 37.567803641418635], 'axes': [8.466963524185212, 8.855721790754535], 'angle': 82.77793876967056}, 'location': [295.87083425091276, 37.567803641418635], 'diameter': 8.855721790754535, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.94643227507592, 'phi': -1.8624761079840015, 'norm_pos': [0.9245963570341024, 0.8434674848274224], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.248033,"{'circle_3d': {'center': [148.19956376408297, -89.90737051293932, 669.398720024389], 'normal': [-0.15277089887293255, 0.29713880887944794, -0.9425335965976275], 'radius': 5.451463599660853}, 'confidence': 0.15627123712340962, 'timestamp': 243999.169914, 'diameter_3d': 10.902927199321706, 'ellipse': {'center': [297.2700163706105, 36.71527051592014], 'axes': [9.94021653328174, 10.425951361206724], 'angle': 62.96828240923349}, 'location': [297.2700163706105, 36.71527051592014], 'diameter': 10.425951361206724, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.8724910462883997, 'phi': -1.731484233844075, 'norm_pos': [0.9289688011581578, 0.8470197061836661], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.2561028,"{'circle_3d': {'center': [149.03912101754824, -89.20834880683672, 669.5366116290895], 'normal': [-0.08280779441749284, 0.35539061772132996, -0.9310426295392504], 'radius': 4.619610825788901}, 'confidence': 0.1489245129142066, 'timestamp': 243999.178314, 'diameter_3d': 9.239221651577802, 'ellipse': {'center': [298.0154016994027, 37.38156682737825], 'axes': [8.255538984207336, 8.838615048398399], 'angle': 60.42520791574631}, 'location': [298.0154016994027, 37.38156682737825], 'diameter': 8.838615048398399, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.9341282599424965, 'phi': -1.659503838455581, 'norm_pos': [0.9312981303106334, 0.8442434715525906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228197.2641978,"{'circle_3d': {'center': [146.0404096446587, -92.0972144727681, 669.4766783210835], 'normal': [-0.33270040882495655, 0.1146518122270502, -0.9360370718730961], 'radius': 5.274493318998216}, 'confidence': 0.09655811788628896, 'timestamp': 243999.186714, 'diameter_3d': 10.548986637996432, 'ellipse': {'center': [295.26053477987665, 34.70430751322638], 'axes': [9.732627919107546, 10.045510614873962], 'angle': 50.4907649455731}, 'location': [295.26053477987665, 34.70430751322638], 'diameter': 10.045510614873962, 'sphere': {'center': [150.03281455055816, -93.4730362194927, 680.7091231835606], 'radius': 12.0}, 'projected_sphere': {'center': [296.6521203451862, 34.86336750556853], 'axes': [21.859557178268414, 21.859557178268414], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.6857008203105406, 'phi': -1.9123048564094804, 'norm_pos': [0.9226891711871146, 0.85539871869489], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
