,apply,target,environment,block,subject,walklength,initial_contact_time,mean_error,std_error,max_angle_distance,maintain_total_frame,target_on_frame,target_on_rate,target_in_count,total_target_on_time,mean_target_on_time,longets_target_on_time,dwell_prior_count_0.1,dwell_success_frame_0.1,dwell_success_count_0.1,first_dwell_0.1,mean_angular_speed_0.1,dwell_prior_count_0.2,dwell_success_frame_0.2,dwell_success_count_0.2,first_dwell_0.2,mean_angular_speed_0.2,dwell_prior_count_0.3,dwell_success_frame_0.3,dwell_success_count_0.3,first_dwell_0.3,mean_angular_speed_0.3,dwell_prior_count_0.4,dwell_success_frame_0.4,dwell_success_count_0.4,first_dwell_0.4,mean_angular_speed_0.4,dwell_prior_count_0.5,dwell_success_frame_0.5,dwell_success_count_0.5,first_dwell_0.5,mean_angular_speed_0.5,dwell_prior_count_0.6,dwell_success_frame_0.6,dwell_success_count_0.6,first_dwell_0.6,mean_angular_speed_0.6,dwell_prior_count_0.7,dwell_success_frame_0.7,dwell_success_count_0.7,first_dwell_0.7,mean_angular_speed_0.7,dwell_prior_count_0.8,dwell_success_frame_0.8,dwell_success_count_0.8,first_dwell_0.8,mean_angular_speed_0.8,dwell_prior_count_0.9,dwell_success_frame_0.9,dwell_success_count_0.9,first_dwell_0.9,mean_angular_speed_0.9,dwell_prior_count_1.0,dwell_success_frame_1.0,dwell_success_count_1.0,first_dwell_1.0,mean_angular_speed_1.0,dwell_prior_count_1.1,dwell_success_frame_1.1,dwell_success_count_1.1,first_dwell_1.1,mean_angular_speed_1.1,dwell_prior_count_1.2,dwell_success_frame_1.2,dwell_success_count_1.2,first_dwell_1.2,mean_angular_speed_1.2,dwell_prior_count_1.3,dwell_success_frame_1.3,dwell_success_count_1.3,first_dwell_1.3,mean_angular_speed_1.3,dwell_prior_count_1.4,dwell_success_frame_1.4,dwell_success_count_1.4,first_dwell_1.4,mean_angular_speed_1.4,dwell_prior_count_1.5,dwell_success_frame_1.5,dwell_success_count_1.5,first_dwell_1.5,mean_angular_speed_1.5
10,default,2,U,3,1,5.2300258,0.6823699999999917,-0.057926803361398126,0.5735154952828885,2.1794093007414057,349,218,62.46418338108882,17,3.347430000000486,0.1969076470588521,0.4830299999998715,0.0,196.0,10.0,0.6993399999998928,10.783968517512204,0.0,181.0,8.0,0.6993399999998928,10.1914468938994,0.0,155.0,6.0,0.6993399999998928,9.866023553427299,1.0,85.0,3.0,1.4316400000000158,9.705553938986286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,default,2,U,4,1,5.65575364,0.4667099999999209,0.11859946774347313,0.6173219276361643,2.022828297736788,362,223,61.60220994475139,25,3.2915199999995366,0.13166079999998145,0.6645499999999629,1.0,190.0,12.0,0.9991800000000239,11.844235110795317,1.0,129.0,5.0,0.9991800000000239,9.72258848236849,1.0,114.0,4.0,0.9991800000000239,9.608203170414818,1.0,95.0,3.0,0.9991800000000239,10.415239066896115,1.0,41.0,1.0,0.9991800000000239,7.384678758562776,1.0,41.0,1.0,0.9991800000000239,7.384678758562776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,default,3,U,1,1,5.787530629,0.5657999999998538,0.1294113916966875,0.6741832458593907,2.239832701386819,356,192,53.93258426966292,17,2.912270000000717,0.17131000000004218,0.7497600000001512,0.0,177.0,11.0,0.5826399999998557,11.31829247420208,3.0,112.0,4.0,1.3481399999998303,10.958973227549466,3.0,99.0,3.0,1.3481399999998303,10.678309053218504,3.0,79.0,2.0,1.3481399999998303,9.887804916671897,3.0,79.0,2.0,1.3481399999998303,9.887804916671897,3.0,46.0,1.0,1.3481399999998303,9.040163606058123,3.0,46.0,1.0,1.3481399999998303,9.040163606058123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,default,3,U,2,1,5.68872774,0.5156200000001263,-0.36728803090564216,0.8405634260688827,3.306421478245831,359,105,29.247910863509752,19,1.430290000000241,0.07527842105264426,0.2498800000000756,2.0,88.0,8.0,0.832890000000134,12.743105512441714,5.0,16.0,1.0,2.49694999999997,9.063687953194496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,default,3,U,3,1,4.743442125,0.9643599999999424,0.08009716911433218,0.6218600057034823,2.3720751959413438,332,174,52.40963855421686,18,2.5988600000005135,0.14438111111113963,0.5826799999999821,0.0,150.0,11.0,0.9808399999999438,12.890755518581978,4.0,87.0,4.0,1.9134599999999864,10.02255318334495,9.0,59.0,2.0,3.9285899999999856,9.551592543286255,9.0,36.0,1.0,3.9285899999999856,8.652783613273437,9.0,36.0,1.0,3.9285899999999856,8.652783613273437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,default,3,U,4,1,5.353885535,0.5827699999999822,0.05625754247582279,0.7670412955046803,2.1811270781379504,355,193,54.3661971830986,17,2.932309999999461,0.17248882352938005,0.5996099999999842,0.0,179.0,12.0,0.5992499999999836,12.96520510292391,0.0,116.0,5.0,0.5992499999999836,10.389890004135903,0.0,103.0,4.0,0.5992499999999836,10.83484895973536,0.0,63.0,2.0,0.5992499999999836,9.264751071766431,0.0,37.0,1.0,0.5992499999999836,6.541379957827257,0.0,37.0,1.0,0.5992499999999836,6.541379957827257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,default,4,U,1,1,5.91316012,0.6994600000000446,0.23449040689574632,0.4769736980462301,1.8479547341558067,348,213,61.206896551724135,27,3.1006199999999353,0.11483777777777539,0.4833899999998721,0.0,180.0,14.0,0.7158500000000458,10.67485587124701,0.0,98.0,5.0,0.7158500000000458,10.282884283035685,4.0,52.0,2.0,1.6483100000000377,12.068091592864073,20.0,30.0,1.0,5.129030000000057,15.204719814067634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,default,4,U,2,1,5.7853126999999995,0.5318600000000515,0.29054718404458263,0.6565754002152367,2.6387832494500447,358,152,42.45810055865922,19,2.215769999999111,0.11661947368416374,0.2801199999998971,2.0,125.0,10.0,1.7979800000000523,11.51092899496663,2.0,79.0,5.0,1.7979800000000523,11.414154059697042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,default,4,U,3,1,5.112517371,0.8653799999999592,0.049510808166463395,0.4336860175280968,1.9790095934150764,338,247,73.07692307692307,16,3.8475100000000566,0.24046937500000354,1.2657500000000255,0.0,234.0,11.0,0.8824700000000121,8.744481756708348,0.0,206.0,8.0,0.8824700000000121,8.84358986767378,0.0,149.0,4.0,0.8824700000000121,8.826581995807258,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,0.0,77.0,1.0,0.8824700000000121,5.684130404626826,,,,,,,,,,,,,,,
19,default,4,U,4,1,5.68883192,0.8822099999999864,-0.04697815571003745,0.6070613506249161,1.8130223471269444,337,202,59.940652818991104,19,3.046339999999418,0.16033368421049568,0.4832699999999477,1.0,166.0,10.0,1.2487800000001243,12.169461955562184,1.0,134.0,7.0,1.2487800000001243,11.447058970328273,9.0,53.0,2.0,3.346680000000106,13.165587229946212,12.0,30.0,1.0,4.495980000000145,13.660283119535992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,default,5,U,1,1,5.921750855,0.6494200000001911,-0.08890884197780696,0.5281151784284519,2.489738721929481,351,211,60.11396011396012,23,3.126340000000255,0.1359278260869676,0.6996300000000701,0.0,148.0,6.0,0.6661000000001422,10.596642684774507,0.0,127.0,4.0,0.6661000000001422,10.475980010376798,0.0,127.0,4.0,0.6661000000001422,10.475980010376798,0.0,81.0,2.0,0.6661000000001422,7.587855550361606,0.0,81.0,2.0,0.6661000000001422,7.587855550361606,0.0,81.0,2.0,0.6661000000001422,7.587855550361606,0.0,43.0,1.0,0.6661000000001422,5.982000216098456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,default,5,U,2,1,6.040138373,0.5664100000001326,0.12104580574369454,0.46912490561526243,2.0800861773767605,356,237,66.57303370786516,16,3.6847599999994145,0.2302974999999634,0.7995599999999286,0.0,223.0,11.0,0.5827700000002096,12.051323851543545,0.0,187.0,7.0,0.5827700000002096,10.742616361091196,0.0,136.0,4.0,0.5827700000002096,10.463361714339776,0.0,114.0,3.0,0.5827700000002096,8.99191751580574,0.0,86.0,2.0,0.5827700000002096,7.533219631109158,0.0,86.0,2.0,0.5827700000002096,7.533219631109158,1.0,49.0,1.0,1.4311600000000908,9.744612496787253,1.0,49.0,1.0,1.4311600000000908,9.744612496787253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,default,5,U,3,1,5.738754574,0.6156000000000859,0.22853954909022817,0.9250634236025282,5.043601396826989,353,140,39.6600566572238,19,2.024099999999862,0.10653157894736116,0.40049999999996544,0.0,120.0,9.0,0.632090000000062,10.308782380604354,0.0,75.0,4.0,0.632090000000062,7.312619383075338,0.0,48.0,2.0,0.632090000000062,8.268102584949478,0.0,25.0,1.0,0.632090000000062,7.196299362696857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,default,5,U,4,1,5.612595912000001,0.4993000000001757,-0.042397513395388844,0.5685431479263477,2.430369822037961,360,198,55.00000000000001,21,2.945319999999356,0.14025333333330264,0.8149399999999787,1.0,144.0,8.0,0.8319100000001072,9.913198922656003,1.0,111.0,4.0,0.8319100000001072,8.650834935609241,1.0,111.0,4.0,0.8319100000001072,8.650834935609241,1.0,50.0,1.0,0.8319100000001072,8.197595486912556,1.0,50.0,1.0,0.8319100000001072,8.197595486912556,1.0,50.0,1.0,0.8319100000001072,8.197595486912556,1.0,50.0,1.0,0.8319100000001072,8.197595486912556,1.0,50.0,1.0,0.8319100000001072,8.197595486912556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,default,6,U,1,1,5.727234151,0.5495600000001559,0.09185906596289038,0.4428555695353722,1.7579274410485264,357,275,77.03081232492998,22,4.208439999999882,0.19129272727272192,0.9481200000000172,1.0,252.0,14.0,0.7995600000001559,11.715769237591697,1.0,194.0,8.0,0.7995600000001559,8.264434290596723,1.0,113.0,3.0,0.7995600000001559,9.274515523235136,1.0,113.0,3.0,0.7995600000001559,9.274515523235136,1.0,58.0,1.0,0.7995600000001559,7.774152420173723,1.0,58.0,1.0,0.7995600000001559,7.774152420173723,1.0,58.0,1.0,0.7995600000001559,7.774152420173723,1.0,58.0,1.0,0.7995600000001559,7.774152420173723,1.0,58.0,1.0,0.7995600000001559,7.774152420173723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,default,6,U,2,1,5.736321631,0.5157500000000255,0.04777190274389901,0.542071764526068,2.5683998419436906,359,225,62.67409470752089,22,3.3822399999999107,0.15373818181817775,0.6488100000001396,0.0,194.0,13.0,0.5326000000000022,11.944407133374996,0.0,139.0,7.0,0.5326000000000022,8.24549912008442,1.0,63.0,2.0,1.148680000000013,8.83041706396629,1.0,40.0,1.0,1.148680000000013,7.0092931117191455,1.0,40.0,1.0,1.148680000000013,7.0092931117191455,1.0,40.0,1.0,1.148680000000013,7.0092931117191455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,default,6,U,3,1,5.721840621,0.48377000000004955,0.3404063598145878,0.5041714576925957,1.831514540451197,361,210,58.17174515235457,18,3.2016499999999724,0.17786944444444291,0.650630000000092,0.0,197.0,11.0,0.4997599999999238,9.867302287491135,0.0,148.0,6.0,0.4997599999999238,9.544597466567991,0.0,116.0,4.0,0.4997599999999238,9.315272610693608,0.0,95.0,3.0,0.4997599999999238,9.308825332256006,0.0,40.0,1.0,0.4997599999999238,5.055365650708575,0.0,40.0,1.0,0.4997599999999238,5.055365650708575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,default,6,U,4,1,5.659886389,0.5495600000001559,0.2898109040591326,0.502097648697652,2.7036839768586596,357,237,66.38655462184873,21,3.5960799999998017,0.17124190476189532,0.7817300000001524,0.0,208.0,10.0,0.5659200000000055,11.722007401065959,0.0,169.0,6.0,0.5659200000000055,10.166995173679924,0.0,169.0,6.0,0.5659200000000055,10.166995173679924,0.0,126.0,4.0,0.5659200000000055,10.520505188774768,3.0,48.0,1.0,1.5494400000000041,9.454598637194989,3.0,48.0,1.0,1.5494400000000041,9.454598637194989,3.0,48.0,1.0,1.5494400000000041,9.454598637194989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,default,7,U,1,1,5.86290512,0.5824000000000069,0.17034232827379966,0.4986374901155108,2.566989106435296,355,197,55.49295774647888,23,2.896459999999479,0.12593304347823822,0.4492199999999684,0.0,165.0,11.0,0.5982699999999568,12.545325489886455,0.0,119.0,6.0,0.5982699999999568,10.528459691202196,2.0,90.0,4.0,1.1473399999999856,9.532530280321271,4.0,28.0,1.0,1.8651099999999587,15.339858265551499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,default,7,U,2,1,5.684350168,0.7475600000000213,-0.09793794314315223,0.42032241390650077,2.24560647519805,345,194,56.231884057971016,25,2.8111099999998714,0.11244439999999485,0.4493399999998928,0.0,145.0,9.0,0.7634299999999712,11.466616870098093,0.0,115.0,6.0,0.7634299999999712,10.08417241930847,0.0,52.0,2.0,0.7634299999999712,9.295868589127624,2.0,28.0,1.0,1.3794000000000324,9.28365470219772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,default,7,U,3,1,5.791244219999999,1.0158699999999499,0.04589879508163784,0.4187658207035967,1.9997477718407153,333,232,69.66966966966966,22,3.4950999999998658,0.15886818181817572,0.7818600000000515,1.0,199.0,10.0,1.0987500000001091,10.761425200039339,1.0,192.0,9.0,1.0987500000001091,10.751185963019035,2.0,129.0,5.0,1.3651099999999587,11.433614076127993,2.0,48.0,1.0,1.3651099999999587,10.010415277309034,2.0,48.0,1.0,1.3651099999999587,10.010415277309034,2.0,48.0,1.0,1.3651099999999587,10.010415277309034,2.0,48.0,1.0,1.3651099999999587,10.010415277309034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,default,7,U,4,1,5.423411670999999,0.7326599999998962,0.35415070187642944,0.6152155498921588,2.6629705039466414,346,132,38.15028901734104,19,1.8760599999995975,0.09873999999997882,0.5321100000001024,0.0,92.0,7.0,0.7496300000000247,15.5175951193433,1.0,46.0,2.0,1.0493199999998524,7.108028728517308,3.0,33.0,1.0,1.4489699999999175,9.062992334623306,3.0,33.0,1.0,1.4489699999999175,9.062992334623306,3.0,33.0,1.0,1.4489699999999175,9.062992334623306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,default,0,W,1,1,6.30616506736,0.6817320000000109,0.1227972250764513,0.513257996010518,3.1571059970585096,349,276,79.08309455587393,20,4.261458000000033,0.21307290000000165,0.7502810000000011,0.0,247.0,13.0,0.6983189999999979,15.919198612561491,0.0,222.0,10.0,0.6983189999999979,15.258806141639592,6.0,167.0,6.0,2.1639710000000036,14.832959789164185,6.0,121.0,4.0,2.1639710000000036,16.050803812757238,15.0,46.0,1.0,4.5119020000000205,16.919860825303104,15.0,46.0,1.0,4.5119020000000205,16.919860825303104,15.0,46.0,1.0,4.5119020000000205,16.919860825303104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,default,0,W,2,1,6.444802468,1.0477410000000305,0.01620114572395021,0.6280243789326257,2.4900648037086333,327,250,76.45259938837921,12,3.96480600000001,0.3304005000000008,1.3158260000000155,0.0,234.0,7.0,1.0646970000000238,16.562410424371745,0.0,211.0,4.0,1.0646970000000238,12.987928016618724,0.0,211.0,4.0,1.0646970000000238,12.987928016618724,0.0,211.0,4.0,1.0646970000000238,12.987928016618724,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,0.0,156.0,2.0,1.0646970000000238,12.778968185412158,11.0,80.0,1.0,5.178284000000019,17.116433451867668,,,,,,,,,,
34,default,0,W,3,1,6.224996912,0.5477500000000646,0.07238677653445208,0.37391451651515123,2.773266086746366,357,291,81.5126050420168,20,4.514188999999874,0.2257094499999937,0.6835550000000694,0.0,267.0,14.0,0.5643999999999778,15.432110055854482,0.0,210.0,8.0,0.5643999999999778,11.758470783538211,0.0,194.0,7.0,0.5643999999999778,11.9417664508063,1.0,133.0,4.0,0.9314000000000533,11.159877790013958,1.0,104.0,3.0,0.9314000000000533,11.428450179852419,2.0,42.0,1.0,1.480244999999968,10.35487943535925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,default,0,W,4,1,6.2735309589999995,0.5169060000000627,0.09230982972521606,0.5342851473630111,2.507363056256011,363,264,72.72727272727273,18,4.097488999999769,0.2276382777777649,0.9323440000000573,1.0,237.0,11.0,0.7324590000000626,17.158176461066077,2.0,193.0,6.0,1.0314590000000408,14.069583349444807,2.0,177.0,5.0,1.0314590000000408,13.729612484686745,2.0,156.0,4.0,1.0314590000000408,12.97687297103534,2.0,130.0,3.0,1.0314590000000408,12.968532802419864,14.0,96.0,2.0,4.395659000000023,15.026181485753622,14.0,57.0,1.0,4.395659000000023,14.424805731927357,14.0,57.0,1.0,4.395659000000023,14.424805731927357,14.0,57.0,1.0,4.395659000000023,14.424805731927357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,default,1,W,1,1,6.3587989600000006,0.6497439999999983,-0.26011072514558203,0.5479790800190206,2.4969792650306717,351,251,71.50997150997152,16,3.908445999999799,0.24427787499998743,1.4821999999999775,1.0,219.0,8.0,1.0659180000000106,12.579521998382855,1.0,208.0,7.0,1.0659180000000106,12.224228078431866,10.0,160.0,4.0,3.430603000000019,13.515426365082282,12.0,119.0,2.0,3.8971859999999765,13.585631755846151,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,15.0,90.0,1.0,5.012644000000023,12.41873269919433,,,,,
