,apply,target,environment,block,subject,walklength,initial_contact_time,mean_error,std_error,max_angle_distance,maintain_total_frame,target_on_frame,target_on_rate,target_in_count,total_target_on_time,mean_target_on_time,longets_target_on_time,dwell_prior_count_0.1,dwell_success_frame_0.1,dwell_success_count_0.1,first_dwell_0.1,mean_angular_speed_0.1,dwell_prior_count_0.2,dwell_success_frame_0.2,dwell_success_count_0.2,first_dwell_0.2,mean_angular_speed_0.2,dwell_prior_count_0.3,dwell_success_frame_0.3,dwell_success_count_0.3,first_dwell_0.3,mean_angular_speed_0.3,dwell_prior_count_0.4,dwell_success_frame_0.4,dwell_success_count_0.4,first_dwell_0.4,mean_angular_speed_0.4,dwell_prior_count_0.5,dwell_success_frame_0.5,dwell_success_count_0.5,first_dwell_0.5,mean_angular_speed_0.5,dwell_prior_count_0.6,dwell_success_frame_0.6,dwell_success_count_0.6,first_dwell_0.6,mean_angular_speed_0.6,dwell_prior_count_0.7,dwell_success_frame_0.7,dwell_success_count_0.7,first_dwell_0.7,mean_angular_speed_0.7,dwell_prior_count_0.8,dwell_success_frame_0.8,dwell_success_count_0.8,first_dwell_0.8,mean_angular_speed_0.8,dwell_prior_count_0.9,dwell_success_frame_0.9,dwell_success_count_0.9,first_dwell_0.9,mean_angular_speed_0.9,dwell_prior_count_1.0,dwell_success_frame_1.0,dwell_success_count_1.0,first_dwell_1.0,mean_angular_speed_1.0,dwell_prior_count_1.1,dwell_success_frame_1.1,dwell_success_count_1.1,first_dwell_1.1,mean_angular_speed_1.1,dwell_prior_count_1.2,dwell_success_frame_1.2,dwell_success_count_1.2,first_dwell_1.2,mean_angular_speed_1.2,dwell_prior_count_1.3,dwell_success_frame_1.3,dwell_success_count_1.3,first_dwell_1.3,mean_angular_speed_1.3,dwell_prior_count_1.4,dwell_success_frame_1.4,dwell_success_count_1.4,first_dwell_1.4,mean_angular_speed_1.4,dwell_prior_count_1.5,dwell_success_frame_1.5,dwell_success_count_1.5,first_dwell_1.5,mean_angular_speed_1.5
120,default,6,W,3,2,4.344743837,0.6645499999999629,-0.06903888056605621,0.49681921060545775,2.2390137716189993,350,296,84.57142857142857,12,4.728790000000117,0.3940658333333431,1.0330799999999272,0.0,291.0,11.0,0.6817599999999402,13.039090358079857,0.0,246.0,7.0,0.6817599999999402,10.338694409434591,0.0,229.0,6.0,0.6817599999999402,10.489785635550469,0.0,183.0,4.0,0.6817599999999402,10.965569524728124,0.0,153.0,3.0,0.6817599999999402,11.160503756545966,0.0,117.0,2.0,0.6817599999999402,8.226179590529199,0.0,117.0,2.0,0.6817599999999402,8.226179590529199,0.0,117.0,2.0,0.6817599999999402,8.226179590529199,0.0,63.0,1.0,0.6817599999999402,3.6621225060800398,0.0,63.0,1.0,0.6817599999999402,3.6621225060800398,,,,,,,,,,,,,,,,,,,,,,,,,
121,default,6,W,4,2,5.661963528,0.5327199999999266,-0.08496987941106131,0.6871492516326151,2.8045420551716482,358,270,75.41899441340783,15,4.237980000000107,0.2825320000000071,1.1495800000000145,0.0,257.0,10.0,0.5498099999999795,15.010776671657633,0.0,229.0,7.0,0.5498099999999795,12.628354474945553,0.0,229.0,7.0,0.5498099999999795,12.628354474945553,3.0,123.0,2.0,1.731649999999945,13.125000359168844,3.0,123.0,2.0,1.731649999999945,13.125000359168844,3.0,123.0,2.0,1.731649999999945,13.125000359168844,3.0,123.0,2.0,1.731649999999945,13.125000359168844,3.0,123.0,2.0,1.731649999999945,13.125000359168844,3.0,70.0,1.0,1.731649999999945,12.446155135211571,3.0,70.0,1.0,1.731649999999945,12.446155135211571,3.0,70.0,1.0,1.731649999999945,12.446155135211571,,,,,,,,,,,,,,,,,,,,
122,default,7,W,1,2,5.82076424,0.531880000000001,-0.05692716815225681,0.5952065085447316,1.9424372695935543,358,271,75.69832402234637,15,4.261810000000423,0.2841206666666949,0.8651099999999587,1.0,250.0,10.0,0.9492199999999684,14.250382731880473,1.0,208.0,6.0,0.9492199999999684,11.894096408146012,1.0,208.0,6.0,0.9492199999999684,11.894096408146012,1.0,185.0,5.0,0.9492199999999684,11.764143585928881,1.0,156.0,4.0,0.9492199999999684,12.063407358333254,1.0,90.0,2.0,0.9492199999999684,10.218896560833574,1.0,53.0,1.0,0.9492199999999684,5.899868978800626,1.0,53.0,1.0,0.9492199999999684,5.899868978800626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,default,7,W,2,2,5.363482272000001,0.4493400000001202,0.073966111922476,0.6541638511110406,1.8402093891706164,363,269,74.10468319559229,16,4.213360000000421,0.2633350000000263,0.7820999999999003,0.0,254.0,13.0,0.4655800000000454,12.960176818254668,0.0,218.0,9.0,0.4655800000000454,13.293719122783713,1.0,159.0,5.0,0.7657500000000255,14.166753921195825,1.0,139.0,4.0,0.7657500000000255,13.464809662402612,1.0,85.0,2.0,0.7657500000000255,12.006245662969148,1.0,85.0,2.0,0.7657500000000255,12.006245662969148,14.0,48.0,1.0,5.512090000000171,20.008977851610656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,default,7,W,3,2,4.996422592999999,0.7816199999999753,0.18802592944258925,0.6226544414145707,2.8100806239101908,343,223,65.01457725947522,15,3.463399999999865,0.23089333333332435,1.065309999999954,0.0,193.0,8.0,0.7985899999998765,15.305360949454297,0.0,172.0,6.0,0.7985899999998765,14.050363097041503,2.0,144.0,4.0,1.365479999999934,14.184525401546626,7.0,124.0,3.0,3.0800799999999526,17.05688370563021,7.0,96.0,2.0,3.0800799999999526,14.751713844022646,12.0,65.0,1.0,4.712279999999964,13.92609056687173,12.0,65.0,1.0,4.712279999999964,13.92609056687173,12.0,65.0,1.0,4.712279999999964,13.92609056687173,12.0,65.0,1.0,4.712279999999964,13.92609056687173,12.0,65.0,1.0,4.712279999999964,13.92609056687173,,,,,,,,,,,,,,,,,,,,,,,,,
125,default,7,W,4,2,5.1080873,0.5340000000001055,0.0431229681275665,0.44270248783069277,2.32501572995343,358,294,82.12290502793296,19,4.580440000000635,0.24107578947371766,0.950059999999894,1.0,264.0,12.0,0.6989000000000942,16.284793030158603,1.0,231.0,8.0,0.6989000000000942,13.411810143531794,1.0,171.0,4.0,0.6989000000000942,11.051916351486064,1.0,147.0,3.0,0.6989000000000942,11.827002120549714,1.0,147.0,3.0,0.6989000000000942,11.827002120549714,1.0,113.0,2.0,0.6989000000000942,10.752513969094043,1.0,113.0,2.0,0.6989000000000942,10.752513969094043,1.0,113.0,2.0,0.6989000000000942,10.752513969094043,1.0,113.0,2.0,0.6989000000000942,10.752513969094043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,default,0,U,1,3,6.193565389,0.9821800000001986,0.2805694812641369,0.9876259957222083,3.5129898851605854,331,101,30.513595166163142,15,1.4309500000001663,0.09539666666667775,0.25036999999997533,0.0,74.0,6.0,0.9985400000000482,13.677263884628156,7.0,45.0,3.0,2.9973200000001725,13.33820649553464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,default,0,U,2,3,5.73403176,0.8155500000000302,0.48894447579060596,1.0482256889822887,3.466502357277541,341,102,29.91202346041056,21,1.3497500000003129,0.06427380952382442,0.3512000000000626,0.0,53.0,4.0,0.8322699999998804,12.12795007499273,0.0,39.0,2.0,0.8322699999998804,9.604798169614341,0.0,22.0,1.0,0.8322699999998804,7.124035567436389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,default,0,U,3,3,5.729468282,0.8491199999998571,0.26256178464495167,0.8874999441204543,2.6037257180292177,339,129,38.05309734513274,23,1.7604600000004211,0.07654173913045309,0.23092000000019652,1.0,77.0,7.0,1.0498099999999795,16.35328630015855,2.0,28.0,2.0,1.298949999999877,16.34673009690503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,default,0,U,4,3,5.8910507368,0.44919000000004417,0.13183834478620152,0.9800996130895471,5.692785129918218,363,121,33.33333333333333,13,1.7956600000004528,0.13812769230772715,0.38342000000011467,2.0,92.0,6.0,1.3663000000001375,14.890083244311143,2.0,72.0,4.0,1.3663000000001375,13.625464999519888,4.0,44.0,2.0,2.9139999999999873,11.736157440053269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,default,1,U,1,3,5.349433976,1.2311999999999443,-0.6199829093369208,1.0557684813498573,3.502083662379664,316,67,21.202531645569618,13,0.8984799999996085,0.06911384615381604,0.2169099999998707,2.0,32.0,3.0,2.447270000000117,13.104261071259044,2.0,14.0,1.0,2.447270000000117,9.11853573889263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,default,1,U,2,3,4.916753705,0.9655099999999948,0.1672161067511693,0.9568736716226828,4.460267452751182,332,119,35.8433734939759,23,1.59862000000021,0.06950521739131348,0.3664499999999862,1.0,58.0,5.0,1.2993200000000797,12.212325202290192,1.0,36.0,2.0,1.2993200000000797,6.302240164093654,1.0,23.0,1.0,1.2993200000000797,2.7869289519215075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,default,1,U,3,3,4.392831121,0.9156500000001415,-0.05746218346377774,0.6047430703563351,2.778693618695776,335,186,55.52238805970149,16,2.8302999999996246,0.17689374999997654,1.032470000000103,0.0,171.0,9.0,0.9329800000000432,11.74211585282081,0.0,125.0,4.0,0.9329800000000432,8.980823774502865,0.0,110.0,3.0,0.9329800000000432,8.764342749634189,0.0,89.0,2.0,0.9329800000000432,6.688569254193206,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,0.0,63.0,1.0,0.9329800000000432,3.075083451431902,,,,,,,,,,,,,,,,,,,,,,,,,
133,default,1,U,4,3,5.43803474,0.8494499999999334,-0.07485995080594408,0.8242584848124724,4.325435076995103,339,144,42.47787610619469,22,2.0327699999998003,0.09239863636362729,0.4173599999999169,1.0,103.0,8.0,1.532069999999976,14.088641520568858,1.0,62.0,3.0,1.532069999999976,11.742760980132877,4.0,47.0,2.0,2.031819999999925,10.669893625606512,6.0,26.0,1.0,2.597250000000031,12.180683082523647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,default,2,U,1,3,5.6555879354,0.6160800000000108,0.29644531776736505,0.7574507545423361,3.752567857081986,353,170,48.1586402266289,20,2.49912000000063,0.12495600000003151,0.3974900000000616,0.0,131.0,9.0,0.6329299999999876,13.276204832673951,0.0,88.0,4.0,0.6329299999999876,10.31639118738661,0.0,72.0,3.0,0.6329299999999876,10.701523702270933,3.0,25.0,1.0,1.6491699999999128,12.972373352291331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,default,2,U,2,3,5.229856099,0.6331700000000637,-0.2760536183524472,0.98904206820305,3.038287806043216,352,113,32.10227272727273,21,1.5270600000001195,0.07271714285714855,0.23351999999999862,1.0,62.0,6.0,1.1654000000000906,12.767821393100826,9.0,28.0,2.0,3.014159999999947,9.426597690077907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,default,2,U,3,3,6.018397868,0.4486099999999169,0.33191545807054623,0.9539128171241199,3.762371130157146,363,127,34.9862258953168,19,1.800230000000056,0.094748947368424,0.4489699999999175,1.0,100.0,8.0,0.881349999999884,16.069632142486036,1.0,52.0,2.0,0.881349999999884,9.945477484855537,1.0,52.0,2.0,0.881349999999884,9.945477484855537,18.0,28.0,1.0,5.993529999999964,11.270702431848315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,default,2,U,4,3,5.5819533166,0.9326200000000426,-0.08688631774564523,0.7424440470043817,3.23823154063138,334,143,42.81437125748503,22,2.0159999999993943,0.09163636363633611,0.29991999999992913,1.0,102.0,8.0,1.3486399999999321,12.898369517273732,1.0,53.0,3.0,1.3486399999999321,10.197662942771734,12.0,19.0,1.0,3.729620000000068,10.341594608364597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,default,3,U,1,3,5.84515151,0.7138700000000426,0.21483617820384002,1.0141952582024065,4.001021409204807,347,86,24.78386167146974,17,1.1495899999995345,0.0676229411764432,0.31640999999990527,12.0,27.0,2.0,4.478390000000218,16.11791998060361,12.0,20.0,1.0,4.478390000000218,12.045684205952472,12.0,20.0,1.0,4.478390000000218,12.045684205952472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,default,3,U,2,3,5.4541184199999995,1.0809300000000803,0.1438191390902734,0.7331938294629746,3.2953710622326944,325,140,43.07692307692308,19,2.0099100000004455,0.1057847368421287,0.6643100000001141,1.0,90.0,6.0,1.2161799999998948,11.093372287372466,1.0,54.0,2.0,1.2161799999998948,8.914485856464296,1.0,41.0,1.0,1.2161799999998948,9.599208516195095,1.0,41.0,1.0,1.2161799999998948,9.599208516195095,1.0,41.0,1.0,1.2161799999998948,9.599208516195095,1.0,41.0,1.0,1.2161799999998948,9.599208516195095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,default,3,U,3,3,5.6733670933,0.7979700000000776,-0.24456983264616264,0.8497403979911943,4.041794482763593,342,104,30.409356725146196,16,1.4682300000004034,0.09176437500002521,0.33239000000003216,0.0,72.0,6.0,0.8150599999999031,15.881481271025864,4.0,35.0,2.0,2.5639699999999266,14.353229600667369,4.0,21.0,1.0,2.5639699999999266,12.40371487855808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,default,3,U,4,3,5.5450342,0.7501999999999498,-0.26615477950218064,1.2208330614720628,3.349011142621543,345,93,26.956521739130434,16,1.2827299999994466,0.08017062499996541,0.2678200000000288,0.0,55.0,4.0,0.7646499999998468,10.397617290352708,0.0,44.0,3.0,0.7646499999998468,9.342704128443254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,default,4,U,1,3,6.244275839,0.8989200000000892,0.16235454281854228,0.8682668863359134,3.257272508453586,336,150,44.642857142857146,22,2.131239999999707,0.09687454545453213,0.3496099999999842,0.0,101.0,7.0,0.9154000000000906,14.304469317437045,0.0,75.0,4.0,0.9154000000000906,12.926373236646407,17.0,22.0,1.0,4.66235000000006,14.03785737675006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,default,4,U,2,3,5.940718556,0.7484099999999216,0.3735893072622099,0.8872210396543281,2.681452637784845,345,109,31.594202898550726,20,1.4825200000007044,0.07412600000003522,0.19890000000009422,0.0,69.0,7.0,0.7650100000000748,14.952566011354774,12.0,13.0,1.0,4.279620000000023,12.20507765179676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,default,4,U,3,3,5.9899348861999995,0.8142199999999775,0.3395558941152055,0.7766964774878943,3.4746808855748847,341,114,33.43108504398827,21,1.5466400000000249,0.073649523809525,0.29991999999992913,0.0,45.0,4.0,0.8322200000000066,11.448969791705654,10.0,19.0,1.0,3.595100000000002,8.292048140366008,10.0,19.0,1.0,3.595100000000002,8.292048140366008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,default,4,U,4,3,6.010210311,0.932990000000018,0.6006788975957695,0.7735157235534802,4.456812789377674,334,104,31.137724550898206,21,1.3821400000003905,0.06581619047620907,0.2656299999998737,7.0,62.0,5.0,2.1810299999999643,14.646857694537506,7.0,46.0,3.0,2.1810299999999643,13.473395820163965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,default,5,U,1,3,5.640263792,0.9477500000000418,0.26253186418292795,1.105035346867553,3.5165949984221267,333,114,34.234234234234236,20,1.570149999999785,0.07850749999998925,0.3326399999998557,4.0,62.0,5.0,2.063470000000052,16.094181499545268,4.0,36.0,2.0,2.063470000000052,13.57611883517215,12.0,21.0,1.0,4.3455800000001545,13.458664301393371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,default,5,U,2,3,5.26516067,0.6982900000000427,0.39413910608489405,0.848750476431585,3.8703078591314455,348,161,46.264367816091955,18,2.3752900000001773,0.1319605555555654,0.4157800000000407,1.0,129.0,8.0,1.0153000000000247,12.728183993393273,1.0,101.0,5.0,1.0153000000000247,10.001959708446128,1.0,72.0,3.0,1.0153000000000247,9.894784841814817,1.0,52.0,2.0,1.0153000000000247,9.39942299826203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,default,5,U,3,3,5.624980895899999,0.5322300000000268,0.20198294672108924,1.0417917837147899,4.6118823567452685,358,128,35.754189944134076,19,1.818089999999529,0.09568894736839627,0.3162199999999302,0.0,92.0,7.0,0.5489500000001044,12.947913741848526,2.0,77.0,5.0,1.448370000000068,12.540374095925909,14.0,20.0,1.0,5.079230000000052,14.402405033069996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,default,5,U,4,3,5.8880440461,0.6491699999999128,-0.062459677718423444,1.0444437986020203,3.32554358529493,351,114,32.47863247863248,21,1.5500999999992473,0.07381428571424987,0.23413000000005013,1.0,61.0,6.0,1.5142800000000989,14.428548321834079,20.0,15.0,1.0,6.176519999999982,13.407734406309398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,default,6,U,1,3,5.78814944,0.7653799999998228,0.406272343759344,0.7508609776057882,2.874831678081184,344,149,43.31395348837209,13,2.264539999999897,0.1741953846153767,0.45055999999999585,1.0,123.0,7.0,1.2318099999999959,12.08772954576753,2.0,108.0,5.0,1.7309599999998682,12.361089301923393,2.0,92.0,4.0,1.7309599999998682,12.48899164750825,9.0,28.0,1.0,4.661869999999908,15.863571078327551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,default,6,U,2,3,5.019939869,2.5993700000001354,0.14711224150082844,1.0475183317516021,2.369982180190963,234,53,22.64957264957265,12,0.6847799999998188,0.0570649999999849,0.13256999999998698,5.0,26.0,3.0,4.296870000000126,13.490554399437732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,default,6,U,3,3,5.5624258737000005,1.4488500000002205,0.509386817395181,0.7456005894867516,3.0594952370986257,303,135,44.554455445544555,19,1.9272699999996803,0.10143526315787792,0.41552999999998974,0.0,86.0,6.0,1.465750000000071,12.617888861487733,0.0,54.0,3.0,1.465750000000071,10.379026727633244,9.0,26.0,1.0,3.7805100000000493,13.93160216119068,9.0,26.0,1.0,3.7805100000000493,13.93160216119068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,default,6,U,4,3,5.87574495,1.031690000000026,0.2981860464397896,1.0235257546799168,3.035990837073368,328,104,31.70731707317073,20,1.394179999999551,0.06970899999997755,0.23230999999987034,0.0,61.0,6.0,1.0476900000001024,13.737304006891328,7.0,29.0,2.0,3.1800000000000637,11.326825011167134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,default,7,U,1,3,6.114560173,1.2141100000001188,0.6272499144324863,0.7749593682994954,3.8008626265302574,317,108,34.06940063091483,14,1.5608799999993153,0.11149142857137966,0.5136700000000474,0.0,86.0,5.0,1.2313200000000961,13.651318221931415,0.0,61.0,2.0,1.2313200000000961,10.390485893673924,0.0,61.0,2.0,1.2313200000000961,10.390485893673924,0.0,61.0,2.0,1.2313200000000961,10.390485893673924,8.0,32.0,1.0,4.2297399999999925,11.462580853091207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,default,7,U,2,3,5.610615763,0.8474100000000817,0.7253508931364561,0.863692650293942,3.572240244870292,339,88,25.958702064896755,21,1.108079999999518,0.05276571428569133,0.14965000000006512,2.0,31.0,4.0,1.531500000000051,15.654176127044805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,default,7,U,3,3,5.69106533,0.8334899999999834,0.42563863176012445,0.8086945796409593,3.5855853317204747,340,86,25.294117647058822,15,1.181999999999789,0.07879999999998594,0.23241000000007261,0.0,63.0,6.0,0.8488700000000335,14.578792490687972,0.0,29.0,2.0,0.8488700000000335,10.217040566548956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,default,7,U,4,3,5.838041700000001,1.0983900000001086,0.3491484052019424,0.7260820949951513,3.092778286838612,324,140,43.20987654320987,22,1.9663799999993898,0.08938090909088135,0.41518999999993866,0.0,95.0,7.0,1.1159700000000612,11.53278438515881,0.0,58.0,3.0,1.1159700000000612,8.74639703777539,0.0,45.0,2.0,1.1159700000000612,8.022507299960646,0.0,26.0,1.0,1.1159700000000612,6.676492174560044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,default,0,W,1,3,5.99885616,0.6306999999999903,0.07898250283302635,0.7459576343071497,2.784878403974451,352,198,56.25,15,3.0473009999999476,0.20315339999999651,1.1988439999999514,0.0,171.0,7.0,0.6476700000000051,14.919177484536302,0.0,153.0,5.0,0.6476700000000051,14.268283826326421,10.0,106.0,2.0,4.094752999999969,14.46719340776933,10.0,106.0,2.0,4.094752999999969,14.46719340776933,10.0,106.0,2.0,4.094752999999969,14.46719340776933,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,14.0,73.0,1.0,5.29340000000002,16.19485267564395,,,,,,,,,,,,,,,
159,default,0,W,2,3,5.8777009357,1.0812760000000026,-0.04280084122710471,0.9643019352908602,2.6318078169033794,325,161,49.53846153846154,19,2.365003999999999,0.12447389473684205,0.3491820000000416,3.0,128.0,10.0,2.3973460000000273,18.574750803225566,14.0,85.0,5.0,4.795478000000003,19.662717390614453,18.0,22.0,1.0,6.144843999999978,19.47938473266498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,default,0,W,3,3,5.7236858226,0.9642000000000053,-0.07511201868878613,1.1498398467452955,3.944146064231379,332,157,47.28915662650602,16,2.3506419999995387,0.14691512499997117,0.40065900000001875,4.0,136.0,10.0,1.9305679999999938,17.3748475798619,7.0,81.0,4.0,2.545741000000021,15.931785427814926,7.0,68.0,3.0,2.545741000000021,16.161245301953603,7.0,25.0,1.0,2.545741000000021,17.733129158055668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,default,0,W,4,3,5.5181521,0.6480559999999969,0.27533538730352614,0.951800052849431,3.348859865552144,351,130,37.03703703703704,18,1.8656020000000808,0.10364455555556004,0.44983799999999974,2.0,95.0,8.0,1.8475560000000542,17.50619193893875,9.0,54.0,3.0,3.596055999999976,12.498375219305847,17.0,28.0,1.0,6.043518000000063,14.45465174467165,17.0,28.0,1.0,6.043518000000063,14.45465174467165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,default,1,W,1,3,5.8730718161,1.067051000000049,0.1535710164625243,0.9054357354299718,3.33345687152601,326,153,46.93251533742331,17,2.263347999999951,0.13313811764705594,0.6991719999999759,4.0,125.0,7.0,2.297900000000027,17.46192569369926,4.0,99.0,4.0,2.297900000000027,16.124456806579914,4.0,67.0,2.0,2.297900000000027,15.809540291272112,16.0,43.0,1.0,5.795400000000029,19.692669790923713,16.0,43.0,1.0,5.795400000000029,19.692669790923713,16.0,43.0,1.0,5.795400000000029,19.692669790923713,16.0,43.0,1.0,5.795400000000029,19.692669790923713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,default,1,W,2,3,5.887391342,1.0476990000000228,0.19628166694653668,0.9481977902585136,3.6602104278847,327,161,49.235474006116206,22,2.314933999999994,0.10522427272727244,0.39996300000001384,0.0,111.0,6.0,1.0651849999999854,15.98753757869597,0.0,101.0,5.0,1.0651849999999854,13.05901016749271,0.0,70.0,3.0,1.0651849999999854,13.716168684939142,14.0,50.0,2.0,4.695221000000004,15.841703226000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,default,1,W,3,3,5.894594732000001,0.7322450000000345,-0.06167883702052472,0.7878211247438306,4.484714431842148,346,200,57.80346820809249,19,3.0168129999999564,0.15877963157894506,0.6324599999999236,2.0,150.0,8.0,1.1486450000001014,16.108663402188128,2.0,133.0,6.0,1.1486450000001014,15.03011153690718,12.0,82.0,3.0,3.9962450000000445,19.090851262537896,17.0,39.0,1.0,5.212145000000078,19.0454240441754,17.0,39.0,1.0,5.212145000000078,19.0454240441754,17.0,39.0,1.0,5.212145000000078,19.0454240441754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,default,1,W,4,3,5.892521412000001,0.5979409999999916,0.08499967952815758,0.8873152292505496,3.94815708032872,354,184,51.9774011299435,14,2.8290490000001682,0.20207492857144058,0.583560000000034,0.0,176.0,11.0,0.6142370000000028,16.385984498298395,0.0,120.0,5.0,0.6142370000000028,14.951333999755567,6.0,93.0,3.0,2.929200000000037,16.523612259328885,9.0,70.0,2.0,4.043800000000033,18.151194761992613,9.0,70.0,2.0,4.043800000000033,18.151194761992613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,default,2,W,1,3,5.8510880037,0.6657000000000153,0.578071212826726,0.8246487107171301,3.0491274112768503,350,198,56.57142857142857,20,2.9598280000000727,0.14799140000000363,0.40020800000002055,1.0,173.0,12.0,0.9483000000000175,15.540010795447472,1.0,139.0,8.0,0.9483000000000175,15.397342243615347,11.0,45.0,2.0,4.128672999999992,15.102527432899944,16.0,25.0,1.0,5.827158999999995,13.386671667215127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
