imu_packets,1257
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594798669.252042,B869048,0.03210,0.04169,-0.98016,0.19098,0.0197
1594798669.257003,B869053,0.03204,0.04169,-0.98016,0.19098,0.0197
1594798669.2614772,B869058,0.03198,0.04169,-0.98016,0.19098,0.0197
1594798669.266262,B869063,0.03198,0.04169,-0.98016,0.19098,0.0197
1594798669.272414,B869068,0.03192,0.04169,-0.98016,0.19098,0.0197
1594798669.276476,B869073,0.03192,0.04169,-0.98016,0.19104,0.0197
1594798669.281437,B869078,0.03186,0.04163,-0.98016,0.19104,0.0197
1594798669.286887,B869083,0.03186,0.04163,-0.98016,0.19104,0.0197
1594798669.291498,B869088,0.03186,0.04156,-0.98016,0.19110,0.0197
1594798669.29729,B869094,0.03186,0.04156,-0.98016,0.19110,0.0197
1594798669.305409,B869099,0.03186,0.04150,-0.98016,0.19110,0.0197
1594798669.309508,B869105,0.03186,0.04144,-0.98016,0.19116,0.0197
1594798669.313689,B869110,0.03186,0.04138,-0.98016,0.19116,0.0197
1594798669.319733,B869116,0.03192,0.04132,-0.98016,0.19116,0.0197
1594798669.324766,B869121,0.03192,0.04126,-0.98016,0.19122,0.0197
1594798669.33054,B869126,0.03198,0.04120,-0.98016,0.19122,0.0197
1594798669.335677,B869131,0.03198,0.04114,-0.98016,0.19122,0.0197
1594798669.340415,B869136,0.03198,0.04114,-0.98016,0.19128,0.0197
1594798669.3454149,B869142,0.03198,0.04108,-0.98016,0.19128,0.0197
1594798669.3539698,B869147,0.03198,0.04102,-0.98016,0.19128,0.0197
1594798669.355575,B869152,0.03198,0.04102,-0.98016,0.19128,0.0197
1594798669.3610618,B869157,0.03198,0.04102,-0.98016,0.19135,0.0197
1594798669.3652952,B869162,0.03204,0.04102,-0.98016,0.19135,0.0197
1594798669.37083,B869167,0.03204,0.04102,-0.98016,0.19135,0.0197
1594798669.375347,B869172,0.03198,0.04108,-0.98016,0.19135,0.0197
1594798669.380255,B869177,0.03198,0.04108,-0.98016,0.19135,0.0197
1594798669.3853922,B869182,0.03198,0.04114,-0.98016,0.19135,0.0197
1594798669.39046,B869187,0.03198,0.04114,-0.98016,0.19135,0.0197
1594798669.3959591,B869192,0.03198,0.04120,-0.98010,0.19135,0.0197
1594798669.40046,B869197,0.03198,0.04120,-0.98010,0.19135,0.0197
1594798669.408243,B869202,0.03198,0.04126,-0.98010,0.19135,0.0197
1594798669.411467,B869207,0.03198,0.04126,-0.98010,0.19141,0.0197
1594798669.417266,B869212,0.03198,0.04132,-0.98010,0.19141,0.0197
1594798669.420893,B869217,0.03198,0.04132,-0.98010,0.19141,0.0197
1594798669.426811,B869222,0.03198,0.04132,-0.98010,0.19141,0.0197
1594798669.433491,B869227,0.03198,0.04138,-0.98010,0.19141,0.0197
1594798669.435914,B869232,0.03198,0.04138,-0.98010,0.19141,0.0197
1594798669.441338,B869237,0.03198,0.04144,-0.98010,0.19141,0.0197
1594798669.446306,B869243,0.03198,0.04144,-0.98010,0.19141,0.0197
1594798669.4515169,B869248,0.03198,0.04150,-0.98010,0.19141,0.0197
1594798669.4568179,B869253,0.03192,0.04156,-0.98010,0.19141,0.0197
1594798669.462641,B869258,0.03192,0.04163,-0.98010,0.19141,0.0197
1594798669.468849,B869263,0.03186,0.04169,-0.98010,0.19141,0.0197
1594798669.4716952,B869268,0.03186,0.04175,-0.98010,0.19141,0.0197
1594798669.476403,B869273,0.03180,0.04181,-0.98010,0.19147,0.0197
1594798669.4816089,B869278,0.03180,0.04187,-0.98010,0.19147,0.0197
1594798669.4873111,B869283,0.03174,0.04199,-0.98010,0.19153,0.0197
1594798669.493057,B869288,0.03168,0.04205,-0.98004,0.19153,0.0197
1594798669.497686,B869294,0.03162,0.04211,-0.98004,0.19159,0.0197
1594798669.502295,B869299,0.03162,0.04218,-0.98004,0.19165,0.0197
1594798669.509098,B869304,0.03156,0.04224,-0.98004,0.19165,0.0197
1594798669.512866,B869309,0.03149,0.04230,-0.98004,0.19171,0.0197
1594798669.520145,B869315,0.03143,0.04236,-0.98004,0.19177,0.0197
1594798669.524118,B869320,0.03137,0.04236,-0.97998,0.19183,0.0197
1594798669.5290298,B869325,0.03137,0.04242,-0.97998,0.19189,0.0197
1594798669.534281,B869331,0.03131,0.04248,-0.97998,0.19196,0.0197
1594798669.539505,B869336,0.03125,0.04254,-0.97998,0.19202,0.0197
