eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656549.068213,"{'circle_3d': {'center': [3.6233405661516294, -0.3643858910438871, 111.86693897936767], 'normal': [-0.23599049378097073, 0.46141483085890633, -0.855222100222194], 'radius': 3.465553723538721}, 'confidence': 0.2485075694002976, 'timestamp': 3079.027075, 'diameter_3d': 6.931107447077442, 'ellipse': {'center': [180.20693485884402, 117.74508010923725], 'axes': [33.19948136834163, 38.434464441241516], 'angle': -65.68100344424141}, 'location': [180.20693485884402, 117.74508010923725], 'diameter': 38.434464441241516, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.050385607708845, 'phi': -1.8400367893900174, 'norm_pos': [0.5631466714338875, 0.5093954995448449], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.076673,"{'circle_3d': {'center': [3.625552312695173, -0.36689828169881533, 111.86497390182802], 'normal': [-0.23580618156900862, 0.46120546497099535, -0.8553858566838312], 'radius': 3.461707802944192}, 'confidence': 0.21322058479943506, 'timestamp': 3079.035475, 'diameter_3d': 6.923415605888384, 'ellipse': {'center': [180.21919951292176, 117.73169249871486], 'axes': [33.169791603352444, 38.39248330009907], 'angle': -65.69198524724945}, 'location': [180.21919951292176, 117.73169249871486], 'diameter': 38.39248330009907, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0501496330712152, 'phi': -1.8397874568062638, 'norm_pos': [0.5631849984778805, 0.5094512812553547], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.0839381,"{'circle_3d': {'center': [3.5406202583507307, -0.26320976068420787, 111.94548473837621], 'normal': [-0.24288385276437888, 0.4698461750555461, -0.8486766203048159], 'radius': 3.539861561464923}, 'confidence': 0.2094227019646416, 'timestamp': 3079.043875, 'diameter_3d': 7.079723122929846, 'ellipse': {'center': [179.7427179197434, 118.29455904865367], 'axes': [33.61794743526339, 39.23099758094476], 'angle': -65.30837069725466}, 'location': [179.7427179197434, 118.29455904865367], 'diameter': 39.23099758094476, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0599128398703086, 'phi': -1.8495369298243716, 'norm_pos': [0.5616959934991981, 0.507106003963943], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.092532,"{'circle_3d': {'center': [3.4470441252348207, -0.27308393039985024, 111.9672568218024], 'normal': [-0.25068186385737146, 0.46902332757924275, -0.8468622800193006], 'radius': 3.47533669746819}, 'confidence': 0.13346614751534197, 'timestamp': 3079.052275, 'diameter_3d': 6.95067339493638, 'ellipse': {'center': [179.21947425327753, 118.25011410219247], 'axes': [32.93249118524162, 38.5071691768337], 'angle': -64.40301078439944}, 'location': [179.21947425327753, 118.25011410219247], 'diameter': 38.5071691768337, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0589809280574385, 'phi': -1.8585909083956524, 'norm_pos': [0.5600608570414922, 0.5072911912408646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.100278,"{'circle_3d': {'center': [3.455147660985501, -0.2741966149908972, 111.96424556602571], 'normal': [-0.25000656921148123, 0.4689306038633218, -0.8471132180006904], 'radius': 3.4714176860906787}, 'confidence': 0.18703419668938406, 'timestamp': 3079.060675, 'diameter_3d': 6.942835372181357, 'ellipse': {'center': [179.26427110105442, 118.24441089273432], 'axes': [32.90585774848449, 38.464843967688594], 'angle': -64.472884933003}, 'location': [179.26427110105442, 118.24441089273432], 'diameter': 38.464843967688594, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0588759432018486, 'phi': -1.857777141833655, 'norm_pos': [0.5602008471907951, 0.507314954613607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.1082869,"{'circle_3d': {'center': [3.6440445840462115, -0.38158490264660205, 111.85199276059369], 'normal': [-0.23426515895642222, 0.45998157989201344, -0.8564676184533595], 'radius': 3.497415799323442}, 'confidence': 0.16695929083114341, 'timestamp': 3079.069075, 'diameter_3d': 6.994831598646884, 'ellipse': {'center': [180.3260014615352, 117.64543773550254], 'axes': [33.5595541825381, 38.79322466870913], 'angle': -65.80996533104917}, 'location': [180.3260014615352, 117.64543773550254], 'diameter': 38.79322466870913, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0487707801661905, 'phi': -1.8377905664680279, 'norm_pos': [0.5635187545672975, 0.5098106761020728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.1202612,"{'circle_3d': {'center': [3.630499798487726, -0.37531053897002664, 111.8590806419287], 'normal': [-0.23539389108629608, 0.46050444353172815, -0.8558769616754421], 'radius': 3.4590648445702037}, 'confidence': 0.2133151748187659, 'timestamp': 3079.077475, 'diameter_3d': 6.918129689140407, 'ellipse': {'center': [180.24735336502795, 117.68550399689907], 'axes': [33.16613468620842, 38.365185580178164], 'angle': -65.7053177817689}, 'location': [180.24735336502795, 117.68550399689907], 'diameter': 38.365185580178164, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.04935972789033, 'phi': -1.839192655358722, 'norm_pos': [0.5632729792657123, 0.5096437333462538], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.128177,"{'circle_3d': {'center': [3.632751758169485, -0.37785623261637635, 111.85709232490322], 'normal': [-0.23520622777948275, 0.46029230239453217, -0.8560426547608984], 'radius': 3.4537112143830515}, 'confidence': 0.2047220581102963, 'timestamp': 3079.085875, 'diameter_3d': 6.907422428766103, 'ellipse': {'center': [180.25973791626578, 117.67213253200144], 'axes': [33.12201611322045, 38.30648175239033], 'angle': -65.71658915832231}, 'location': [180.25973791626578, 117.67213253200144], 'diameter': 38.30648175239033, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0491207528195092, 'phi': -1.8389393413962112, 'norm_pos': [0.5633116809883305, 0.5096994477833273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.1360152,"{'circle_3d': {'center': [3.532413434437527, -0.3804109633723387, 111.88381270789046], 'normal': [-0.243567754757146, 0.4600794081648688, -0.853815956178629], 'radius': 3.451747786921838}, 'confidence': 0.1426896883162533, 'timestamp': 3079.094275, 'diameter_3d': 6.903495573843676, 'ellipse': {'center': [179.702541185207, 117.65955297108158], 'axes': [33.01354639742193, 38.27445044069869], 'angle': -64.75137420947944}, 'location': [179.702541185207, 117.65955297108158], 'diameter': 38.27445044069869, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.048880959161072, 'phi': -1.8486848329951668, 'norm_pos': [0.5615704412037719, 0.5097518626204934], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.1440551,"{'circle_3d': {'center': [3.644427317128639, -0.3829747343432084, 111.85114177542147], 'normal': [-0.23423326453288665, 0.459865760583963, -0.8565385338843782], 'radius': 3.4820282336862443}, 'confidence': 0.2294699159135354, 'timestamp': 3079.102675, 'diameter_3d': 6.9640564673724885, 'ellipse': {'center': [180.32715569546664, 117.63985505997066], 'axes': [33.41501458511174, 38.622791043932956], 'angle': -65.80800741392416}, 'location': [180.32715569546664, 117.63985505997066], 'diameter': 38.622791043932956, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.04864034691499, 'phi': -1.8377348515468817, 'norm_pos': [0.5635223615483332, 0.5098339372501223], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656549.151896,"{'circle_3d': {'center': [3.6382082973943843, -0.3855475486417683, 111.85146335314865], 'normal': [-0.23475151617740778, 0.45965135939241614, -0.8565117357404463], 'radius': 3.4687798718894616}, 'confidence': 0.19491063520256446, 'timestamp': 3079.111075, 'diameter_3d': 6.937559743778923, 'ellipse': {'center': [180.29192183368392, 117.62751702316825], 'axes': [33.28728823804618, 38.47560458465941], 'angle': -65.73783692649882}, 'location': [180.29192183368392, 117.62751702316825], 'diameter': 38.47560458465941, 'sphere': {'center': [6.455226491523278, -5.901363861350762, 122.129604182034], 'radius': 12.0}, 'projected_sphere': {'center': [192.77043638640717, 90.04128836294296], 'axes': [121.83778126244789, 121.83778126244789], 'angle': 90.0}, 'model_confidence': 0.766871926996493, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.04839891608129, 'phi': -1.8383056947608332, 'norm_pos': [0.5634122557302622, 0.5098853457367989], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
