eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656743.429038,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3273.383695, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.43761,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3273.392095, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.448171,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3273.400495, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.45314,"{'circle_3d': {'center': [5.65970406356648, 5.003410858185569, 204.19893278623994], 'normal': [-0.32658321572640964, 0.7137893446419232, -0.6195548197548391], 'radius': 6.827943632061012}, 'confidence': 0.08447762910027135, 'timestamp': 3273.408895, 'diameter_3d': 13.655887264122024, 'ellipse': {'center': [177.33650856799335, 134.8953327459499], 'axes': [25.34044304129202, 41.502600200053095], 'angle': -66.96538847494499}, 'location': [177.33650856799335, 134.8953327459499], 'diameter': 41.502600200053095, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.3656902895318463, 'phi': -2.0559082029656315, 'norm_pos': [0.5541765892749793, 0.4379361135585421], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.461044,"{'circle_3d': {'center': [5.6670860389743005, 5.190072469874856, 204.41559849679635], 'normal': [-0.3259680511090913, 0.7293444789493639, -0.601499343875138], 'radius': 6.9529400322889146}, 'confidence': 0.1584495532328097, 'timestamp': 3273.417295, 'diameter_3d': 13.905880064577829, 'ellipse': {'center': [177.34192470335952, 135.43839947239042], 'axes': [24.972421391399063, 42.21900197967971], 'angle': -67.4052347190288}, 'location': [177.34192470335952, 135.43839947239042], 'diameter': 42.21900197967971, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.3881596287319047, 'phi': -2.067419457332177, 'norm_pos': [0.5541935146979985, 0.4356733355317066], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.4695082,"{'circle_3d': {'center': [5.543295404493165, 5.603743990148759, 205.02272818790402], 'normal': [-0.3362839373158526, 0.763817105638856, -0.5509052029494987], 'radius': 6.921458391954184}, 'confidence': 0.1737965627641774, 'timestamp': 3273.425695, 'diameter_3d': 13.842916783908368, 'ellipse': {'center': [176.90755925159658, 136.6619190600339], 'axes': [22.57228152712374, 41.904663715303776], 'angle': -67.53614162922302}, 'location': [176.90755925159658, 136.6619190600339], 'diameter': 41.904663715303776, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.440002949273604, 'phi': -2.1188428904267216, 'norm_pos': [0.5528361226612393, 0.43057533724985875], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.478858,"{'circle_3d': {'center': [5.538271558007599, 6.263138323679504, 206.053234956403], 'normal': [-0.33670259118964985, 0.818766633433085, -0.46502963890791715], 'radius': 6.963394179910471}, 'confidence': 0.21221255170409686, 'timestamp': 3273.434095, 'diameter_3d': 13.926788359820941, 'ellipse': {'center': [176.79017323062206, 138.592396360446], 'axes': [18.827895744493798, 41.95082406756388], 'angle': -68.68488234254255}, 'location': [176.79017323062206, 138.592396360446], 'diameter': 41.95082406756388, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.530055794120571, 'phi': -2.1974785530052685, 'norm_pos': [0.5524692913456939, 0.42253168183147494], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.485396,"{'circle_3d': {'center': [5.943539485516515, 7.005875937928577, 207.26274496583412], 'normal': [-0.30293026389724004, 0.8806614346205074, -0.36423713812199077], 'radius': 6.966057312679135}, 'confidence': 0.2249227573847378, 'timestamp': 3273.442495, 'diameter_3d': 13.93211462535827, 'ellipse': {'center': [177.8741276191305, 140.75285953545566], 'axes': [14.305225090600267, 41.726357928540935], 'angle': -71.80833831675221}, 'location': [177.8741276191305, 140.75285953545566], 'diameter': 41.726357928540935, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.6480528999037594, 'phi': -2.264560539785761, 'norm_pos': [0.5558566488097828, 0.4135297519356015], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.4935281,"{'circle_3d': {'center': [6.090710305132655, 7.507627784636741, 208.58467385607716], 'normal': [-0.2906660289292284, 0.9224740885128543, -0.2540763972684038], 'radius': 6.96463498680089}, 'confidence': 0.22697900417843384, 'timestamp': 3273.450895, 'diameter_3d': 13.92926997360178, 'ellipse': {'center': [178.1741149686605, 142.17689634214284], 'axes': [9.499263670360442, 41.4557618851743], 'angle': -73.02918145949732}, 'location': [178.1741149686605, 142.17689634214284], 'diameter': 41.4557618851743, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.7452371003275537, 'phi': -2.4232624328790258, 'norm_pos': [0.5567941092770641, 0.4075962652410715], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.503077,"{'circle_3d': {'center': [6.524493265241601, 7.880068867733568, 209.69723767013002], 'normal': [-0.2545174489201495, 0.9535108454375897, -0.1613627460973319], 'radius': 7.006874606376564}, 'confidence': 0.211557087788567, 'timestamp': 3273.459295, 'diameter_3d': 14.013749212753128, 'ellipse': {'center': [179.3400624784344, 143.2172943587864], 'axes': [5.531023131724248, 41.48871296975872], 'angle': -75.35993596645969}, 'location': [179.3400624784344, 143.2172943587864], 'diameter': 41.48871296975872, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.8354753726252695, 'phi': -2.5765512800238604, 'norm_pos': [0.5604376952451074, 0.4032612735050567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656743.5163321,"{'circle_3d': {'center': [7.258463991867085, 8.189635765059624, 210.91657655217153], 'normal': [-0.19335322170135918, 0.9793080868814279, -0.059751172593872574], 'radius': 6.976303471601749}, 'confidence': 0.18273656631544963, 'timestamp': 3273.467695, 'diameter_3d': 13.952606943203499, 'ellipse': {'center': [181.3677538796628, 144.06038899742498], 'axes': [1.1642632248765894, 41.07166723276723], 'angle': -78.89827109689193}, 'location': [181.3677538796628, 144.06038899742498], 'diameter': 41.07166723276723, 'sphere': {'center': [9.578702652283395, -3.56206127751751, 211.633590623298], 'radius': 12.0}, 'projected_sphere': {'center': [188.0616873102465, 109.56461502374694], 'axes': [70.31019960572324, 70.31019960572324], 'angle': 90.0}, 'model_confidence': 0.7312786124611947, 'model_id': 1, 'model_birth_timestamp': 3242.606159, 'theta': 2.93781007966757, 'phi': -2.8418758336683076, 'norm_pos': [0.5667742308739463, 0.3997483791773959], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
