eye_packets,671
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656581.462857,"{'circle_3d': {'center': [6.288300688422453, 4.591360243953203, 109.94481126946438], 'normal': [0.0005086742660647124, 0.8660768430317225, -0.49991063522863394], 'radius': 3.5508754542221617}, 'confidence': 0.20982189197115475, 'timestamp': 3111.409084, 'diameter_3d': 7.101750908444323, 'ellipse': {'center': [195.48854278390374, 145.63161806995424], 'axes': [18.556452950490232, 40.12634414298629], 'angle': 88.29589934109887}, 'location': [195.48854278390374, 145.63161806995424], 'diameter': 40.12634414298629, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9725922624412076, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.618096765653877, 'phi': -1.5697787967511976, 'norm_pos': [0.6109016961996991, 0.3932015913751906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.470419,"{'circle_3d': {'center': [6.584122335698036, 4.894201180268818, 110.51147476304165], 'normal': [0.02516047820569667, 0.8913135877246906, -0.45268867743052854], 'radius': 3.553532421749788}, 'confidence': 0.18391671816248872, 'timestamp': 3111.417484, 'diameter_3d': 7.107064843499576, 'ellipse': {'center': [196.96183492219748, 147.22154415419448], 'axes': [16.403024580089113, 39.953881137753186], 'angle': 86.91096937883916}, 'location': [196.96183492219748, 147.22154415419448], 'diameter': 39.953881137753186, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9725922624412076, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.6710305706730266, 'phi': -1.51527336092818, 'norm_pos': [0.6155057341318672, 0.38657689935752304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.483253,"{'circle_3d': {'center': [3.4911334850541698, 0.16626570534522234, 105.91403297898057], 'normal': [-0.2325885926812922, 0.49731896481439086, -0.8358088261022844], 'radius': 3.522991940412785}, 'confidence': 0.9978995738431041, 'timestamp': 3111.425884, 'diameter_3d': 7.04598388082557, 'ellipse': {'center': [180.57662693028803, 120.68838182028469], 'axes': [34.75241088717409, 41.27264236172449], 'angle': -67.71826540658834}, 'location': [180.57662693028803, 120.68838182028469], 'diameter': 41.27264236172449, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9725237698578804, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0913020664049338, 'phi': -1.8422090439450742, 'norm_pos': [0.5643019591571501, 0.4971317424154804], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.4930859,"{'circle_3d': {'center': [3.4735446271317363, 0.18650659343419385, 105.93102147089732], 'normal': [-0.234054330841495, 0.4990057054884718, -0.8343931184425556], 'radius': 3.543588756967491}, 'confidence': 0.8968137759560233, 'timestamp': 3111.442684, 'diameter_3d': 7.087177513934982, 'ellipse': {'center': [180.47264222667488, 120.80299709921532], 'axes': [34.88788405060023, 41.50728259106428], 'angle': -67.62849175295534}, 'location': [180.47264222667488, 120.80299709921532], 'diameter': 41.50728259106428, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.972659524397046, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0932473700021665, 'phi': -1.844276464807587, 'norm_pos': [0.563977006958359, 0.49665417875326956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.498077,"{'circle_3d': {'center': [3.4622162985556, 0.14445494427533845, 105.90916888993198], 'normal': [-0.23499835822283968, 0.4955014013919005, -0.8362141668563339], 'radius': 3.532966882232438}, 'confidence': 0.999879458202989, 'timestamp': 3111.451084, 'diameter_3d': 7.065933764464876, 'ellipse': {'center': [180.41047445885027, 120.55996880997284], 'axes': [34.874623098775395, 41.39092016865178], 'angle': -67.38046288834}, 'location': [180.41047445885027, 120.55996880997284], 'diameter': 41.39092016865178, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9728370024166266, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.089208311055229, 'phi': -1.8447566686839105, 'norm_pos': [0.5637827326839071, 0.49766679662511315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.504558,"{'circle_3d': {'center': [3.4406819897618806, 0.13599487504408891, 105.91023428982194], 'normal': [-0.23679288395564965, 0.4947963956226297, -0.8361253835321711], 'radius': 3.543724913908069}, 'confidence': 0.9839505732540458, 'timestamp': 3111.459484, 'diameter_3d': 7.087449827816138, 'ellipse': {'center': [180.28606263421656, 120.50912091822121], 'axes': [34.979254202830035, 41.51625116366977], 'angle': -67.15564567966891}, 'location': [180.28606263421656, 120.50912091822121], 'diameter': 41.51625116366977, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9729475160332846, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.08839684787666, 'phi': -1.8467723253494657, 'norm_pos': [0.5633939457319268, 0.4978786628407449], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.509022,"{'circle_3d': {'center': [3.4421097553505384, 0.12932211788447479, 105.9058844489494], 'normal': [-0.23667390348992814, 0.4942403325259952, -0.8364878702715502], 'radius': 3.5582185688259917}, 'confidence': 0.999843075197678, 'timestamp': 3111.467884, 'diameter_3d': 7.1164371376519835, 'ellipse': {'center': [180.29642287003696, 120.46789912771331], 'axes': [35.14025859934521, 41.68779023774616], 'angle': -67.14503626831939}, 'location': [180.29642287003696, 120.46789912771331], 'diameter': 41.68779023774616, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9729406352037229, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0877570824462266, 'phi': -1.8465270192251702, 'norm_pos': [0.5634263214688655, 0.4980504203011945], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.521763,"{'circle_3d': {'center': [3.4192104317253813, 0.11871301157209224, 105.90612684979396], 'normal': [-0.23858218045869126, 0.49335624033329667, -0.8364676702011685], 'radius': 3.5488100508454887}, 'confidence': 0.9999936359686868, 'timestamp': 3111.476284, 'diameter_3d': 7.0976201016909775, 'ellipse': {'center': [180.1626133786832, 120.40781926757914], 'axes': [35.049197564520334, 41.57706671065648], 'angle': -66.89988529937115}, 'location': [180.1626133786832, 120.40781926757914], 'diameter': 41.57706671065648, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9730543208787634, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0867403895051675, 'phi': -1.8486443308491995, 'norm_pos': [0.5630081668083851, 0.4983007530517536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.527065,"{'circle_3d': {'center': [3.433678775245647, 0.14511794636658504, 105.91762571956791], 'normal': [-0.2373764851653358, 0.495556651566171, -0.8355094310533399], 'radius': 3.5683411145651616}, 'confidence': 0.99995572722667, 'timestamp': 3111.484684, 'diameter_3d': 7.136682229130323, 'ellipse': {'center': [180.2459041796841, 120.55829273298744], 'axes': [35.192583158230406, 41.80179976756969], 'angle': -67.12453852577875}, 'location': [180.2459041796841, 120.55829273298744], 'diameter': 41.80179976756969, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9731516530729012, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0892719199921994, 'phi': -1.8476120405681102, 'norm_pos': [0.5632684505615128, 0.49767378027921905], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.536683,"{'circle_3d': {'center': [3.4206454443718295, 0.11770116139162301, 105.90512095266867], 'normal': [-0.23846259607148723, 0.4932719194849242, -0.8365514949616104], 'radius': 3.551333402619759}, 'confidence': 0.9999391267723383, 'timestamp': 3111.493084, 'diameter_3d': 7.102666805239518, 'ellipse': {'center': [180.1713585495872, 120.40150638131293], 'axes': [35.07811376337031, 41.60704544292401], 'angle': -66.90926002671723}, 'location': [180.1713585495872, 120.40150638131293], 'diameter': 41.60704544292401, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.9732032524275347, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0866434524170816, 'phi': -1.8484856987711398, 'norm_pos': [0.56303549546746, 0.4983270567445295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656581.542929,"{'circle_3d': {'center': [3.4222844222764524, 0.1077897828151615, 105.89881652485066], 'normal': [-0.2383260145794353, 0.49244597127021905, -0.837076863946444], 'radius': 3.5417018109618557}, 'confidence': 0.999962988691136, 'timestamp': 3111.501484, 'diameter_3d': 7.083403621923711, 'ellipse': {'center': [180.18136449488986, 120.34532390855861], 'axes': [35.00871210195423, 41.49658401824512], 'angle': -66.88859691660981}, 'location': [180.18136449488986, 120.34532390855861], 'diameter': 41.49658401824512, 'sphere': {'center': [6.282196597229676, -5.801561872427468, 115.94373889220799], 'radius': 12.0}, 'projected_sphere': {'center': [193.59355086783526, 88.97660541852024], 'axes': [128.33810727661475, 128.33810727661475], 'angle': 90.0}, 'model_confidence': 0.973490498688967, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 2.0856942057550256, 'phi': -1.8481693052419819, 'norm_pos': [0.5630667640465308, 0.4985611503810058], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
