eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656701.0421262,"{'circle_3d': {'center': [3.7059216921922276, 0.6527636566941446, 116.0586881904578], 'normal': [0.12850980903225148, -0.5707349398956628, -0.8110159414985554], 'radius': 3.323662996565284}, 'confidence': 0.25672515014367475, 'timestamp': 3230.999554, 'diameter_3d': 6.647325993130568, 'ellipse': {'center': [179.75004478613505, 123.72355093211307], 'axes': [28.761212707907074, 35.53435160758463], 'angle': -74.75914136220341}, 'location': [179.75004478613505, 123.72355093211307], 'diameter': 35.53435160758463, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9633957196696743, 'phi': -1.4136475274978362, 'norm_pos': [0.5617188899566721, 0.4844852044495289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.049115,"{'circle_3d': {'center': [3.8078476038799898, 0.6037608009702158, 116.11011658583402], 'normal': [0.13700363500623167, -0.5748185112059903, -0.8067302418838704], 'radius': 3.295071518246182}, 'confidence': 0.19979022246907552, 'timestamp': 3231.007954, 'diameter_3d': 6.590143036492364, 'ellipse': {'center': [180.2835037126379, 123.45645661907734], 'axes': [28.32830247866897, 35.21384933978793], 'angle': -74.0346577420081}, 'location': [180.2835037126379, 123.45645661907734], 'diameter': 35.21384933978793, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.95841398879886, 'phi': -1.4025754498660736, 'norm_pos': [0.5633859491019935, 0.4855980974205111], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.058744,"{'circle_3d': {'center': [3.710127455021827, 0.5629586861379341, 116.12318186960005], 'normal': [0.12886028926805146, -0.5782186874420139, -0.8056414682367019], 'radius': 3.2581719005728167}, 'confidence': 0.14152025109135744, 'timestamp': 3231.016354, 'diameter_3d': 6.516343801145633, 'ellipse': {'center': [179.76374508275381, 123.2339901353827], 'axes': [27.97729502058961, 34.814545976169015], 'angle': -74.95044157976392}, 'location': [179.76374508275381, 123.2339901353827], 'diameter': 34.814545976169015, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9542526268731613, 'phi': -1.4121923144513588, 'norm_pos': [0.5617617033836056, 0.4865250411025721], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.065331,"{'circle_3d': {'center': [3.723862375333135, 0.5222151620187416, 116.15476806845767], 'normal': [0.1300048659606604, -0.581613981118613, -0.8030092849985662], 'radius': 3.2545745530534473}, 'confidence': 0.1926151733365885, 'timestamp': 3231.024754, 'diameter_3d': 6.509149106106895, 'ellipse': {'center': [179.83159801365358, 123.01560433352188], 'axes': [27.839128404525827, 34.766709995125005], 'angle': -74.93784346067002}, 'location': [179.83159801365358, 123.01560433352188], 'diameter': 34.766709995125005, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9500849581126585, 'phi': -1.4102918778943572, 'norm_pos': [0.5619737437926674, 0.48743498194365886], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.0738418,"{'circle_3d': {'center': [3.6439059101530535, 0.5792044865206751, 116.10119554635394], 'normal': [0.12334182719565367, -0.576864870743452, -0.8074736618405444], 'radius': 3.300958701170676}, 'confidence': 0.2491122810389275, 'timestamp': 3231.033154, 'diameter_3d': 6.601917402341352, 'ellipse': {'center': [179.41461882805612, 123.32743962296409], 'axes': [28.426521254134336, 35.2779650418815], 'angle': -75.46325146593061}, 'location': [179.41461882805612, 123.32743962296409], 'diameter': 35.2779650418815, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9559109825175768, 'phi': -1.4192177109562498, 'norm_pos': [0.5606706838376754, 0.48613566823764964], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.085498,"{'circle_3d': {'center': [3.655833705404803, 0.5315490683630166, 116.13725451117757], 'normal': [0.12433581013329947, -0.5808361555899236, -0.8044687481052413], 'radius': 3.2954318694438234}, 'confidence': 0.13001660926406103, 'timestamp': 3231.041554, 'diameter_3d': 6.590863738887647, 'ellipse': {'center': [179.47230792322136, 123.07181089791203], 'axes': [28.25527629556366, 35.207998766794965], 'angle': -75.47875308585172}, 'location': [179.47230792322136, 123.07181089791203], 'diameter': 35.207998766794965, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9510408197919975, 'phi': -1.4174532282374142, 'norm_pos': [0.5608509622600668, 0.4872007879253666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.094578,"{'circle_3d': {'center': [3.5540707045893987, 0.39500625589785887, 116.22198580406723], 'normal': [0.11585556006534907, -0.5922147232953532, -0.7974078070311028], 'radius': 3.20502956097511}, 'confidence': 0.061982362453098065, 'timestamp': 3231.049954, 'diameter_3d': 6.41005912195022, 'ellipse': {'center': [178.92129353980124, 122.3305114900042], 'axes': [27.210060694942154, 34.21591222791104], 'angle': -76.63454637943465}, 'location': [178.92129353980124, 122.3305114900042], 'diameter': 34.21591222791104, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9369917078865193, 'phi': -1.4265156676887838, 'norm_pos': [0.5591290423118789, 0.4902895354583159], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.102746,"{'circle_3d': {'center': [3.5764677492543617, 0.4593223008904239, 116.17781825692681], 'normal': [0.11772198045409604, -0.5868550528793064, -0.8010884359594713], 'radius': 3.2932825136605284}, 'confidence': 0.2507301622724478, 'timestamp': 3231.058354, 'diameter_3d': 6.586565027321057, 'ellipse': {'center': [179.04484523566228, 122.68622917402506], 'axes': [28.107284531944305, 35.17196560269941], 'angle': -76.30617456363532}, 'location': [179.04484523566228, 122.68622917402506], 'diameter': 35.17196560269941, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9436271061873183, 'phi': -1.4248881043104509, 'norm_pos': [0.5595151413614446, 0.4888073784415623], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.109438,"{'circle_3d': {'center': [3.5894016374686575, 0.5090837606435432, 116.14346394746211], 'normal': [0.11879980447195403, -0.5827082645665465, -0.80395129508153], 'radius': 3.3196000596839177}, 'confidence': 0.19861901640406993, 'timestamp': 3231.066754, 'diameter_3d': 6.639200119367835, 'ellipse': {'center': [179.11818406723734, 122.95573428794322], 'axes': [28.448177557784526, 35.463766944580065], 'angle': -76.0848397227107}, 'location': [179.11818406723734, 122.95573428794322], 'diameter': 35.463766944580065, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.94873909733686, 'phi': -1.4240881139579515, 'norm_pos': [0.5597443252101166, 0.4876844404669033], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.1197371,"{'circle_3d': {'center': [3.581789329165578, 0.3659335533783832, 116.24772353998208], 'normal': [0.11816544544669745, -0.5946374485053101, -0.7952629957048665], 'radius': 3.2036453448213056}, 'confidence': 0.13454969314895623, 'timestamp': 3231.075154, 'diameter_3d': 6.407290689642611, 'ellipse': {'center': [179.06432243599986, 122.17496763426153], 'axes': [27.11077436414492, 34.19376350764394], 'angle': -76.47128598884159}, 'location': [179.06432243599986, 122.17496763426153], 'diameter': 34.19376350764394, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9339816914090178, 'phi': -1.4232889376635887, 'norm_pos': [0.5595760076124996, 0.4909376348572436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656701.1259289,"{'circle_3d': {'center': [3.6923190073587238, 0.43126710076444574, 116.21621104401495], 'normal': [0.12737625196279284, -0.5891929862231378, -0.7978890370354592], 'radius': 3.289060850064884}, 'confidence': 0.24156028868791338, 'timestamp': 3231.083554, 'diameter_3d': 6.578121700129768, 'ellipse': {'center': [179.65334351858849, 122.53495217326612], 'axes': [27.92955079338086, 35.11624781691299], 'angle': -75.41771174942197}, 'location': [179.65334351858849, 122.53495217326612], 'diameter': 35.11624781691299, 'sphere': {'center': [2.1638039838052094, 7.5015829354421, 125.79087948844047], 'radius': 12.0}, 'projected_sphere': {'center': [170.66498998508482, 156.97391606520648], 'axes': [118.29156502055775, 118.29156502055775], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3224.010755, 'theta': 0.9407366390616797, 'phi': -1.4124905754274055, 'norm_pos': [0.5614166984955891, 0.4894376992780578], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
