eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581654268.0685,"{'circle_3d': {'center': [-4.141060251751423, -3.4906529798965913, 63.084179763355685], 'normal': [-0.40248625869449217, -0.044153368900494296, -0.9143605916578247], 'radius': 2.490510236482723}, 'confidence': 0.2686667862594892, 'timestamp': 798.023588, 'diameter_3d': 4.981020472965446, 'ellipse': {'center': [119.64640666408012, 85.72363663578787], 'axes': [43.32238327713849, 49.00273096725508], 'angle': 10.772711676437403}, 'location': [119.64640666408012, 85.72363663578787], 'diameter': 49.00273096725508, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.526628598981473, 'phi': -1.9854567564355716, 'norm_pos': [0.3738950208252504, 0.6428181806842173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.5066,"{'circle_3d': {'center': [-4.276932002527737, -0.745549999436085, 63.359106840464264], 'normal': [-0.4138089045925181, 0.1846052128045478, -0.891450001898776], 'radius': 2.591879091632508}, 'confidence': 0.3693837018945376, 'timestamp': 800.459583, 'diameter_3d': 5.183758183265016, 'ellipse': {'center': [118.5166017176337, 112.53111718869971], 'axes': [43.9014556951591, 50.764667882702796], 'angle': -20.627465765032497}, 'location': [118.5166017176337, 112.53111718869971], 'diameter': 50.764667882702796, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7564664828008607, 'phi': -2.00539400774212, 'norm_pos': [0.37036438036760533, 0.5311203450470845], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.513282,"{'circle_3d': {'center': [-4.275869061389946, -0.7340085609766565, 63.36100992350145], 'normal': [-0.4137203261643691, 0.1855669993428336, -0.8912914116456777], 'radius': 2.597391717219236}, 'confidence': 0.3686421319633107, 'timestamp': 800.467983, 'diameter_3d': 5.194783434438472, 'ellipse': {'center': [118.52964089566001, 112.6427163927201], 'axes': [43.98516130561993, 50.87107188061291], 'angle': -20.750488728682697}, 'location': [118.52964089566001, 112.6427163927201], 'diameter': 50.87107188061291, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7574451789936456, 'phi': -2.005380197460702, 'norm_pos': [0.37040512779893753, 0.5306553483636662], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.522738,"{'circle_3d': {'center': [-4.2747967176491555, -0.7224468294119482, 63.36292579074405], 'normal': [-0.41363096418596984, 0.18653047697322594, -0.8911317560421274], 'radius': 2.6038084319544783}, 'confidence': 0.3410288653032256, 'timestamp': 800.476383, 'diameter_3d': 5.207616863908957, 'ellipse': {'center': [118.54303821027091, 112.75437692224276], 'axes': [44.08406734057517, 50.99517168825627], 'angle': -20.87361330594704}, 'location': [118.54303821027091, 112.75437692224276], 'diameter': 50.99517168825627, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7584257774084027, 'phi': -2.0053661152170448, 'norm_pos': [0.3704469944070966, 0.5301900961573218], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.529707,"{'circle_3d': {'center': [-4.273714946573749, -0.7108648283530616, 63.364854501279595], 'normal': [-0.4135408165963528, 0.1874956437281332, -0.8909710301641657], 'radius': 2.6049557126921266}, 'confidence': 0.3476034549555591, 'timestamp': 800.484783, 'diameter_3d': 5.209911425384253, 'ellipse': {'center': [118.55503119895073, 112.86693857597187], 'axes': [44.09359191637079, 51.016019552656026], 'angle': -20.99686024915415}, 'location': [118.55503119895073, 112.86693857597187], 'diameter': 51.016019552656026, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7594082780451183, 'phi': -2.005351761011149, 'norm_pos': [0.370484472496721, 0.5297210892667839], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.537733,"{'circle_3d': {'center': [-4.2726237234185005, -0.6992625815624725, 63.36679611429401], 'normal': [-0.41344988133341537, 0.18846249762734896, -0.8908092290796309], 'radius': 2.6099603166948575}, 'confidence': 0.3669957443589103, 'timestamp': 800.493183, 'diameter_3d': 5.219920633389715, 'ellipse': {'center': [118.56822461028526, 112.97916156003728], 'axes': [44.168353789196985, 51.112422385457776], 'angle': -21.12019554179054}, 'location': [118.56822461028526, 112.97916156003728], 'diameter': 51.112422385457776, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7603926809038197, 'phi': -2.0053371348430136, 'norm_pos': [0.3705257019071414, 0.5292534934998446], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.546381,"{'circle_3d': {'center': [-4.2715230234250114, -0.6876401129557306, 63.36875068907128], 'normal': [-0.413358156333958, 0.1894310366779108, -0.8906463478481923], 'radius': 2.5860562648825516}, 'confidence': 0.37043408700233776, 'timestamp': 800.501583, 'diameter_3d': 5.172112529765103, 'ellipse': {'center': [118.57328968394917, 113.09553992351383], 'axes': [43.75355199486314, 50.64249402911729], 'angle': -21.24373441517944}, 'location': [118.57328968394917, 113.09553992351383], 'diameter': 50.64249402911729, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7613789859844797, 'phi': -2.0053222367126393, 'norm_pos': [0.37054153026234116, 0.5287685836520257], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.5524778,"{'circle_3d': {'center': [-4.377020969331193, -0.6759974466007628, 63.42084362018676], 'normal': [-0.42214965182613956, 0.190401258874158, -0.886305270255235], 'radius': 2.619859654458123}, 'confidence': 0.34699500618428974, 'timestamp': 800.509983, 'diameter_3d': 5.239719308916246, 'ellipse': {'center': [117.59072467599904, 113.21044674911737], 'axes': [44.00108581596489, 51.26307534676686], 'angle': -20.973358698424377}, 'location': [117.59072467599904, 113.21044674911737], 'diameter': 51.26307534676686, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.762367193287125, 'phi': -2.015307066620026, 'norm_pos': [0.367471014612497, 0.528289805212011], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.564797,"{'circle_3d': {'center': [-4.36849973521754, -0.66433460671972, 63.41930033214265], 'normal': [-0.4214395489833353, 0.1913731621975783, -0.8864338775922445], 'radius': 2.5848049340049593}, 'confidence': 0.40575823799997596, 'timestamp': 800.518383, 'diameter_3d': 5.1696098680099185, 'ellipse': {'center': [117.66234603209907, 113.32823958569317], 'axes': [43.42359202648612, 50.57802453500693], 'angle': -21.122032048368098}, 'location': [117.66234603209907, 113.32823958569317], 'diameter': 50.57802453500693, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7633573028117293, 'phi': -2.0145975537703764, 'norm_pos': [0.36769483135030956, 0.5277990017262785], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.5732841,"{'circle_3d': {'center': [-4.358607529455655, -0.5350097444273505, 63.44333524384324], 'normal': [-0.4206151985031781, 0.2021502340552757, -0.8844309682838618], 'radius': 2.597468679517462}, 'confidence': 0.485260024734037, 'timestamp': 800.526783, 'diameter_3d': 5.194937359034924, 'ellipse': {'center': [117.7767004997369, 114.58383458257137], 'axes': [43.510909580310724, 50.80584123757256], 'angle': -22.452338048818664}, 'location': [117.7767004997369, 114.58383458257137], 'diameter': 50.80584123757256, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.774349314558319, 'phi': -2.0147154966523186, 'norm_pos': [0.3680521890616778, 0.5225673559059526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.5799859,"{'circle_3d': {'center': [-4.359550473108841, -0.5314860192653197, 63.44458978865671], 'normal': [-0.4206937771409436, 0.20244387781877832, -0.8843264228827393], 'radius': 2.577424126701314}, 'confidence': 0.4075640300886434, 'timestamp': 800.535183, 'diameter_3d': 5.154848253402628, 'ellipse': {'center': [117.76261486903174, 114.62103488582534], 'axes': [43.1678074323425, 50.41262055939491], 'angle': -22.48370817068055}, 'location': [117.76261486903174, 114.62103488582534], 'diameter': 50.41262055939491, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7746491578204757, 'phi': -2.014833809257428, 'norm_pos': [0.3680081714657242, 0.5224123546423944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.588211,"{'circle_3d': {'center': [-4.3488796475985, -0.4008508744657857, 63.47025949504689], 'normal': [-0.4198045416817486, 0.21333013988540614, -0.8821872806835575], 'radius': 2.616546394699027}, 'confidence': 0.46913369663293075, 'timestamp': 800.543583, 'diameter_3d': 5.233092789398054, 'ellipse': {'center': [117.89295920665421, 115.8844963555611], 'axes': [43.687085818981835, 51.15658791081593], 'angle': -23.81005610939158}, 'location': [117.89295920665421, 115.8844963555611], 'diameter': 51.15658791081593, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7857786309917272, 'phi': -2.01495249158571, 'norm_pos': [0.3684154975207944, 0.5171479318518288], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.597213,"{'circle_3d': {'center': [-3.884686432240512, -1.4597122240847566, 63.06423004366013], 'normal': [-0.3811217737352497, 0.12509169408382528, -0.916023068299121], 'radius': 2.6384619909151836}, 'confidence': 0.35571210284728916, 'timestamp': 800.551983, 'diameter_3d': 5.276923981830367, 'ellipse': {'center': [122.17691322986059, 105.52077648924907], 'axes': [46.435624054802844, 51.921645049201715], 'angle': -13.92359667148601}, 'location': [122.17691322986059, 105.52077648924907], 'diameter': 51.921645049201715, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6962165774506717, 'phi': -1.9650715436371593, 'norm_pos': [0.38180285384331436, 0.5603300979614623], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.605279,"{'circle_3d': {'center': [-3.925547798768986, -1.489304345566311, 63.07731335623764], 'normal': [-0.3845268876126225, 0.1226256839603624, -0.9149327922509953], 'radius': 2.623576084755978}, 'confidence': 0.3580872974500432, 'timestamp': 800.560383, 'diameter_3d': 5.247152169511956, 'ellipse': {'center': [121.7815595280608, 105.23682004293181], 'axes': [46.084190316156274, 51.618297626868035], 'angle': -13.459320922516946}, 'location': [121.7815595280608, 105.23682004293181], 'diameter': 51.618297626868035, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.693731430701352, 'phi': -1.9686613183024142, 'norm_pos': [0.38056737352519, 0.5615132498211175], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.614775,"{'circle_3d': {'center': [-3.9190895468095324, -1.4802231114386968, 63.075821976500286], 'normal': [-0.3839886999493347, 0.12338245347099693, -0.9150570738957747], 'radius': 2.604044541346294}, 'confidence': 0.3476120751034942, 'timestamp': 800.568783, 'diameter_3d': 5.208089082692588, 'ellipse': {'center': [121.83826808732599, 105.32686117032738], 'axes': [45.752119887851784, 51.23503423695918], 'angle': -13.585098790766585}, 'location': [121.83826808732599, 105.32686117032738], 'diameter': 51.23503423695918, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6944939909870986, 'phi': -1.9681128243041042, 'norm_pos': [0.3807445877728937, 0.5611380784569693], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.62076,"{'circle_3d': {'center': [-3.918561831945228, -1.6001860959508427, 63.060091796531864], 'normal': [-0.38394472371064253, 0.11338553809498474, -0.9163679222264762], 'radius': 2.6113136170294657}, 'confidence': 0.39207046492860914, 'timestamp': 800.577183, 'diameter_3d': 5.2226272340589315, 'ellipse': {'center': [121.83669385157125, 104.15232218197549], 'axes': [45.9567217525318, 51.39169384927642], 'angle': -12.142033716457547}, 'location': [121.83669385157125, 104.15232218197549], 'diameter': 51.39169384927642, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6844262340106528, 'phi': -1.9675614915941382, 'norm_pos': [0.3807396682861602, 0.5660319909084355], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.628542,"{'circle_3d': {'center': [-3.806857703838455, -1.7120416348305516, 63.00074550948674], 'normal': [-0.3746360463684115, 0.10406424318834234, -0.9213134461469034], 'radius': 2.6027369731385788}, 'confidence': 0.37218078207977734, 'timestamp': 800.585583, 'diameter_3d': 5.2054739462771575, 'ellipse': {'center': [122.8917940267141, 103.04570682517462], 'axes': [46.1607858125235, 51.27138231548971], 'angle': -11.019832629199009}, 'location': [122.8917940267141, 103.04570682517462], 'diameter': 51.27138231548971, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6750493162138615, 'phi': -1.9570073201725016, 'norm_pos': [0.38403685633348156, 0.5706428882284391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.6372101,"{'circle_3d': {'center': [-3.8126460711231642, -1.825642258413216, 62.99085739881655], 'normal': [-0.3751184103088039, 0.09459752455645364, -0.9221374553694189], 'radius': 2.60541654085835}, 'confidence': 0.35857334062940066, 'timestamp': 800.593983, 'diameter_3d': 5.2108330817167, 'ellipse': {'center': [122.83066454391414, 101.9336018639707], 'axes': [46.249112632360436, 51.33298944175675], 'angle': -9.582846984424755}, 'location': [122.83066454391414, 101.9336018639707], 'diameter': 51.33298944175675, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6655355098887996, 'phi': -1.957144380454179, 'norm_pos': [0.38384582669973166, 0.5752766589001221], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.650924,"{'circle_3d': {'center': [-3.8088827768347473, -1.9409900110520637, 62.978102743914754], 'normal': [-0.37480480245143594, 0.08498521183654968, -0.9232003432779025], 'radius': 2.612756910164701}, 'confidence': 0.4092882806054678, 'timestamp': 800.602383, 'diameter_3d': 5.225513820329402, 'ellipse': {'center': [122.86252520799347, 100.80294773699819], 'axes': [46.43825880629475, 51.488778377131304], 'angle': -8.131187392215425}, 'location': [122.86252520799347, 100.80294773699819], 'diameter': 51.488778377131304, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6558841733112388, 'phi': -1.9564508743592641, 'norm_pos': [0.3839453912749796, 0.5799877177625075], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.657032,"{'circle_3d': {'center': [-3.690043462604333, -1.9384732744711803, 62.93082609477629], 'normal': [-0.36490152626556793, 0.0851949398849566, -0.9271400640394405], 'radius': 2.6020751859611493}, 'confidence': 0.3640640612791113, 'timestamp': 800.610783, 'diameter_3d': 5.204150371922299, 'ellipse': {'center': [123.99533863924583, 100.81365938230846], 'axes': [46.549911124567096, 51.31631492550733], 'angle': -8.355149451503758}, 'location': [123.99533863924583, 100.81365938230846], 'diameter': 51.31631492550733, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.656094664757181, 'phi': -1.9457538878645697, 'norm_pos': [0.38748543324764323, 0.579943085907048], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.665101,"{'circle_3d': {'center': [-4.183256873637089, -0.87534427346294, 63.29016445213444], 'normal': [-0.406002643851631, 0.17378902330230994, -0.8971952009262615], 'radius': 2.6157281248305284}, 'confidence': 0.5166313278116218, 'timestamp': 800.619183, 'diameter_3d': 5.231456249661057, 'ellipse': {'center': [119.39241885905217, 111.25695735250906], 'axes': [44.715040164824025, 51.28804270736504], 'angle': -19.60228727803306}, 'location': [119.39241885905217, 111.25695735250906], 'diameter': 51.28804270736504, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7454722722045144, 'phi': -1.9957474912683775, 'norm_pos': [0.373101308934538, 0.5364293443645456], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.672543,"{'circle_3d': {'center': [-4.24171527873337, -0.8384230660723015, 63.324045359456946], 'normal': [-0.4108741776096545, 0.1768657905848632, -0.8943717919827198], 'radius': 2.6065139596630558}, 'confidence': 0.4530604992030474, 'timestamp': 800.627583, 'diameter_3d': 5.2130279193261115, 'ellipse': {'center': [118.84180842756085, 111.62207149335055], 'axes': [44.35179090077095, 51.08005297621806], 'angle': -19.785979507081866}, 'location': [118.84180842756085, 111.62207149335055], 'diameter': 51.08005297621806, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7485974492793488, 'phi': -2.0014395353140615, 'norm_pos': [0.37138065133612763, 0.5349080354443727], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.681001,"{'circle_3d': {'center': [-3.734007484540413, -1.6711961596007985, 62.97607880490833], 'normal': [-0.3685651947602413, 0.10746803279082176, -0.9233690048617705], 'radius': 2.5998309839429323}, 'confidence': 0.4241061132531463, 'timestamp': 800.635983, 'diameter_3d': 5.199661967885865, 'ellipse': {'center': [123.58912080580242, 103.43804612987762], 'axes': [46.273892574680886, 51.233621516080625], 'angle': -11.699199400914175}, 'location': [123.58912080580242, 103.43804612987762], 'diameter': 51.233621516080625, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6784723069809602, 'phi': -1.9505720253135517, 'norm_pos': [0.3862160025181326, 0.5690081411255099], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.6892931,"{'circle_3d': {'center': [-3.7740798659433956, -1.7241675494226603, 62.98611224985687], 'normal': [-0.3719045598771566, 0.10305375030566662, -0.9225328844493923], 'radius': 2.628585023651244}, 'confidence': 0.4004333297933673, 'timestamp': 800.644383, 'diameter_3d': 5.257170047302488, 'ellipse': {'center': [123.21100526611424, 102.92117287324356], 'axes': [46.711057358899765, 51.7926761924268], 'angle': -10.93909605572103}, 'location': [123.21100526611424, 102.92117287324356], 'diameter': 51.7926761924268, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6740333608118203, 'phi': -1.9540016802523643, 'norm_pos': [0.385034391456607, 0.5711617796948185], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.698868,"{'circle_3d': {'center': [-3.7660134540331427, -1.7186573846665172, 62.98348055239861], 'normal': [-0.37123235888463557, 0.1035129307020119, -0.9227521925709143], 'radius': 2.6194212135938755}, 'confidence': 0.24623668225101716, 'timestamp': 800.652783, 'diameter_3d': 5.238842427187751, 'ellipse': {'center': [123.2858425847948, 102.9749886068307], 'axes': [46.56605913887863, 51.614156820901016], 'angle': -11.02631119024983}, 'location': [123.2858425847948, 102.9749886068307], 'diameter': 51.614156820901016, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6744950101243927, 'phi': -1.9532924250005503, 'norm_pos': [0.38526825807748377, 0.5709375474715388], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.7052002,"{'circle_3d': {'center': [-3.7582910906800544, -1.7230730370621918, 62.97988258566681], 'normal': [-0.3705888286052115, 0.10314495966903899, -0.9230520231318978], 'radius': 2.6272654204985577}, 'confidence': 0.24543972755643534, 'timestamp': 800.661183, 'diameter_3d': 5.254530840997115, 'ellipse': {'center': [123.36146888085652, 102.93023752315001], 'axes': [46.72782240675616, 51.77171833457062], 'angle': -10.987533305669254}, 'location': [123.36146888085652, 102.93023752315001], 'diameter': 51.77171833457062, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6741250588282042, 'phi': -1.95257968934689, 'norm_pos': [0.38550459025267664, 0.5711240103202082], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.712786,"{'circle_3d': {'center': [-3.75052876101618, -1.7275427478284024, 62.97627089943914], 'normal': [-0.36994196779988864, 0.10277248377185479, -0.9233529969842033], 'radius': 2.6395676305958644}, 'confidence': 0.1992435044468124, 'timestamp': 800.669583, 'diameter_3d': 5.279135261191729, 'ellipse': {'center': [123.43871127319619, 102.88458821793196], 'axes': [46.9691678824151, 52.017184963397675], 'angle': -10.947993352772277}, 'location': [123.43871127319619, 102.88458821793196], 'diameter': 52.017184963397675, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6737505928779912, 'phi': -1.9518634732913933, 'norm_pos': [0.3857459727287381, 0.5713142157586169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654270.721525,"{'circle_3d': {'center': [-4.215095227438166, -0.5465011078727069, 63.373662743645106], 'normal': [-0.4086558400017207, 0.20119262043482938, -0.8902370099670395], 'radius': 2.595939191775182}, 'confidence': 0.46300416406781225, 'timestamp': 800.677983, 'diameter_3d': 5.191878383550364, 'ellipse': {'center': [119.12693172129406, 114.46519037561438], 'axes': [43.91617765462977, 50.830984445531456], 'angle': -22.904009173233298}, 'location': [119.12693172129406, 114.46519037561438], 'diameter': 50.830984445531456, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7733716122737437, 'phi': -2.001143776834042, 'norm_pos': [0.3722716616290439, 0.5230617067682735], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
