eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656474.66892,"{'circle_3d': {'center': [1.085384601064467, -0.19337823954472277, 31.562750890293533], 'normal': [0.13661331152827969, -0.5057935657946434, -0.8517685553681921], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.619892, 'diameter_3d': 2.0, 'ellipse': {'center': [181.25408935547435, 116.46854400628754], 'axes': [33.150337211383935, 39.31091689132053], 'angle': -72.11129760742304}, 'location': [181.25408935547435, 116.46854400628754], 'diameter': 39.31091689132053, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0404946978452116, 'phi': -1.4117629366744289, 'norm_pos': [0.5664190292358573, 0.514714399973802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.2673101,"{'circle_3d': {'center': [5.850644986445371, -0.19316849334817654, 145.86812254607545], 'normal': [-0.1435268735049014, 0.5276573223077409, -0.8372441619963277], 'radius': 4.2584755830142065}, 'confidence': 0.054391368897136805, 'timestamp': 3005.216286, 'diameter_3d': 8.516951166028413, 'ellipse': {'center': [184.93752104305523, 118.94524067701103], 'axes': [30.52697298738661, 36.232732077225364], 'angle': -78.28184558794588}, 'location': [184.93752104305523, 118.94524067701103], 'diameter': 36.232732077225364, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1266366702190034, 'phi': -1.7405737918939002, 'norm_pos': [0.5779297532595475, 0.504394830512454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.273387,"{'circle_3d': {'center': [5.818730783065783, -0.21896055828064043, 145.8574280499427], 'normal': [-0.14618639045320037, 0.5255079835633688, -0.8381353700073911], 'radius': 4.246701958479758}, 'confidence': 0.25585054495304627, 'timestamp': 3005.224686, 'diameter_3d': 8.493403916959515, 'ellipse': {'center': [184.8044839443755, 118.83747571275896], 'axes': [30.483208732674598, 36.13473073406606], 'angle': -77.94092236095736}, 'location': [184.8044839443755, 118.83747571275896], 'diameter': 36.13473073406606, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.124108403597912, 'phi': -1.7434778053375855, 'norm_pos': [0.5775140123261735, 0.5048438511968376], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.285344,"{'circle_3d': {'center': [5.703242009766951, -0.2508183841595262, 145.85831024821138], 'normal': [-0.15581045489476966, 0.5228531647401283, -0.8380618534850022], 'radius': 4.2533666392150895}, 'confidence': 0.055935330502126845, 'timestamp': 3005.233086, 'diameter_3d': 8.506733278430179, 'ellipse': {'center': [184.31777332670598, 118.70249709927955], 'axes': [30.542826241428315, 36.18982333642651], 'angle': -76.80513200416405}, 'location': [184.31777332670598, 118.70249709927955], 'diameter': 36.18982333642651, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1209909789232393, 'phi': -1.754615189025775, 'norm_pos': [0.5759930416459562, 0.5054062620863352], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.2942379,"{'circle_3d': {'center': [5.677832111728435, -0.21101019722411962, 145.8880248636265], 'normal': [-0.15792794639797944, 0.5261705136514122, -0.8355856355337411], 'radius': 4.37895437784947}, 'confidence': 0.053123197280733225, 'timestamp': 3005.241486, 'diameter_3d': 8.75790875569894, 'ellipse': {'center': [184.21014399277522, 118.85734081445034], 'axes': [31.34375874344095, 37.25094981194242], 'angle': -76.64433779360716}, 'location': [184.21014399277522, 118.85734081445034], 'diameter': 37.25094981194242, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1248873156745947, 'phi': -1.757595551669896, 'norm_pos': [0.5756566999774225, 0.5047610799397902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.3008718,"{'circle_3d': {'center': [5.53822518908758, -0.18658481543247696, 145.93088490720984], 'normal': [-0.16956185661805062, 0.5282059621340491, -0.8320139652351294], 'radius': 4.261352212215338}, 'confidence': 0.049648783039173416, 'timestamp': 3005.249886, 'diameter_3d': 8.522704424430676, 'ellipse': {'center': [183.61041006434277, 118.97466808842532], 'axes': [30.372076286583898, 36.23820074288342], 'angle': -75.40991161992855}, 'location': [183.61041006434277, 118.97466808842532], 'diameter': 36.23820074288342, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1272826708446173, 'phi': -1.7718400601934978, 'norm_pos': [0.5737825314510712, 0.5042722162982278], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.309708,"{'circle_3d': {'center': [5.4601644863845245, -0.1589897597748351, 145.9647128180911], 'normal': [-0.17606691517663864, 0.5305055501055193, -0.8291949726616913], 'radius': 4.2538213507980345}, 'confidence': 0.7801725566052911, 'timestamp': 3005.258286, 'diameter_3d': 8.507642701596069, 'ellipse': {'center': [183.2756572790874, 119.09280074327765], 'axes': [30.212225655338127, 36.165046146415605], 'angle': -74.76008177869124}, 'location': [183.2756572790874, 119.09280074327765], 'diameter': 36.165046146415605, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1299931725181587, 'phi': -1.7800236132869418, 'norm_pos': [0.5727364289971482, 0.5037799969030098], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.317726,"{'circle_3d': {'center': [5.402102089008539, -0.15775247866540987, 145.97801144283878], 'normal': [-0.180905448291304, 0.5306086568646381, -0.8280867539327187], 'radius': 4.257980360037148}, 'confidence': 0.4446447323098164, 'timestamp': 3005.266686, 'diameter_3d': 8.515960720074297, 'ellipse': {'center': [183.02906932910383, 119.09797101226944], 'axes': [30.203282087523668, 36.1965212399827], 'angle': -74.23997465733672}, 'location': [183.02906932910383, 119.09797101226944], 'diameter': 36.1965212399827, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.130114810997509, 'phi': -1.785879115611935, 'norm_pos': [0.5719658416534494, 0.503758454115544], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.325027,"{'circle_3d': {'center': [5.3607710111320515, -0.19477867370112723, 145.96348119524802], 'normal': [-0.18434970478101137, 0.5275231406116616, -0.829297607898614], 'radius': 4.247806009196306}, 'confidence': 0.6156727671011265, 'timestamp': 3005.275085, 'diameter_3d': 8.495612018392611, 'ellipse': {'center': [182.8569343454435, 118.9426586610651], 'axes': [30.185605831653348, 36.11302833199616], 'angle': -73.78363964982705}, 'location': [182.8569343454435, 118.9426586610651], 'diameter': 36.11302833199616, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1264787162994696, 'phi': -1.7895357655944064, 'norm_pos': [0.5714279198295109, 0.5044055889122288], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.33329,"{'circle_3d': {'center': [5.272145310407294, -0.22897373846857683, 145.96188409968698], 'normal': [-0.19173517984140784, 0.5246735518810408, -0.8294306991953673], 'radius': 4.19361420654199}, 'confidence': 0.04777843168836304, 'timestamp': 3005.283485, 'diameter_3d': 8.38722841308398, 'ellipse': {'center': [182.48158968920035, 118.80436399144541], 'axes': [29.815983579764985, 35.65155947308429], 'angle': -72.90480727108063}, 'location': [182.48158968920035, 118.80436399144541], 'diameter': 35.65155947308429, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1231279260110587, 'phi': -1.797970708703343, 'norm_pos': [0.5702549677787511, 0.5049818167023108], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.341433,"{'circle_3d': {'center': [5.216830121090799, -0.2187287666380513, 145.98132966964855], 'normal': [-0.19634477895111577, 0.5255272995335846, -0.8278102350319037], 'radius': 4.248129724738021}, 'confidence': 0.04629007605928237, 'timestamp': 3005.291885, 'diameter_3d': 8.496259449476042, 'ellipse': {'center': [182.24776316882526, 118.84231259213134], 'axes': [30.143827696118684, 36.109825183508406], 'angle': -72.43578477943423}, 'location': [182.24776316882526, 118.84231259213134], 'diameter': 36.109825183508406, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1241311073625035, 'phi': -1.8036786213457392, 'norm_pos': [0.5695242599025789, 0.5048236975327861], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.349152,"{'circle_3d': {'center': [5.1444017979428684, -0.24851881666058162, 145.97990552394413], 'normal': [-0.2023804725467766, 0.5230447953650404, -0.8279289138406064], 'radius': 4.280085257887976}, 'confidence': 0.6227681813292036, 'timestamp': 3005.300285, 'diameter_3d': 8.560170515775951, 'ellipse': {'center': [181.94433468590074, 118.71334949927429], 'axes': [30.38394042559775, 36.38104097382583], 'angle': -71.71346835085122}, 'location': [181.94433468590074, 118.71334949927429], 'diameter': 36.38104097382583, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1212158014509006, 'phi': -1.810536984289438, 'norm_pos': [0.5685760458934398, 0.5053610437530238], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.3573198,"{'circle_3d': {'center': [5.058315354671269, -0.24476452706560003, 146.00372264855721], 'normal': [-0.20955434281940988, 0.5233576528312889, -0.8259441534561821], 'radius': 4.264736115169235}, 'confidence': 0.044893490166572625, 'timestamp': 3005.308685, 'diameter_3d': 8.52947223033847, 'ellipse': {'center': [181.57737842122518, 118.73160775104371], 'axes': [30.203069034053758, 36.243819186917264], 'angle': -70.96174739362048}, 'location': [181.57737842122518, 118.73160775104371], 'diameter': 36.243819186917264, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1215829149236516, 'phi': -1.8192683038305622, 'norm_pos': [0.5674293075663287, 0.5052849677039846], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.368567,"{'circle_3d': {'center': [5.004485205218012, -0.2893121978623485, 145.98940925674083], 'normal': [-0.2140401886071813, 0.5196453469315598, -0.8271369361075473], 'radius': 4.2400661650063585}, 'confidence': 0.5237130633205216, 'timestamp': 3005.317085, 'diameter_3d': 8.480132330012717, 'ellipse': {'center': [181.3517444571653, 118.54614659055046], 'axes': [30.08293215373649, 36.03693787925486], 'angle': -70.36162475344781}, 'location': [181.3517444571653, 118.54614659055046], 'diameter': 36.03693787925486, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.117232126150873, 'phi': -1.824014148779251, 'norm_pos': [0.5667242014286415, 0.5060577225393731], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.377339,"{'circle_3d': {'center': [4.92109955650463, -0.2878059113196736, 146.01231027361692], 'normal': [-0.22098899266662983, 0.5197708708101161, -0.8252285180345392], 'radius': 4.244811587003613}, 'confidence': 0.5980671587987213, 'timestamp': 3005.325485, 'diameter_3d': 8.489623174007226, 'ellipse': {'center': [180.99727871294027, 118.55276507294167], 'axes': [30.047661855844606, 36.07086938007986], 'angle': -69.63437482438337}, 'location': [180.99727871294027, 118.55276507294167], 'diameter': 36.07086938007986, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.117379050451887, 'phi': -1.8324483648969578, 'norm_pos': [0.5656164959779384, 0.5060301455294097], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.386295,"{'circle_3d': {'center': [4.873556707679208, -0.28458254633265945, 146.02719791422572], 'normal': [-0.22495089673541496, 0.5200394845590339, -0.8239878813171387], 'radius': 4.2350728621286695}, 'confidence': 0.08765728442209464, 'timestamp': 3005.333885, 'diameter_3d': 8.470145724257339, 'ellipse': {'center': [180.79434798329058, 118.56787543720866], 'axes': [29.933180749748196, 35.98401413977656], 'angle': -69.23002484599365}, 'location': [180.79434798329058, 118.56787543720866], 'diameter': 35.98401413977656, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1176935039885154, 'phi': -1.8373046950761796, 'norm_pos': [0.564982337447783, 0.5059671856782972], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.392597,"{'circle_3d': {'center': [4.828240943013549, -0.34936503154060183, 145.99903953607654], 'normal': [-0.2287272104575532, 0.5146409441250387, -0.8263344128295729], 'radius': 4.238490013185296}, 'confidence': 0.7589587160022686, 'timestamp': 3005.342285, 'diameter_3d': 8.476980026370592, 'ellipse': {'center': [180.60789403449382, 118.29371378157974], 'axes': [30.057899428856047, 36.01930435912641], 'angle': -68.63557348881093}, 'location': [180.60789403449382, 118.29371378157974], 'diameter': 36.01930435912641, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.111385153329879, 'phi': -1.840832789723714, 'norm_pos': [0.5643996688577932, 0.5071095259100844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.4011252,"{'circle_3d': {'center': [4.78579484075544, -0.37692773748861796, 145.99375302013416], 'normal': [-0.23226438564572896, 0.512344051962704, -0.8267749558247699], 'radius': 4.228105576812365}, 'confidence': 0.04646022167124175, 'timestamp': 3005.350685, 'diameter_3d': 8.45621115362473, 'ellipse': {'center': [180.42938859462907, 118.17852174737446], 'axes': [30.00657041520453, 35.93183817784184], 'angle': -68.17795886691326}, 'location': [180.42938859462907, 118.17852174737446], 'diameter': 35.93183817784184, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1087084146930657, 'phi': -1.8446655256147981, 'norm_pos': [0.5638418393582159, 0.507589492719273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.409562,"{'circle_3d': {'center': [4.692757666454894, -0.41372026770723647, 145.99759502097743], 'normal': [-0.2400174835041078, 0.5092780077778192, -0.8264547890878308], 'radius': 4.200264190337889}, 'confidence': 0.04638254755182547, 'timestamp': 3005.359085, 'diameter_3d': 8.400528380675778, 'ellipse': {'center': [180.0355260432114, 118.0265720838103], 'axes': [29.80538392298115, 35.69327983021934], 'angle': -67.24922365307846}, 'location': [180.0355260432114, 118.0265720838103], 'diameter': 35.69327983021934, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.105141970098228, 'phi': -1.853439431326401, 'norm_pos': [0.5626110188850356, 0.5082226163174571], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.416727,"{'circle_3d': {'center': [4.634394695309258, -0.4318805786518283, 146.0035440810382], 'normal': [-0.24488106443291088, 0.5077646485324365, -0.825959034082766], 'radius': 4.187331132617469}, 'confidence': 0.04603529881042545, 'timestamp': 3005.367485, 'diameter_3d': 8.374662265234939, 'ellipse': {'center': [179.7881471582765, 117.95162045223012], 'axes': [29.699376826386853, 35.581338959042284], 'angle': -66.68368899576383}, 'location': [179.7881471582765, 117.95162045223012], 'diameter': 35.581338959042284, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.103384394220896, 'phi': -1.8590214554924542, 'norm_pos': [0.561837959869614, 0.5085349147823746], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.425014,"{'circle_3d': {'center': [4.6047901741170945, -0.4167159951904562, 146.0217162719498], 'normal': [-0.2473481078655911, 0.5090283638208842, -0.8244446848401324], 'radius': 4.2081818074054205}, 'confidence': 0.5623019057768237, 'timestamp': 3005.375885, 'diameter_3d': 8.416363614810841, 'ellipse': {'center': [179.66191696959257, 118.01402174234794], 'axes': [29.78895473423875, 35.75394686126858], 'angle': -66.48233835849912}, 'location': [179.66191696959257, 118.01402174234794], 'diameter': 35.75394686126858, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.104851914394428, 'phi': -1.8622694818447252, 'norm_pos': [0.5614434905299768, 0.5082749094068836], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.435649,"{'circle_3d': {'center': [4.582993298067223, -0.38960451802896934, 146.04508363789213], 'normal': [-0.24916451420308033, 0.5112876535843415, -0.8224974043449387], 'radius': 4.219668569301498}, 'confidence': 0.16581493048567653, 'timestamp': 3005.384284, 'diameter_3d': 8.439337138602996, 'ellipse': {'center': [179.5673734106101, 118.12786236446937], 'axes': [29.7934236390676, 35.845787836669366], 'angle': -66.39067406738313}, 'location': [179.5673734106101, 118.12786236446937], 'diameter': 35.845787836669366, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.107478750580026, 'phi': -1.8649450084737882, 'norm_pos': [0.5611480419081565, 0.5078005734813776], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.441282,"{'circle_3d': {'center': [4.576376945456629, -0.42648990046878765, 146.02425209960978], 'normal': [-0.24971587692062985, 0.5082138717143566, -0.8242333658684683], 'radius': 4.186786496948806}, 'confidence': 0.3394781349553698, 'timestamp': 3005.392684, 'diameter_3d': 8.373572993897612, 'ellipse': {'center': [179.54075844309395, 117.97514450540862], 'axes': [29.631679364006253, 35.57123054134885], 'angle': -66.20535232087023}, 'location': [179.54075844309395, 117.97514450540862], 'diameter': 35.57123054134885, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1039059199682035, 'phi': -1.864973319478863, 'norm_pos': [0.5610648701346685, 0.5084368978941307], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.452893,"{'circle_3d': {'center': [4.550529840005442, -0.4164638202745614, 146.03831375942164], 'normal': [-0.2518698023748954, 0.5090493783972088, -0.8230615608841458], 'radius': 4.2032725070354235}, 'confidence': 0.626445462992909, 'timestamp': 3005.401084, 'diameter_3d': 8.406545014070847, 'ellipse': {'center': [179.43076379268388, 118.01619724801076], 'axes': [29.703561676821955, 35.70774143372611], 'angle': -66.02067858187546}, 'location': [179.43076379268388, 118.01619724801076], 'diameter': 35.70774143372611, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1048763288402497, 'phi': -1.8677629810811223, 'norm_pos': [0.5607211368521371, 0.5082658447999552], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.461238,"{'circle_3d': {'center': [4.4989044979502495, -0.45946418840924075, 146.02775111663448], 'normal': [-0.2561719142128282, 0.5054660143859855, -0.8239417811164099], 'radius': 4.218338439475073}, 'confidence': 0.5614665952392599, 'timestamp': 3005.409484, 'diameter_3d': 8.436676878950147, 'ellipse': {'center': [179.21565764265839, 117.8331681816074], 'axes': [29.850766061499563, 35.83775318992886], 'angle': -65.42820273037536}, 'location': [179.21565764265839, 117.8331681816074], 'diameter': 35.83775318992886, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.1007182962800868, 'phi': -1.8722321929756598, 'norm_pos': [0.5600489301333075, 0.5090284659099691], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.46974,"{'circle_3d': {'center': [4.499698473387354, -0.49314292991125175, 146.00692259367813], 'normal': [-0.2561057495930695, 0.5026594525941512, -0.8256774913627719], 'radius': 4.191331785818539}, 'confidence': 0.3149148988976167, 'timestamp': 3005.417884, 'diameter_3d': 8.382663571637078, 'ellipse': {'center': [179.2204819281727, 117.69327820977743], 'axes': [29.729428393602976, 35.613176798595745], 'angle': -65.31170265439555}, 'location': [179.2204819281727, 117.69327820977743], 'diameter': 35.613176798595745, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.0974687056974703, 'phi': -1.871563008941633, 'norm_pos': [0.5600640060255396, 0.509611340792594], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656475.478087,"{'circle_3d': {'center': [3.946246370188563, -0.6496535628388829, 146.10044419250315], 'normal': [-0.30222675819296857, 0.4896168998501817, -0.8178840247940206], 'radius': 3.621678041279463}, 'confidence': 0.0339044755104949, 'timestamp': 3005.426284, 'diameter_3d': 7.243356082558926, 'ellipse': {'center': [176.84411250634312, 117.08993633266246], 'axes': [25.45768186307373, 30.748343044504455], 'angle': -60.10741119136364}, 'location': [176.84411250634312, 117.08993633266246], 'diameter': 30.748343044504455, 'sphere': {'center': [7.572967468504188, -6.525056361041067, 155.9150524900314], 'radius': 12.0}, 'projected_sphere': {'center': [190.11408940629894, 94.05295461062609], 'axes': [95.43658397543989, 95.43658397543989], 'angle': 90.0}, 'model_confidence': 0.22834647794548468, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 2.0824466590596704, 'phi': -1.9247564033556843, 'norm_pos': [0.5526378515823223, 0.512125265280573], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
