eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656690.519713,"{'circle_3d': {'center': [4.450618343443792, -1.3199253090587204, 142.48324191461765], 'normal': [0.03111719922494854, -0.6497156789260919, -0.7595401611962348], 'radius': 15.463213852234158}, 'confidence': 0.01873408462646544, 'timestamp': 3220.474355, 'diameter_3d': 30.926427704468317, 'ellipse': {'center': [179.28990829811642, 117.84938408920024], 'axes': [101.7325388737753, 134.97236781039945], 'angle': -85.25089842143392}, 'location': [179.28990829811642, 117.84938408920024], 'diameter': 134.97236781039945, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8635859692973268, 'phi': -1.5298507532402081, 'norm_pos': [0.5602809634316138, 0.5089608996283324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.826581,"{'circle_3d': {'center': [3.6218194031997344, -3.10666374448265, 144.38991771685028], 'normal': [-0.03794937912872296, -0.7986105485447529, -0.6006505110101825], 'radius': 16.056130506970984}, 'confidence': 0.005698564808665597, 'timestamp': 3223.783955, 'diameter_3d': 32.11226101394197, 'ellipse': {'center': [175.85188403502042, 110.26076016309706], 'axes': [81.19923484557111, 138.4821782158939], 'angle': 88.35128323777816}, 'location': [175.85188403502042, 110.26076016309706], 'diameter': 138.4821782158939, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6458132991310928, 'phi': -1.6338929261462432, 'norm_pos': [0.5495371376094388, 0.5405801659870956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.83375,"{'circle_3d': {'center': [4.827978952345598, 1.7340509540055349, 140.60027044240653], 'normal': [0.06256391663343237, -0.3952176570040704, -0.9164544505471605], 'radius': 4.626568410352448}, 'confidence': 0.4671064318565382, 'timestamp': 3223.792355, 'diameter_3d': 9.253136820704896, 'ellipse': {'center': [181.25495943055148, 127.89110650047758], 'axes': [37.487329302775045, 40.8336536412869], 'angle': -76.18175326682919}, 'location': [181.25495943055148, 127.89110650047758], 'diameter': 40.8336536412869, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1644915403213427, 'phi': -1.502634733099996, 'norm_pos': [0.5664217482204734, 0.4671203895813434], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.842134,"{'circle_3d': {'center': [6.357108798605362, -1.2155929393331917, 142.67408829907012], 'normal': [0.18999140382174592, -0.6410213147822974, -0.7436362958251951], 'radius': 15.540269400956793}, 'confidence': 0.021584287909463054, 'timestamp': 3223.800755, 'diameter_3d': 31.080538801913587, 'ellipse': {'center': [186.72776037132235, 118.21440896439545], 'axes': [99.00432149525317, 135.52827856157066], 'angle': -71.06333711126649}, 'location': [186.72776037132235, 118.21440896439545], 'diameter': 135.52827856157066, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8749681360804824, 'phi': -1.320657611292888, 'norm_pos': [0.5835242511603823, 0.5074399626483523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.850216,"{'circle_3d': {'center': [6.654762332000005, -2.667368396471491, 144.26676710210685], 'normal': [0.21479586493796643, -0.7620026028771565, -0.6109130622388013], 'radius': 16.311995097669605}, 'confidence': 0.02518069089874668, 'timestamp': 3223.809155, 'diameter_3d': 32.62399019533921, 'ellipse': {'center': [187.7819783038325, 112.16379466091392], 'axes': [82.89094608049744, 140.8753440645414], 'angle': -72.64267399043132}, 'location': [187.7819783038325, 112.16379466091392], 'diameter': 140.8753440645414, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.7043963433895877, 'phi': -1.2326985305430762, 'norm_pos': [0.5868186821994765, 0.5326508555795253], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.8615198,"{'circle_3d': {'center': [4.834636778337692, 1.7651369417205593, 140.58737274822408], 'normal': [0.06311873546610686, -0.3926271580278184, -0.9175292583956972], 'radius': 4.609551110418756}, 'confidence': 0.595180482833077, 'timestamp': 3223.817555, 'diameter_3d': 9.219102220837511, 'ellipse': {'center': [181.2860994295542, 128.0258534827954], 'axes': [37.39761032613222, 40.68729437906462], 'angle': -75.99190125862094}, 'location': [181.2860994295542, 128.0258534827954], 'diameter': 40.68729437906462, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1673099247728804, 'phi': -1.5021124673686739, 'norm_pos': [0.5665190607173569, 0.46655894382168583], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.869788,"{'circle_3d': {'center': [2.6213287889871477, -1.1487989121603999, 142.44716445025264], 'normal': [-0.12132359697977176, -0.6354551458512313, -0.7625466165599847], 'radius': 15.585241404661314}, 'confidence': 0.005289757805683944, 'timestamp': 3223.825955, 'diameter_3d': 31.17048280932263, 'ellipse': {'center': [172.1568459000307, 118.5891487471433], 'axes': [103.56080188972982, 136.03649458223936], 'angle': 80.50928936944523}, 'location': [172.1568459000307, 118.5891487471433], 'diameter': 136.03649458223936, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8821984876755561, 'phi': -1.7285770392579272, 'norm_pos': [0.537990143437596, 0.5058785468869029], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.878315,"{'circle_3d': {'center': [1.5888458056426922, -3.063485086565012, 144.75713823849009], 'normal': [-0.2073638455918097, -0.7950123270516156, -0.5700488008735313], 'radius': 16.48242946860214}, 'confidence': 0.014120994989868907, 'timestamp': 3223.834355, 'diameter_3d': 32.96485893720428, 'ellipse': {'center': [167.82372009084486, 110.43814055140145], 'axes': [79.11336847154524, 141.8294435803355], 'angle': 75.99237913629023}, 'location': [167.82372009084486, 110.43814055140145], 'diameter': 141.8294435803355, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6517684257894161, 'phi': -1.9196810062801966, 'norm_pos': [0.5244491252838902, 0.5398410810358273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.885204,"{'circle_3d': {'center': [4.874066884969484, 1.7414889626448398, 140.60030821680562], 'normal': [0.06640457768542286, -0.39459782295079504, -0.9164513026805698], 'radius': 4.557612063495369}, 'confidence': 0.5239776853543084, 'timestamp': 3223.842755, 'diameter_3d': 9.115224126990737, 'ellipse': {'center': [181.45695703390507, 127.91630218642945], 'axes': [36.9221398073157, 40.22547726590827], 'angle': -75.58143875994938}, 'location': [181.45695703390507, 127.91630218642945], 'diameter': 40.22547726590827, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1651662111060839, 'phi': -1.4984643552041264, 'norm_pos': [0.5670529907309534, 0.4670154075565439], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.893882,"{'circle_3d': {'center': [2.239861797439654, -1.2043080525587806, 142.562967040715], 'normal': [-0.15311251294206304, -0.640080907551097, -0.7528964006881229], 'radius': 15.749904226777208}, 'confidence': 0.005264679073273939, 'timestamp': 3223.851155, 'diameter_3d': 31.499808453554415, 'ellipse': {'center': [170.6697947219463, 118.40079818466423], 'axes': [103.25965000969288, 137.37527001686527], 'angle': 77.67413717107817}, 'location': [170.6697947219463, 118.40079818466423], 'diameter': 137.37527001686527, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8761927595783898, 'phi': -1.7714250236719296, 'norm_pos': [0.5333431085060821, 0.5066633408972324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.9031239,"{'circle_3d': {'center': [4.89044193211759, 1.744873099636477, 140.60005032808397], 'normal': [0.06776916494776505, -0.39431581153482526, -0.9164727934073739], 'radius': 4.560152055032522}, 'confidence': 0.7887494894204569, 'timestamp': 3223.859555, 'diameter_3d': 9.120304110065044, 'ellipse': {'center': [181.52835928137637, 127.93134339580479], 'axes': [36.941498174154155, 40.248166108470876], 'angle': -75.36578409504992}, 'location': [181.52835928137637, 127.93134339580479], 'diameter': 40.248166108470876, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.16547310736705, 'phi': -1.49698502605044, 'norm_pos': [0.5672761227543012, 0.4669527358508134], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.9104588,"{'circle_3d': {'center': [2.5257639278741606, -1.0241176014789195, 142.36022950125886], 'normal': [-0.1292873354058541, -0.6250650366277749, -0.7697911956428006], 'radius': 15.279334288304142}, 'confidence': 0.00805675414411515, 'timestamp': 3223.867955, 'diameter_3d': 30.558668576608284, 'ellipse': {'center': [171.7661072501204, 118.97152795616034], 'axes': [102.61992656405901, 133.4246792311906], 'angle': 79.61416860132057}, 'location': [171.7661072501204, 118.97152795616034], 'diameter': 133.4246792311906, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8955814775178171, 'phi': -1.737194534661137, 'norm_pos': [0.5367690851566262, 0.5042853001826653], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.918321,"{'circle_3d': {'center': [1.1918216445429053, -2.963509790916256, 144.77440621716238], 'normal': [-0.24044919235012543, -0.7866810524142199, -0.5686098026508406], 'radius': 15.715254006544976}, 'confidence': 0.014827758304018035, 'timestamp': 3223.876355, 'diameter_3d': 31.430508013089952, 'ellipse': {'center': [166.15188047979143, 110.50081839092604], 'axes': [75.22762895414301, 135.15460420867507], 'angle': 73.5330245297254}, 'location': [166.15188047979143, 110.50081839092604], 'diameter': 135.15460420867507, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6653819331284747, 'phi': -1.9708632008533777, 'norm_pos': [0.5192246264993482, 0.5395799233711415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.926971,"{'circle_3d': {'center': [4.854563231097853, 1.7135873324668642, 140.61096651488546], 'normal': [0.06477927319612022, -0.39692295879895967, -0.9155631111739168], 'radius': 4.562976352253382}, 'confidence': 0.23220555115641583, 'timestamp': 3223.884755, 'diameter_3d': 9.125952704506764, 'ellipse': {'center': [181.3702825186188, 127.79436854253841], 'axes': [36.928037788666295, 40.26950842210775], 'angle': -75.92072240529941}, 'location': [181.3702825186188, 127.79436854253841], 'diameter': 40.26950842210775, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1626343581317924, 'phi': -1.500160562048742, 'norm_pos': [0.5667821328706838, 0.46752346440608994], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.9347131,"{'circle_3d': {'center': [2.1914682190797654, -1.2149995927010178, 142.5820541776585], 'normal': [-0.15714531113872046, -0.6409718692296168, -0.7513058059428303], 'radius': 15.227177428975537}, 'confidence': 0.0081780749715694, 'timestamp': 3223.893155, 'diameter_3d': 30.454354857951074, 'ellipse': {'center': [170.41593310961613, 118.11266154659366], 'axes': [99.57000183508046, 132.7761442492494], 'angle': 77.32636407141692}, 'location': [170.41593310961613, 118.11266154659366], 'diameter': 132.7761442492494, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8750325565833516, 'phi': -1.7769866557773542, 'norm_pos': [0.5325497909675504, 0.5078639102225264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.946048,"{'circle_3d': {'center': [4.1587669233094084, -3.115605728164314, 144.38788802973852], 'normal': [0.006796247547083229, -0.799355713851558, -0.6008196516028289], 'radius': 15.638791953349301}, 'confidence': 0.03220367754111626, 'timestamp': 3223.901555, 'diameter_3d': 31.277583906698602, 'ellipse': {'center': [177.96265618489335, 110.04013809734948], 'axes': [78.91072723350362, 134.865915486896], 'angle': -88.34198979553189}, 'location': [177.96265618489335, 110.04013809734948], 'diameter': 134.865915486896, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6445741516327249, 'phi': -1.5594851826192924, 'norm_pos': [0.5561333005777918, 0.5414994245943772], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.9549649,"{'circle_3d': {'center': [2.9151431846944176, -4.524960738409296, 146.94865137587405], 'normal': [-0.096839064004166, -0.9168019647053062, -0.38742270609153445], 'radius': 16.665805751829726}, 'confidence': 0.021903473106188752, 'timestamp': 3223.909955, 'diameter_3d': 33.33161150365945, 'ellipse': {'center': [172.73789718850696, 103.56128294705692], 'axes': [51.33172290468031, 141.4433600640075], 'angle': 84.4801470597031}, 'location': [172.73789718850696, 103.56128294705692], 'diameter': 141.4433600640075, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.4107991916820767, 'phi': -1.8157346322730452, 'norm_pos': [0.5398059287140843, 0.5684946543872629], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.960953,"{'circle_3d': {'center': [4.8503176893184285, 1.721798837942357, 140.60711076959808], 'normal': [0.06442547804783487, -0.3962386666760019, -0.9158844232811978], 'radius': 4.572879104378557}, 'confidence': 0.7647318262188926, 'timestamp': 3223.918355, 'diameter_3d': 9.145758208757114, 'ellipse': {'center': [181.35217707683626, 127.83150797448161], 'axes': [37.023342655130236, 40.35798926087106], 'angle': -75.94525328508631}, 'location': [181.35217707683626, 127.83150797448161], 'diameter': 40.35798926087106, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1633797745654846, 'phi': -1.5005696359167524, 'norm_pos': [0.5667255533651133, 0.4673687167729933], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.9697092,"{'circle_3d': {'center': [2.23376601353318, -1.3144476812419654, 142.65902685526495], 'normal': [-0.15362049493426902, -0.6492592099413617, -0.7448914161422919], 'radius': 15.828961614071304}, 'confidence': 0.00789738698556595, 'timestamp': 3223.926755, 'diameter_3d': 31.657923228142607, 'ellipse': {'center': [170.63977044639407, 117.9677907901545], 'axes': [102.54124108179792, 137.98553742795175], 'angle': 77.79274601601126}, 'location': [170.63977044639407, 117.9677907901545], 'diameter': 137.98553742795175, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8641862923190257, 'phi': -1.7741770122443123, 'norm_pos': [0.5332492826449815, 0.5084675383743562], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.979253,"{'circle_3d': {'center': [4.879869433834569, 1.7122096716627082, 140.61338376896265], 'normal': [0.06688812342417999, -0.3970377638659726, -0.9153616733341525], 'radius': 4.535472514246947}, 'confidence': 0.4308398219441759, 'timestamp': 3223.935155, 'diameter_3d': 9.070945028493894, 'ellipse': {'center': [181.4807089438055, 127.78530608020561], 'axes': [36.692958352992015, 40.0263346231402], 'angle': -75.61216412246687}, 'location': [181.4807089438055, 127.78530608020561], 'diameter': 40.0263346231402, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1625092745875847, 'phi': -1.4978530822344913, 'norm_pos': [0.5671272154493922, 0.46756122466580996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.987514,"{'circle_3d': {'center': [6.412861843325282, -1.058516844163714, 142.55527911619598], 'normal': [0.19463749088173932, -0.627931640184841, -0.7535370610647072], 'radius': 15.365131848372103}, 'confidence': 0.021697156171290168, 'timestamp': 3223.943555, 'diameter_3d': 30.730263696744206, 'ellipse': {'center': [186.9697635897664, 118.7983942510812], 'axes': [99.33771981819683, 134.09590707483846], 'angle': -70.24751297101339}, 'location': [186.9697635897664, 118.7983942510812], 'diameter': 134.09590707483846, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8919036168399784, 'phi': -1.318022691389782, 'norm_pos': [0.5842805112180199, 0.505006690620495], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656693.994213,"{'circle_3d': {'center': [6.606287992713362, -2.989933301631825, 144.67043491951867], 'normal': [0.21075633666407947, -0.7888830116405174, -0.5772740774544831], 'radius': 15.84280862329039}, 'confidence': 0.023548934263491302, 'timestamp': 3223.951955, 'diameter_3d': 31.68561724658078, 'ellipse': {'center': [187.62823434967135, 110.49637580649477], 'axes': [75.4169193802343, 136.4374010298881], 'angle': -73.5916569415913}, 'location': [187.62823434967135, 110.49637580649477], 'diameter': 136.4374010298881, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6618070464539049, 'phi': -1.2207430575518023, 'norm_pos': [0.586338232342723, 0.5395984341396052], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.0034938,"{'circle_3d': {'center': [4.80115962109898, 1.6749588416016943, 140.6241401816405], 'normal': [0.060328972362880894, -0.40014199970439046, -0.9144653056109949], 'radius': 4.55021503278279}, 'confidence': 0.6350494333986283, 'timestamp': 3223.960355, 'diameter_3d': 9.10043006556558, 'ellipse': {'center': [181.1357203932791, 127.62358890657508], 'axes': [36.78221059859501, 40.1524388170925], 'angle': -76.71145938832838}, 'location': [181.1357203932791, 127.62358890657508], 'diameter': 40.1524388170925, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1591245411086566, 'phi': -1.504919932286516, 'norm_pos': [0.5660491262289972, 0.4682350462226038], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.010174,"{'circle_3d': {'center': [5.87505471975532, -0.8728165654236015, 142.28359941975424], 'normal': [0.1498202305842424, -0.612456616956498, -0.7761770357681849], 'radius': 15.350712655463985}, 'confidence': 0.01871376385302844, 'timestamp': 3223.968755, 'diameter_3d': 30.70142531092797, 'ellipse': {'center': [184.87642264173365, 119.6256146768525], 'axes': [102.90962469233831, 134.18919465784185], 'angle': -73.64457162573761}, 'location': [184.87642264173365, 119.6256146768525], 'diameter': 134.18919465784185, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.9116318047685392, 'phi': -1.3801180714499506, 'norm_pos': [0.5777388207554177, 0.5015599388464479], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.0191622,"{'circle_3d': {'center': [5.940151594268213, -2.4774252840277926, 143.82895549137382], 'normal': [0.15524497012698366, -0.7461740101735148, -0.6473973631332208], 'radius': 15.75170584554916}, 'confidence': 0.016969688846051226, 'timestamp': 3223.977155, 'diameter_3d': 31.50341169109832, 'ellipse': {'center': [185.03309153463314, 112.8631395195927], 'axes': [85.84281949122685, 136.36661040786854], 'angle': -76.55884504651675}, 'location': [185.03309153463314, 112.8631395195927], 'diameter': 136.36661040786854, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.7284997865984594, 'phi': -1.3354418022939576, 'norm_pos': [0.5782284110457285, 0.5297369186683637], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.030279,"{'circle_3d': {'center': [4.822144722142838, 1.673272499312275, 140.62628290337395], 'normal': [0.06207773078320233, -0.40028252822850874, -0.914286745466542], 'radius': 4.554757727890111}, 'confidence': 0.5868800841883351, 'timestamp': 3223.985555, 'diameter_3d': 9.109515455780222, 'ellipse': {'center': [181.22684468131513, 127.6165498812419], 'axes': [36.808122458574516, 40.192155226568104], 'angle': -76.45742023908113}, 'location': [181.22684468131513, 127.6165498812419], 'diameter': 40.192155226568104, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1589711964134815, 'phi': -1.5030029348265206, 'norm_pos': [0.5663338896291098, 0.46826437549482547], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.038801,"{'circle_3d': {'center': [2.5442183687731146, -1.1983269180766118, 142.50132550046183], 'normal': [-0.12774946533094136, -0.6395824796775831, -0.7580331957092199], 'radius': 15.235727104123082}, 'confidence': 0.0054271741036046334, 'timestamp': 3223.993955, 'diameter_3d': 30.471454208246165, 'ellipse': {'center': [171.81324361030423, 118.2136830262672], 'axes': [100.5572069971884, 132.924215233689], 'angle': 79.97405211153786}, 'location': [171.81324361030423, 118.2136830262672], 'diameter': 132.924215233689, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8768413192796325, 'phi': -1.7377550298719062, 'norm_pos': [0.5369163862822007, 0.5074429873905533], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656694.046738,"{'circle_3d': {'center': [1.4753075358900611, -3.101084462761805, 144.85258856142914], 'normal': [-0.2168253680711957, -0.7981456084013487, -0.5620946072952767], 'radius': 15.810769157628565}, 'confidence': 0.017761192039229785, 'timestamp': 3224.002355, 'diameter_3d': 31.62153831525713, 'ellipse': {'center': [167.27416658717337, 109.95874288164042], 'axes': [74.66374756424749, 135.91784931473796], 'angle': 75.37981073133002}, 'location': [167.27416658717337, 109.95874288164042], 'diameter': 135.91784931473796, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6465854243512712, 'phi': -1.9389541189937523, 'norm_pos': [0.5227317705849168, 0.5418385713264983], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
