posture,cursor_type,wide,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,LARGE,2.5,1.1676679650884059,0.7919617261266977,6.7826833203929935,6.7826833203929935,0.7571052982998462,1.7078825347758888,1.6281008083462132,1.1789901618839094,0.10826994847481455,0.07320973972818946,0.7699433842240243,0.7259086615579174,1.4682133245749622
STAND,EYE,SMALL,2.5,1.0379603105620248,0.6148080143171263,3.6014567512022047,3.6014567512022047,0.4659411033950582,1.4290123456790123,1.5472886280864189,1.2169483013340563,0.1790228234494053,0.05465297340691299,0.5775060478010583,0.5872113448683987,1.3978247361111091
STAND,HAND,LARGE,2.5,1.1220270011054736,0.6762931983121777,10.035180614355326,10.035180614355326,1.19336994470774,1.1706161137440758,1.2767890315955783,1.1649550493116694,0.07293278197964811,0.06644113839839276,0.6870627642750023,0.6099257903453489,1.2294822717219596
STAND,HAND,SMALL,2.5,1.049517217336203,0.623998674894877,5.526101172949736,5.526101172949736,0.843208981161695,1.139717425431711,1.1942595494505515,1.1045659361590805,0.018897264855174564,0.08181144635409675,0.6224426464700313,0.5232869943229882,1.1602474882260616
STAND,HEAD,LARGE,2.5,1.1877521512990068,0.7090053040881762,7.332968200674851,7.332968200674851,0.9890434781931429,1.2242990654205608,1.418704984423678,1.2451412894600216,-0.06823671533866653,0.18868843024840826,0.6851422761879875,0.7722099179670011,1.343338909657323
STAND,HEAD,SMALL,2.5,1.0342719279518775,0.5712036205609826,4.19136010753215,4.19136010753215,0.7426769100775216,1.2093023255813953,1.3530718356589135,1.1967452748062009,-0.019379641739418967,0.07766442105522378,0.5769973609325911,0.609133946843008,1.2768600976744173
WALK,EYE,LARGE,2.5,3.6589711365933226,2.680948132580786,7.286384263354819,7.286384263354819,1.262277166939445,8.590834697217677,1.8162540752864176,0.24234231938050443,0.2502951535535526,-0.10809606266064266,3.428375095046359,1.7482424263245284,0.6584215417348606
WALK,EYE,SMALL,2.5,3.496941722737385,2.5541461813330084,5.002358505150798,5.002358505150798,0.9651707126984139,9.082539682539682,1.9548156492063533,0.24790751683137285,0.21928365542879605,-0.06401999941097708,3.3150733463481123,1.633532165161125,0.6893326968253958
WALK,HAND,LARGE,2.5,5.155223108918328,3.6059531014938817,10.378140443348263,10.378140443348263,1.8368403435582812,5.222903885480573,0.9624313558282148,0.211012275439286,-0.2890935271931719,-0.30361100015975007,5.324265306958732,1.2460404765011863,0.44540683026584604
WALK,HAND,SMALL,2.5,5.040752068384839,3.683002891602034,7.311624617104745,7.311624617104745,1.4721018145263172,5.810526315789474,1.1167901463157912,0.204819765434858,-0.08318784982505867,-0.27816452990839197,5.304262477503401,1.2082130155034803,0.4847668808421043
WALK,HEAD,LARGE,2.5,4.428826638776158,2.6447512654218053,7.945821060422023,7.945821060422023,1.4846586094276093,5.186868686868687,1.2599874713804757,0.24256667688725958,-0.06511038590951577,0.26103064268646936,3.9090629310284175,1.688759159686325,0.5302968737373752
WALK,HEAD,SMALL,2.5,4.2288877753827006,2.4749886748658074,5.816497888633689,5.816497888633689,1.182786599667774,5.661129568106312,1.3977023538205993,0.2526031892688662,-0.04338898373149918,0.4753295470231647,3.699977454117877,1.5192459499219224,0.5751337508305651
