posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,7.0,5.0,4.0,1.2182386244226693,0.7919096745250708,7.903013989406139,9.326091098198928,1.7757022727272778,2.090909090909091,1.1889968181818347,0.726900223484852,0.10006814052800764,0.2942081473589906,0.7476725147988111,0.5427939576559928,0.7079330859489575,0.7948275130762187,0.6251557965462,0.48136111926697434,0.9547738636363632,39.90504709774434,0.016752477101852594,3.3511663636363718,0.8863636363636364,
STAND,EYE,SMALL,7.0,4.0,4.0,1.1679037788073021,0.5143763042073148,3.9995734732474775,4.574489052105079,0.9596414222222089,3.088888888888889,1.2629022888888963,0.6106123097162098,0.23390277628830758,0.16944525873008418,0.4493084011141042,0.4998776782762659,0.6586355747398176,0.8445465649037506,0.34663126630632496,0.4456278323202694,0.9484878444444399,16.331566057114195,0.013807559633573272,2.772280177777768,0.8666666666666667,
STAND,HAND,LARGE,7.0,5.0,4.0,0.9224243581390147,0.3732314115505003,10.197940756980268,11.582542943972216,1.6968547837837813,1.3513513513513513,1.089679594594609,0.8863920540540622,-0.0834275699046286,-0.04570945172308443,0.44109902277165075,0.38280180331077085,0.6296269849922955,0.5338973411719432,0.3261662539033569,0.29513964260753794,0.9848281891891972,32.624164562219,0.01509264562395602,2.935552837837847,0.972972972972973,106.625
STAND,HAND,SMALL,7.0,4.0,4.0,0.9796926854687453,0.3816986140502286,5.949193685672828,6.159248999071166,1.194079750000004,1.2045454545454546,1.0741804545454583,0.9418241477272751,0.06559677124958817,0.1168255597596867,0.46935444746654603,0.40736472243738503,0.6788243520103449,0.5902358901416328,0.35861002169472794,0.29704934813520095,0.9876475000000007,15.942588408125305,0.012324842284531989,2.3946408863636464,1.0,73.0
STAND,HEAD,LARGE,7.0,5.0,4.0,1.1396701505153841,0.6176638827417499,7.578075039751042,9.454694280199996,1.4346279999999958,1.5909090909090908,1.1740640681818129,0.8269402840909025,0.009881498736438586,0.3153577456103824,0.6017003294667788,0.6646040960138778,0.6829815261636445,0.7810963819799839,0.44183094018108354,0.5120105911505028,0.984850113636363,29.117948616038884,0.02266158662758691,2.9701910909090827,0.9772727272727273,
STAND,HEAD,SMALL,7.0,4.0,4.0,0.9711861050074897,0.36310662250914544,4.283032199173515,4.841370112783178,0.9880241777777832,1.5333333333333334,1.123535622222226,0.8295796814814821,-0.021654255915779474,0.1609881209691,0.36980419602157455,0.45024941380959477,0.5504797172106671,0.6911944928280455,0.2625420606514097,0.36147125310493305,0.9880844888888911,13.262479234578377,0.017040370110198714,2.369204777777779,1.0,
WALK,EYE,LARGE,7.0,5.0,4.0,6.2319586967046,4.518299474916368,9.91334368738371,8.69699119628391,1.8005600000000186,7.857142857142857,0.4143835714285485,0.05083161689342487,1.483650064051923,-2.377401328360435,4.386849936472324,2.9000973465577324,4.604385451994157,3.1896018799139996,3.6488608025571794,2.610161546948146,0.16622557142855904,85.20809292517224,0.8394350184059389,5.001661428571416,0.0,120.5
WALK,EYE,SMALL,7.0,4.0,4.0,3.771251794046453,2.3067179885007434,7.081270699301342,5.289497781368366,2.2042654761904767,7.380952380952381,0.4383299999999914,0.054153839024335425,0.8263470875106746,-0.2559344046485844,3.2406231904338876,1.2032570999312464,3.232978081951869,1.3879084622319462,2.3876189105301244,0.8686325387527931,0.19558904761904777,93.16429245385862,0.8494332452645394,4.999591619047611,0.0,48.05555555555556
WALK,HAND,LARGE,7.0,5.0,4.0,3.4415816471465925,2.0236407582865534,12.54450393442222,9.502807235265786,3.3084544000000107,3.4,0.43685539999998185,0.1175926799999911,-0.13923001875924096,-0.19702066493226716,3.049574056382315,0.8354794329809808,3.079635792137691,1.0227588919917263,2.13299060792854,0.648759353840813,0.25847129999998797,103.39604288386917,0.7778142570714541,5.0132539999999945,0.0,115.8695652173913
WALK,HAND,SMALL,7.0,4.0,4.0,6.1369785226549745,3.4374316307482546,10.958669955304627,6.813437987650004,2.3503319235294144,3.411764705882353,0.29868711764705747,0.07650786053921414,3.0001979150721367,-0.5211132428421541,5.1379941694546005,1.0939682726850604,5.802736891704448,1.2323161894346775,3.5700605348953656,0.7254300415729426,0.15899960000000093,78.28285356634352,0.7726994998347171,4.9859602588235274,0.0,135.375
WALK,HEAD,LARGE,7.0,5.0,4.0,7.258517255976856,4.091569149429096,10.528568804014213,7.318912863779931,1.9847893636363743,3.272727272727273,0.262791772727274,0.07940919778138641,-1.005628207265235,0.4926818932854205,4.682008454558964,1.9652481852764565,6.276789505797411,2.389336937496388,3.931028789124174,1.5757823899858125,0.13690818181817832,59.66727710385532,0.8281370248248966,4.993291545454552,0.0,
WALK,HEAD,SMALL,7.0,4.0,4.0,7.237215256552414,3.8815584826547274,10.75027580248568,6.482387318471001,2.471440292592588,3.037037037037037,0.25968087777778287,0.08694873941799149,1.1369449142828938,0.8963172182921426,4.213799333853646,1.8608511373115508,6.36082050365793,2.2969402262346055,3.759610716746571,1.4920448134871276,0.13771743703704134,68.43659459185237,0.8472881776665399,5.013042525925924,0.0,
