posture,cursor_type,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical
STAND,EYE,LARGE,0.9014320353574617,0.4728479539145034,6.312273436011806,9.435639310739203,0.7369186296296267,2.7777777777777777,1.4251685925925963,0.6712848671075852,0.19677362262670484,0.3901079531308514,0.5330796446431733,0.5137463505529839,0.4783807379673998,0.6572307985369223,0.3988804845873342,0.3802325024018226
STAND,EYE,SMALL,0.952457983689531,0.47011848037472437,3.005834694138841,4.4734032314475085,0.39810511111111135,2.814814814814815,1.3197288888888876,0.6538230030864205,0.14942982592485474,0.33086016773513127,0.4636380267305871,0.6189935523394431,0.4570983591145577,0.7220829888731589,0.3339284414941048,0.4366932158536707
