posture,cursor_type,subject_num,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error_frame_count
WALK,EYE,11.5,6.5,4.0,0.045,2.699300699300699,2.771261565874535,2.771261565874535,1.3858388152363426,1.9820605179365673,1.3283148464502235,68.22330097087378
WALK,HAND,11.5,6.5,4.0,0.045,3.379032258064516,1.3851273942665998,1.3851273942665998,0.4685987535515689,0.812508565758299,1.881683303845785,118.17032967032966
WALK,HEAD,11.5,6.5,4.0,0.045,2.893470790378007,1.7478806374570435,1.7478806374570435,0.7218937012375214,1.1219605841924398,1.619329270618556,0.0
