posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,18.0,5.0,4.0,1.5315502343020349,1.2863293282270007,7.959031635093489,9.245648338642637,1.7536786279069771,2.488372093023256,1.2008169534883657,0.6002617978405301,-0.06314512487917297,-0.12076987001076316,1.360764145601805,0.8022437917366997,1.1117685375019266,0.8374566743231182,1.1990669417821505,0.6008085872174718,0.9425774883720859,49.09260815494043,0.01486509599837058,3.3714012558139483,0.9069767441860465,
STAND,EYE,SMALL,18.0,4.0,4.0,1.2276662388276076,0.6942054550486115,4.404875530639821,5.129361768402544,0.7853216578947321,1.763157894736842,1.136137421052629,0.8176243152882203,-0.2513556690782048,-0.30052597056714553,0.6432683109641324,0.6127635722867142,0.8088629262761282,0.7574431357723002,0.5361985529710211,0.5022061774711742,0.9514752105263151,18.01952231193847,0.009767919682712201,2.1607716315789403,0.9473684210526315,
STAND,HAND,LARGE,18.0,5.0,4.0,1.1272128948967737,0.42176953100585124,10.043572865964276,11.338740125424355,1.763274235294115,1.6470588235294117,1.1978536470588261,0.8464777151960818,0.012668393249273121,-0.04420317677128835,0.6584253879900166,0.3950509629423079,0.8589833996951718,0.5771433730286811,0.42975565059253296,0.29163093265400897,0.9686795882352955,33.508716420510446,0.014283068194969162,3.3056790588235327,0.9705882352941176,115.63636363636364
STAND,HAND,SMALL,18.0,4.0,4.0,1.1818751530140197,0.4831490693086018,5.698500295005592,5.949618031440426,1.3220799432432413,1.3243243243243243,1.0728441810810796,0.8860936337837834,-0.06644224518045365,-0.45671735992365703,0.5452262653768415,0.49387625855056744,0.7332594327709846,0.7851052512585587,0.3907150844993895,0.40398199397997825,0.9870676270270262,16.228345815839948,0.010828386348733742,2.550455637837835,1.0,98.25
STAND,HEAD,LARGE,18.0,5.0,4.0,0.8619738909057758,0.40662690592038814,8.49857471368435,9.986423089387579,1.5920929454545452,1.4772727272727273,1.1981201045454595,0.8688217950757605,0.01529157056318215,0.17673462572386614,0.415822751011156,0.48370791905419247,0.4980876377707117,0.5879195268087737,0.28842578870067287,0.36635497353072494,0.9887479272727311,31.70213175237887,0.019797576141944388,3.0027829272727304,1.0,
STAND,HEAD,SMALL,18.0,4.0,4.0,0.8630510132709066,0.38857034802071094,4.567599845240856,5.08781735740531,1.1491698,1.4666666666666666,1.1296590533333304,0.8339229748148121,0.04105193019906065,0.48631465791522693,0.3587461150151436,0.40530986428614924,0.47022608735151317,0.6290305380837142,0.28903476124401717,0.341253136589368,0.9885423266666624,14.845174405176026,0.013759111955616112,2.457611477777775,1.0,
WALK,EYE,LARGE,18.0,5.0,4.0,4.234223753129045,3.0599508159923086,9.179474563261241,8.953161121650334,2.0432494736842064,6.0,0.5372102105263312,0.09165726578114851,0.7351802433315691,-0.6942185391604907,4.279864883101584,1.3367128738456,3.829722227194802,1.132759563199281,2.9863437347780253,1.0926358589168528,0.23927386842107007,87.60151690168568,0.5485967147605637,5.032393447368424,0.02631578947368421,
WALK,EYE,SMALL,18.0,4.0,4.0,3.6315130781208995,2.7420228216403353,6.2754098735351125,5.337012219063728,1.852404487179482,6.538461538461538,0.6086642820512983,0.0968264828190334,-0.08752736860686183,-0.8897227810130849,3.7972707405063217,1.4306799209819594,3.0986883829026235,1.3159303989949835,2.6247757053043945,1.2051468553128974,0.2649996666666801,68.41503861883683,0.5672188211324399,5.023846897435883,0.0,20.0
WALK,HAND,LARGE,18.0,5.0,4.0,5.857404613579937,4.051612495237439,10.714909442211246,9.070742266047304,2.471423999999999,3.625,0.3084798750000459,0.08160365416668043,0.5882560259761109,0.3473353086836292,5.994338014281925,1.5233330145352775,5.489542249776538,1.283711528242736,4.025984275600559,1.2192697281779035,0.1433710000000019,84.18688528044099,0.5082913440777913,4.991540500000028,0.0,148.43243243243242
WALK,HAND,SMALL,18.0,4.0,4.0,5.443939086407854,3.444287239204525,7.740649783761489,5.615534801296916,1.3861200000000216,4.428571428571429,0.5071112857142615,0.10578465476190191,-0.7015222376155598,-0.4234340836305758,6.112278487619608,0.7212190665481469,5.291176215632139,0.7600492393812484,3.5204210803389957,0.5489401697301307,0.27610928571425575,44.16628609024705,0.5135828237878082,4.9862894285714185,0.14285714285714285,126.97297297297297
WALK,HEAD,LARGE,18.0,5.0,4.0,9.09886949974581,3.9261562383971076,10.457300011845412,5.670956696696521,1.6782078888888918,1.2222222222222223,0.05665077777777267,0.0385317407407418,-0.24544896756245324,3.8856929677775165,6.186029336699939,3.3785289607638425,6.45630825815473,5.266122852189956,4.084194088826766,2.4447492187019457,0.05156111111111588,48.71647814619304,0.5133017605543504,4.990635777777786,0.0,
WALK,HEAD,SMALL,18.0,4.0,4.0,5.123428651573019,2.3640493090660737,8.193912264584295,4.013187957945474,2.237357900000029,2.2,0.10080679999999234,0.03971391666666288,-0.7414457006437102,2.7846044302885504,3.2307836603081497,2.5698301543152633,3.111274652483773,3.4434170299241273,2.280506488545252,2.0435357453869294,0.06878090000000156,58.77907807202922,0.5426189022010813,4.987945800000006,0.0,
