posture,cursor_type,wide,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,LARGE,1.0,0.9590263152204223,0.5323090992033459,6.788629336977136,6.788629336977136,1.0815480962732926,2.75,0.8324208136645959,0.4379197491565498,0.08946941899610344,0.11014934904254198,0.5282099297515895,0.5038736983451715,0.6484576102484471
STAND,EYE,SMALL,1.0,0.8954020367244948,0.4690428476703207,3.6021617912354444,3.6021617912354444,0.7192205140186879,2.445482866043614,0.8270754376947019,0.49436394941965117,0.13678876508246032,0.07530291889722143,0.4486394227201879,0.4502338476212396,0.660288914330217
STAND,HAND,LARGE,1.0,0.8473256481751243,0.4061720958949232,10.019034943322271,10.019034943322271,1.5502262401960762,1.3169934640522876,0.6881145637254901,0.5914473044779025,0.029012411540836558,0.043470282699469544,0.4025217190969731,0.3191496003100408,0.6499742418300641
STAND,HAND,SMALL,1.0,0.8133028446083335,0.32336830166017816,5.514383252112652,5.514383252112652,1.122904828990229,1.3175895765472312,0.6895820570032597,0.5943735649837152,0.009428250352074594,0.06930019180087162,0.3278574655927617,0.28672336203642584,0.654295089576548
STAND,HEAD,LARGE,1.0,0.9218444135974602,0.45718138012801773,7.272094653075052,7.272094653075052,1.2786531589825085,1.6613672496025438,0.8205537027027017,0.5756723812930576,-0.05288271413616996,0.12230006725685336,0.44830924582322196,0.4928847560066357,0.7265817233704299
STAND,HEAD,SMALL,1.0,0.815833127922039,0.3512992703268822,4.164958735627471,4.164958735627471,1.0094043138801265,1.6198738170347002,0.7958953201892746,0.5822138309486257,-0.031532426899337634,0.06851882814572238,0.3819508075924912,0.3977797330904571,0.7075668501577302
WALK,EYE,LARGE,1.0,3.368592704448492,2.471697836575877,7.015715883406914,7.015715883406914,1.6569591962774952,7.187817258883249,0.4217234602368896,0.0574745685016607,0.24866930290377134,-0.041905707517833804,3.196312801924057,1.6340407395574355,0.15731635025380994
WALK,EYE,SMALL,1.0,3.2915985745114726,2.429515597840501,4.837364908916982,4.837364908916982,1.3816742282430232,7.541871921182266,0.45958669293924265,0.05956011874324213,0.18740681839348672,-0.0703553381422472,3.140475709856794,1.5529539581295064,0.16464940558291902
WALK,HAND,LARGE,1.0,4.9193632306843424,3.4594518566334655,9.97036335338608,9.97036335338608,2.358513415217391,3.732608695652174,0.21223104347826238,0.058201705409639454,-0.31479633536395313,-0.24964030268782156,4.95980076715197,1.1016516116222659,0.11761560217391315
WALK,HAND,SMALL,1.0,4.815900085889906,3.439657117169677,7.063601404135187,7.063601404135187,1.9975482178414092,4.151982378854625,0.23711074229074783,0.05762393276001361,0.06203121792876097,-0.22214700660857936,5.008108575742797,1.066511243198938,0.11750269162995616
WALK,HEAD,LARGE,1.0,4.188390726572477,2.4722504377729004,7.606359468629001,7.606359468629001,1.984321318681318,3.868131868131868,0.27209272527472367,0.06682940845739423,-0.031189082519330148,0.15615629410073806,3.6179257452690785,1.5216222414190061,0.1287981794871777
WALK,HEAD,SMALL,1.0,3.889620766851471,2.3001072653637853,5.455736999652976,5.455736999652976,1.7136707377938527,4.256781193490054,0.29898253164557076,0.06619179690035229,-0.07776514230240464,0.42677303360782537,3.4267412034256965,1.3907376593961296,0.14051782278481037
