,target_size,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,error
23,5.0,0,STAND,HEAD,5,5,LARGE,0.6930975363833335,0.3554247453635363,8.00729490469524,8.00729490469524,0.7506109999999921,1.0,1.1175899999999785,1.1175899999999785,-0.5463408921663055,-0.3493316050009832,0.4170328557813324,0.1908064337573045,
24,5.0,0,STAND,HEAD,5,6,LARGE,0.6285918858000001,0.14734855045179768,7.503342431263999,7.503342431263999,1.0815279999999916,1.0,1.3156429999999943,1.3156429999999943,-0.47526098709915765,0.3826036949224232,0.17971832128725046,0.126170181400635,
25,5.0,0,STAND,HEAD,5,7,LARGE,0.40594436353934427,0.2902030365567873,6.871251285847899,6.871251285847899,0.9673159999999825,1.0,1.4017729999999915,1.4017729999999915,0.1750647345257273,-0.10624297659598302,0.23472774844496866,0.39264581394856357,
26,5.0,0,STAND,HEAD,5,8,LARGE,0.76239813545,0.25102817897191115,7.8317034260666665,7.8317034260666665,0.750456999999983,1.0,1.1333309999999983,1.1333309999999983,-0.47929720270632054,-0.5413251279358239,0.3013145309919294,0.20434860489470996,
27,5.0,0,WALK,HEAD,5,0,LARGE,4.610533321745614,2.256684072123141,7.42049180530897,7.42049180530897,1.2138390000000072,5.0,2.097261000000117,0.41945220000002337,3.574558952211533,-0.9140678706749339,3.5206550275487216,1.2814384985469023,
28,5.0,0,WALK,HEAD,5,1,LARGE,3.350616230140562,2.244964822275737,5.861993548156146,5.861993548156146,0.8660319999999047,5.0,3.4834569999999303,0.6966913999999861,-0.7365228892533988,-0.31417978676837816,3.7792075753138756,1.3577115418160695,
29,5.0,0,WALK,HEAD,5,2,LARGE,4.984369120644269,3.2988182321837605,7.785848658876667,7.785848658876667,0.784230999999977,4.0,2.5461329999999407,0.6365332499999852,3.237257377788322,-0.40018181540854125,4.827552650503746,1.263341009999645,
30,5.0,0,WALK,HEAD,5,3,LARGE,2.433988353482791,1.574684930277775,5.096380596368627,5.096380596368627,1.5167430000000195,5.0,3.6634599999998727,0.7326919999999746,0.19097947385810554,0.3747414664061549,2.365411216035285,1.6436510069747838,
31,5.0,0,WALK,HEAD,5,4,LARGE,3.5123447537315795,1.6952063174169756,6.907512851763334,6.907512851763334,1.833962999999926,4.0,2.987839000000008,0.746959750000002,2.2426587769316013,0.2970663305517548,3.093759372747777,1.0707760499829213,
32,5.0,0,WALK,HEAD,5,5,LARGE,3.075341591270271,1.7839262084585903,7.588910529483332,7.588910529483332,1.918800000000033,3.0,2.6517890000001216,0.8839296666667072,0.8780446186493714,0.7236431499211677,3.1122325411848646,1.4544566282121105,
33,5.0,0,WALK,HEAD,5,6,LARGE,4.087679853331983,2.3753598855436375,6.070230536731788,6.070230536731788,0.9147000000000389,3.0,3.1486020000000963,1.0495340000000322,2.336991846355343,0.40342735991808076,3.997984815057009,0.9521958916180729,
34,5.0,0,WALK,HEAD,5,7,LARGE,2.879744985905,1.6007637180950274,6.355553691564784,6.355553691564784,1.685100000000034,3.0,3.5324719999999843,1.1774906666666614,0.6046312897592687,0.010538812185592742,3.102571511565423,0.9504928571780199,
35,5.0,0,WALK,HEAD,5,8,LARGE,2.6540487232433856,0.9267224065757143,6.682531205790698,6.682531205790698,1.8673499999999876,1.0,3.349792999999977,3.349792999999977,0.31837772632452965,-1.0379957679953833,2.17336057894451,1.4784360041342206,
36,5.0,0,STAND,HEAD,6,0,SMALL,0.9707823730491804,0.29713660116073737,3.9645365362758627,3.9645365362758627,0.4367860000000121,1.0,1.0509640000000218,1.0509640000000218,0.119747347198293,0.8935072757402097,0.10604553715918032,0.45736469671502017,
37,5.0,0,STAND,HEAD,6,1,SMALL,0.7040094919729729,0.4479342780592395,3.840959678075472,3.840959678075472,0.5326840000000175,1.0,1.2826689999999985,1.2826689999999985,0.000795945498042808,-0.09128505912655124,0.66982561838487,0.500285456803356,
38,5.0,0,STAND,HEAD,6,2,SMALL,0.6521269405675675,0.4171880419226781,3.917264597638095,3.917264597638095,0.5182650000000137,1.0,1.2834679999999992,1.2834679999999992,0.011198518725099754,0.05015430103878827,0.7617931134228446,0.14982558728875767,
39,5.0,0,STAND,HEAD,6,3,SMALL,0.7373080784307693,0.33423637577537474,3.5965865715862066,3.5965865715862066,0.3661340000000166,1.0,1.0840150000000222,1.0840150000000222,-0.08507837974258559,-0.15485821584021853,0.4438906733694937,0.6602258713088767,
40,5.0,0,STAND,HEAD,6,4,SMALL,0.9743721496166667,0.2947774487227634,3.9391616305465114,3.9391616305465114,0.4315830000000176,1.0,1.0509030000000052,1.0509030000000052,0.8898886130576485,0.3388644078975328,0.24736817448145357,0.28063333608254887,
41,5.0,0,STAND,HEAD,6,5,SMALL,0.8187922165294118,0.4726248305092924,3.9281819145400005,3.9281819145400005,0.5335640000000126,1.0,1.2000579999999843,1.2000579999999843,-0.48635701622700817,-0.5126809686403084,0.26804831695072545,0.5736141705451762,
42,5.0,0,STAND,HEAD,6,6,SMALL,0.7711483219249999,0.6633629002578713,3.9510511246434787,3.9510511246434787,0.582886000000002,1.0,1.3822179999999946,1.3822179999999946,0.23426985637209538,-0.19536967451090895,0.9437267649836241,0.24602212382495886,
43,5.0,0,STAND,HEAD,6,7,SMALL,1.0292387000370369,0.8253420700169829,3.311836156476635,3.311836156476635,0.4313199999999995,1.0,1.3984379999999987,1.3984379999999987,0.33855804958781366,-0.19812745407544335,1.2308513350378378,0.2876876480073836,
44,5.0,0,STAND,HEAD,6,8,SMALL,0.4819852248295082,0.3175865946110512,3.624359806987037,3.624359806987037,0.7841339999999946,1.0,1.3480830000000026,1.3480830000000026,-0.22797805444689695,-0.026102197769204992,0.42391368527271067,0.32543840556937853,
45,5.0,0,WALK,HEAD,6,0,SMALL,3.739057231061983,2.017511877234277,4.662313269889633,4.662313269889633,0.9497360000000299,4.0,3.184037000000103,0.7960092500000258,-0.2545080571252661,-1.0646888180926524,3.9455878210738673,1.222214752988338,
46,5.0,0,WALK,HEAD,6,1,SMALL,3.158195191356828,1.870228005802193,4.6569772686599995,4.6569772686599995,1.21693700000003,4.0,2.9285460000000967,0.7321365000000242,0.9483506442321918,-0.34861817836252507,3.3780573536586935,1.0846125694872415,
47,5.0,0,WALK,HEAD,6,2,SMALL,3.1032875814600764,2.6466211795176138,3.716683081953177,3.716683081953177,0.5989000000000715,2.0,3.8685649999999896,1.9342824999999948,1.267783093903172,0.013150488253891519,3.737705100667755,1.0028032448842767,
48,5.0,0,WALK,HEAD,6,3,SMALL,7.05678913473913,3.768551029789642,7.837956307278689,7.837956307278689,1.2493899999999485,4.0,1.331733999999983,0.3329334999999958,4.704221300254407,0.5373060148265946,6.326772017959823,1.0679608887120116,
49,5.0,0,WALK,HEAD,6,4,SMALL,3.1822135106995706,2.353171290142496,4.2451265225100006,4.2451265225100006,1.1171000000000504,2.0,3.799342000000024,1.899671000000012,1.0192450516754694,0.8535992973510569,3.5530972014341056,1.1683495431838258,
50,5.0,0,WALK,HEAD,6,5,SMALL,2.2688947213254904,1.1473632191652403,3.1393457820266666,3.1393457820266666,0.7497459999999592,2.0,4.4164089999999305,2.2082044999999653,0.31215927032830487,0.5532491006472581,2.1809309513245,1.1665645084615772,
51,5.0,0,WALK,HEAD,6,6,SMALL,2.905201868215859,1.3671591441506128,3.676414869219269,3.676414869219269,1.235055999999986,3.0,4.1143119999998135,1.3714373333332712,1.1946168964225257,0.17122160375180873,2.7471700461859587,1.160079046621621,
52,5.0,0,WALK,HEAD,6,7,SMALL,2.6304977486397063,1.2009158607755723,3.200479934736842,3.200479934736842,0.5323630000000321,2.0,4.486135999999988,2.243067999999994,-0.37338478970362865,0.16166022994200754,2.741362810030437,0.8386468615168776,
53,5.0,0,WALK,HEAD,6,8,SMALL,3.194730907789668,1.8616595922824895,3.6777428963488377,3.6777428963488377,0.49890000000004875,2.0,3.878534999999829,1.9392674999999144,1.1945024159416826,0.07292407512628958,3.2393402760902035,1.35910671916724,
54,5.0,0,STAND,HEAD,7,0,LARGE,0.5231466881833333,0.15266502399000392,7.743414217310001,7.743414217310001,0.6689299999999889,1.0,1.102187999999984,1.102187999999984,0.2013767246295974,0.07516500865243111,0.349212229234564,0.37668265917225796,
55,5.0,0,STAND,HEAD,7,1,LARGE,0.9570460742814815,0.5313592010432253,5.216627745544445,5.216627745544445,0.7494719999999973,1.0,2.383850000000024,2.383850000000024,0.5446192095506784,-0.1599164718787495,0.37106160209170636,0.8699723088834947,
56,5.0,0,STAND,HEAD,7,2,LARGE,1.2274170196310346,1.1506994706410945,6.694765338507377,6.694765338507377,0.5831760000000088,1.0,1.5003349999999784,1.5003349999999784,-1.0422182193419245,-0.3064381536790226,1.211204235557278,0.43438282985646737,
57,5.0,0,STAND,HEAD,7,3,LARGE,0.9646569662131147,0.3003560606455783,8.03956010100926,8.03956010100926,0.7827669999999785,1.0,1.2003330000000005,1.2003330000000005,0.8441926629258377,0.45833673853978735,0.2627382983676302,0.19649212364195162,
58,5.0,0,STAND,HEAD,7,4,LARGE,0.7353310842833333,0.17292108983643587,6.8918979807700005,6.8918979807700005,0.6636230000000012,1.0,1.1186830000000043,1.1186830000000043,0.5700646098563918,0.14109953454669905,0.20555157356318704,0.45174690883217866,
59,5.0,0,STAND,HEAD,7,5,LARGE,0.8704566663360002,0.3284193809425721,5.7078218130792076,5.7078218130792076,1.2835999999999785,1.0,2.5654449999999827,2.5654449999999827,-0.1288913289319428,0.6896408466765157,0.22773650298529485,0.57167599539522,
60,5.0,0,STAND,HEAD,7,6,LARGE,0.50180322125,0.19865713626970102,8.192983517038835,8.192983517038835,0.7168729999999925,1.0,1.1006600000000049,1.1006600000000049,-0.2252805114947878,0.1527407189410333,0.39969052807815064,0.25098159511794776,
61,5.0,0,STAND,HEAD,7,7,LARGE,0.5027738351666667,0.24777428295812856,6.966037417142856,6.966037417142856,0.7520760000000166,1.0,1.2164999999999964,1.2164999999999964,0.08573647404779335,-0.28667371243135503,0.45492518919151415,0.14443427845572054,
62,5.0,0,STAND,HEAD,7,8,LARGE,0.5740986472833334,0.2426767455374992,6.550409932765766,6.550409932765766,0.8488459999999804,1.0,1.300613999999996,1.300613999999996,-0.44577132273665665,-0.05365059444682604,0.33205131423310263,0.298259261774669,
63,5.0,0,WALK,HEAD,7,0,LARGE,2.9100886599897433,1.8589193514544582,5.81835988386,5.81835988386,1.7502349999999751,5.0,3.202616000000262,0.6405232000000524,-0.720858074850931,-0.5181196556173129,3.241455058916597,1.1264625330145772,
64,5.0,0,WALK,HEAD,7,1,LARGE,3.2105445729955946,2.0058554870062073,5.831524112524916,5.831524112524916,1.2304070000000138,3.0,3.3027720000000045,1.1009240000000016,2.2225236765352783,-0.6196220398954736,2.676323361476927,1.49075295956583,
65,5.0,0,WALK,HEAD,7,2,LARGE,2.5347575066138615,1.2507005122156178,11.59082664277564,11.59082664277564,1.8324460000000045,1.0,3.500671999999895,3.500671999999895,1.9820747548932929,0.03644566337210342,1.705255304905645,1.0820505743795823,
66,5.0,0,WALK,HEAD,7,3,LARGE,2.3551640710944444,1.312291481968322,4.79689886249,4.79689886249,1.9975000000000591,3.0,4.13559999999984,1.37853333333328,0.6936252368067177,0.8986098405153999,2.0779656477539388,1.3134994512286209,
67,5.0,0,WALK,HEAD,7,4,LARGE,2.8151399851732286,1.6006258543546106,8.89942630899,8.89942630899,2.8839629999999943,2.0,1.8989910000000236,0.9494955000000118,1.0832610931831577,0.5120847917536419,2.9323935393660245,0.9526430965035704,
68,5.0,0,WALK,HEAD,7,5,LARGE,3.9448643342015504,2.1728892157178903,6.083335109282392,6.083335109282392,0.7170999999999594,5.0,3.0143859999998313,0.6028771999999663,1.3699804591270786,-0.6901680117110278,4.192845610692512,1.117833898601864,
69,5.0,0,WALK,HEAD,7,6,LARGE,5.149083951502184,2.182660114852153,7.749600529980001,7.749600529980001,1.1812469999999848,6.0,1.3126889999998639,0.2187814999999773,-4.068747447189385,-0.04945307927423331,3.772991544337789,0.8609899340093319,
70,5.0,0,WALK,HEAD,7,7,LARGE,3.761590024196429,2.466100236755771,6.393637127607973,6.393637127607973,1.2830810000000383,3.0,2.8009590000000344,0.9336530000000115,2.6584188937020037,-0.5883249402453083,3.2145626597814982,1.567237191419937,
71,5.0,0,WALK,HEAD,7,8,LARGE,4.45892432381735,3.561292632598372,6.71416280035216,6.71416280035216,1.3679500000000644,3.0,3.1013969999999063,1.0337989999999688,-3.3073573900513136,-0.5085591248805145,4.471362524394543,1.4330851417716421,
72,5.0,0,STAND,HEAD,8,0,SMALL,0.6915394566229508,0.1396247745959975,3.6375927435348836,3.6375927435348836,0.41911300000001006,1.0,1.0669400000000167,1.0669400000000167,0.548028998826241,-0.20372146618581963,0.14743623692461205,0.3758132344431948,
73,5.0,0,STAND,HEAD,8,1,SMALL,0.4508966157868852,0.19736283849717215,3.8561938698411216,3.8561938698411216,0.7649380000000008,1.0,1.3177790000000016,1.3177790000000016,0.09851055664783669,-0.1624565195818047,0.40580553546511483,0.21402612403105864,
74,5.0,0,STAND,HEAD,8,2,SMALL,0.8201022972759494,0.9893714481558195,3.5764465067433955,3.5764465067433955,0.4479840000000195,1.0,1.3324269999999956,1.3324269999999956,-0.6534079999800481,-0.12906357216250886,1.081933449129256,0.1998278423263635,
75,5.0,0,STAND,HEAD,8,3,SMALL,0.696689104192771,0.6470248696855339,3.4894054450701764,3.4894054450701764,0.5113780000000077,1.0,1.4353940000000023,1.4353940000000023,-0.3868774826867178,0.004016815520423724,0.80638580673,0.33294977053949015,
76,5.0,0,STAND,HEAD,8,4,SMALL,0.7947725752454547,0.5700876448507974,3.2055550832034485,3.2055550832034485,0.46641700000000696,1.0,1.5182650000000137,1.5182650000000137,0.5555954863791732,-0.15271163681360436,0.6786495445844997,0.4212731300075899,
77,5.0,0,STAND,HEAD,8,5,SMALL,0.5968212081836065,0.4987465263161519,3.898943618324444,3.898943618324444,0.4839629999999886,1.0,1.0848680000000002,1.0848680000000002,0.1012396669544481,-0.3714245833857089,0.34589118793478435,0.5850711492912888,
78,5.0,0,STAND,HEAD,8,6,SMALL,1.096908424870588,0.8456951013577237,4.098085555866667,4.098085555866667,0.5838400000000092,1.0,1.4653590000000065,1.4653590000000065,0.3646147138140209,-0.22539223178013781,1.1413992451057626,0.6703004999315068,
79,5.0,0,STAND,HEAD,8,7,SMALL,1.042354322525641,0.3821186578964561,4.195594573336363,4.195594573336363,0.5332950000000096,1.0,1.3340149999999937,1.3340149999999937,0.08655055151880478,-0.511591934666239,0.9436358089662886,0.2894485547491061,
80,5.0,0,STAND,HEAD,8,8,SMALL,0.5800519497500001,0.27166502868847675,3.892920819545454,3.892920819545454,0.6490180000000123,1.0,1.2008969999999977,1.2008969999999977,0.08131847314615008,-0.19486861131122832,0.43140613595507094,0.43171353389363204,
81,5.0,0,WALK,HEAD,8,0,SMALL,6.432571348413462,2.6610305660571836,7.001702270266666,7.001702270266666,1.5336920000000873,8.0,1.3373189999999795,0.16716487499999744,4.302405954277597,-1.3983407383657545,5.1729820143422565,1.2742273887479285,
82,5.0,0,WALK,HEAD,8,1,SMALL,3.7299253157649255,1.7973080295456239,4.073759920780731,4.073759920780731,0.5493999999999915,7.0,3.434026999999901,0.49057528571427156,-1.930313859400955,-0.5095392260035385,3.2396466951727754,1.6654883125046789,
83,5.0,0,WALK,HEAD,8,2,SMALL,3.4484178575573767,1.9387337968053926,4.177193877313334,4.177193877313334,0.9361999999999853,5.0,3.4010619999999108,0.6802123999999822,1.5924255131790301,-0.6131761801485877,3.2944004266475195,1.3722616763008648,
84,5.0,0,WALK,HEAD,8,3,SMALL,2.9237216346995707,1.7470566772678953,3.8619667826079738,3.8619667826079738,1.1309609999999566,5.0,3.5130629999998746,0.7026125999999749,-1.134414264226804,0.19701010417452725,3.096391664184457,0.850323779150471,
85,5.0,0,WALK,HEAD,8,4,SMALL,3.409203493896,2.2649385050592987,4.502298269413333,4.502298269413333,0.8339849999999842,3.0,3.427724000000012,1.1425746666666707,2.131505713946307,0.5438018320017985,3.2194208245515625,1.2833910812261369,
86,5.0,0,WALK,HEAD,8,5,SMALL,2.64833860078882,1.0589868220029817,4.644151962813954,4.644151962813954,2.3338999999999714,4.0,3.5499210000000403,0.8874802500000101,2.0157354096978843,0.05566795460939294,1.4571218425837305,1.4224718200743542,
87,5.0,0,WALK,HEAD,8,6,SMALL,2.2802550519883718,1.2611991841843113,2.8340806911063123,2.8340806911063123,0.7119000000000142,3.0,4.366591999999969,1.4555306666666563,0.418369477725795,-0.014599977292877243,2.384576589426535,0.9773667748877237,
88,5.0,0,WALK,HEAD,8,7,SMALL,2.5703184290225227,1.3445541360259499,3.8131530094766672,3.8131530094766672,1.300038000000086,4.0,3.7319309999999177,0.9329827499999794,0.00922681888087685,0.1436066099888776,2.650178834882754,1.1808795552847828,
89,5.0,0,WALK,HEAD,8,8,SMALL,3.493717127195652,2.3547626776357817,5.19728969125,5.19728969125,1.1657999999999902,2.0,3.252299999999991,1.6261499999999955,1.0363918261896397,-0.2416700143600643,3.688905648770096,1.762739000502535,
90,5.0,0,STAND,HEAD,9,0,LARGE,0.7402885688157896,0.47409696943917656,6.184219396260162,6.184219396260162,0.779153000000008,1.0,1.4849820000000022,1.4849820000000022,0.03756165313488089,0.24061423338504997,0.5748495057375667,0.6393865717285946,
91,5.0,0,STAND,HEAD,9,1,LARGE,0.6761283391147541,0.2671585277605892,6.598059277031745,6.598059277031745,1.0829289999999787,1.0,1.531158000000005,1.531158000000005,0.4007460238077449,-0.40316842507050266,0.3477329478977466,0.3099655031326284,
92,5.0,0,STAND,HEAD,9,2,LARGE,1.1285182931022988,1.3977198532270985,7.2478993041592,7.2478993041592,0.6324159999999779,1.0,1.4993900000000053,1.4993900000000053,-0.8469966528501184,-0.2201681072508336,1.545523561840796,0.2810235005767768,
93,5.0,0,STAND,HEAD,9,3,LARGE,0.3765353685833333,0.24776781567438358,6.942338437689074,6.942338437689074,0.9818789999999638,1.0,1.3670999999999935,1.3670999999999935,0.22176853428963217,0.28712413731253633,0.1367069617157421,0.23234050769589473,
94,5.0,0,STAND,HEAD,9,4,LARGE,0.6837799335333333,0.33715764778613555,6.323563467797981,6.323563467797981,0.6488189999999747,1.0,1.1485139999999774,1.1485139999999774,0.08404356197175403,-0.04228445332531858,0.3422505477693217,0.6847053008948443,
95,5.0,0,STAND,HEAD,9,5,LARGE,0.7510595767108433,0.6893433547403711,7.045657539832117,7.045657539832117,0.8990479999999934,1.0,1.5353379999999675,1.5353379999999675,-0.1381297985081262,-0.4170530537478574,0.2551635144856813,0.8884230797981143,
96,5.0,0,STAND,HEAD,9,6,LARGE,0.853255285625,0.5456571219757017,6.568333634049296,6.568333634049296,0.8989280000000122,1.0,1.6515440000000012,1.6515440000000012,-0.5112445902358846,0.3647985395979621,0.4125383356141855,0.6854551452134894,
97,5.0,0,STAND,HEAD,9,7,LARGE,0.33780456214754095,0.2603768032455487,6.927611137640351,6.927611137640351,0.8817439999999692,1.0,1.2841490000000135,1.2841490000000135,0.09692760026341558,-0.039392224470306,0.3668605300039832,0.19594673876278507,
98,5.0,0,STAND,HEAD,9,8,LARGE,0.39419123334754097,0.29152287416332534,6.79468821304602,6.79468821304602,0.8707280000000139,1.0,1.2834019999999953,1.2834019999999953,-0.25011919146650113,-0.1454865562238728,0.3077443237763833,0.26136446561745164,
99,5.0,0,WALK,HEAD,9,0,LARGE,3.1829303758649794,1.8794661794141425,5.926463907833334,5.926463907833334,1.0499509999999646,3.0,3.11754899999994,1.03918299999998,2.178483358534141,-0.4663377999229148,2.775782738619787,1.2992057070713945,
100,5.0,0,WALK,HEAD,9,1,LARGE,3.047026618747663,1.5508244788521985,6.587532928606667,6.587532928606667,1.4337580000000116,4.0,3.4983210000000327,0.8745802500000082,0.7017891332107693,-0.4838543972007098,2.946975290527305,1.6173920651447398,
101,5.0,0,WALK,HEAD,9,2,LARGE,2.26449140672891,1.3083714655964767,5.9432022239397355,5.9432022239397355,1.5171569999999974,3.0,3.571150999999986,1.190383666666662,1.0320302141427782,-0.1995299522586824,2.1137589089725113,1.1351286253251103,
102,5.0,0,WALK,HEAD,9,3,LARGE,3.685548201395349,1.3659830953234666,7.879259450633333,7.879259450633333,2.8521599999999125,3.0,2.7483760000000075,0.9161253333333358,3.4072480365214814,-0.4145143922354919,1.4473637731524034,1.3106345577396143,
103,5.0,0,WALK,HEAD,9,4,LARGE,3.7000091912091504,1.8134373320048869,7.1192867716500015,7.1192867716500015,2.450535000000059,5.0,2.431959000000006,0.48639180000000126,3.2890898297848614,0.10885422864496877,2.2460188672474914,1.330459851884615,
104,5.0,0,WALK,HEAD,9,5,LARGE,2.8897634400263157,1.757656399158286,5.432158207286666,5.432158207286666,1.1987000000000307,4.0,3.5859709999999723,0.8964927499999931,0.6754284909624545,-0.6579410553520152,2.987236019711892,1.4384528035837538,
105,5.0,0,WALK,HEAD,9,6,LARGE,4.662383904165975,2.992530813727571,7.5686105255614615,7.5686105255614615,1.000362999999993,5.0,2.5325129999998808,0.5065025999999762,1.854484355744843,-1.0586558226411895,5.027607389949371,1.0657468606706588,
106,5.0,0,WALK,HEAD,9,7,LARGE,5.100530098226496,3.1155844670759745,7.427064931943523,7.427064931943523,1.116235999999958,3.0,2.266311999999971,0.7554373333333236,-3.5075765901112175,-0.117031425224842,4.708369746311466,1.0448054148331525,
