,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,13,STAND,HEAD,4,0,SMALL,0.5,0,
1,13,STAND,HEAD,4,0,SMALL,1.0,0,
2,13,STAND,HEAD,4,0,SMALL,1.5,1,
3,13,STAND,HEAD,4,0,SMALL,2.0,2,
4,13,STAND,HEAD,4,0,SMALL,2.5,2,
5,13,STAND,HEAD,4,0,SMALL,3.0,2,
6,13,STAND,HEAD,4,0,SMALL,3.5,3,
7,13,STAND,HEAD,4,0,SMALL,4.0,2,
8,13,STAND,HEAD,4,1,SMALL,0.5,0,
9,13,STAND,HEAD,4,1,SMALL,1.0,1,
10,13,STAND,HEAD,4,1,SMALL,1.5,3,
11,13,STAND,HEAD,4,1,SMALL,2.0,4,
12,13,STAND,HEAD,4,1,SMALL,2.5,4,
13,13,STAND,HEAD,4,1,SMALL,3.0,3,
14,13,STAND,HEAD,4,1,SMALL,3.5,2,
15,13,STAND,HEAD,4,1,SMALL,4.0,2,
16,13,STAND,HEAD,4,2,SMALL,0.5,1,
17,13,STAND,HEAD,4,2,SMALL,1.0,3,
18,13,STAND,HEAD,4,2,SMALL,1.5,1,
19,13,STAND,HEAD,4,2,SMALL,2.0,1,
20,13,STAND,HEAD,4,2,SMALL,2.5,1,
21,13,STAND,HEAD,4,2,SMALL,3.0,1,
22,13,STAND,HEAD,4,2,SMALL,3.5,1,
23,13,STAND,HEAD,4,2,SMALL,4.0,1,
24,13,STAND,HEAD,4,3,SMALL,0.5,0,
25,13,STAND,HEAD,4,3,SMALL,1.0,0,
26,13,STAND,HEAD,4,3,SMALL,1.5,0,
27,13,STAND,HEAD,4,3,SMALL,2.0,0,
28,13,STAND,HEAD,4,3,SMALL,2.5,0,
29,13,STAND,HEAD,4,3,SMALL,3.0,1,
30,13,STAND,HEAD,4,3,SMALL,3.5,1,
31,13,STAND,HEAD,4,3,SMALL,4.0,1,
32,13,STAND,HEAD,4,4,SMALL,0.5,3,
33,13,STAND,HEAD,4,4,SMALL,1.0,3,
34,13,STAND,HEAD,4,4,SMALL,1.5,3,
35,13,STAND,HEAD,4,4,SMALL,2.0,3,
36,13,STAND,HEAD,4,4,SMALL,2.5,3,
37,13,STAND,HEAD,4,4,SMALL,3.0,3,
38,13,STAND,HEAD,4,4,SMALL,3.5,2,
39,13,STAND,HEAD,4,4,SMALL,4.0,1,
40,13,STAND,HEAD,4,5,SMALL,0.5,0,
41,13,STAND,HEAD,4,5,SMALL,1.0,3,
42,13,STAND,HEAD,4,5,SMALL,1.5,3,
43,13,STAND,HEAD,4,5,SMALL,2.0,4,
44,13,STAND,HEAD,4,5,SMALL,2.5,4,
45,13,STAND,HEAD,4,5,SMALL,3.0,3,
46,13,STAND,HEAD,4,5,SMALL,3.5,2,
47,13,STAND,HEAD,4,5,SMALL,4.0,2,
48,13,STAND,HEAD,4,6,SMALL,0.5,2,
49,13,STAND,HEAD,4,6,SMALL,1.0,1,
50,13,STAND,HEAD,4,6,SMALL,1.5,1,
51,13,STAND,HEAD,4,6,SMALL,2.0,1,
52,13,STAND,HEAD,4,6,SMALL,2.5,1,
53,13,STAND,HEAD,4,6,SMALL,3.0,2,
54,13,STAND,HEAD,4,6,SMALL,3.5,2,
55,13,STAND,HEAD,4,6,SMALL,4.0,2,
56,13,STAND,HEAD,4,7,SMALL,0.5,1,
57,13,STAND,HEAD,4,7,SMALL,1.0,1,
58,13,STAND,HEAD,4,7,SMALL,1.5,1,
59,13,STAND,HEAD,4,7,SMALL,2.0,2,
60,13,STAND,HEAD,4,7,SMALL,2.5,2,
61,13,STAND,HEAD,4,7,SMALL,3.0,2,
62,13,STAND,HEAD,4,7,SMALL,3.5,2,
63,13,STAND,HEAD,4,7,SMALL,4.0,2,
64,13,STAND,HEAD,4,8,SMALL,0.5,0,
65,13,STAND,HEAD,4,8,SMALL,1.0,3,
66,13,STAND,HEAD,4,8,SMALL,1.5,4,
67,13,STAND,HEAD,4,8,SMALL,2.0,4,
68,13,STAND,HEAD,4,8,SMALL,2.5,4,
69,13,STAND,HEAD,4,8,SMALL,3.0,3,
70,13,STAND,HEAD,4,8,SMALL,3.5,3,
71,13,STAND,HEAD,4,8,SMALL,4.0,2,
72,13,WALK,HEAD,4,0,SMALL,0.5,0,
73,13,WALK,HEAD,4,0,SMALL,1.0,1,
74,13,WALK,HEAD,4,0,SMALL,1.5,2,
75,13,WALK,HEAD,4,0,SMALL,2.0,2,
76,13,WALK,HEAD,4,0,SMALL,2.5,2,
77,13,WALK,HEAD,4,0,SMALL,3.0,5,
78,13,WALK,HEAD,4,0,SMALL,3.5,5,
79,13,WALK,HEAD,4,0,SMALL,4.0,3,
80,13,WALK,HEAD,4,1,SMALL,0.5,0,
81,13,WALK,HEAD,4,1,SMALL,1.0,0,
82,13,WALK,HEAD,4,1,SMALL,1.5,0,
83,13,WALK,HEAD,4,1,SMALL,2.0,3,
84,13,WALK,HEAD,4,1,SMALL,2.5,2,
85,13,WALK,HEAD,4,1,SMALL,3.0,2,
86,13,WALK,HEAD,4,1,SMALL,3.5,2,
87,13,WALK,HEAD,4,1,SMALL,4.0,3,
88,13,WALK,HEAD,4,2,SMALL,0.5,3,
89,13,WALK,HEAD,4,2,SMALL,1.0,1,
90,13,WALK,HEAD,4,2,SMALL,1.5,1,
91,13,WALK,HEAD,4,2,SMALL,2.0,1,
92,13,WALK,HEAD,4,2,SMALL,2.5,1,
93,13,WALK,HEAD,4,2,SMALL,3.0,1,
94,13,WALK,HEAD,4,2,SMALL,3.5,2,
95,13,WALK,HEAD,4,2,SMALL,4.0,2,
96,13,WALK,HEAD,4,3,SMALL,0.5,1,
97,13,WALK,HEAD,4,3,SMALL,1.0,2,
98,13,WALK,HEAD,4,3,SMALL,1.5,5,
99,13,WALK,HEAD,4,3,SMALL,2.0,5,
100,13,WALK,HEAD,4,3,SMALL,2.5,5,
101,13,WALK,HEAD,4,3,SMALL,3.0,5,
102,13,WALK,HEAD,4,3,SMALL,3.5,3,
103,13,WALK,HEAD,4,3,SMALL,4.0,4,
104,13,WALK,HEAD,4,4,SMALL,0.5,0,
105,13,WALK,HEAD,4,4,SMALL,1.0,1,
106,13,WALK,HEAD,4,4,SMALL,1.5,2,
107,13,WALK,HEAD,4,4,SMALL,2.0,2,
108,13,WALK,HEAD,4,4,SMALL,2.5,6,
109,13,WALK,HEAD,4,4,SMALL,3.0,4,
110,13,WALK,HEAD,4,4,SMALL,3.5,4,
111,13,WALK,HEAD,4,4,SMALL,4.0,4,
112,13,WALK,HEAD,4,5,SMALL,0.5,0,
113,13,WALK,HEAD,4,5,SMALL,1.0,1,
114,13,WALK,HEAD,4,5,SMALL,1.5,2,
115,13,WALK,HEAD,4,5,SMALL,2.0,3,
116,13,WALK,HEAD,4,5,SMALL,2.5,2,
117,13,WALK,HEAD,4,5,SMALL,3.0,5,
118,13,WALK,HEAD,4,5,SMALL,3.5,6,
119,13,WALK,HEAD,4,5,SMALL,4.0,5,
120,13,WALK,HEAD,4,6,SMALL,0.5,0,
121,13,WALK,HEAD,4,6,SMALL,1.0,0,
122,13,WALK,HEAD,4,6,SMALL,1.5,0,
123,13,WALK,HEAD,4,6,SMALL,2.0,0,
124,13,WALK,HEAD,4,6,SMALL,2.5,0,
125,13,WALK,HEAD,4,6,SMALL,3.0,0,
126,13,WALK,HEAD,4,6,SMALL,3.5,0,
127,13,WALK,HEAD,4,6,SMALL,4.0,0,
128,13,WALK,HEAD,4,7,SMALL,0.5,2,
129,13,WALK,HEAD,4,7,SMALL,1.0,6,
130,13,WALK,HEAD,4,7,SMALL,1.5,6,
131,13,WALK,HEAD,4,7,SMALL,2.0,8,
132,13,WALK,HEAD,4,7,SMALL,2.5,6,
133,13,WALK,HEAD,4,7,SMALL,3.0,5,
134,13,WALK,HEAD,4,7,SMALL,3.5,6,
135,13,WALK,HEAD,4,7,SMALL,4.0,7,
136,13,WALK,HEAD,4,8,SMALL,0.5,1,
137,13,WALK,HEAD,4,8,SMALL,1.0,2,
138,13,WALK,HEAD,4,8,SMALL,1.5,2,
139,13,WALK,HEAD,4,8,SMALL,2.0,3,
140,13,WALK,HEAD,4,8,SMALL,2.5,2,
141,13,WALK,HEAD,4,8,SMALL,3.0,3,
142,13,WALK,HEAD,4,8,SMALL,3.5,2,
143,13,WALK,HEAD,4,8,SMALL,4.0,3,
144,13,STAND,HEAD,5,0,LARGE,0.5,1,
145,13,STAND,HEAD,5,0,LARGE,1.0,1,
146,13,STAND,HEAD,5,0,LARGE,1.5,1,
147,13,STAND,HEAD,5,0,LARGE,2.0,1,
148,13,STAND,HEAD,5,0,LARGE,2.5,2,
149,13,STAND,HEAD,5,0,LARGE,3.0,2,
150,13,STAND,HEAD,5,0,LARGE,3.5,2,
151,13,STAND,HEAD,5,0,LARGE,4.0,2,
152,13,STAND,HEAD,5,1,LARGE,0.5,1,
153,13,STAND,HEAD,5,1,LARGE,1.0,3,
154,13,STAND,HEAD,5,1,LARGE,1.5,3,
155,13,STAND,HEAD,5,1,LARGE,2.0,3,
156,13,STAND,HEAD,5,1,LARGE,2.5,3,
157,13,STAND,HEAD,5,1,LARGE,3.0,3,
158,13,STAND,HEAD,5,1,LARGE,3.5,3,
159,13,STAND,HEAD,5,1,LARGE,4.0,3,
160,13,STAND,HEAD,5,2,LARGE,0.5,1,
161,13,STAND,HEAD,5,2,LARGE,1.0,1,
162,13,STAND,HEAD,5,2,LARGE,1.5,2,
163,13,STAND,HEAD,5,2,LARGE,2.0,2,
164,13,STAND,HEAD,5,2,LARGE,2.5,2,
165,13,STAND,HEAD,5,2,LARGE,3.0,2,
166,13,STAND,HEAD,5,2,LARGE,3.5,2,
167,13,STAND,HEAD,5,2,LARGE,4.0,2,
168,13,STAND,HEAD,5,3,LARGE,0.5,1,
169,13,STAND,HEAD,5,3,LARGE,1.0,3,
170,13,STAND,HEAD,5,3,LARGE,1.5,3,
171,13,STAND,HEAD,5,3,LARGE,2.0,4,
