,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,0,STAND,HEAD,4,0,SMALL,0.5,1,
1,0,STAND,HEAD,4,0,SMALL,1.0,2,
2,0,STAND,HEAD,4,0,SMALL,1.5,1,
3,0,STAND,HEAD,4,0,SMALL,2.0,1,
4,0,STAND,HEAD,4,0,SMALL,2.5,1,
5,0,STAND,HEAD,4,0,SMALL,3.0,1,
6,0,STAND,HEAD,4,0,SMALL,3.5,1,
7,0,STAND,HEAD,4,0,SMALL,4.0,1,
8,0,STAND,HEAD,4,1,SMALL,0.5,3,
9,0,STAND,HEAD,4,1,SMALL,1.0,1,
10,0,STAND,HEAD,4,1,SMALL,1.5,1,
11,0,STAND,HEAD,4,1,SMALL,2.0,1,
12,0,STAND,HEAD,4,1,SMALL,2.5,1,
13,0,STAND,HEAD,4,1,SMALL,3.0,1,
14,0,STAND,HEAD,4,1,SMALL,3.5,1,
15,0,STAND,HEAD,4,1,SMALL,4.0,1,
16,0,STAND,HEAD,4,2,SMALL,0.5,1,
17,0,STAND,HEAD,4,2,SMALL,1.0,1,
18,0,STAND,HEAD,4,2,SMALL,1.5,1,
19,0,STAND,HEAD,4,2,SMALL,2.0,1,
20,0,STAND,HEAD,4,2,SMALL,2.5,1,
21,0,STAND,HEAD,4,2,SMALL,3.0,1,
22,0,STAND,HEAD,4,2,SMALL,3.5,1,
23,0,STAND,HEAD,4,2,SMALL,4.0,1,
24,0,STAND,HEAD,4,3,SMALL,0.5,1,
25,0,STAND,HEAD,4,3,SMALL,1.0,2,
26,0,STAND,HEAD,4,3,SMALL,1.5,2,
27,0,STAND,HEAD,4,3,SMALL,2.0,2,
28,0,STAND,HEAD,4,3,SMALL,2.5,1,
29,0,STAND,HEAD,4,3,SMALL,3.0,1,
30,0,STAND,HEAD,4,3,SMALL,3.5,1,
31,0,STAND,HEAD,4,3,SMALL,4.0,1,
32,0,STAND,HEAD,4,4,SMALL,0.5,0,
33,0,STAND,HEAD,4,4,SMALL,1.0,1,
34,0,STAND,HEAD,4,4,SMALL,1.5,1,
35,0,STAND,HEAD,4,4,SMALL,2.0,1,
36,0,STAND,HEAD,4,4,SMALL,2.5,1,
37,0,STAND,HEAD,4,4,SMALL,3.0,1,
38,0,STAND,HEAD,4,4,SMALL,3.5,1,
39,0,STAND,HEAD,4,4,SMALL,4.0,1,
40,0,STAND,HEAD,4,5,SMALL,0.5,1,
41,0,STAND,HEAD,4,5,SMALL,1.0,2,
42,0,STAND,HEAD,4,5,SMALL,1.5,2,
43,0,STAND,HEAD,4,5,SMALL,2.0,2,
44,0,STAND,HEAD,4,5,SMALL,2.5,2,
45,0,STAND,HEAD,4,5,SMALL,3.0,2,
46,0,STAND,HEAD,4,5,SMALL,3.5,1,
47,0,STAND,HEAD,4,5,SMALL,4.0,1,
48,0,STAND,HEAD,4,6,SMALL,0.5,1,
49,0,STAND,HEAD,4,6,SMALL,1.0,1,
50,0,STAND,HEAD,4,6,SMALL,1.5,1,
51,0,STAND,HEAD,4,6,SMALL,2.0,1,
52,0,STAND,HEAD,4,6,SMALL,2.5,1,
53,0,STAND,HEAD,4,6,SMALL,3.0,1,
54,0,STAND,HEAD,4,6,SMALL,3.5,1,
55,0,STAND,HEAD,4,6,SMALL,4.0,1,
56,0,STAND,HEAD,4,7,SMALL,0.5,1,
57,0,STAND,HEAD,4,7,SMALL,1.0,3,
58,0,STAND,HEAD,4,7,SMALL,1.5,1,
59,0,STAND,HEAD,4,7,SMALL,2.0,2,
60,0,STAND,HEAD,4,7,SMALL,2.5,2,
61,0,STAND,HEAD,4,7,SMALL,3.0,2,
62,0,STAND,HEAD,4,7,SMALL,3.5,2,
63,0,STAND,HEAD,4,7,SMALL,4.0,2,
64,0,STAND,HEAD,4,8,SMALL,0.5,1,
65,0,STAND,HEAD,4,8,SMALL,1.0,1,
66,0,STAND,HEAD,4,8,SMALL,1.5,1,
67,0,STAND,HEAD,4,8,SMALL,2.0,1,
68,0,STAND,HEAD,4,8,SMALL,2.5,1,
69,0,STAND,HEAD,4,8,SMALL,3.0,1,
70,0,STAND,HEAD,4,8,SMALL,3.5,1,
71,0,STAND,HEAD,4,8,SMALL,4.0,1,
72,0,WALK,HEAD,4,0,SMALL,0.5,2,
73,0,WALK,HEAD,4,0,SMALL,1.0,4,
74,0,WALK,HEAD,4,0,SMALL,1.5,4,
75,0,WALK,HEAD,4,0,SMALL,2.0,9,
76,0,WALK,HEAD,4,0,SMALL,2.5,7,
77,0,WALK,HEAD,4,0,SMALL,3.0,6,
78,0,WALK,HEAD,4,0,SMALL,3.5,3,
79,0,WALK,HEAD,4,0,SMALL,4.0,3,
80,0,WALK,HEAD,4,1,SMALL,0.5,2,
81,0,WALK,HEAD,4,1,SMALL,1.0,7,
82,0,WALK,HEAD,4,1,SMALL,1.5,8,
83,0,WALK,HEAD,4,1,SMALL,2.0,7,
84,0,WALK,HEAD,4,1,SMALL,2.5,6,
85,0,WALK,HEAD,4,1,SMALL,3.0,6,
86,0,WALK,HEAD,4,1,SMALL,3.5,6,
87,0,WALK,HEAD,4,1,SMALL,4.0,4,
88,0,WALK,HEAD,4,2,SMALL,0.5,2,
89,0,WALK,HEAD,4,2,SMALL,1.0,5,
90,0,WALK,HEAD,4,2,SMALL,1.5,6,
91,0,WALK,HEAD,4,2,SMALL,2.0,6,
92,0,WALK,HEAD,4,2,SMALL,2.5,6,
93,0,WALK,HEAD,4,2,SMALL,3.0,5,
94,0,WALK,HEAD,4,2,SMALL,3.5,5,
95,0,WALK,HEAD,4,2,SMALL,4.0,6,
96,0,WALK,HEAD,4,3,SMALL,0.5,4,
97,0,WALK,HEAD,4,3,SMALL,1.0,5,
98,0,WALK,HEAD,4,3,SMALL,1.5,6,
99,0,WALK,HEAD,4,3,SMALL,2.0,6,
100,0,WALK,HEAD,4,3,SMALL,2.5,6,
101,0,WALK,HEAD,4,3,SMALL,3.0,6,
102,0,WALK,HEAD,4,3,SMALL,3.5,7,
103,0,WALK,HEAD,4,3,SMALL,4.0,6,
104,0,WALK,HEAD,4,4,SMALL,0.5,4,
105,0,WALK,HEAD,4,4,SMALL,1.0,6,
106,0,WALK,HEAD,4,4,SMALL,1.5,6,
107,0,WALK,HEAD,4,4,SMALL,2.0,6,
108,0,WALK,HEAD,4,4,SMALL,2.5,8,
109,0,WALK,HEAD,4,4,SMALL,3.0,6,
110,0,WALK,HEAD,4,4,SMALL,3.5,6,
111,0,WALK,HEAD,4,4,SMALL,4.0,6,
112,0,WALK,HEAD,4,5,SMALL,0.5,2,
113,0,WALK,HEAD,4,5,SMALL,1.0,7,
114,0,WALK,HEAD,4,5,SMALL,1.5,7,
115,0,WALK,HEAD,4,5,SMALL,2.0,7,
116,0,WALK,HEAD,4,5,SMALL,2.5,7,
117,0,WALK,HEAD,4,5,SMALL,3.0,7,
118,0,WALK,HEAD,4,5,SMALL,3.5,6,
119,0,WALK,HEAD,4,5,SMALL,4.0,6,
120,0,WALK,HEAD,4,6,SMALL,0.5,2,
121,0,WALK,HEAD,4,6,SMALL,1.0,4,
122,0,WALK,HEAD,4,6,SMALL,1.5,4,
123,0,WALK,HEAD,4,6,SMALL,2.0,7,
124,0,WALK,HEAD,4,6,SMALL,2.5,6,
125,0,WALK,HEAD,4,6,SMALL,3.0,4,
126,0,WALK,HEAD,4,6,SMALL,3.5,5,
127,0,WALK,HEAD,4,6,SMALL,4.0,5,
128,0,WALK,HEAD,4,7,SMALL,0.5,6,
129,0,WALK,HEAD,4,7,SMALL,1.0,11,
130,0,WALK,HEAD,4,7,SMALL,1.5,8,
131,0,WALK,HEAD,4,7,SMALL,2.0,8,
132,0,WALK,HEAD,4,7,SMALL,2.5,6,
133,0,WALK,HEAD,4,7,SMALL,3.0,5,
134,0,WALK,HEAD,4,7,SMALL,3.5,7,
135,0,WALK,HEAD,4,7,SMALL,4.0,2,
136,0,WALK,HEAD,4,8,SMALL,0.5,2,
137,0,WALK,HEAD,4,8,SMALL,1.0,8,
138,0,WALK,HEAD,4,8,SMALL,1.5,10,
139,0,WALK,HEAD,4,8,SMALL,2.0,9,
140,0,WALK,HEAD,4,8,SMALL,2.5,9,
141,0,WALK,HEAD,4,8,SMALL,3.0,7,
142,0,WALK,HEAD,4,8,SMALL,3.5,7,
143,0,WALK,HEAD,4,8,SMALL,4.0,5,
144,0,STAND,HEAD,5,0,LARGE,0.5,2,
145,0,STAND,HEAD,5,0,LARGE,1.0,1,
146,0,STAND,HEAD,5,0,LARGE,1.5,1,
147,0,STAND,HEAD,5,0,LARGE,2.0,1,
148,0,STAND,HEAD,5,0,LARGE,2.5,1,
149,0,STAND,HEAD,5,0,LARGE,3.0,1,
150,0,STAND,HEAD,5,0,LARGE,3.5,1,
151,0,STAND,HEAD,5,0,LARGE,4.0,1,
152,0,STAND,HEAD,5,1,LARGE,0.5,1,
153,0,STAND,HEAD,5,1,LARGE,1.0,2,
154,0,STAND,HEAD,5,1,LARGE,1.5,2,
155,0,STAND,HEAD,5,1,LARGE,2.0,1,
156,0,STAND,HEAD,5,1,LARGE,2.5,1,
157,0,STAND,HEAD,5,1,LARGE,3.0,1,
158,0,STAND,HEAD,5,1,LARGE,3.5,1,
159,0,STAND,HEAD,5,1,LARGE,4.0,1,
160,0,STAND,HEAD,5,2,LARGE,0.5,1,
161,0,STAND,HEAD,5,2,LARGE,1.0,2,
162,0,STAND,HEAD,5,2,LARGE,1.5,1,
163,0,STAND,HEAD,5,2,LARGE,2.0,1,
164,0,STAND,HEAD,5,2,LARGE,2.5,1,
165,0,STAND,HEAD,5,2,LARGE,3.0,1,
166,0,STAND,HEAD,5,2,LARGE,3.5,1,
167,0,STAND,HEAD,5,2,LARGE,4.0,1,
168,0,STAND,HEAD,5,3,LARGE,0.5,1,
169,0,STAND,HEAD,5,3,LARGE,1.0,2,
170,0,STAND,HEAD,5,3,LARGE,1.5,2,
171,0,STAND,HEAD,5,3,LARGE,2.0,2,
172,0,STAND,HEAD,5,3,LARGE,2.5,2,
173,0,STAND,HEAD,5,3,LARGE,3.0,1,
174,0,STAND,HEAD,5,3,LARGE,3.5,1,
