posture,cursor_type,subject_num,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error_frame_count
WALK,EYE,11.5,6.5,4.0,0.035,2.3257243195785775,2.8744091958023907,2.8744091958023907,1.6774926057119046,2.217433754132423,1.3715449261648038,68.22330097087378
WALK,HAND,11.5,6.5,4.0,0.035,3.134948096885813,1.4651020872005993,1.4651020872005993,0.5425686649584975,0.8952787654437635,1.9636073383530726,118.17032967032966
WALK,HEAD,11.5,6.5,4.0,0.035,2.632758620689655,1.824042420689654,1.824042420689654,0.8552489527873552,1.2419015077586193,1.6871466750000021,0.0
