posture,cursor_type,subject_num,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error_frame_count
WALK,EYE,11.5,6.5,4.0,0.01,1.4180327868852458,3.0960591460326405,3.0960591460326405,2.6267447797540746,2.9079318961210654,1.5734494283144165,68.22330097087378
WALK,HAND,11.5,6.5,4.0,0.01,1.9732034104750305,1.8541648600193859,1.8541648600193859,1.177954423572499,1.4764863041475378,2.3176441141170643,118.17032967032966
WALK,HEAD,11.5,6.5,4.0,0.01,1.7338935574229692,2.179545207282914,2.179545207282914,1.5542447149548706,1.8623415536881407,1.954279622782446,0.0
