posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,23.0,5.0,4.0,0.8535235406700421,0.38996797967049834,6.001084076870825,9.184468301037526,0.6350092444444474,2.022222222222222,1.2252839333333214,0.73945673703703,-0.04433548531956171,-0.1268827263866607,0.4293854277684694,0.4935908251785551,0.5058741930611549,0.5875507984541545,0.30613787256846875,0.3671705528053253,0.9878932888888863,34.09805158149478,0.017272875329613885,2.0290485999999976,0.9777777777777777,
STAND,EYE,SMALL,23.0,4.0,4.0,0.8587172102082297,0.40354938579641525,3.2276363619709647,4.767798180046756,0.3940186888888749,1.8,1.1883675111111265,0.7921921337037129,-0.15090883424903462,-0.045711554700907805,0.3853936397385717,0.5227637195606243,0.4703562810253599,0.625256914700313,0.29626608314660935,0.38963176032299096,0.9876905333333449,17.431629063163616,0.006511161093976727,1.7040650444444383,0.9777777777777777,
STAND,HAND,LARGE,23.0,5.0,4.0,0.9106539254911078,0.36059527814417236,9.86027534990536,12.879378167110481,0.9334974444444469,1.1111111111111112,1.004242488888897,0.9412519000000088,0.128410453149822,0.15276148024979208,0.4055416452801424,0.375768348164713,0.6337345421922423,0.5374680989739652,0.29049238949068495,0.30736988266698456,0.9876367111111222,33.119920399521334,0.018304098847182072,1.9841351333333452,1.0,
STAND,HAND,SMALL,23.0,4.0,4.0,0.9356173787079649,0.3641823131578546,5.109370339447732,6.355074621741943,0.6922535111111049,1.2444444444444445,1.0421642888888982,0.8952016444444489,0.09284113520110512,0.07481618684627236,0.3520318913696748,0.33735513513244025,0.5864099645806777,0.5969177386923705,0.28009898063388766,0.26711398729905195,0.990276400000006,16.246337364759462,0.00949972979655047,1.8148028666666656,1.0,
STAND,HEAD,LARGE,23.0,5.0,4.0,0.5928255019263641,0.28786427292642913,6.694892008675408,10.235048514206268,0.6816943333333408,1.1111111111111112,1.0026829333333378,0.9473135814814863,-0.07783279391682632,-0.06696241533528481,0.3266590932092263,0.3701691644225702,0.36635148521861705,0.40011408289762457,0.22094479150051474,0.2519067857359868,0.9891878222222279,27.27151270926149,0.028508407136114345,1.7019926000000118,1.0,
STAND,HEAD,SMALL,23.0,4.0,4.0,0.5825968059146538,0.34767710983616973,3.6346228532173046,5.214997235520158,0.4964163333333368,1.3333333333333333,1.0258899111111128,0.8494805518518513,-0.05594594466136886,-0.007640596857505922,0.37449615524369895,0.31121923517991873,0.3691075336277464,0.37760847194475666,0.2816726174488023,0.24448186451888382,0.988373800000002,13.470579479780985,0.017408291452744758,1.5754041111111141,1.0,
WALK,EYE,LARGE,23.0,5.0,4.0,1.7109709002451892,0.9116647216132129,4.3423015755028835,7.204362900958777,0.86377743181818,18.136363636363637,1.5135683863636322,0.08769324434177549,-0.09160591667161727,-0.412592397797016,1.3752518612160312,0.9633456110275148,1.2382946028885728,0.9319417471483668,0.9196013580507401,0.6640458253272117,0.3717947045454592,61.109607120910525,1.0481877185640756,5.0242683181818215,0.0,20.0
WALK,EYE,SMALL,23.0,4.0,4.0,1.7040001840211245,1.0271306411467076,2.7342140776066612,3.255321118984592,0.7320003288888904,19.488888888888887,1.723703033333326,0.09193946887332125,-0.09072840517655312,-0.5318709012270563,1.4114277328923475,1.0364879672900558,1.216781964892875,0.9421449996392557,0.9496384116552793,0.7568380302103646,0.38848023333332926,37.44555908556453,1.0516504991544249,5.064118697777774,0.0,
WALK,HAND,LARGE,23.0,5.0,4.0,2.971975059129936,1.7632185240921516,6.950131000321053,9.213442838067195,1.2142935777777832,11.777777777777779,0.8616291777777696,0.07512975187444101,-0.20602194480970226,-0.12422192496507013,2.9507829311241136,1.2382857704697239,2.623020325853848,0.9931969607514394,1.8187646537645192,0.8023784083815689,0.2943609777777801,52.499919496407934,1.0117907923202571,5.025703088888888,0.0,
WALK,HAND,SMALL,23.0,4.0,4.0,2.723124099837317,1.5830232932323243,4.537233416527963,4.6169771000822175,1.0546105568181812,12.613636363636363,1.0808155386363543,0.0920667249743766,-0.17592913604045501,0.07470842011200532,2.6831975074465366,1.1854343872821473,2.329008303383789,1.012717619057364,1.6735145955993103,0.7503786464895451,0.3496962749999959,36.71778086930225,1.0043831132373167,5.035677674999993,0.0,6.0
WALK,HEAD,LARGE,23.0,5.0,4.0,2.1979824235605534,1.2571309676776787,4.821261529258941,7.241141554887134,0.9836551088888933,12.28888888888889,1.1239117333333317,0.09179927793585063,-0.43463411131860796,0.5573336025674023,1.9273408019987297,1.111461766175822,1.73059435580645,1.0199311663189174,1.2994154059002152,0.7567840779614236,0.32550244444444537,39.79305956589785,1.035877597544804,5.024756311111119,0.0,
WALK,HEAD,SMALL,23.0,4.0,4.0,2.1700971150395745,1.2245763472616742,3.450224839717367,3.4840985628753454,0.9099781933333281,11.511111111111111,1.2029172133333454,0.11823031435245067,-0.31189342828487726,0.6708670497297085,1.9190845607363844,0.9687640107412395,1.7062294280917576,0.9926599696738839,1.2813555926288327,0.688386456966107,0.40726557777778,27.42726272838161,1.0203804521724456,4.9650145755555535,0.044444444444444446,
