,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,22,STAND,HEAD,4,0,SMALL,0.5,0,
1,22,STAND,HEAD,4,0,SMALL,1.0,2,
2,22,STAND,HEAD,4,0,SMALL,1.5,1,
3,22,STAND,HEAD,4,0,SMALL,2.0,1,
4,22,STAND,HEAD,4,0,SMALL,2.5,1,
5,22,STAND,HEAD,4,0,SMALL,3.0,1,
6,22,STAND,HEAD,4,0,SMALL,3.5,1,
7,22,STAND,HEAD,4,0,SMALL,4.0,1,
8,22,STAND,HEAD,4,1,SMALL,0.5,2,
9,22,STAND,HEAD,4,1,SMALL,1.0,1,
10,22,STAND,HEAD,4,1,SMALL,1.5,1,
11,22,STAND,HEAD,4,1,SMALL,2.0,1,
12,22,STAND,HEAD,4,1,SMALL,2.5,1,
13,22,STAND,HEAD,4,1,SMALL,3.0,1,
14,22,STAND,HEAD,4,1,SMALL,3.5,1,
15,22,STAND,HEAD,4,1,SMALL,4.0,1,
16,22,STAND,HEAD,4,2,SMALL,0.5,0,
17,22,STAND,HEAD,4,2,SMALL,1.0,1,
18,22,STAND,HEAD,4,2,SMALL,1.5,1,
19,22,STAND,HEAD,4,2,SMALL,2.0,1,
20,22,STAND,HEAD,4,2,SMALL,2.5,1,
21,22,STAND,HEAD,4,2,SMALL,3.0,1,
22,22,STAND,HEAD,4,2,SMALL,3.5,1,
23,22,STAND,HEAD,4,2,SMALL,4.0,1,
24,22,STAND,HEAD,4,3,SMALL,0.5,0,
25,22,STAND,HEAD,4,3,SMALL,1.0,1,
26,22,STAND,HEAD,4,3,SMALL,1.5,1,
27,22,STAND,HEAD,4,3,SMALL,2.0,1,
28,22,STAND,HEAD,4,3,SMALL,2.5,1,
29,22,STAND,HEAD,4,3,SMALL,3.0,1,
30,22,STAND,HEAD,4,3,SMALL,3.5,1,
31,22,STAND,HEAD,4,3,SMALL,4.0,1,
32,22,STAND,HEAD,4,4,SMALL,0.5,2,
33,22,STAND,HEAD,4,4,SMALL,1.0,1,
34,22,STAND,HEAD,4,4,SMALL,1.5,1,
35,22,STAND,HEAD,4,4,SMALL,2.0,1,
36,22,STAND,HEAD,4,4,SMALL,2.5,1,
37,22,STAND,HEAD,4,4,SMALL,3.0,1,
38,22,STAND,HEAD,4,4,SMALL,3.5,1,
39,22,STAND,HEAD,4,4,SMALL,4.0,1,
40,22,STAND,HEAD,4,5,SMALL,0.5,1,
41,22,STAND,HEAD,4,5,SMALL,1.0,1,
42,22,STAND,HEAD,4,5,SMALL,1.5,1,
43,22,STAND,HEAD,4,5,SMALL,2.0,1,
44,22,STAND,HEAD,4,5,SMALL,2.5,1,
45,22,STAND,HEAD,4,5,SMALL,3.0,1,
46,22,STAND,HEAD,4,5,SMALL,3.5,1,
47,22,STAND,HEAD,4,5,SMALL,4.0,1,
48,22,STAND,HEAD,4,6,SMALL,0.5,2,
49,22,STAND,HEAD,4,6,SMALL,1.0,2,
50,22,STAND,HEAD,4,6,SMALL,1.5,3,
51,22,STAND,HEAD,4,6,SMALL,2.0,2,
52,22,STAND,HEAD,4,6,SMALL,2.5,2,
53,22,STAND,HEAD,4,6,SMALL,3.0,2,
54,22,STAND,HEAD,4,6,SMALL,3.5,2,
55,22,STAND,HEAD,4,6,SMALL,4.0,2,
56,22,STAND,HEAD,4,7,SMALL,0.5,0,
57,22,STAND,HEAD,4,7,SMALL,1.0,1,
58,22,STAND,HEAD,4,7,SMALL,1.5,1,
59,22,STAND,HEAD,4,7,SMALL,2.0,1,
60,22,STAND,HEAD,4,7,SMALL,2.5,1,
61,22,STAND,HEAD,4,7,SMALL,3.0,1,
62,22,STAND,HEAD,4,7,SMALL,3.5,1,
63,22,STAND,HEAD,4,7,SMALL,4.0,1,
64,22,STAND,HEAD,4,8,SMALL,0.5,1,
65,22,STAND,HEAD,4,8,SMALL,1.0,2,
66,22,STAND,HEAD,4,8,SMALL,1.5,2,
67,22,STAND,HEAD,4,8,SMALL,2.0,2,
68,22,STAND,HEAD,4,8,SMALL,2.5,1,
69,22,STAND,HEAD,4,8,SMALL,3.0,1,
70,22,STAND,HEAD,4,8,SMALL,3.5,1,
71,22,STAND,HEAD,4,8,SMALL,4.0,1,
72,22,WALK,HEAD,4,0,SMALL,0.5,2,
73,22,WALK,HEAD,4,0,SMALL,1.0,5,
74,22,WALK,HEAD,4,0,SMALL,1.5,7,
75,22,WALK,HEAD,4,0,SMALL,2.0,11,
76,22,WALK,HEAD,4,0,SMALL,2.5,7,
77,22,WALK,HEAD,4,0,SMALL,3.0,6,
78,22,WALK,HEAD,4,0,SMALL,3.5,6,
79,22,WALK,HEAD,4,0,SMALL,4.0,8,
80,22,WALK,HEAD,4,1,SMALL,0.5,2,
81,22,WALK,HEAD,4,1,SMALL,1.0,5,
82,22,WALK,HEAD,4,1,SMALL,1.5,8,
83,22,WALK,HEAD,4,1,SMALL,2.0,8,
84,22,WALK,HEAD,4,1,SMALL,2.5,6,
85,22,WALK,HEAD,4,1,SMALL,3.0,6,
86,22,WALK,HEAD,4,1,SMALL,3.5,6,
87,22,WALK,HEAD,4,1,SMALL,4.0,7,
88,22,WALK,HEAD,4,2,SMALL,0.5,4,
89,22,WALK,HEAD,4,2,SMALL,1.0,6,
90,22,WALK,HEAD,4,2,SMALL,1.5,5,
91,22,WALK,HEAD,4,2,SMALL,2.0,7,
92,22,WALK,HEAD,4,2,SMALL,2.5,12,
93,22,WALK,HEAD,4,2,SMALL,3.0,7,
