,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,error
0,0,STAND,EYE,4,0,SMALL,0.6684013152333333,0.3439476963112579,3.9720660785555557,4.801789170701623,0.7995909999999924,1.0,0.9826370000000111,0.9826370000000111,0.1117733166422365,0.5186472567412165,0.3805360881266348,0.37915333595580525,0.3443940731094333,0.5370791548719135,0.1920811512318491,0.3520914600328108,
1,0,STAND,EYE,4,1,SMALL,0.2968414307300001,0.20724858139070476,3.0325538195285713,4.703335627265904,0.6336819999999932,1.0,0.9837339999999983,0.9837339999999983,-0.045785414897024555,0.18998865310227053,0.24068181345847803,0.19040287018483767,0.18489174919198517,0.20439010876048982,0.15904466392890693,0.17457766133585184,
2,0,STAND,EYE,4,2,SMALL,1.186238389389313,0.3410664184851245,2.5904711997515526,3.844356490624727,0.499297999999996,3.0,1.7187370000000044,0.5729123333333348,-0.014044375676303464,1.0354480859385122,0.45148391772893315,0.4997584676340024,0.34656202937406266,1.0480697368618972,0.2881099843016921,0.47250270196157235,
3,0,STAND,EYE,4,3,SMALL,0.6508424194833334,0.322243709291168,3.160490726971698,4.498124365160927,0.7654649999999918,1.0,0.9835659999999962,0.9835659999999962,-0.124618594264327,-0.46722895828060973,0.18443663441852015,0.5129912796187743,0.14710806359662326,0.6109269139321264,0.1667402402042226,0.3249697624079853,
4,0,STAND,EYE,4,4,SMALL,1.319975044325,1.133492167468215,3.260157616273685,4.625917118803793,0.2515109999999936,4.0,1.0320430000000016,0.2580107500000004,0.22051549885876373,-0.16840940071734603,0.47066332495014407,1.6575148100391117,0.46777217776859337,1.1789785583843917,0.22177920558038372,1.1698251254360026,
5,0,STAND,EYE,4,5,SMALL,1.23004119514,0.5254332701355515,2.1875036703965516,3.046788934497978,0.6644059999999996,9.0,3.2603960000000143,0.3622662222222238,0.21430210650564213,0.9788974456917127,0.38748386074286845,0.7993080044020049,0.34119270092653875,1.120296324523733,0.2817331990302282,0.5838472210329659,
6,0,STAND,EYE,4,6,SMALL,1.4837655613152172,0.9675592934956297,3.4249147535871565,4.623977149326706,0.28224199999999655,3.0,0.9840930000000014,0.32803100000000046,0.3804735093271603,-0.21892704524000303,1.5778829423217333,0.7002281023670638,1.3345111886556298,0.5755724440900444,0.9140977944772577,0.4514986394366458,
7,0,STAND,EYE,4,7,SMALL,1.2011171056646341,0.48182143693982077,2.7022310494558823,3.830844262090872,0.666948000000005,4.0,1.9520650000000046,0.48801625000000115,0.13906362066540678,1.007548051297089,0.5067145379544427,0.6212533502580596,0.3942310388841517,1.0547739693529996,0.34618688373628337,0.536621988746227,
8,0,STAND,EYE,4,8,SMALL,1.2103937646569105,1.150116247491355,2.6116000982215826,4.049193705478771,0.26536500000000274,3.0,1.2537909999999926,0.41793033333333085,0.4272396595946682,0.4703532331484641,0.9373282949915002,1.233675091262358,0.6136636119514727,0.916758128532623,0.8264045393392573,0.9474520619178962,
9,0,STAND,EYE,5,0,LARGE,0.6067318431666668,0.27460785388530967,7.051569922242991,9.321054986470099,0.7815089999999998,1.0,0.9854279999999846,0.9854279999999846,0.19670975117475048,-0.1892566982924268,0.2993520910100925,0.5396780012143658,0.3072143132244266,0.4828937532622612,0.1816092987694028,0.3008967278556355,
