cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,11.0,,2.0,3.5,0.7586479999999881,0.27497346033202347,0.6239840000000072,2.3797074101732307,1.9810832499999833,4.0412797500000295,1.378105805604887,0.10566717127831982,0.4092046084824858,2.3761481622813827,0.8474362603173736,0.225,4.611205000000018,8.925,2.048931300021349,0.8620132335173798,8.75,0.783045539317089,3.177043583471379,3.6005572880925785,1.1262460494427267,0.5285790809347524
HEAD,MENU,11.0,,2.0,3.5,0.8027784000000111,0.32149678540216936,0.5381365249999988,3.0295072109559724,2.645396075000005,4.035982449999992,1.795636693143377,0.34592461272992425,0.15220545872648347,3.022245150483868,0.929225284168164,0.3,4.631097025,9.55,2.79387145135544,0.7847250263489683,9.25,0.7904621041267126,3.2421676889110436,3.655960687537358,1.1249818480180869,0.49304511706661475
HEAD,PIE,11.0,,2.0,3.5,0.8021317500000095,0.33915214375416075,0.6254052500000113,2.347234218474714,2.166639374999994,4.016926775000011,1.2678624463223946,0.023125849929971482,0.39062557006819715,2.305455785791365,0.7967237613464717,0.35,4.654726900000017,8.175,2.046586883517832,0.805987103954093,7.85,0.7700993187352528,3.1450158516959097,3.582141536653251,1.132976334356323,0.4002809901710882
NEWSPEED,GRID,11.0,,2.0,3.5,0.738942200000001,0.29680622034178017,0.7808277500000045,2.559199248600843,1.8108141999999972,3.981305899999998,1.6265391046855047,0.06507131536447365,0.13327346593128814,2.7028787706572617,0.7821218000366107,0.3,4.575131675000004,7.6,2.3351240472711825,0.6875203814974877,6.9,0.7931919129988645,3.200741032443717,3.619016803689064,1.1269362080438947,0.4357784629411965
NEWSPEED,MENU,11.0,,2.0,3.5,0.9080211250000012,0.4398473506987459,0.5515655500000044,3.2533573088759233,2.0184598250000008,2.7958675250000042,1.9067506547348436,0.2770723602523679,0.21604309815971642,2.8864722986458053,0.8130519429688805,0.7,3.6203087500000075,5.675,3.056738140119192,0.7243505761741952,4.75,0.809604735966847,2.6023192148012724,2.93122806105806,1.101743306435411,0.43392534081776735
NEWSPEED,PIE,11.0,,2.0,3.5,0.8086176250000001,0.39236120039217826,0.8166738749999993,2.3258559419031775,2.0176202999999946,3.738117525000001,1.3546738548239454,0.02548859988344635,0.5895212852309799,2.304524514668358,0.8757491438762836,0.375,4.451532824999996,6.7,1.9148703906710363,0.9402317201363115,5.925,0.7835556879995962,3.064957502352443,3.471512991611442,1.1217042085433246,0.43996636051800503
NEWSPEEDSTICKY,GRID,11.0,,2.0,3.5,0.9074053000000035,0.7277873895833367,1.4321331749999993,2.509881863331636,1.5088848750000061,2.8137437999999984,1.4750589187987306,-0.2559941699376486,-0.09966285399999868,2.5733103191957687,0.6406340122433336,0.825,3.7871095250000004,2.375,2.3059203034903284,0.6549018293748439,1.525,0.8101876956184946,2.688987464845951,3.0086135601247292,1.0985069234463918,0.5146523789579924
NEWSPEEDSTICKY,MENU,11.0,,2.0,3.5,0.9719991600000025,0.7730352232500026,0.9515528074999974,2.609150783353048,1.3918358800000044,1.67917487,1.471636359887224,-0.017680298536775843,0.17977769937371396,2.4194262244714047,0.6658216037545832,1.0,2.651170205000002,2.0,2.396345940255311,0.6900964647977316,1.0,0.7662318861488074,1.9181824928367905,2.020018915097301,1.0456924706210622,0.5131373748110618
NEWSPEEDSTICKY,PIE,11.0,,2.0,3.5,0.9709820925000019,0.828927732500002,0.9010161424999982,2.4765973728982367,1.3133693400000022,1.5490143224999997,1.2594901744869034,0.1434769985562089,0.6006110264432669,2.1660885626746182,0.7418832160147146,1.0,2.5199636650000015,1.75,2.085891508415138,0.9638233047795426,0.75,0.8194083464171257,1.95065655695976,2.0523658976273143,1.0438482418508461,0.5086043274489318
NEWSTICKY,GRID,11.0,,2.0,3.5,0.9681877750000097,0.8155932833333382,0.8830076500000047,2.395831562954213,1.3033048500000064,1.6507373750000027,1.2420545586194582,0.17819552963004567,0.2749585833579423,2.1617354729320173,0.7788286416248809,0.975,2.6040029500000146,1.775,2.072840320031648,0.8473623650184366,0.775,0.7605273702397921,1.8742426244781392,1.9623192631886954,1.0399721906844897,0.4798236892767397
NEWSTICKY,MENU,11.0,,2.0,3.5,0.9693295250000006,0.7872442354166693,0.9093970749999954,2.7018123341376414,1.4152900750000128,1.8357965499999978,1.483064624697917,0.559639292685562,0.26728077825746693,2.29461128791531,0.8301027288953821,0.975,2.8042845749999996,2.0,2.4430059991071724,0.7727879480262645,1.0,0.8130991995368163,2.144414806674283,2.276227551934136,1.0537068960774751,0.45389611582727046
NEWSTICKY,PIE,11.0,,2.0,3.5,0.9722946500000035,0.8893666187500031,0.8716349999999977,2.3515176605727572,1.1590152250000045,1.2707743000000022,1.1636233590732905,-0.28303416778920754,0.5544677575663673,2.0196695005522436,0.8224454291651696,1.0,2.2426720500000044,1.425,1.9472340319949641,0.975832929145966,0.45,0.7872807636788793,1.6729767828479787,1.7588654185779589,1.0386933586466829,0.5234499100941987
