posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,21.0,5.0,4.0,1.1677747140712158,0.9175171834576036,5.778644831525903,8.689571609231102,0.8449642222222237,2.533333333333333,1.386999888888886,0.6824510497354452,-0.006988093751275754,0.09402898664869105,0.811542068394136,0.8699301875794002,0.6859608880944215,0.7842756985013615,0.6708184475006532,0.676418822094724,0.9875018444444372,38.52511303921911,0.022468008714767732,2.6237846444444486,0.9777777777777777,
STAND,EYE,SMALL,21.0,4.0,4.0,0.974710831147788,0.522781340454714,3.3130474120880566,4.4121671956434,0.5569293333333261,2.066666666666667,1.222865533333326,0.7132337525925893,-0.16597238959185168,0.04393034708460841,0.44777855323266547,0.6086246958502658,0.5219300254195635,0.6997277352097346,0.3363673741577482,0.46085331207673746,0.9892739555555459,16.722837138394492,0.014681131721809538,2.0764023111111074,1.0,
STAND,HAND,LARGE,21.0,5.0,4.0,0.9506453805616217,0.35521501707493813,10.424839342777243,11.332914389221276,1.8022199230769222,1.3076923076923077,1.0735680512820478,0.8775566538461543,-0.13344233183331541,0.005909556727203786,0.46875694614204816,0.38799839202152064,0.6130006778786884,0.5960811612413328,0.32007171003775897,0.2983731242840656,0.9856577948717947,30.838938808446684,0.02113268838731233,3.013305256410257,1.0,56.666666666666664
STAND,HAND,SMALL,21.0,4.0,4.0,0.9542526290576536,0.3624729302616545,5.572227554143719,6.030788793528246,1.0934837906976855,1.255813953488372,1.0499199069767318,0.8961460038759586,-0.24875448059907138,-0.14422059944355772,0.3878238959344365,0.4537664156162684,0.5830882449019382,0.6257771749464047,0.270315083089409,0.3540357707997881,0.9865875116278968,15.195355769414812,0.01159784755109503,2.2678413023255803,1.0,49.5
STAND,HEAD,LARGE,21.0,5.0,4.0,1.2605038401112951,0.7849476681789244,6.947519394522924,8.7892412089395,1.6808040000000026,2.0681818181818183,1.2855304545454451,0.698220597727267,-0.22707353623870852,0.22600800565539939,0.8497388258453177,0.774391552253612,0.8249147642939589,0.7584564058129726,0.6508562968129725,0.5429039917058138,0.9546837045454492,32.665044637617335,0.02593749012129919,3.6436292954545384,0.9318181818181818,
STAND,HEAD,SMALL,21.0,4.0,4.0,1.0605757091201171,0.5390278023100659,4.033935781356461,4.55798818505962,1.123861577777782,1.7333333333333334,1.1979583333333392,0.7812466740740768,-0.09136961043431298,0.23548679707118467,0.5540642635018475,0.5902596562135201,0.6488460148005937,0.7085582004094262,0.4083670044036835,0.457087650589428,0.9873727333333313,15.597142334250735,0.019533773771471547,2.7419052666666754,0.9777777777777777,
WALK,EYE,LARGE,21.0,5.0,4.0,3.9142892182284097,2.535368896953782,7.896436563731074,7.801191527794711,1.9420759526315823,7.421052631578948,0.3957096999999849,0.05250495072518795,-0.2245120838079675,-0.4186326202155879,3.5022087020394133,1.7491076152713856,3.241300347340786,1.5994166767610012,2.5662302505366186,1.2528828819964757,0.14723792368421323,101.67928631538425,0.9031017762700582,5.001559400000002,0.0,95.85714285714286
WALK,EYE,SMALL,21.0,4.0,4.0,4.2888796038493915,2.6543470383450334,5.914461050936051,4.214817667399418,1.378626249999999,6.875,0.42212077812500937,0.057216925876295385,-0.24938242774807926,-0.4395455504641962,3.532504409473043,1.7784463557380132,3.4058322570274666,1.9969712038029352,2.620715229567223,1.4195677843274246,0.15059168437500858,62.41556126882511,0.8991263576456321,4.978136374999997,0.0,44.27272727272727
WALK,HAND,LARGE,21.0,5.0,4.0,6.377986387809125,3.424063966590548,13.475940426473928,9.677064698029147,2.416030818181825,3.1818181818181817,0.1935406363636451,0.061654215151519184,0.7130264989346216,-1.0002137693213908,5.715028542549476,1.6347567628746853,5.889046935760283,1.8098337373826452,3.5530175943991584,1.1455191505330118,0.1145516363636561,86.4882831505304,0.8508792813839539,4.982629363636374,0.0,114.0
WALK,HAND,SMALL,21.0,4.0,4.0,7.848867569995395,4.516705695485964,9.794438911878665,6.464630176107559,2.0500373333333295,3.888888888888889,0.21780600000001804,0.06657899629629906,3.0823425290432733,-1.9451074699734474,6.928956613334819,1.7863352874617422,7.213975092529127,2.279003389785436,4.604455256784892,1.503023234471038,0.13044988888890113,74.1670210514662,0.909687484786452,4.996032222222226,0.0,102.03703703703704
WALK,HEAD,LARGE,21.0,5.0,4.0,7.886670736236853,4.79179333928516,11.294967873344513,7.91671013990258,2.189408578947364,2.9210526315789473,0.18297536842105294,0.06046338427318399,0.00552008744000142,1.2731268881010553,6.046150719048906,2.7651192108114793,6.5819859899472535,3.0787230712918485,4.738085553474938,2.1826472691916714,0.11386205263157628,80.52622183633514,0.9107017840362733,4.990827552631572,0.0,
WALK,HEAD,SMALL,21.0,4.0,4.0,7.607989071303964,3.843111971460117,8.658745520778488,4.995247880812366,1.7974918700000004,3.2333333333333334,0.16144188666666015,0.04812811764069096,0.1881287782105403,1.0887457598249881,5.259050133975924,2.4852100359693194,6.487378163851135,2.681334640502494,4.003758610579865,1.871995863636974,0.08300248666666192,55.76498023389335,0.9024116908576558,4.994125759999999,0.0,
