posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,0.5,11.5,7.0,4.0,0.8606050220820199,1.252365930599369,1.1951616366982125,0.9837918429022089,1.1298778186119893,1.9476462627043156,1.6111960634282212,0.825536458816796,1.0042499709694153
STAND,EYE,SMALL,0.5,11.5,6.0,4.0,0.5446808595943812,1.2449297971918876,1.1943799157566257,0.9862748979459143,0.7170651606864248,1.5217242877890087,1.5903238609138886,0.8057517343264905,1.0118236341085227
STAND,HAND,LARGE,0.5,11.5,7.0,4.0,1.3135339117174953,1.0561797752808988,1.0604802525414674,1.0116739071696108,1.4508394590690201,1.797558657448266,0.955986724987335,0.8080770488675588,1.019439115034779
STAND,HAND,SMALL,0.5,11.5,6.0,4.0,0.9295115892575037,1.0252764612954186,1.0403284697209076,1.0176125995260683,1.0584204739336491,1.827686256250839,0.9029793243275395,0.7940946979881676,1.0196359689800227
STAND,HEAD,LARGE,0.5,11.5,7.0,4.0,1.1088216597110747,1.1268057784911718,1.1067327030497587,0.999718958266452,1.316502447833065,1.755061946956032,1.2933365688443943,0.7290278668700187,1.0062033506561676
STAND,HEAD,SMALL,0.5,11.5,6.0,4.0,0.8391253732283491,1.1212598425196851,1.1061446257217857,1.0024557577427828,0.9818947952755923,1.6557266661183003,1.1814290701381036,0.7411322071126434,1.0096236583722142
WALK,EYE,LARGE,0.5,11.5,7.0,4.0,1.1595073595505674,1.1573033707865168,0.6347634194756598,0.5500133651685439,3.0443483370786497,4.74018048916527,5.0977307861914145,2.2259937878311886,0.2976531542553232
WALK,EYE,SMALL,0.5,11.5,6.0,4.0,0.8931184054054085,1.3333333333333333,0.7961113273273291,0.5983022154654647,2.498195855855858,4.801762635253046,4.73961643737158,2.113051365639749,0.3317985880665527
WALK,HAND,LARGE,0.5,11.5,7.0,4.0,1.9233472000000071,1.1466666666666667,0.7174857688888842,0.6291243266666613,3.132300613333338,7.175058277247932,4.753561048724212,2.9892537271695536,0.2789530489089531
WALK,HAND,SMALL,0.5,11.5,6.0,4.0,1.448112464634144,1.1585365853658536,0.7026893593495912,0.6132712241869889,3.229487598780487,7.173321959346669,5.238521085026013,2.974292016280129,0.29284694041096065
WALK,HEAD,LARGE,0.5,11.5,7.0,4.0,1.453586114754098,1.0491803278688525,0.6085543005464524,0.5836315874316983,3.0745922622950816,5.33634510654434,4.123930257990787,2.6264871729180963,0.2497752260668974
WALK,HEAD,SMALL,0.5,11.5,6.0,4.0,1.2057568953488387,1.2093023255813953,0.7101451240310092,0.5809362868217084,2.8842288139534955,5.115825069367456,5.404847996013746,2.440118248938211,0.2743838021914637
