cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,10.0,,2.0,3.5,0.8322176578947389,0.3886979216120891,0.5393620789473644,2.5606949090727453,1.7514241842105431,2.9317268684210553,1.7111681887019135,0.14011511389824557,-0.156653211740391,2.4615601795809217,0.9362122382591738,0.47368421052631576,3.8766945789473684,6.184210526315789,2.220124363648936,0.8283487519627911,5.7368421052631575,0.7460194964098242,2.5384287366510483,2.875290474744311,1.109877676108712,0.5184055972178999
HEAD,MENU,10.0,,2.0,3.5,0.5214468249999982,0.16228269628531505,0.7381432249999988,3.8582820199738834,1.8656292749999892,4.424983025,2.411040901252645,-0.4152120623166904,0.005906063336865386,3.403205722127143,1.3652557621958779,0.075,4.9182805,12.575,3.434662193303641,1.1867082907667714,12.525,0.7597048718279875,3.3037782847275494,3.7365026769577527,1.1365296478105922,0.4678178907190177
HEAD,PIE,10.0,,2.0,3.5,0.7358431578947339,0.30752583487199864,1.2211200000000118,2.641536070541436,1.6401434210526329,3.6627155263158064,1.6136723619078197,-0.14472922247834002,-0.10056544413385789,2.3743265352832177,0.9360264506478769,0.3684210526315789,4.470432368421071,6.684210526315789,2.294396239442752,0.8875126199344155,6.315789473684211,0.7089625854563586,2.8800612214907844,3.167937574667694,1.0961122044996696,0.49136388873899817
NEWSPEED,GRID,10.0,,2.0,3.5,0.7293019425000008,0.3395332497414775,0.6288717397499994,2.6828783774777367,1.5669864680000012,3.4508568397499992,1.7175278110609575,-0.026707079541980684,-0.2094933906042375,2.582513581294995,0.9990257922954621,0.375,4.187334909750001,6.575,2.2989062882141016,0.9655240054902438,5.95,0.749117835778804,2.7887650037081397,3.119819328438432,1.1061355091935694,0.5183012495534256
NEWSPEED,MENU,10.0,,2.0,3.5,0.8272102624999988,0.40871292645625834,0.6298657180000002,3.5557276486572738,2.412483912499993,3.7403750580000015,2.1717786720853702,-0.043413775964648196,-0.12555245202812643,3.530416846885198,0.9444106330390923,0.375,4.4817533855,7.15,3.328949868507545,0.7965980388280488,6.375,0.7352744227966028,2.9252507706149777,3.2915037088814936,1.1204259223313628,0.4310286431847413
NEWSPEED,PIE,10.0,,2.0,3.5,0.6152761739130349,0.36908975338163436,1.8438607391304431,3.4567112500193007,1.0198036086956257,3.580408826086966,2.300904765301643,-0.6063859694100175,0.0375104959219116,3.07555938266903,1.2603470320799048,0.30434782608695654,4.501770260869568,3.652173913043478,2.8746351223891127,1.2448328291099409,3.260869565217391,0.7439222338130191,3.0582629543978017,3.3242167300579153,1.0954031542871114,0.5447501150089316
NEWSPEEDSTICKY,GRID,10.0,,2.0,3.5,0.9667578499999976,0.826946245833331,0.7604630499999985,2.255038980118206,1.2802638499999972,1.437782774999998,1.170779966642563,-0.2279807349996425,-0.1539788020469769,2.0153675645159628,0.8604319214566699,0.975,2.487019849999996,1.7,1.9096480967354268,0.8471855080887913,0.75,0.7430531241814462,1.7073799287480522,1.8308121471509922,1.0528015526913463,0.5156189874346944
NEWSPEEDSTICKY,MENU,10.0,,2.0,3.5,0.9170656999999963,0.6249740002380941,0.9671531000000015,3.27820254543564,1.5022428249999962,2.3348747250000015,1.7320283476752045,-0.2694187475891526,-0.15200327853852008,2.7543292012155254,1.1937358976951582,0.85,3.4205188500000006,2.8,2.8547404662629283,1.115944611515284,1.9,0.7455695719929994,2.330424865960528,2.5469957902509814,1.080379718166677,0.3810618164163005
NEWSPEEDSTICKY,PIE,10.0,,2.0,3.5,0.8373086249999844,0.6558390677083304,1.504082125,4.32401416548252,1.1002650312500002,2.25368675,2.3782657586475633,-1.2994127080557734,0.23297284024939013,3.129962727390402,1.1213038610711343,0.71875,3.439430843749985,1.84375,3.9134102505475212,1.2148982851127907,1.0625,0.7786237127612858,2.4403804375870792,2.658618812864039,1.0725547841469982,0.5839863789478836
NEWSTICKY,GRID,10.0,,2.0,3.5,0.970552724999996,0.8284256312499936,0.6281501999999961,2.323216161930243,1.2259188749999907,1.382281274999994,1.2479071140240572,-0.14293311741588777,-0.2375020467160851,1.848234060636249,0.9569820920714616,1.0,2.3590239249999883,1.65,1.885419624701937,0.9784507114678818,0.675,0.7104212677409969,1.5679301053918335,1.6580536511324344,1.0387088573348524,0.4131527429455216
NEWSTICKY,MENU,10.0,,2.0,3.5,0.9396025789473733,0.7550487872807079,0.778276368421063,2.7056137087007412,1.3910582631579018,1.8061285263157891,1.3677699862035488,0.06559740160664929,-0.04022077044384781,2.133813777037378,1.0022951598766994,0.8421052631578947,2.7447112631579014,2.236842105263158,2.3089861300479,0.9598827729054772,1.3421052631578947,0.7682811978226146,1.959543957248064,2.1127167029978167,1.061168133645839,0.5060437998342525
NEWSTICKY,PIE,10.0,,2.0,3.5,0.97152324999999,0.8581993749999904,0.8113687500000026,2.2510051372302127,1.1621582499999932,1.1746717500000101,1.2367465446566825,0.08758647053865036,0.02744765630802189,1.843631209152425,0.8793242229659881,1.0,2.146195,1.475,1.8791845436712609,0.8812043733192247,0.475,0.7218073308657353,1.485785662616536,1.5447611358958624,1.0323263509619358,0.34594175689855
