,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,entering_position,walking_speed,total_time,success_trial,error,error_frame_count
184,11,STAND,EYE,0,4,SMALL,4.9430423230925085,5.842726321263088,5.620512134637526,6.059305952056389,0.2969999999999118,3.0,1.7493860000000723,0.5831286666666907,2.56919226994329,3.919131264349285,3.1346074247488236,5.176729781974468,2.6182134623193685,4.142380784343736,3.093554802284264,4.998896673991851,0.9979860000000826,13.866793817746366,"(0.002132409977266825, 0.3185977645774898)",0.009179378631048004,3.3465380000000096,1.0,,
185,11,STAND,EYE,0,5,SMALL,0.8842679792820565,0.19721571832683316,4.520543913402585,5.331868368786389,0.5484000000000151,1.0,0.986534000000006,0.986534000000006,-0.28260759889942866,-0.6956295930044158,0.22847050174746214,0.4566784520912359,0.28260759889942866,0.7677904376795861,0.22847050174746214,0.31806245458387156,0.986534000000006,14.84254963339289,"(0.44821757575478094, 0.9294194687891348)",0.008455414345905195,1.5349340000000211,1.0,,
186,11,STAND,EYE,0,6,SMALL,0.42214403067389633,0.21668672504547448,3.8171741544571676,5.920525470090318,0.33398399999998674,1.0,0.9827490000000125,0.9827490000000125,-0.12336527943643466,-0.12096202240816444,0.37834886317987915,0.23382587951149697,0.32483895296409754,0.231436479568963,0.22653030187391035,0.12281555560518977,0.9827490000000125,13.698670295359275,"(0.8720149016943592, -0.11124313353177229)",0.010060638674809882,1.3167329999999993,1.0,,
187,11,STAND,EYE,0,7,SMALL,0.42505054266775,0.14249418618389462,3.7432756773354363,5.851603793040582,0.3345470000000432,1.0,0.9984610000000202,0.9984610000000202,0.1605948748440175,-0.06404355150808864,0.316882152329293,0.2705159810978814,0.33322985709968017,0.24043548475243345,0.1172263518343714,0.13629425065035344,0.9984610000000202,15.16569642795962,"(-0.45558445286666505, -0.4324652732104681)",0.011115131599901636,1.3330080000000635,1.0,,
188,11,STAND,EYE,0,8,SMALL,1.031793138435159,0.2210696758940921,3.6935411833569782,4.90371165098747,0.44925100000000384,1.0,0.9841000000000122,0.9841000000000122,-0.48722048896654385,-0.729845069747891,0.5266166480396093,0.2666052353010466,0.6385935465440199,0.729845069747891,0.3225193668189284,0.2666052353010466,0.9841000000000122,14.319134929331385,"(0.32029657591125016, -1.3748037703806943)",0.01282266877417781,1.433351000000016,1.0,,
189,11,WALK,EYE,0,0,SMALL,2.3326013498555813,1.7033196733537177,3.75728000472367,3.9333047923349262,0.9494480000000038,12.0,1.4190210000000008,0.11825175000000006,0.8320582552379835,0.2754472826652931,2.6705180255543404,0.6794836849134347,2.138140995859694,0.586399439400177,1.7989931190274078,0.43886459051894167,0.38517000000000223,34.54793491430901,"(1.478388060854158, 0.10094641209616384)",0.5910458150401863,4.999176000000006,0.0,,
190,11,WALK,EYE,0,1,SMALL,1.931676274911256,1.2853611192144963,3.458582871888499,4.122784717640445,0.9829249999999945,11.0,1.6884850000000142,0.15349863636363767,-0.046247668812334754,-0.12403881901223054,2.1678292654490385,0.8255261563442644,1.7544945548682487,0.5557670294567928,1.2692390434161263,0.6219474571748933,0.5349659999999972,44.74787228503409,"(0.6797262912703843, -1.0365469768231321)",0.5800566492489679,5.117591000000004,0.0,,
191,11,WALK,EYE,0,2,SMALL,2.8749183596636723,2.3087261767945813,4.357355166068901,4.205146394514733,0.7312646000000029,10.0,1.249805500000008,0.12498055000000079,0.5828834965598562,-0.3523939387778972,3.550537617585746,0.7453815270118537,2.6949681161669505,0.6535022263360118,2.3782712288579053,0.501524485672504,0.34751899999999125,22.671319843220243,"(-0.615472996994697, -0.858527642853474)",0.5438217513497562,4.997772600000005,0.0,,
192,11,WALK,EYE,0,3,SMALL,3.7230305361589706,2.5969372292392556,5.643846014024255,5.312088694820543,1.5160841999999946,7.0,0.6436194999999998,0.09194564285714282,1.1015088536097732,-0.13633850697822844,4.362266453980065,0.6357569084718079,3.62822953887928,0.48126986736872673,2.649803816768472,0.43604478631757365,0.21603999999999246,108.84852799029655,"(-0.08124249238721859, 0.5960480397943968)",0.4229956822964787,5.0009242,0.0,,
193,11,WALK,EYE,0,4,SMALL,2.4273778701413584,1.3542280692550774,8.492647451373692,10.058104899080137,1.783760000000001,6.0,1.002279700000031,0.16704661666667184,0.11244958788701817,1.1042094127063138,2.19694849023592,1.3007163663165118,1.7982060082954234,1.2738608586856162,1.260518627305169,1.1341599267665687,0.5483700000000056,179.97197921643598,"(-1.11483295298126, 0.5578142372625052)",0.5777077341676898,4.984380000000002,0.0,,
194,11,WALK,EYE,0,5,SMALL,1.8289128949047877,1.2377502965103242,5.154913745184938,7.43600402238613,1.5833509999999933,10.0,1.7961140000000029,0.17961140000000028,0.00688212820445994,-0.17143592677763858,2.098848437092609,0.6748706941692123,1.6494978991341138,0.5931791101707833,1.2936826009942157,0.36291140027870156,0.8323979999999978,94.87424596381551,"(0.58759100347703, 1.3491680168583855)",0.5614104491933991,5.799537000000001,0.0,,
195,11,WALK,EYE,0,6,SMALL,2.7551802297111214,1.7201592441071958,3.199417838945631,2.3157900202383104,0.520545999999996,10.0,1.1883620000000121,0.11883620000000121,-0.3801943886778449,-0.02998241449116051,3.129253386436793,0.800046518117573,2.5770390696151813,0.6196703567276979,1.808702071530861,0.5055220826514512,0.30093399999999804,17.174792253652846,"(1.0921987611136643, 1.000991750240047)",0.5470487559694787,4.9876859999999965,0.0,,
196,11,WALK,EYE,0,7,SMALL,1.9498245152964198,1.0634085977447314,9.413781905263079,7.857442362481893,3.23348,7.0,0.616968899999975,0.0881384142857107,-0.5731316447666194,-0.3318688614083098,1.964795065275552,0.8158722198948068,1.69405889821634,0.7357815214635964,1.1379194140272246,0.47989889474044617,0.15027999999999508,211.61150795659893,"(1.2314753695625384, 0.31907442616522985)",0.526943059958578,4.984759999999994,0.0,,
