cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,13.0,,2.0,3.5,0.7112781749999982,0.22085947657471242,0.41560507499999416,2.0469728941416703,2.497079675000004,4.231119674999996,1.2249772715941292,-0.1995872218243671,0.31433765783288947,1.8044590163043548,1.2057959885025173,0.175,4.803372974999993,12.95,1.552986655757481,1.0272059649885112,12.775,1.0141519030479074,4.068227460911107,4.869379577686553,1.2062506155041015,0.4856901676873009
HEAD,MENU,13.0,,2.0,3.5,0.5771481999999992,0.17559683148932986,0.41103977500000183,2.542999616234345,2.305678599999996,4.473801200000002,1.5189766127760722,-0.290361810903142,0.04470722067829537,2.378505170182504,1.2661998803820995,0.125,4.8410255,16.0,2.107375385964144,1.0224196388640594,15.875,0.9966953400934135,4.212759533085573,4.836044449805966,1.1598361745076509,0.46992739986490645
HEAD,PIE,13.0,,2.0,3.5,0.6123445249999989,0.19958324350692677,0.5345633499999977,2.3003274287060718,2.3434605749999817,4.452338675,1.3325423751697643,0.30142080645317637,-0.17182883820607803,2.024740151833587,1.4091048763426903,0.2,4.939873350000001,12.9,1.743368690438669,1.153710950637983,12.725,1.0193938125579316,4.303711855349849,5.035239270843152,1.1861067668510707,0.4934989650075095
NEWSPEED,GRID,13.0,,2.0,3.5,0.9059227749999927,0.42031585136828015,0.49680809999999764,1.844020714496334,1.898004699999997,2.6053102500000045,1.2017953923566211,0.055524465070790285,-0.13346550192603743,1.8522838151778083,0.8133410857647041,0.8,3.449431224999995,5.65,1.539520089280175,0.7114805045019381,4.7,0.9505830917159447,2.835231942394907,3.2383716428490272,1.12067517989782,0.4757768851001363
NEWSPEED,MENU,13.0,,2.0,3.5,0.9273440499999979,0.45292325780906734,0.5315147999999994,2.3637258038074664,2.0490177500000124,2.458425025000005,1.4768538403141687,0.7813067751251029,-0.005046693181451953,2.193127777628194,0.7091055017370246,0.825,3.308670750000001,5.725,2.1727762938168134,0.5905553589230269,4.775,0.9752365606899355,2.799792839227178,3.1842600172738837,1.1139017085094378,0.53462501168176
NEWSPEED,PIE,13.0,,2.0,3.5,0.8478851499999877,0.45082535457667394,0.6817739999999972,1.916302626562565,1.6010681499999877,2.425434025000004,1.1166979557823768,-0.15725547023838726,-0.05067730573618444,1.8310970132349138,0.7851155998669321,0.725,3.2543754749999936,5.35,1.6217268501231659,0.7014497322768813,4.55,0.9743320118752059,2.775501675361141,3.079890381119033,1.0912007226110858,0.5038185657855978
NEWSPEEDSTICKY,GRID,13.0,,2.0,3.5,0.9723118,0.9159197375000027,0.5994206749999975,1.5827633814140925,1.053707950000002,0.7553060750000029,0.8110885864535966,-0.1778535389574007,-0.08928658933531183,1.3420726005803159,0.6820441173515785,1.0,1.7276178750000029,1.2,1.2818217703295776,0.6834085177648287,0.2,0.9885972318182912,1.652461642838714,1.6990513330368355,1.0266473847574404,0.5210787472723765
NEWSPEEDSTICKY,MENU,13.0,,2.0,3.5,0.9736824249999984,0.9228763624999985,0.6762579750000028,1.8291248407575647,1.0334045500000002,0.8063282000000029,0.8301009801789906,0.5612203678519367,-0.1385781597686149,1.1672703274127747,0.7944277163234906,1.0,1.7800106250000014,1.2,1.5566984489604834,0.6969722762458541,0.2,1.0128086634314162,1.7552207947179965,1.8066909812724632,1.0289533605810135,0.47446434773086565
NEWSPEEDSTICKY,PIE,13.0,,2.0,3.5,0.9704414250000042,0.9402366125000036,0.697937625000003,1.58072014742612,1.0313450500000045,0.7874202750000023,0.7197787480781292,0.11826720032151435,-0.13483384173737192,1.1790480839060904,0.7513184175507208,1.0,1.7578617000000065,1.125,1.2293923595776417,0.7617268120331874,0.125,1.0384205417590424,1.7691259879692904,1.8247404949193953,1.0307559342688397,0.4633076906025284
NEWSTICKY,GRID,13.0,,2.0,3.5,0.9636051999999996,0.8043555398809529,0.656417074999996,2.2761524989779547,1.2992846500000013,1.318767974999997,1.334588389999245,-0.031776462294584244,0.30784917826501335,1.7638802355525836,1.3133974712671193,0.975,2.290732874999997,1.9,1.693585847134388,1.1747542485903142,0.95,1.047647406343934,2.2183860172416674,2.408001323115169,1.0675052174417377,0.43353187874632526
NEWSTICKY,MENU,13.0,,2.0,3.5,0.9703197600000013,0.743573963660715,0.8409139550000001,2.270812617803039,1.3161683050000006,1.6376762024999993,1.1402780584616952,-0.36497985264320254,0.11076088229694776,1.5819628463917612,1.2500737418386951,0.95,2.5816931625,2.275,1.7540343803585148,1.0940922799512094,1.3,0.9931280483511525,2.378026958965296,2.5753923641278824,1.0670013924571062,0.5290925849628111
NEWSTICKY,PIE,13.0,,2.0,3.5,0.9579453449999994,0.7890137417857134,0.5509798250000013,2.435260967202164,1.3336454524999997,1.262425487500001,1.3471503018657967,0.13935326623933797,-0.0808544754836477,1.942253006836634,1.4171976606761139,0.925,2.2002809325,1.975,1.8337719748330898,1.219583634271396,1.025,1.005527227440441,2.0766878580835173,2.2062384451142285,1.045550427388982,0.5153959462841683
