cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,8.0,,2.0,3.5,0.7705151999999991,0.32737616786393836,0.7902629475000005,2.0387932837998184,1.9464978175000063,3.61382537,1.1541933745852666,0.18328507603509564,0.21519640139182666,1.6844759039678396,1.061144510878104,0.425,4.3041576225,8.3,1.6000981297288206,0.9524557469448617,7.875,0.8716390075799147,3.310528343427458,3.741820706365469,1.117758186924109,0.49381061863932113
HEAD,MENU,8.0,,2.0,3.5,0.6059433849999994,0.17841106534894438,0.5830701025000014,3.297990176336782,2.3255628424999983,4.5932589475,1.8358814248233384,0.5110956457074521,-0.10458529704581876,2.7901452016325896,1.1692553805089163,0.025,4.9769748824999995,13.525,2.966403837511685,0.9624425097699841,13.5,0.8134225556569902,3.5698472202736715,4.052178703615888,1.1407533606758726,0.4692473372422429
HEAD,PIE,8.0,,2.0,3.5,0.6127604705882377,0.24588225070419825,1.5421302352941122,3.8286761268056573,1.415973705882351,4.342361411764706,2.3126273772237016,-0.7962502807955874,-0.13915949676418274,3.483926130328581,1.3518108310816066,0.20588235294117646,4.9301427352941225,6.5,3.42182593101209,1.1848415984026972,6.294117647058823,0.7609278267464018,3.3054429967905135,3.747619932953502,1.13681631535521,0.524766506071701
NEWSPEED,GRID,8.0,,2.0,3.5,0.8519266500000043,0.3405501524532012,0.6066511499999919,1.9153555322178348,2.200125450000003,3.3307982249999895,1.127629724607758,0.07896060910434773,0.05615283162491859,1.6702571685331251,1.08270718515478,0.55,4.161570925000001,8.525,1.4676030968056966,0.9500635004252018,7.75,0.8973667613674963,3.26361661551683,3.713170653612174,1.1244266827305207,0.5043526555761033
NEWSPEED,MENU,8.0,,2.0,3.5,0.8301840749999968,0.3215097522107003,0.5645955499999985,3.2882406653647585,2.381859849999967,3.875336350000012,1.8666320700559986,1.4414232905552424,0.015640603033026737,2.7446793568139767,1.02535676775233,0.425,4.512953675000008,8.6,3.0183320690457593,0.8517351487404708,7.7,0.8678055994696461,3.476309874274939,3.9162481575233272,1.1237496825535616,0.4721137345383191
NEWSPEED,PIE,8.0,,2.0,3.5,0.878154125000006,0.32109301110923816,0.9795622000000008,2.2646529822064125,1.9298563749999886,3.6512362249999937,1.3134255039590286,-0.04357230195086419,0.22782847479532764,2.1047342915837297,1.0999163790296258,0.475,4.467936499999996,7.15,1.8782668053096814,0.9608953881326323,6.425,0.8442678639181906,3.2947290141651413,3.7628200300126076,1.1381019277200548,0.4678137596023043
NEWSPEEDSTICKY,GRID,8.0,,2.0,3.5,0.9725525749999833,0.8485039208333219,0.7639412250000106,1.9737586729856158,1.1479435999999794,1.1852143500000125,1.0002096127877478,-0.3837881739679744,0.1424633701219048,1.5331176230866488,0.9555639219864085,1.0,2.157766924999996,1.5,1.4937835593853457,0.9789347657204838,0.5,0.9113722534472395,1.8573415610296078,1.9513697313560034,1.0423508358045561,0.4698286412732018
NEWSPEEDSTICKY,MENU,8.0,,2.0,3.5,0.969418774999997,0.8383478750000029,0.8942398500000053,2.6320961679837014,1.3166079250000053,1.5092065750000132,1.2005453112197246,0.576794204762723,0.07394476276872637,1.7581857001307726,0.8470731560144029,0.975,2.487019500000008,1.75,2.339359568209937,0.8579227689876511,0.775,0.8786832281134391,2.051073767762417,2.180633990407297,1.0478169062429596,0.47745890197452223
NEWSPEEDSTICKY,PIE,8.0,,2.0,3.5,0.9676587500000039,0.8085717916666681,1.111045749999994,2.4185305351271773,1.2455147499999952,1.7108324999999867,1.195313772319747,-0.2690844319291401,0.34291245350973354,1.9120223252386779,1.0313826192699183,0.95,2.6692652499999894,1.75,1.9016621300016676,1.1291559712066495,0.775,0.8132880445353484,2.013378782925149,2.153883559579829,1.058605823355913,0.5075368764259556
NEWSTICKY,GRID,8.0,,2.0,3.5,0.9571448500000003,0.8539582416666667,0.8443108499999965,1.966049256313329,1.0816406500000013,1.1536741999999975,0.9541455512246649,-0.1864287407136236,0.3884480755872007,1.3414225696467739,1.034282485831295,0.975,2.121257349999998,1.4,1.4326560440706833,1.037377693329007,0.425,0.9266140135926054,1.8592858010135065,1.950429697163561,1.0408228833224071,0.4997113069813518
NEWSTICKY,MENU,8.0,,2.0,3.5,0.9721631499999972,0.7996019766666653,0.9111242750000017,2.4052523411744957,1.2421420749999967,1.4839195500000018,1.1441714203049893,0.5461703868942429,0.05596821315973279,1.7389767861272307,1.0267400958861912,1.0,2.4560826999999987,1.725,2.029153596047161,0.9396755655004772,0.725,0.852804672957632,1.9939902416484763,2.0946144054323454,1.0442748474575232,0.4931924482273783
NEWSTICKY,PIE,8.0,,2.0,3.5,0.9707146000000222,0.8557218079166811,0.9327783249999981,2.3365904817110925,1.2284182750000183,1.3691815999999932,1.1647929502060541,-0.13823513810727106,0.431371121218603,1.646319869099489,1.1630695143699195,1.0,2.339896200000015,1.575,1.8395475315418068,1.110619790615171,0.575,0.8399365557701113,1.868646143222636,1.957871627866498,1.0419561210400248,0.46966951739800217
