posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,0.09999999999999999,11.5,7.0,4.0,0.883883825816486,2.017107309486781,1.3264455184033157,0.7884886604668098,0.9086024370139976,1.476227646169968,18.06440748574018,0.36803418950609673,1.0042499709694153
STAND,EYE,SMALL,0.09999999999999999,11.5,6.0,4.0,0.5485444790697648,1.827906976744186,1.3013721999999979,0.8592461934397655,0.5640391658914701,1.2822097050384005,27.78248277626395,0.3922442339199152,1.0118236341085227
STAND,HAND,LARGE,0.09999999999999999,11.5,7.0,4.0,1.3135339117174953,1.2552166934189406,1.103655951310862,0.9380742824772614,1.3180750080256816,1.6277991264229803,6.109412346625889,0.4519650545952435,1.019439115034779
STAND,HAND,SMALL,0.09999999999999999,11.5,6.0,4.0,0.9298319716088326,1.2318611987381702,1.0807713696109382,0.9385619713459534,0.9298319716088326,1.6408427850616496,7.104575559511819,0.4518811905794796,1.0196359689800227
STAND,HEAD,LARGE,0.09999999999999999,11.5,7.0,4.0,1.1394544220472433,1.5716535433070866,1.171494832545931,0.8390800270603668,1.1440256803149598,1.4243226769409791,5.255553225053628,0.34160503883265403,1.0062033506561676
STAND,HEAD,SMALL,0.09999999999999999,11.5,6.0,4.0,0.8615737822706092,1.4774494556765163,1.1538619699326076,0.8656342478745472,0.8679609937791624,1.4670763964259914,6.529727379179529,0.37721454948145955,1.0096236583722142
WALK,EYE,LARGE,0.09999999999999999,11.5,7.0,4.0,1.3875787535971247,7.408273381294964,1.1075331996402906,0.1481730045276478,1.5237039874100746,2.3454068068676452,11.301214761476352,0.49060400541367044,0.2976531542553232
WALK,EYE,SMALL,0.09999999999999999,11.5,6.0,4.0,1.1013348169257346,7.79447322970639,1.2410215843408192,0.15794269346688175,1.2213160328151993,2.281781188474645,13.364434603266329,0.47353382047555603,0.3317985880665527
WALK,HAND,LARGE,0.09999999999999999,11.5,7.0,4.0,2.0073016872146145,4.091324200913242,0.6566891514459668,0.16401517728478307,2.1323153196347047,2.670898278232365,5.550860181497368,0.6539297037859155,0.2789530489089531
WALK,HAND,SMALL,0.09999999999999999,11.5,6.0,4.0,1.6130299570114939,4.811494252873564,0.7840160969348677,0.1629501182803411,1.7082082779310332,2.60169999481682,5.590745065303819,0.6203708359481722,0.29284694041096065
WALK,HEAD,LARGE,0.09999999999999999,11.5,7.0,4.0,1.7547901489361721,4.317375886524823,0.6589817015366369,0.1482055232370789,1.887369131205676,2.1817332686217417,5.203366510423597,0.6357717573145696,0.2497752260668974
WALK,HEAD,SMALL,0.09999999999999999,11.5,6.0,4.0,1.4097855123674918,4.8462897526501765,0.760784265606601,0.1550806418470086,1.5375370017667844,2.2546311796433884,5.38495054369059,0.5890149236648026,0.2743838021914637
