,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,entering_position,walking_speed,total_time,success_trial,error
0,9,STAND,HEAD,0,0,SMALL,0.8409355553403427,0.7071617763784757,3.2533725577035506,4.537763832268911,0.6154790000000503,1.0,1.5536599999999225,1.5536599999999225,0.11701370466703029,-0.7334308464696888,0.5591342293169898,0.5870936637302518,0.3682976386869043,0.7334308464696888,0.4351653046174857,0.5870936637302518,1.0,12.675461498027227,"(1.1806019086752517, -1.8702207347683526)",0.012165448461774558,2.169138999999973,1.0,
1,9,STAND,HEAD,0,1,SMALL,1.224083466180793,0.24756171604290778,4.4102801580103685,4.713804953500576,0.6510999999999285,1.0,1.115854000000013,1.115854000000013,0.28196626909771844,-0.9691699314490949,0.6857644123296043,0.2788493470297691,0.6931786722009973,0.9691699314490949,0.2515873285071604,0.2788493470297691,1.0,11.397310287062364,"(-0.44686680631865094, -2.106338279390471)",0.01555451121332817,1.7669539999999415,1.0,
2,9,STAND,HEAD,0,2,SMALL,1.405287864581375,1.4751707609271745,4.221671662856766,5.001245460141673,0.5487000000000535,2.0,1.0479219999999714,0.5239609999999857,-0.966545632282732,0.5952011518982913,1.4707778810945475,0.841055957289223,1.0807324271785745,0.7720770736287029,1.388043657603294,0.6802142066525895,1.0,12.16004646340682,"(-1.3336371797360567, 1.5985065269844512)",0.02071866394058504,1.9668000000000347,1.0,
3,9,STAND,HEAD,0,3,SMALL,0.8526452082393641,0.47823672907539516,4.58740452996434,5.147688237476212,0.8980579999999918,1.0,1.1702420000000302,1.1702420000000302,-0.016080121720412916,0.7436012243887218,0.45671021209339363,0.44318342023224194,0.3810612578120865,0.7436012243887218,0.24812175305919196,0.44318342023224194,1.0,14.173780760478529,"(-0.46398221472631107, 2.1202792019561514)",0.014510282908125088,2.068300000000022,1.0,
4,9,STAND,HEAD,0,4,SMALL,0.9418346362321972,0.39598851512737415,4.9305815596542715,4.99068582555316,1.0518339999999853,1.0,1.1198120000000245,1.1198120000000245,0.38937232598969956,0.839667263926209,0.1261048814057442,0.41443788719829255,0.38937232598969956,0.839667263926209,0.1261048814057442,0.41443788719829255,1.0,11.581138113271246,"(-0.8038703753909058, 2.081411461421439)",0.01170160041758109,2.1716460000000097,1.0,
5,9,STAND,HEAD,0,5,SMALL,1.0296345347849283,0.3742439832496376,4.620340159307205,4.939396596326741,0.7988000000000284,1.0,1.03449999999998,1.03449999999998,-0.32644676490275043,-0.6324950908828776,0.28524462413213947,0.78813178303452,0.41287372109249026,0.932446949134253,0.12820560062829084,0.37970165844069226,1.0,11.50280548597917,"(-0.5085195755587799, 2.1661516988894647)",0.013026105457469113,1.8333000000000084,1.0,
6,9,STAND,HEAD,0,6,SMALL,1.2655514690057783,0.4763270447110049,4.243291224729252,4.9734847252607075,0.6977519999999231,1.0,1.5669579999999996,1.5669579999999996,-0.7501746040633456,0.7550974367616364,0.4071569004323739,0.7312887139033383,0.7987037884429958,0.7550974367616364,0.29968533539985387,0.7312887139033383,1.0,12.841519742632853,"(0.4777781000253749, 2.1332382041244244)",0.013955013620900132,2.2647099999999227,1.0,
7,9,STAND,HEAD,0,7,SMALL,1.0199981892676229,0.2199018245708154,4.612039333083601,5.331200520903094,0.5823999999998932,1.0,1.0337000000000671,1.0337000000000671,-0.32422646281344025,0.8024747642196239,0.5413775516037808,0.22643637303633884,0.5605151611159781,0.8024747642196239,0.2840129588846271,0.22643637303633884,1.0,12.831202707076839,"(1.7680118814831693, 0.8476308096553709)",0.01801403113160073,1.6160999999999603,1.0,
8,9,STAND,HEAD,0,8,SMALL,0.7136025089425871,0.3449136658206863,4.602668448696986,5.2555844782378,0.7179619999999431,1.0,1.0351510000000417,1.0351510000000417,-0.14290895494649705,-0.6401815598567293,0.2550828878426348,0.36625818671498855,0.2708995084288002,0.6401815598567293,0.10606344426465307,0.36625818671498855,1.0,11.449003990583618,"(0.19752598089373308, -2.056431779890147)",0.015511859473490507,1.7531129999999848,1.0,
9,9,WALK,HEAD,0,0,SMALL,4.076458675807576,1.746534324269236,5.425349419935785,3.4924014891715602,1.4827549000000033,4.0,0.6480311000000256,0.1620077750000064,2.7929497705270876,0.2036460736615886,3.17072483640706,1.3469036069097369,3.8118137371158056,1.02045166636207,1.8144133741276085,0.8997434391747744,0.28308110000000397,34.60576178316225,"(-1.908669617403703, 0.6803323294490298)",0.7856361737127319,4.984580000000008,0.0,
