,subject_num,posture,cursor_type,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error,error_frame_count
0,0,WALK,HEAD,4,0,0.02,2.0,3.3313589999999067,3.3313589999999067,1.6656794999999534,2.9657589999999345,1.4333400000000438,,
1,0,WALK,HEAD,4,1,0.02,1.0,3.3661999999999352,3.3661999999999352,3.3661999999999352,3.3661999999999352,1.6177999999999884,,
2,0,WALK,HEAD,4,2,0.02,2.0,1.982050000000072,1.982050000000072,0.991025000000036,1.4495500000000447,1.350500000000011,,
3,0,WALK,HEAD,4,3,0.02,3.0,2.087146999999959,2.087146999999959,0.695715666666653,0.935730000000035,2.0159000000001015,,
4,0,WALK,HEAD,4,4,0.02,3.0,1.7664670000000342,1.7664670000000342,0.5888223333333448,0.7993999999999915,1.8998000000000275,,
5,0,WALK,HEAD,4,5,0.02,4.0,1.884068999999954,1.884068999999954,0.4710172499999885,0.731899999999996,0.9670999999999594,,
6,0,WALK,HEAD,4,6,0.02,1.0,1.5840999999999212,1.5840999999999212,1.5840999999999212,1.5840999999999212,1.149499999999989,,
7,0,WALK,HEAD,4,7,0.02,1.0,4.083099999999945,4.083099999999945,4.083099999999945,4.083099999999945,0.9147360000000617,,
8,0,WALK,HEAD,4,8,0.02,1.0,3.6158000000000357,3.6158000000000357,3.6158000000000357,3.6158000000000357,1.383540000000039,,
9,0,WALK,HEAD,5,0,0.02,2.0,0.6998290000000225,0.6998290000000225,0.34991450000001123,0.6168830000000298,1.4965540000000601,,
10,0,WALK,HEAD,5,1,0.02,3.0,3.0481819999998834,3.0481819999998834,1.0160606666666279,1.6986519999999246,0.998931999999968,,
11,0,WALK,HEAD,5,2,0.02,2.0,1.6157099999999218,1.6157099999999218,0.8078549999999609,1.4178339999999707,0.9345600000000331,,
12,0,WALK,HEAD,5,3,0.02,1.0,3.534302000000025,3.534302000000025,3.534302000000025,3.534302000000025,1.550251000000003,,
13,0,WALK,HEAD,5,4,0.02,1.0,1.083566000000019,1.083566000000019,1.083566000000019,1.083566000000019,2.7013339999999744,,
14,0,WALK,HEAD,5,5,0.02,2.0,1.865634,1.865634,0.932817,1.6812469999999848,2.8525000000000773,,
15,0,WALK,HEAD,5,6,0.02,3.0,1.4015259999999898,1.4015259999999898,0.46717533333332995,0.8659649999999601,0.9811389999999847,,
16,0,WALK,HEAD,5,7,0.02,2.0,2.6487249999998994,2.6487249999998994,1.3243624999999497,1.5474249999999756,2.134300000000053,,
17,0,WALK,HEAD,5,8,0.02,1.0,2.996668999999997,2.996668999999997,2.996668999999997,2.996668999999997,2.002381000000014,,
18,0,WALK,HEAD,6,0,0.02,4.0,1.6191139999999677,1.6191139999999677,0.40477849999999194,0.8674549999999499,1.1824000000000296,,
