,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,entering_position,walking_speed,total_time,success_trial,error,error_frame_count
0,14,STAND,HEAD,0,0,SMALL,1.1368244454809904,0.4595487635934264,4.532727845664037,4.9793646772976015,1.1998140000000035,3.0,1.2987980000000334,0.4329326666666778,0.4631577259121638,-0.6109387683795655,0.7402676614247348,0.6119188412006815,0.5888889511033402,0.7845038194876092,0.6437959416020693,0.3604992342154948,0.9841460000000097,14.200615481170797,"(0.30742107896195137, -1.4112883933312048)",0.012423344812808441,2.9662480000000073,1.0,,
1,14,STAND,HEAD,0,1,SMALL,1.2272951800486063,0.5798157717682512,3.4263859335038465,4.569319214920769,0.5836639999999989,2.0,1.5327319999999816,0.7663659999999908,0.5094745786235271,-0.8514344493698708,0.7400454185005944,0.5606922994979799,0.82378834021857,0.8514344493698708,0.35398394099932323,0.5606922994979799,0.9843919999999855,13.065908275667148,"(-0.0549110926184504, -1.2551328730966418)",0.01648244919941237,2.6997379999999964,1.0,,
2,14,STAND,HEAD,0,2,SMALL,0.9060793905129542,0.6426279908243323,3.4381879839051965,4.8451489434623864,0.7454380000000072,2.0,1.6996450000000038,0.8498225000000019,0.530665973402838,-0.3776978910706065,0.7673146351044464,0.47308828489039856,0.7182680402164672,0.48764397302697576,0.5939351050442143,0.35773889684979776,0.9992670000000032,12.72279638462209,"(-1.0652153478432425, -0.46517974335418444)",0.01615687782327302,3.0283050000000173,1.0,,
3,14,STAND,HEAD,0,3,SMALL,1.2197478750485495,0.6041852314726596,3.4280045125240246,4.373437108049186,1.0165450000000078,4.0,1.4666600000000187,0.3666650000000047,0.5909582796565375,0.046347033388573454,0.798161758040659,0.9340770441511135,0.8316419070520076,0.7548818480063177,0.540573703503042,0.5484034808169086,0.9827000000000226,17.911302804112076,"(0.10811405830370546, 1.4684135093373953)",0.018172306336118077,3.349500000000006,1.0,,
4,14,STAND,HEAD,0,4,SMALL,1.1881475061487305,1.0414259386926568,3.505857373994922,4.462585408203717,0.7325129999999831,2.0,1.0513660000000016,0.5256830000000008,-0.1738562031923372,0.8960355299518548,0.501733173936097,1.1905927359523478,0.4238001299374104,0.9954479479085827,0.31746366724554387,1.1079236348092234,0.9843639999999994,17.837163789205622,"(1.472263651157526, -0.015713252911098152)",0.01865502215915645,2.316226999999998,1.0,,
5,14,STAND,HEAD,0,5,SMALL,0.9221114052092877,0.5303254215093398,3.69500325340002,4.313360100350157,1.417098999999979,2.0,1.5330050000000028,0.7665025000000014,-0.4982926671563246,-0.491781181373731,0.4360577922338281,0.6741149091270241,0.5744352940012554,0.6753578747203101,0.3282426519849106,0.4881344897576836,0.9824370000000044,12.60700887347032,"(1.1691144102296605, 0.8296241397304414)",0.014589339308104342,3.3171389999999974,1.0,,
6,14,STAND,HEAD,0,6,SMALL,0.912657803616204,0.5190988991729197,3.3266732001212462,4.627244844326916,0.8984980000000178,2.0,1.8342589999999745,0.9171294999999873,-0.8133764222201272,-0.04316809798413977,0.5614304974801565,0.35357402851838016,0.8155605489796396,0.2666198263951139,0.5582293834640201,0.23511526141472325,0.9996029999999791,13.421658853493513,"(0.492858561594705, 1.3694345263033654)",0.02053038629689569,3.1492609999999956,1.0,,
7,14,STAND,HEAD,0,7,SMALL,1.0513005090346876,0.35607669150492716,4.301553047975285,4.943403558402027,0.9643370000000004,2.0,1.0687409999999886,0.5343704999999943,-0.09106031502677862,-0.9363821038639751,0.32540671194553306,0.4939286129993675,0.30829926832588656,0.9855565553529682,0.1340757902456752,0.38496111273585654,1.0007630000000063,17.287356109751848,"(-0.5323013229862781, 1.2634262192099897)",0.02374514444948517,2.2161370000000034,1.0,,
8,14,STAND,HEAD,0,8,SMALL,2.2635894797460834,2.3517549691456856,3.168603498252124,3.450089165866354,0.9489719999999977,3.0,2.4695590000000323,0.8231863333333441,-1.5216956821406056,-0.9960711203889668,1.920518782240046,1.9144474740784745,1.6376479629443583,1.4223354093791034,1.8222849144203876,1.6218712816058567,0.9839930000000265,18.98664516280194,"(-0.6381930590104155, 1.121554185599706)",0.02095314398493873,5.516248000000019,1.0,,
9,14,WALK,HEAD,0,0,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
10,14,WALK,HEAD,0,1,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
11,14,WALK,HEAD,0,2,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
12,14,WALK,HEAD,0,3,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
13,14,WALK,HEAD,0,4,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
14,14,WALK,HEAD,0,5,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
15,14,WALK,HEAD,0,6,SMALL,,,,,,,,,,,,,,,,,,,,,,,"('no success frames', 0)",
16,14,WALK,HEAD,0,7,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
17,14,WALK,HEAD,0,8,SMALL,,,,,,,,,,,,,,,,,,,,,,,jump,0.0
18,14,STAND,HEAD,1,0,LARGE,0.9058865486291962,0.7425880673731187,7.525455589681266,9.540991429181446,1.1504540000000247,2.0,1.0843019999999797,0.5421509999999898,-0.3066956175874088,0.22769774271272994,0.7346498619865498,0.8332985652100108,0.5130928858410763,0.6627240540863685,0.60705658635109,0.5499749529180737,1.0005639999999971,26.413741941036335,"(1.0776835590907297, -0.8820703229852853)",0.024881732672300916,2.5689540000000193,1.0,,
19,14,STAND,HEAD,1,1,LARGE,0.9252862382657713,0.4992921835085189,6.277913310357845,9.28114763391695,1.4649969999999826,2.0,1.1716329999999857,0.5858164999999929,-0.3350054681276525,-0.10070195322000941,0.7953543278726336,0.5993536434596188,0.595119067632792,0.5513873310241074,0.6227120129782348,0.2486745432884391,1.0012229999999818,33.43528877849574,"(-1.3955308383789848, 0.32158398845537306)",0.029962107306366545,2.8669459999999845,1.0,,
20,14,STAND,HEAD,1,2,LARGE,1.131130373148923,0.7231670666488861,4.902296436403436,8.223824191371595,1.2665590000000293,4.0,1.9312170000000037,0.48280425000000093,0.37538911068340547,0.06704275200190148,0.9636597505504638,0.8571318119683012,0.7664178695739566,0.7047679894939212,0.6925895664273539,0.48962975043481843,0.9852759999999989,27.586846092871852,"(-1.0346052514679407, 0.9452439373083479)",0.023720229304712154,4.2681760000000395,1.0,,
21,14,STAND,HEAD,1,3,LARGE,0.5748695490834783,0.11834531453792545,4.731082863688703,4.022487920695032,1.216401000000019,1.0,0.9844449999999938,0.9844449999999938,0.366625874610605,-0.41179313263502926,0.10966497830917742,0.170044166793585,0.366625874610605,0.41179313263502926,0.10966497830917742,0.170044166793585,0.9844449999999938,14.931929073984929,"(-0.783384390176959, -0.7968613366454917)",0.016224625792502764,2.2008460000000127,1.0,,
22,14,STAND,HEAD,1,4,LARGE,0.784511011405333,0.416645978698166,7.879559914213247,10.037819214317093,1.2682639999999878,2.0,1.1324190000000272,0.5662095000000136,0.00681845028225842,-0.19195057358151585,0.42283488997913793,0.7622225732248105,0.34947287737124,0.6736922552011138,0.2347299820485224,0.39809542000542086,0.9828190000000063,29.516854277787274,"(-1.040611120834729, 0.37821873564504926)",0.024614994607296804,2.5334470000000238,1.0,,
23,14,STAND,HEAD,1,5,LARGE,0.632525000354065,0.38150323266776887,9.058046186915128,10.556855936735934,1.049652999999978,1.0,0.998299999999972,0.998299999999972,-0.07616547699552396,0.036459368033756635,0.2603130482756858,0.6908607198855189,0.1995813536601458,0.5709427669158951,0.18211027971810018,0.383707445951093,0.998299999999972,27.940030494925274,"(-0.41286205446952806, 1.2166613334865701)",0.023994114238703818,2.04795299999995,1.0,,
24,14,STAND,HEAD,1,6,LARGE,1.0543145970581445,0.5225518263306567,5.735101732154707,9.53492678273621,0.8972169999999551,3.0,1.9697600000000648,0.6565866666666883,-0.3668192448484545,0.09221002540772386,0.968827714873095,0.5556869187405055,0.8741297039258737,0.48849529062295644,0.5525290147442042,0.2779868639763213,0.978302000000042,26.997867047669974,"(0.6814006874258149, 1.2138352823474747)",0.025368066162129676,3.662689999999998,1.0,,
