,subject_num,posture,cursor_type,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error,error_frame_count
0,0,WALK,HEAD,4,0,0.035,2.0,3.6131169999999884,3.6131169999999884,1.8065584999999942,3.0304559999999583,1.3159789999999703,,
1,0,WALK,HEAD,4,1,0.035,3.0,3.1013550000000123,3.1013550000000123,1.0337850000000042,1.850999999999999,0.8503999999999223,,
2,0,WALK,HEAD,4,2,0.035,2.0,2.099947000000043,2.099947000000043,1.0499735000000214,1.4658000000000584,1.2667999999999893,,
3,0,WALK,HEAD,4,3,0.035,4.0,1.3865620000000263,1.3865620000000263,0.34664050000000657,0.6002809999999954,1.9318510000000515,,
4,0,WALK,HEAD,4,4,0.035,4.0,1.8805649999999332,1.8805649999999332,0.4701412499999833,0.765502999999967,1.7491420000000062,,
5,0,WALK,HEAD,4,5,0.035,4.0,1.9839839999998503,1.9839839999998503,0.4959959999999626,0.681699999999978,0.8664380000000165,,
6,0,WALK,HEAD,4,6,0.035,2.0,1.6130889999999454,1.6130889999999454,0.8065444999999727,1.514699999999948,1.100999999999999,,
7,0,WALK,HEAD,4,7,0.035,1.0,4.161999999999921,4.161999999999921,4.161999999999921,4.161999999999921,0.8358360000000857,,
8,0,WALK,HEAD,4,8,0.035,2.0,3.599403000000052,3.599403000000052,1.799701500000026,2.9176029999999855,1.2996820000000753,,
9,0,WALK,HEAD,5,0,0.035,2.0,1.1190849999999273,1.1190849999999273,0.5595424999999636,0.6522509999999784,1.4290490000000773,,
10,0,WALK,HEAD,5,1,0.035,4.0,2.581610000000069,2.581610000000069,0.6454025000000172,1.5175440000000435,0.9659319999999525,,
11,0,WALK,HEAD,5,2,0.035,3.0,1.535333000000037,1.535333000000037,0.511777666666679,1.2531119999999873,0.9179000000000315,,
12,0,WALK,HEAD,5,3,0.035,3.0,3.2157339999999976,3.2157339999999976,1.0719113333333325,1.2833380000000716,1.5678000000000338,,
13,0,WALK,HEAD,5,4,0.035,2.0,1.162600999999995,1.162600999999995,0.5813004999999976,1.0145619999999553,1.9517609999999195,,
14,0,WALK,HEAD,5,5,0.035,3.0,1.4521050000000741,1.4521050000000741,0.4840350000000247,0.8016580000000886,2.73394200000007,,
