posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,9.0,5.0,4.0,1.018880052407728,0.4841129580849782,6.3715858498857285,9.938610724257185,0.6427461777777681,2.466666666666667,1.3260011555555644,0.7301823880952437,0.30784272347782954,0.501550404638242,0.42510355173902525,0.5186193153897958,0.6291627629582707,0.6940228440086489,0.36338031040185936,0.43731213952899295,0.9814268444444527,31.680187258071914,0.012625022226387476,2.3329365111111073,0.9333333333333333,
STAND,EYE,SMALL,9.0,4.0,4.0,0.8144821240908693,0.2577385527338831,3.58142251424267,5.068185447711754,0.5085490222222158,1.4,1.0764417777777655,0.8850106629629536,0.28714748239069926,0.5150826833561339,0.2394560269224319,0.29898936357382483,0.4571046405675342,0.5948262154800267,0.1994921637062549,0.25855834336440153,0.9887386888888765,14.39657405984251,0.009470310217712878,1.70490184444443,1.0,
STAND,HAND,LARGE,9.0,5.0,4.0,0.9322336122114916,0.3683942490996896,10.703666953215622,12.32789338691392,1.3336617209302397,1.2325581395348837,1.0365435581395401,0.9023351201550494,0.18467284211638546,0.15300425316069155,0.4479924246994118,0.36349029852691883,0.6403868049952798,0.5690390112108447,0.33788327650471545,0.2744503323110115,0.9872249302325726,30.90030453228345,0.014545936524260896,2.4933735116279228,1.0,83.0
STAND,HAND,SMALL,9.0,4.0,4.0,0.9629759325497621,0.34032137807077334,5.827300107333567,6.233808351480561,1.0395083409090764,1.2954545454545454,1.0589642954545504,0.8830691060606132,0.08471381651491859,0.23559830282833064,0.42092082493507355,0.36934130003842613,0.5682358934446982,0.6443385422494952,0.3048477000209487,0.27834318718593615,0.9884992045454598,14.850216850009428,0.011370865210954305,2.2507112045454445,1.0,46.0
STAND,HEAD,LARGE,9.0,5.0,4.0,0.9145209895563469,0.47699558734559805,7.683879051566356,10.037661097810737,1.0761610444444336,1.2222222222222223,1.0577168000000003,0.9203338074074054,0.05787157418524892,0.05635430366189253,0.5375487354548868,0.4234907028100502,0.6164306172280942,0.5289292002861197,0.41684114724266036,0.30058545735824543,0.9907503333333302,27.517129018455808,0.020788198180173578,2.2523361555555415,1.0,
STAND,HEAD,SMALL,9.0,4.0,4.0,0.8932123327899029,0.3608620568064008,4.444082766241417,5.03500338113236,0.8912002888888866,1.2222222222222223,1.0631320444444656,0.9194599888889072,-0.08996329527409687,0.057672239648536155,0.422737780523631,0.3789949075502539,0.5813744153992053,0.567147044748071,0.29826542662255384,0.3155555845864851,0.989856133333352,14.085259206876504,0.01404500135210321,2.0559775777777936,1.0,
WALK,EYE,LARGE,9.0,5.0,4.0,2.499191516728228,1.5429446426365725,6.262073371322136,8.112702873619929,1.2170141333333375,11.6,0.9088487777777782,0.08525125068821515,0.5173604180716125,0.7238149602257676,1.9105917035344429,1.6183117613851234,1.743884694833512,1.4527576675019662,1.3326117533786592,1.1994055632049196,0.29047826666667553,61.12920244433408,0.8978997870757175,5.031650888888887,0.0,
WALK,EYE,SMALL,9.0,4.0,4.0,2.5391894478093575,1.7225762612106499,3.7920550359855345,3.9344915256054125,0.7375582977777844,12.511111111111111,1.0407855511111006,0.08953855624645843,0.41022306137278297,0.6070871677157841,1.9900791727379297,1.8532901924355463,1.7583569109556132,1.4781142633625368,1.3706260364591705,1.4030089169380748,0.2899491866666614,30.709475745203825,0.8951084257853374,5.033605511111116,0.0,
WALK,HAND,LARGE,9.0,5.0,4.0,4.8290493875366,2.8923048075843125,11.651437830441607,8.75114363109709,2.719737952380948,3.619047619047619,0.31982447619047943,0.09265070277777857,1.2429741244211936,-0.20906992984623554,4.633991684786974,1.1393527869269984,4.464328658975954,1.1862528809553288,2.984469419703094,0.8079689885658825,0.20038033333333752,90.20271225302409,0.7290968195753244,5.004288142857134,0.0,110.15789473684211
WALK,HAND,SMALL,9.0,4.0,4.0,6.197683156028455,3.832258790299636,9.001008430069872,6.321334307643899,1.7458852000000094,5.8,0.37567666666662186,0.06851014703703157,-0.5020586777645305,0.5075830006772634,5.724272428177856,1.1764144792672402,5.918031086760345,1.2461590250014136,3.943267663931249,0.7854909123385805,0.17443293333332122,53.98343062285105,0.7203616792778225,4.986263599999996,0.0,125.92
WALK,HEAD,LARGE,9.0,5.0,4.0,3.542185975326015,1.9202131355731038,7.939651891303494,7.924614718683592,2.222616053333332,5.022222222222222,0.4560640911111054,0.08980468472729611,0.14100268823940543,0.41001626661909013,2.7937951240099808,1.5112699770976676,2.8323665386446475,1.550170957220604,1.943662217919995,1.1136405582007702,0.21203237333332842,60.61999158429587,0.8434487468153203,5.004385662222218,0.0,
WALK,HEAD,SMALL,9.0,4.0,4.0,3.225326452765547,1.7753783019439864,4.954328812312514,3.641580333732047,1.7822352577777796,5.955555555555556,0.5482799266666708,0.09470963586419892,0.13937455346083374,0.6372987439693036,2.7389898500057743,1.4050173113619981,2.6409955592753662,1.3161852517588717,1.7818722435623746,1.0230945706283447,0.24537921777778027,40.81137418467498,0.8228609752316708,5.007943957777779,0.0,
