cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,9.0,,2.0,3.5,0.7869004750000073,0.33714035650023705,0.9082690249999927,2.249888966712864,1.8337014499999924,3.5983465499999965,1.3996861976578796,0.14094477810733674,0.12311340213573499,2.0918771515078505,0.836137095170631,0.325,4.370103599999993,6.825,1.9829538787653729,0.7189857333428541,6.5,0.8646149134165185,3.2400922904100407,3.7628279765793975,1.1528271195931055,0.5222534073976758
HEAD,MENU,9.0,,2.0,3.5,0.8397519999999965,0.42360549720293406,0.699685150000002,2.8687556169791657,2.4045662499999936,3.588545425000001,1.6381700063103974,0.4021827217057181,0.053254205696533094,2.452233038191681,0.8638167928439214,0.475,4.297038500000002,7.075,2.6515463997832938,0.7200800052325874,6.6,0.9454936858628319,3.461604642057736,4.06165737652697,1.1656435464449744,0.4182242532392597
HEAD,PIE,9.0,,2.0,3.5,0.8096374750000003,0.38120244211760684,0.7845946750000017,2.1273976054067916,1.9070442749999998,3.431723775000002,1.1908929973137228,0.10947670809939054,-0.31519762951951036,1.9469343378892714,0.9770794199396213,0.425,4.130791875000005,7.05,1.7650770121705768,0.8577753968465236,6.625,1.0249122774899377,3.50976121418908,4.221063102562704,1.1944947472110672,0.5133060299649372
NEWSPEED,GRID,9.0,,2.0,3.5,0.670736,0.3507072981542535,1.510956248717947,3.9798804625765842,1.3558469307692338,3.853525771794871,2.5071713506153523,0.025745908656185035,0.41197861295206156,3.37157373537907,0.834717555808657,0.3076923076923077,4.674667387179486,4.538461538461538,3.690949467114644,0.950949716375162,3.9743589743589745,0.7467769070605709,3.122553799844634,3.4841728169537216,1.112726496249931,0.5206066224247263
NEWSPEED,MENU,9.0,,2.0,3.5,0.8424225749999948,0.378992119782719,0.6884421750000058,3.474175461033731,2.2823571250000185,3.557283249999995,2.587280798654203,-0.1413131795153068,0.007185609043419405,3.6305175032234187,0.9908281001944367,0.475,4.247317299999994,7.0,3.2403199792498674,0.8006862218488626,6.175,0.9609646389772785,3.4845559032702136,4.081894589907585,1.1612549345094336,0.4782263248224461
NEWSPEED,PIE,9.0,,2.0,3.5,0.8462996250000003,0.43097445321969896,0.9235517999999956,2.213691089247674,1.6378581000000196,2.8606867249999963,1.3878492213755083,0.2732421954358819,-0.172673955053698,2.135910870891702,0.9436082640116548,0.65,3.7424098500000014,5.725,1.833836992416676,0.864186028233507,4.975,1.0151530778467037,3.1869688874570046,3.7874480302392106,1.16672568298138,0.508098809302538
NEWSPEEDSTICKY,GRID,9.0,,2.0,3.5,0.9307625250000072,0.7783151645833396,1.5004863750000013,2.401480946866209,1.1746283000000104,2.1386575750000034,1.1559788686725747,0.10052047293046114,0.34080299925229796,1.8582159898611852,0.7103129496359692,0.925,3.1111095000000093,1.7,2.1259061292933406,0.7869989589640978,0.775,0.8632409093096495,2.4391102238412983,2.670839942627988,1.0812574166386941,0.490521227263885
NEWSPEEDSTICKY,MENU,9.0,,2.0,3.5,0.9556514250000034,0.7443400938095249,0.9003254000000027,2.615578302087079,1.350040250000005,1.7154541999999993,1.4795455070660208,0.034754540825840265,-0.020656890375952638,2.4559892833485875,0.8115502099401001,0.95,2.668190275000002,2.2,2.3587956095311684,0.7486122978081946,1.2,0.9671854410174088,2.3804903582797867,2.570982343460841,1.0679824355443182,0.4456378992552201
NEWSPEEDSTICKY,PIE,9.0,,2.0,3.5,0.9704317749999987,0.857292978333334,0.9306218000000115,2.178577428532054,1.1954918750000005,1.3508523000000152,1.150257609654184,-0.058661166795084485,-0.19936694303952482,1.8528347127751879,0.8410724927182199,1.0,2.321284075000014,1.55,1.8488767301702187,0.8289891382773241,0.55,1.0334231356101655,2.2385604634945144,2.379858688467837,1.0532243051350896,0.5005093020778986
NEWSTICKY,GRID,9.0,,2.0,3.5,0.973169230769235,0.8062472008546993,0.992491282051289,1.970346178971292,1.3012266666666665,1.6574341025641184,1.0437585925117725,0.13977856671387232,0.0023923223094833,1.6755731241640541,0.7257449225411281,1.0,2.6263117948718118,1.794871794871795,1.7038268425711796,0.7115528191627343,0.7948717948717948,0.8812476508535574,2.167342029146154,2.312238024874767,1.059456104421676,0.47265386571586915
NEWSTICKY,MENU,9.0,,2.0,3.5,0.9712270824999985,0.7990879104166663,0.9680815074999994,2.1960497046112115,1.2673794775,1.4671035225,1.087724477222787,0.3200900474988738,0.04814761182309661,1.8318480604835223,0.8152882615727828,1.0,2.4383306049999987,1.775,1.9103108358957843,0.7497925648352821,0.775,0.931986173948651,2.121474218745586,2.259959834262737,1.0578915408967933,0.5148460553506484
NEWSTICKY,PIE,9.0,,2.0,3.5,0.9690621400000001,0.9188869000000002,0.8361488950000011,1.9648482660036048,1.0327070449999998,0.9736122225000013,0.9031605861113278,-0.09679105381463667,-0.3482642915014429,1.498992420897947,0.8061851659714971,1.0,1.9426743625000014,1.175,1.5633558758539106,0.9081430742662746,0.175,1.040015229231243,1.9370801205870625,2.020590861114078,1.0405707607998267,0.4813271505980394
