posture,cursor_type,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical
STAND,EYE,0.9952875416931763,0.570461684344732,5.191969196926352,5.191969196926352,0.745003570868945,2.278311965811966,1.2525086997863228,0.7365579978339158,-0.0007360592087123991,-0.07937615301498664,0.007875298954069581,0.5511969838984313
STAND,HAND,0.9752333678113927,0.48772301853891076,7.714399134395936,7.714399134395936,1.1355760580413639,1.2827604301562636,1.0519980965234894,0.8956272409710716,-0.00014705948549973303,-0.33149587978354356,0.00891944854739299,0.9912744433186709
STAND,HEAD,0.9862254417094968,0.4922793819975256,5.756271827639544,5.756271827639544,1.0204405203683398,1.5412857839328424,1.1063982225088356,0.8085583414786538,0.0005048998652421383,-0.10915055322320917,0.006691940551942093,0.5526620813974791
WALK,EYE,3.5442257208680368,2.611235936994334,6.281828000081301,6.281828000081301,1.3549309771232885,10.459916070815433,0.8394451474208003,0.08139762703656951,-0.0023034888106851833,0.11813521165011492,0.04114134286467098,1.6783470701433485
WALK,HAND,5.165963390660644,4.080715418899959,8.777059252251137,8.777059252251137,1.9628411229582134,5.360999945724209,0.5004802967598775,0.10131190377104744,0.008990694897504967,-2.0360886268522758,0.09269063426298509,5.87559902363894
WALK,HEAD,4.457742783445952,2.5880182803974807,7.01508029243949,7.01508029243949,1.6320161413586993,5.784610430815619,0.5158889393634786,0.08715915481327426,-0.00023739504222229768,-0.47845761818207994,0.0462793269393967,1.6302258626421402
