cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,3.0,,2.0,3.5,0.7643070249999908,0.27040561658965095,0.7163318250000004,3.3809335627911032,1.766939949999943,3.9417308250000103,2.5263525706792143,-1.081780773227067,0.3306201130192138,3.3731546525128757,1.0749604589991528,0.35,4.5740017500000025,8.05,2.996355526500923,0.9826616194078659,7.7,0.7303212684097324,3.00720075604327,3.330044407890031,1.1035994082639733,0.4041356788963367
HEAD,MENU,3.0,,2.0,3.5,0.7715547249999872,0.2413688030451818,0.7460115749999972,3.2932048479310345,2.4209176749999983,4.133171949999993,2.088753882582799,-0.47429818550599895,0.09530213034389831,2.9593641093501057,0.9836371419491279,0.275,4.781348724999998,11.675,3.030928871861848,0.8433722550633339,11.4,0.842302748746507,3.528883932494223,4.024075205613507,1.1468616778544751,0.46455085052451517
HEAD,PIE,3.0,,2.0,3.5,0.702154400000012,0.2507191625445426,0.9026173250000085,2.440923263699176,1.8725621000000103,3.8513572750000065,1.4980963707418118,-0.1487831837680311,0.41610081547330485,2.244926901961592,1.0997635319606307,0.375,4.546936624999995,9.125,1.9634940361838307,1.040276501271623,8.75,0.8681021461422509,3.3797761349464515,3.9336674379586825,1.1701302230499124,0.4826859393428558
NEWSPEED,GRID,3.0,,2.0,3.5,0.701762825000003,0.31015330927814805,0.6700809500000006,3.026374152854661,1.3983658999999762,3.5888536750000055,1.9670374102629218,-0.23742913748766345,0.2346209801586044,3.1645576443313628,0.8076437177470306,0.425,4.2846192750000025,6.45,2.7916742465083733,0.7754161373756987,5.9,0.7231614645695199,2.7864810173907557,3.0654235528490417,1.0921129833333496,0.45037649128393326
NEWSPEED,MENU,3.0,,2.0,3.5,0.90052345,0.4398654198875455,0.6285862249999973,3.1192451574343227,1.8844197500000122,2.4672602499999976,1.833528186466624,-0.5592278860061043,0.01444824132129861,2.7498895268106742,0.8725791054348802,0.8,3.3381755999999974,5.475,2.886239174171705,0.7423410559278504,4.575,0.818955963050017,2.4924946512575494,2.7211857491785745,1.07970173602734,0.4711406103271458
NEWSPEED,PIE,3.0,,2.0,3.5,0.7337946999999971,0.29647520741210076,0.8587141249999959,2.8444100807041552,1.6469712749999872,3.6134839,1.9774701451282806,0.5276115973860916,0.4743774197807557,2.8911977242453144,1.1288488224844664,0.475,4.356334600000001,7.375,2.412465324891744,1.016668319367605,6.725,0.8264833211324575,3.1099028485695492,3.590931921344776,1.1510700496010728,0.5257249192650785
NEWSPEEDSTICKY,GRID,3.0,,2.0,3.5,0.9098064249999969,0.7034343404166641,1.1180904750000025,3.975766051420391,1.489737599999994,2.896843150000002,2.9966722038131097,-0.1348043337822436,0.21369526050848392,4.487503456676918,0.6320916362551474,0.75,3.8855577749999997,2.525,3.724029254114061,0.8242258112538015,1.725,0.6758122985683388,2.3853863556738157,2.6167322079714035,1.0842410203139097,0.47541992915805975
NEWSPEEDSTICKY,MENU,3.0,,2.0,3.5,0.9649201025,0.7124450896666674,0.9967843594999986,3.0565045268655107,1.4659890425000008,2.0127935544999986,1.596538900569826,-0.4952813220378836,0.08155505930489135,2.5341205686531465,0.7693924496895356,0.975,2.961971156999998,2.4,2.840446615913154,0.7386898031629295,1.4,0.7875261941393031,2.1377824982175904,2.3197408843941334,1.07349699230681,0.49509363426603903
NEWSPEEDSTICKY,PIE,3.0,,2.0,3.5,0.9388173074999997,0.7373174211666661,1.0886203675000015,2.9714948910280556,1.2362041749999997,1.9290836800000009,1.6055766010594745,0.03038523510830813,0.5018342348313009,2.398225395284937,1.0525144626677039,0.925,2.8786330950000005,2.0,2.3891377707907804,1.301846608065641,1.05,0.8124509107183684,2.1265567978330986,2.328099387099622,1.081297368339732,0.4733327546759458
NEWSTICKY,GRID,3.0,,2.0,3.5,0.9508927750000027,0.7951235287500077,0.9045203750000013,2.3278888606008117,1.1518553250000054,1.4386906750000008,1.5043564964363996,0.0444377112042969,0.2797703022663845,2.147403709576451,0.7567721813052648,0.975,2.488350950000003,1.65,2.0323618618485537,0.7542541996992908,0.675,0.7280982236488145,1.6980702010634652,1.783942649439632,1.0564818164303424,0.4029171964593078
NEWSTICKY,MENU,3.0,,2.0,3.5,0.9598292999999956,0.7214380712499948,1.047498849999998,2.7811548154141486,1.3210875999999856,1.9040102249999933,1.5060452516848164,-0.06637117392062934,0.3954397347790689,2.3078788601584614,0.8133632206666281,0.975,2.867499524999988,2.2,2.5103269840647,0.7976156749179764,1.225,0.8268641946540326,2.1788128629637664,2.358478959834054,1.0670257304337323,0.4912297842833076
NEWSTICKY,PIE,3.0,,2.0,3.5,0.9742651282051319,0.8321420278388325,0.8612257692307781,2.639540330686804,1.1831193589743623,1.3920353846153977,1.3571304003919344,0.056785594034699384,0.8085693042249391,1.9929508576085693,1.1750397375253103,0.9743589743589743,2.3663005128205294,1.7179487179487178,1.9564242506655973,1.3554581664752916,0.717948717948718,0.8479790062224551,1.9002296523733646,2.000260975835447,1.0447631158702158,0.4960078129149881
