,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,20,STAND,HEAD,4,0,SMALL,0.5,1,
1,20,STAND,HEAD,4,0,SMALL,1.0,1,
2,20,STAND,HEAD,4,0,SMALL,1.5,1,
3,20,STAND,HEAD,4,0,SMALL,2.0,1,
4,20,STAND,HEAD,4,0,SMALL,2.5,1,
5,20,STAND,HEAD,4,0,SMALL,3.0,1,
6,20,STAND,HEAD,4,0,SMALL,3.5,1,
7,20,STAND,HEAD,4,0,SMALL,4.0,1,
8,20,STAND,HEAD,4,1,SMALL,0.5,1,
9,20,STAND,HEAD,4,1,SMALL,1.0,2,
10,20,STAND,HEAD,4,1,SMALL,1.5,1,
11,20,STAND,HEAD,4,1,SMALL,2.0,1,
12,20,STAND,HEAD,4,1,SMALL,2.5,1,
13,20,STAND,HEAD,4,1,SMALL,3.0,1,
14,20,STAND,HEAD,4,1,SMALL,3.5,1,
15,20,STAND,HEAD,4,1,SMALL,4.0,1,
16,20,STAND,HEAD,4,2,SMALL,0.5,0,
17,20,STAND,HEAD,4,2,SMALL,1.0,2,
18,20,STAND,HEAD,4,2,SMALL,1.5,1,
19,20,STAND,HEAD,4,2,SMALL,2.0,1,
20,20,STAND,HEAD,4,2,SMALL,2.5,1,
21,20,STAND,HEAD,4,2,SMALL,3.0,1,
22,20,STAND,HEAD,4,2,SMALL,3.5,1,
23,20,STAND,HEAD,4,2,SMALL,4.0,1,
24,20,STAND,HEAD,4,3,SMALL,0.5,0,
25,20,STAND,HEAD,4,3,SMALL,1.0,2,
26,20,STAND,HEAD,4,3,SMALL,1.5,2,
27,20,STAND,HEAD,4,3,SMALL,2.0,1,
28,20,STAND,HEAD,4,3,SMALL,2.5,1,
29,20,STAND,HEAD,4,3,SMALL,3.0,1,
30,20,STAND,HEAD,4,3,SMALL,3.5,1,
31,20,STAND,HEAD,4,3,SMALL,4.0,1,
32,20,STAND,HEAD,4,4,SMALL,0.5,1,
33,20,STAND,HEAD,4,4,SMALL,1.0,1,
34,20,STAND,HEAD,4,4,SMALL,1.5,3,
35,20,STAND,HEAD,4,4,SMALL,2.0,1,
36,20,STAND,HEAD,4,4,SMALL,2.5,1,
37,20,STAND,HEAD,4,4,SMALL,3.0,1,
38,20,STAND,HEAD,4,4,SMALL,3.5,1,
39,20,STAND,HEAD,4,4,SMALL,4.0,1,
40,20,STAND,HEAD,4,5,SMALL,0.5,0,
41,20,STAND,HEAD,4,5,SMALL,1.0,3,
42,20,STAND,HEAD,4,5,SMALL,1.5,1,
43,20,STAND,HEAD,4,5,SMALL,2.0,1,
44,20,STAND,HEAD,4,5,SMALL,2.5,1,
45,20,STAND,HEAD,4,5,SMALL,3.0,1,
46,20,STAND,HEAD,4,5,SMALL,3.5,1,
47,20,STAND,HEAD,4,5,SMALL,4.0,1,
48,20,STAND,HEAD,4,6,SMALL,0.5,1,
49,20,STAND,HEAD,4,6,SMALL,1.0,1,
50,20,STAND,HEAD,4,6,SMALL,1.5,1,
51,20,STAND,HEAD,4,6,SMALL,2.0,1,
52,20,STAND,HEAD,4,6,SMALL,2.5,1,
53,20,STAND,HEAD,4,6,SMALL,3.0,1,
54,20,STAND,HEAD,4,6,SMALL,3.5,1,
55,20,STAND,HEAD,4,6,SMALL,4.0,1,
56,20,STAND,HEAD,4,7,SMALL,0.5,0,
57,20,STAND,HEAD,4,7,SMALL,1.0,1,
58,20,STAND,HEAD,4,7,SMALL,1.5,2,
59,20,STAND,HEAD,4,7,SMALL,2.0,1,
60,20,STAND,HEAD,4,7,SMALL,2.5,1,
61,20,STAND,HEAD,4,7,SMALL,3.0,1,
62,20,STAND,HEAD,4,7,SMALL,3.5,1,
63,20,STAND,HEAD,4,7,SMALL,4.0,1,
64,20,STAND,HEAD,4,8,SMALL,0.5,1,
65,20,STAND,HEAD,4,8,SMALL,1.0,1,
66,20,STAND,HEAD,4,8,SMALL,1.5,1,
67,20,STAND,HEAD,4,8,SMALL,2.0,1,
68,20,STAND,HEAD,4,8,SMALL,2.5,1,
69,20,STAND,HEAD,4,8,SMALL,3.0,1,
70,20,STAND,HEAD,4,8,SMALL,3.5,1,
71,20,STAND,HEAD,4,8,SMALL,4.0,1,
72,20,WALK,HEAD,4,0,SMALL,0.5,5,
73,20,WALK,HEAD,4,0,SMALL,1.0,8,
74,20,WALK,HEAD,4,0,SMALL,1.5,7,
75,20,WALK,HEAD,4,0,SMALL,2.0,8,
76,20,WALK,HEAD,4,0,SMALL,2.5,9,
77,20,WALK,HEAD,4,0,SMALL,3.0,9,
78,20,WALK,HEAD,4,0,SMALL,3.5,4,
79,20,WALK,HEAD,4,0,SMALL,4.0,3,
80,20,WALK,HEAD,4,1,SMALL,0.5,3,
81,20,WALK,HEAD,4,1,SMALL,1.0,3,
82,20,WALK,HEAD,4,1,SMALL,1.5,4,
83,20,WALK,HEAD,4,1,SMALL,2.0,5,
84,20,WALK,HEAD,4,1,SMALL,2.5,6,
85,20,WALK,HEAD,4,1,SMALL,3.0,5,
86,20,WALK,HEAD,4,1,SMALL,3.5,4,
87,20,WALK,HEAD,4,1,SMALL,4.0,4,
88,20,WALK,HEAD,4,2,SMALL,0.5,3,
89,20,WALK,HEAD,4,2,SMALL,1.0,3,
90,20,WALK,HEAD,4,2,SMALL,1.5,5,
91,20,WALK,HEAD,4,2,SMALL,2.0,6,
92,20,WALK,HEAD,4,2,SMALL,2.5,7,
93,20,WALK,HEAD,4,2,SMALL,3.0,8,
94,20,WALK,HEAD,4,2,SMALL,3.5,7,
95,20,WALK,HEAD,4,2,SMALL,4.0,6,
96,20,WALK,HEAD,4,3,SMALL,0.5,1,
97,20,WALK,HEAD,4,3,SMALL,1.0,2,
98,20,WALK,HEAD,4,3,SMALL,1.5,5,
99,20,WALK,HEAD,4,3,SMALL,2.0,6,
100,20,WALK,HEAD,4,3,SMALL,2.5,6,
101,20,WALK,HEAD,4,3,SMALL,3.0,6,
102,20,WALK,HEAD,4,3,SMALL,3.5,6,
103,20,WALK,HEAD,4,3,SMALL,4.0,6,
104,20,WALK,HEAD,4,4,SMALL,0.5,0,
105,20,WALK,HEAD,4,4,SMALL,1.0,2,
106,20,WALK,HEAD,4,4,SMALL,1.5,2,
107,20,WALK,HEAD,4,4,SMALL,2.0,1,
108,20,WALK,HEAD,4,4,SMALL,2.5,2,
109,20,WALK,HEAD,4,4,SMALL,3.0,3,
110,20,WALK,HEAD,4,4,SMALL,3.5,3,
111,20,WALK,HEAD,4,4,SMALL,4.0,4,
112,20,WALK,HEAD,4,5,SMALL,0.5,2,
113,20,WALK,HEAD,4,5,SMALL,1.0,2,
114,20,WALK,HEAD,4,5,SMALL,1.5,2,
115,20,WALK,HEAD,4,5,SMALL,2.0,3,
116,20,WALK,HEAD,4,5,SMALL,2.5,3,
117,20,WALK,HEAD,4,5,SMALL,3.0,5,
118,20,WALK,HEAD,4,5,SMALL,3.5,5,
119,20,WALK,HEAD,4,5,SMALL,4.0,4,
120,20,WALK,HEAD,4,6,SMALL,0.5,1,
121,20,WALK,HEAD,4,6,SMALL,1.0,3,
122,20,WALK,HEAD,4,6,SMALL,1.5,3,
123,20,WALK,HEAD,4,6,SMALL,2.0,5,
124,20,WALK,HEAD,4,6,SMALL,2.5,6,
125,20,WALK,HEAD,4,6,SMALL,3.0,8,
126,20,WALK,HEAD,4,6,SMALL,3.5,7,
127,20,WALK,HEAD,4,6,SMALL,4.0,8,
128,20,WALK,HEAD,4,7,SMALL,0.5,3,
129,20,WALK,HEAD,4,7,SMALL,1.0,4,
130,20,WALK,HEAD,4,7,SMALL,1.5,4,
131,20,WALK,HEAD,4,7,SMALL,2.0,5,
132,20,WALK,HEAD,4,7,SMALL,2.5,5,
133,20,WALK,HEAD,4,7,SMALL,3.0,7,
134,20,WALK,HEAD,4,7,SMALL,3.5,6,
135,20,WALK,HEAD,4,7,SMALL,4.0,5,
136,20,WALK,HEAD,4,8,SMALL,0.5,1,
137,20,WALK,HEAD,4,8,SMALL,1.0,2,
138,20,WALK,HEAD,4,8,SMALL,1.5,5,
139,20,WALK,HEAD,4,8,SMALL,2.0,5,
140,20,WALK,HEAD,4,8,SMALL,2.5,6,
141,20,WALK,HEAD,4,8,SMALL,3.0,6,
142,20,WALK,HEAD,4,8,SMALL,3.5,7,
143,20,WALK,HEAD,4,8,SMALL,4.0,7,
144,20,STAND,HEAD,5,0,LARGE,0.5,1,
145,20,STAND,HEAD,5,0,LARGE,1.0,2,
146,20,STAND,HEAD,5,0,LARGE,1.5,2,
147,20,STAND,HEAD,5,0,LARGE,2.0,2,
148,20,STAND,HEAD,5,0,LARGE,2.5,1,
149,20,STAND,HEAD,5,0,LARGE,3.0,1,
150,20,STAND,HEAD,5,0,LARGE,3.5,1,
151,20,STAND,HEAD,5,0,LARGE,4.0,1,
152,20,STAND,HEAD,5,1,LARGE,0.5,3,
153,20,STAND,HEAD,5,1,LARGE,1.0,1,
154,20,STAND,HEAD,5,1,LARGE,1.5,1,
155,20,STAND,HEAD,5,1,LARGE,2.0,1,
156,20,STAND,HEAD,5,1,LARGE,2.5,1,
157,20,STAND,HEAD,5,1,LARGE,3.0,1,
158,20,STAND,HEAD,5,1,LARGE,3.5,1,
159,20,STAND,HEAD,5,1,LARGE,4.0,1,
160,20,STAND,HEAD,5,2,LARGE,0.5,2,
161,20,STAND,HEAD,5,2,LARGE,1.0,2,
162,20,STAND,HEAD,5,2,LARGE,1.5,1,
163,20,STAND,HEAD,5,2,LARGE,2.0,1,
164,20,STAND,HEAD,5,2,LARGE,2.5,1,
165,20,STAND,HEAD,5,2,LARGE,3.0,1,
166,20,STAND,HEAD,5,2,LARGE,3.5,1,
167,20,STAND,HEAD,5,2,LARGE,4.0,1,
168,20,STAND,HEAD,5,3,LARGE,0.5,1,
169,20,STAND,HEAD,5,3,LARGE,1.0,1,
170,20,STAND,HEAD,5,3,LARGE,1.5,1,
171,20,STAND,HEAD,5,3,LARGE,2.0,1,
172,20,STAND,HEAD,5,3,LARGE,2.5,1,
173,20,STAND,HEAD,5,3,LARGE,3.0,1,
174,20,STAND,HEAD,5,3,LARGE,3.5,1,
175,20,STAND,HEAD,5,3,LARGE,4.0,1,
176,20,STAND,HEAD,5,4,LARGE,0.5,2,
177,20,STAND,HEAD,5,4,LARGE,1.0,1,
178,20,STAND,HEAD,5,4,LARGE,1.5,1,
179,20,STAND,HEAD,5,4,LARGE,2.0,1,
180,20,STAND,HEAD,5,4,LARGE,2.5,1,
181,20,STAND,HEAD,5,4,LARGE,3.0,1,
182,20,STAND,HEAD,5,4,LARGE,3.5,1,
183,20,STAND,HEAD,5,4,LARGE,4.0,1,
184,20,STAND,HEAD,5,5,LARGE,0.5,1,
185,20,STAND,HEAD,5,5,LARGE,1.0,1,
186,20,STAND,HEAD,5,5,LARGE,1.5,1,
187,20,STAND,HEAD,5,5,LARGE,2.0,1,
188,20,STAND,HEAD,5,5,LARGE,2.5,1,
189,20,STAND,HEAD,5,5,LARGE,3.0,1,
190,20,STAND,HEAD,5,5,LARGE,3.5,1,
191,20,STAND,HEAD,5,5,LARGE,4.0,1,
192,20,STAND,HEAD,5,6,LARGE,0.5,1,
193,20,STAND,HEAD,5,6,LARGE,1.0,2,
194,20,STAND,HEAD,5,6,LARGE,1.5,1,
195,20,STAND,HEAD,5,6,LARGE,2.0,1,
196,20,STAND,HEAD,5,6,LARGE,2.5,1,
197,20,STAND,HEAD,5,6,LARGE,3.0,1,
198,20,STAND,HEAD,5,6,LARGE,3.5,1,
199,20,STAND,HEAD,5,6,LARGE,4.0,1,
200,20,STAND,HEAD,5,7,LARGE,0.5,2,
201,20,STAND,HEAD,5,7,LARGE,1.0,3,
202,20,STAND,HEAD,5,7,LARGE,1.5,3,
203,20,STAND,HEAD,5,7,LARGE,2.0,2,
204,20,STAND,HEAD,5,7,LARGE,2.5,2,
205,20,STAND,HEAD,5,7,LARGE,3.0,2,
206,20,STAND,HEAD,5,7,LARGE,3.5,1,
207,20,STAND,HEAD,5,7,LARGE,4.0,1,
208,20,STAND,HEAD,5,8,LARGE,0.5,0,
209,20,STAND,HEAD,5,8,LARGE,1.0,2,
210,20,STAND,HEAD,5,8,LARGE,1.5,1,
