,dwell_time,subject_num,posture,cursor_type,repetition,target_num,wide,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,error
114,0.5,0,STAND,EYE,4,6,SMALL,0.2984160000000031,1.0,0.9830549999999931,0.9830549999999931,0.2984160000000031,1.291043,0.3683276775098772,
115,0.5,0,STAND,EYE,4,7,SMALL,0.3164830000000052,1.0,1.0004959999999983,1.0004959999999983,0.3164830000000052,1.00405192,1.418956891356926,
116,0.5,0,STAND,EYE,4,8,SMALL,0.4994130000000041,1.0,0.998595999999992,0.998595999999992,0.4994130000000041,1.33735168,0.9315652348384823,
117,0.5,0,WALK,EYE,4,0,SMALL,,,,,,5.88769531,,"('no success dwell', 0)"
118,0.5,0,WALK,EYE,4,1,SMALL,,,,,,2.50225449,,"('no success dwell', 0)"
119,0.5,0,WALK,EYE,4,2,SMALL,,,,,,4.919482,,"('no success dwell', 0)"
120,0.5,0,WALK,EYE,4,3,SMALL,1.0369629999999574,1.0,0.5515460000000303,0.5515460000000303,3.5014999999999645,1.547628,2.570593134605224,
121,0.5,0,WALK,EYE,4,4,SMALL,,,,,,4.21026468,,"('no success dwell', 0)"
122,0.5,0,WALK,EYE,4,5,SMALL,,,,,,4.242425,,"('no success dwell', 0)"
123,0.5,0,WALK,EYE,4,6,SMALL,,,,,,4.07496452,,"('no success dwell', 0)"
124,0.5,0,WALK,EYE,4,7,SMALL,,,,,,5.720225,,"('no success dwell', 0)"
125,0.5,0,WALK,EYE,4,8,SMALL,,,,,,4.29969835,,"('no success dwell', 0)"
126,0.5,0,STAND,EYE,5,0,LARGE,0.8318629999999985,1.0,0.9852600000000109,0.9852600000000109,1.5982970000000023,1.66988087,3.50944213271894,
127,0.5,0,STAND,EYE,5,1,LARGE,0.5658260000000155,1.0,0.9995270000000005,0.9995270000000005,0.5986170000000186,1.5112903100000001,1.2748288013553901,
128,0.5,0,STAND,EYE,5,2,LARGE,0.7320749999999805,1.0,0.9836880000000008,0.9836880000000008,0.7660719999999799,1.5567057100000001,1.2350299033789367,
129,0.5,0,STAND,EYE,5,3,LARGE,0.681869000000006,1.0,0.9843410000000006,0.9843410000000006,0.681869000000006,1.3789916,1.4852966597795934,
130,0.5,0,STAND,EYE,5,4,LARGE,0.3975760000000008,1.0,1.0000149999999906,1.0000149999999906,0.5318149999999946,2.58224964,1.281024516543517,
131,0.5,0,STAND,EYE,5,5,LARGE,0.4517969999999991,1.0,0.9853789999999947,0.9853789999999947,0.7844079999999849,3.50755,1.143844432559602,
132,0.5,0,STAND,EYE,5,6,LARGE,0.38197599999998033,1.0,0.9861760000000004,0.9861760000000004,0.7660089999999968,4.271272,1.0098827666490524,
133,0.5,0,STAND,EYE,5,7,LARGE,0.36680999999998676,1.0,0.9846039999999903,0.9846039999999903,1.1655729999999949,28.1574364,0.6214977827944145,
134,0.5,0,STAND,EYE,5,8,LARGE,0.8146509999999978,1.0,1.0007169999999803,1.0007169999999803,0.8146509999999978,1.02869558,0.708300017773995,
135,0.5,0,WALK,EYE,5,0,LARGE,,,,,,2.61291885,,"('no success dwell', 0)"
136,0.5,0,WALK,EYE,5,1,LARGE,,,,,,3.42079425,,"('no success dwell', 0)"
137,0.5,0,WALK,EYE,5,2,LARGE,,,,,,2.3560924500000002,,"('no success dwell', 0)"
138,0.5,0,WALK,EYE,5,3,LARGE,,,,,,2.27744,,"('no success dwell', 0)"
139,0.5,0,WALK,EYE,5,4,LARGE,,,,,,11.1413078,,"('no success dwell', 0)"
140,0.5,0,WALK,EYE,5,5,LARGE,,,,,,3.9105122100000003,,"('no success dwell', 0)"
141,0.5,0,WALK,EYE,5,6,LARGE,,,,,,5.61314535,,"('no success dwell', 0)"
142,0.5,0,WALK,EYE,5,7,LARGE,,,,,,3.07574415,,"('no success dwell', 0)"
143,0.5,0,WALK,EYE,5,8,LARGE,,,,,,3.50313759,,"('no success dwell', 0)"
144,0.5,0,STAND,EYE,6,0,SMALL,0.2984309999999937,1.0,0.9858820000000037,0.9858820000000037,0.2984309999999937,1.34566641,0.2914699697794288,
145,0.5,0,STAND,EYE,6,1,SMALL,0.2981760000000122,1.0,0.9830479999999966,0.9830479999999966,0.634048000000007,1.6491259999999999,1.162788495164362,
146,0.5,0,STAND,EYE,6,2,SMALL,0.2841950000000111,1.0,0.9988699999999824,0.9988699999999824,0.2841950000000111,0.5934729,1.5937533193680051,
147,0.5,0,STAND,EYE,6,3,SMALL,0.29794499999999857,1.0,1.0001979999999833,1.0001979999999833,0.29794499999999857,0.5855064,0.3057882406676762,
148,0.5,0,STAND,EYE,6,4,SMALL,0.664607999999987,1.0,0.9862370000000169,0.9862370000000169,0.664607999999987,1.1585964,0.5641165779298477,
149,0.5,0,STAND,EYE,6,5,SMALL,0.566726999999986,1.0,0.9817350000000147,0.9817350000000147,0.566726999999986,1.46993613,1.4562290389250026,
150,0.5,0,STAND,EYE,6,6,SMALL,0.2813419999999951,1.0,0.9861900000000219,0.9861900000000219,0.2813419999999951,1.442929,4.645942456269107,
151,0.5,0,STAND,EYE,6,7,SMALL,0.316283999999996,1.0,1.0019690000000026,1.0019690000000026,0.316283999999996,0.8760334999999999,0.9420558147575578,
152,0.5,0,STAND,EYE,6,8,SMALL,0.26480000000000814,1.0,0.9853999999999985,0.9853999999999985,0.26480000000000814,0.9624583,2.1161138019451076,
153,0.5,0,WALK,EYE,6,0,SMALL,,,,,,3.8763113000000002,,"('no success dwell', 0)"
154,0.5,0,WALK,EYE,6,1,SMALL,,,,,,2.40664,,"('no success dwell', 0)"
155,0.5,0,WALK,EYE,6,2,SMALL,,,,,,3.23446417,,"('no success dwell', 0)"
156,0.5,0,WALK,EYE,6,3,SMALL,1.131432000000018,1.0,0.5161639999998897,0.5161639999998897,2.9984360000000834,3.790546,5.96954056119651,
157,0.5,0,WALK,EYE,6,4,SMALL,,,,,,5.491978,,"('no success dwell', 0)"
158,0.5,0,WALK,EYE,6,5,SMALL,,,,,,2.07216573,,"('no success dwell', 0)"
159,0.5,0,WALK,EYE,6,6,SMALL,,,,,,5.22367239,,"('no success dwell', 0)"
160,0.5,0,WALK,EYE,6,7,SMALL,,,,,,9.159377,,"('no success dwell', 0)"
161,0.5,0,WALK,EYE,6,8,SMALL,,,,,,6.160648,,"('no success dwell', 0)"
162,0.5,0,STAND,EYE,7,0,LARGE,0.7350639999999942,1.0,0.9818570000000193,0.9818570000000193,0.7350639999999942,1.24111986,0.7159657451741576,
163,0.5,0,STAND,EYE,7,1,LARGE,0.8013880000000029,1.0,0.9806820000000016,0.9806820000000016,0.8013880000000029,1.07392538,1.4641468093463776,
164,0.5,0,STAND,EYE,7,2,LARGE,0.28165999999998803,1.0,0.9838869999999815,0.9838869999999815,0.7973609999999951,6.163416,0.4253899005662139,
165,0.5,0,STAND,EYE,7,3,LARGE,0.6324769999999944,1.0,0.9977509999999938,0.9977509999999938,0.6683050000000037,1.5605978999999999,0.6318407561570888,
166,0.5,0,STAND,EYE,7,4,LARGE,0.38045700000000693,1.0,0.983947999999998,0.983947999999998,0.6140230000000031,4.67713451,2.567707682686922,
167,0.5,0,STAND,EYE,7,5,LARGE,0.6975410000000011,1.0,0.984359000000012,0.984359000000012,0.6975410000000011,1.1310769999999999,1.9818646757930025,
168,0.5,0,STAND,EYE,7,6,LARGE,0.3837130000000002,1.0,0.9840089999999861,0.9840089999999861,0.7348790000000065,5.148678,0.34802933982167666,
169,0.5,0,STAND,EYE,7,7,LARGE,0.31439100000000053,1.0,0.9866439999999841,0.9866439999999841,0.6823000000000263,4.21607542,3.4743256269725418,
170,0.5,0,STAND,EYE,7,8,LARGE,0.6352389999999843,1.0,0.9822080000000142,0.9822080000000142,0.6352389999999843,1.21723986,1.8152633815069559,
171,0.5,0,WALK,EYE,7,0,LARGE,,,,,,2.4472065,,"('no success dwell', 0)"
172,0.5,0,WALK,EYE,7,1,LARGE,,,,,,3.1367507,,"('no success dwell', 0)"
173,0.5,0,WALK,EYE,7,2,LARGE,1.3321539999999459,1.0,0.4700000000000273,0.4700000000000273,4.09885399999996,3.153805,7.0506665977940255,
174,0.5,0,WALK,EYE,7,3,LARGE,,,,,,4.2646184,,"('no success dwell', 0)"
175,0.5,0,WALK,EYE,7,4,LARGE,,,,,,2.98058367,,"('no success dwell', 0)"
176,0.5,0,WALK,EYE,7,5,LARGE,,,,,,9.574358,,"('no success dwell', 0)"
177,0.5,0,WALK,EYE,7,6,LARGE,,,,,,4.695568,,"('no success dwell', 0)"
178,0.5,0,WALK,EYE,7,7,LARGE,,,,,,2.97532487,,"('no success dwell', 0)"
179,0.5,0,WALK,EYE,7,8,LARGE,0.6664570000000367,1.0,0.48450000000002547,0.48450000000002547,3.566500000000019,4.33336544,6.262258364873606,
180,0.5,0,STAND,EYE,8,0,SMALL,0.2704620000000091,1.0,1.0007779999999968,1.0007779999999968,0.30188000000001125,1.523799,1.0894890850361243,
181,0.5,0,STAND,EYE,8,1,SMALL,0.26504500000001485,1.0,0.9837039999999888,0.9837039999999888,0.26504500000001485,0.6734757,0.30902622624279724,
182,0.5,0,STAND,EYE,8,2,SMALL,0.31614700000000084,1.0,1.000503000000009,1.000503000000009,0.31614700000000084,0.933560848,0.18517255519000866,
183,0.5,0,STAND,EYE,8,3,SMALL,0.5619049999999959,1.0,0.9836520000000064,0.9836520000000064,0.5619049999999959,1.3866334,0.7685507169588092,
184,0.5,0,STAND,EYE,8,4,SMALL,0.2648930000000007,1.0,0.9996950000000027,0.9996950000000027,0.2648930000000007,1.29633713,3.105017427755929,
185,0.5,0,STAND,EYE,8,5,SMALL,0.40026900000000865,1.0,0.9820550000000026,0.9820550000000026,0.40026900000000865,1.13814831,3.824330110329077,
186,0.5,0,STAND,EYE,8,6,SMALL,0.2502219999999795,1.0,0.9833530000000223,0.9833530000000223,0.2502219999999795,1.09592974,0.17751754925985655,
187,0.5,0,STAND,EYE,8,7,SMALL,0.303512000000012,1.0,0.9972839999999792,0.9972839999999792,0.303512000000012,0.4579955,0.6300618092028943,
188,0.5,0,STAND,EYE,8,8,SMALL,0.2513280000000009,1.0,0.9845579999999927,0.9845579999999927,0.7169500000000255,1.5760704300000001,1.3271694417669935,
189,0.5,0,WALK,EYE,8,0,SMALL,,,,,,2.18570065,,"('no success dwell', 0)"
190,0.5,0,WALK,EYE,8,1,SMALL,,,,,,2.85300159,,"('no success dwell', 0)"
191,0.5,0,WALK,EYE,8,2,SMALL,,,,,,3.16842055,,"('no success dwell', 0)"
192,0.5,0,WALK,EYE,8,3,SMALL,,,,,,3.98118281,,"('no success dwell', 0)"
193,0.5,0,WALK,EYE,8,4,SMALL,,,,,,3.8676126,,"('no success dwell', 0)"
194,0.5,0,WALK,EYE,8,5,SMALL,,,,,,4.668876,,"('no success dwell', 0)"
195,0.5,0,WALK,EYE,8,6,SMALL,,,,,,3.92490768,,"('no success dwell', 0)"
196,0.5,0,WALK,EYE,8,7,SMALL,,,,,,4.324815,,"('no success dwell', 0)"
197,0.5,0,WALK,EYE,8,8,SMALL,,,,,,3.92535663,,"('no success dwell', 0)"
198,0.5,0,STAND,EYE,9,0,LARGE,0.46488899999999944,1.0,0.9847100000000069,0.9847100000000069,0.7644499999999823,2.19222784,1.2898365121023405,
199,0.5,0,STAND,EYE,9,1,LARGE,0.8168640000000096,1.0,0.9837339999999983,0.9837339999999983,0.8168640000000096,0.865019262,1.5082156406703036,
200,0.5,0,STAND,EYE,9,2,LARGE,0.28755100000000766,1.0,0.9860360000000128,0.9860360000000128,0.7821370000000059,3.306656,2.3617148238360715,
201,0.5,0,STAND,EYE,9,3,LARGE,0.8303520000000049,1.0,0.9960459999999784,0.9960459999999784,0.866014000000007,1.4753843500000001,0.4013249908805701,
202,0.5,0,STAND,EYE,9,4,LARGE,0.4492339999999899,1.0,1.0020140000000026,1.0020140000000026,0.6470490000000098,2.07037044,3.163770685124966,
203,0.5,0,STAND,EYE,9,5,LARGE,0.5806389999999908,1.0,0.9811399999999821,0.9811399999999821,0.7996520000000089,2.69093657,2.175730642835958,
204,0.5,0,STAND,EYE,9,6,LARGE,0.6293129999999962,2.0,1.7471920000000125,0.8735960000000063,0.6636499999999899,1.474721,1.4189103979987154,
