posture,cursor_type,wide,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,LARGE,1.5,1.0380066320340278,0.6298989593322297,6.7826833203929935,6.7826833203929935,0.9053545394126751,2.35548686244204,1.3027389876352384,0.7356504831487202,0.11205195615191586,0.08911812333379882,0.6260284373759194,0.5959125782199258,1.013500482225657
STAND,EYE,SMALL,1.5,0.9577825647911505,0.5184653611570094,3.6014567512022047,3.6014567512022047,0.5745118595678977,2.0987654320987654,1.2458746913580243,0.7880114130371059,0.16094989171118593,0.06835481091545562,0.4990538291411639,0.509979411456495,0.9817965586419715
STAND,HAND,LARGE,1.5,0.9640581340416869,0.48853934279938016,10.032389486977843,10.032389486977843,1.3730172852614904,1.3264659270998416,0.9802087147385062,0.8210842881141015,0.059650804260118984,0.04799826278446057,0.5053066552991584,0.425565417842183,0.9082491426307421
STAND,HAND,SMALL,1.5,0.9235161712121542,0.42412458829780036,5.526101172949736,5.526101172949736,0.972069643642073,1.3029827315541602,0.9563645824175817,0.8198652455894444,0.020351836910326753,0.07237198662779126,0.4477895358808381,0.379531456897267,0.9068490973312394
STAND,HEAD,LARGE,1.5,1.0103430332839292,0.531820366941702,7.277229245559942,7.277229245559942,1.1237844724409431,1.55748031496063,1.1511869795275593,0.8366318105118108,-0.03401465668383638,0.12121797822868816,0.5346656893496186,0.5891687097933725,1.0029370944881881
STAND,HEAD,SMALL,1.5,0.9152090351757076,0.43090949092875414,4.1813091804496905,4.1813091804496905,0.8596297387247307,1.4976671850699845,1.1115847029548966,0.8282493707102125,-0.03206132306294671,0.06702729206658416,0.46495075518230533,0.48563524913756884,0.9820633079315694
WALK,EYE,LARGE,1.5,3.4662674787391197,2.5553777520086474,7.122498434184718,7.122498434184718,1.4590304651162787,8.764119601328904,0.8805203189368745,0.10168890403828662,0.28108388717665905,-0.10417171642100032,3.2726680089740463,1.7031285178050506,0.28712823920266095
WALK,EYE,SMALL,1.5,3.360737206300515,2.48000284706272,4.912296562237263,4.912296562237263,1.1832537632850253,9.136876006441224,0.956549276972625,0.10391012867708593,0.2427085644533074,-0.05738332586488354,3.2158654301831398,1.587864878750617,0.3001073655394533
WALK,HAND,LARGE,1.5,5.000941895951991,3.536261913416341,10.118058926885581,10.118058926885581,2.1178765882352946,4.5588235294117645,0.4445836659663881,0.10492742849073834,-0.42061795555743514,-0.24246119236961045,5.137624724661212,1.168412745798148,0.2199397794117655
WALK,HAND,SMALL,1.5,4.913127678426876,3.6014760223134235,7.126962520560982,7.126962520560982,1.721656665738758,5.342612419700214,0.5030694997858721,0.09624209846664271,0.06624440868428902,-0.25112604366628727,5.180072005631488,1.1319026751830013,0.21780629507494706
WALK,HEAD,LARGE,1.5,4.29092063100946,2.5495925261973476,7.806958528914471,7.806958528914471,1.770468716753024,4.723661485319516,0.5675662867012061,0.11432955769614538,-0.05183187542345456,0.23534878097861547,3.7643013386710855,1.5847994945131725,0.24480276165802928
WALK,HEAD,SMALL,1.5,4.086644033742841,2.3995403417818713,5.638339708235806,5.638339708235806,1.4349632960413092,5.2134251290877796,0.6277652358003479,0.11671981607192806,0.00531500937075574,0.4165176124356704,3.5750529770578923,1.4345267921107365,0.2593692358003435
