,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,18,STAND,HEAD,4,0,SMALL,0.5,2,
1,18,STAND,HEAD,4,0,SMALL,1.0,2,
2,18,STAND,HEAD,4,0,SMALL,1.5,2,
3,18,STAND,HEAD,4,0,SMALL,2.0,1,
4,18,STAND,HEAD,4,0,SMALL,2.5,1,
5,18,STAND,HEAD,4,0,SMALL,3.0,1,
6,18,STAND,HEAD,4,0,SMALL,3.5,1,
7,18,STAND,HEAD,4,0,SMALL,4.0,1,
8,18,STAND,HEAD,4,1,SMALL,0.5,1,
9,18,STAND,HEAD,4,1,SMALL,1.0,1,
10,18,STAND,HEAD,4,1,SMALL,1.5,1,
11,18,STAND,HEAD,4,1,SMALL,2.0,1,
12,18,STAND,HEAD,4,1,SMALL,2.5,1,
13,18,STAND,HEAD,4,1,SMALL,3.0,1,
14,18,STAND,HEAD,4,1,SMALL,3.5,1,
15,18,STAND,HEAD,4,1,SMALL,4.0,1,
16,18,STAND,HEAD,4,2,SMALL,0.5,1,
17,18,STAND,HEAD,4,2,SMALL,1.0,1,
18,18,STAND,HEAD,4,2,SMALL,1.5,2,
19,18,STAND,HEAD,4,2,SMALL,2.0,1,
20,18,STAND,HEAD,4,2,SMALL,2.5,1,
21,18,STAND,HEAD,4,2,SMALL,3.0,1,
22,18,STAND,HEAD,4,2,SMALL,3.5,1,
23,18,STAND,HEAD,4,2,SMALL,4.0,1,
24,18,STAND,HEAD,4,3,SMALL,0.5,1,
25,18,STAND,HEAD,4,3,SMALL,1.0,1,
26,18,STAND,HEAD,4,3,SMALL,1.5,1,
27,18,STAND,HEAD,4,3,SMALL,2.0,1,
28,18,STAND,HEAD,4,3,SMALL,2.5,1,
29,18,STAND,HEAD,4,3,SMALL,3.0,1,
30,18,STAND,HEAD,4,3,SMALL,3.5,1,
31,18,STAND,HEAD,4,3,SMALL,4.0,1,
32,18,STAND,HEAD,4,4,SMALL,0.5,0,
33,18,STAND,HEAD,4,4,SMALL,1.0,2,
34,18,STAND,HEAD,4,4,SMALL,1.5,2,
35,18,STAND,HEAD,4,4,SMALL,2.0,2,
36,18,STAND,HEAD,4,4,SMALL,2.5,1,
37,18,STAND,HEAD,4,4,SMALL,3.0,1,
38,18,STAND,HEAD,4,4,SMALL,3.5,1,
39,18,STAND,HEAD,4,4,SMALL,4.0,1,
40,18,STAND,HEAD,4,5,SMALL,0.5,0,
41,18,STAND,HEAD,4,5,SMALL,1.0,1,
42,18,STAND,HEAD,4,5,SMALL,1.5,1,
43,18,STAND,HEAD,4,5,SMALL,2.0,1,
44,18,STAND,HEAD,4,5,SMALL,2.5,1,
45,18,STAND,HEAD,4,5,SMALL,3.0,1,
46,18,STAND,HEAD,4,5,SMALL,3.5,1,
