cursor_type,target_type,subject_num,posture,repetition,target_num,longest_dwell_time,mean_dwell_time,initial_contact_time,mean_offset,total_dwell_time,success_time,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical,drop_out_count,walking_speed,straight_length,walk_length,straightness_simple,straightness
HEAD,GRID,1.0,,2.0,3.5,0.43245570967741287,0.2046357608085427,1.5514411612903205,3.788611842892711,1.006831290322566,4.218245419354835,2.472454680516103,0.2939179883458096,0.535252485352493,3.8634966636151478,0.9287363898210016,0.0967741935483871,4.85025325806451,5.741935483870968,3.5195682842609757,0.9245636896871063,5.645161290322581,0.7562984275296574,3.1915849973050094,3.6677577498642986,1.149608360109084,0.473722812631762
HEAD,MENU,1.0,,2.0,3.5,0.6904838749999996,0.26028324525971036,0.6131304750000084,3.1505446239714674,2.477368599999953,4.3448698750000005,1.8095534513629954,0.28936957042459677,0.25316340774077933,3.074721086714802,1.0237538304013238,0.15,4.836969525000006,10.8,2.869131201834665,0.8723929810674432,10.65,0.6906145325866999,3.0080756905023405,3.329600509153706,1.1060503498376755,0.3948883429884644
HEAD,PIE,1.0,,2.0,3.5,0.8096685250000029,0.3299495899952124,0.6105614750000029,2.619708827477006,2.1674216249999936,3.792920300000006,1.687339613868381,0.29475887530687206,0.136281770482723,2.6522586577189777,1.0208993903512347,0.325,4.592782550000004,7.65,2.282748522398882,0.8644608327045583,7.325,0.7142643419272374,2.9429203705716884,3.2829753548604237,1.1126377031654222,0.4608935153702074
NEWSPEED,GRID,1.0,,2.0,3.5,0.48187421052631707,0.18683787076592742,1.344837894736818,4.582679401921399,1.1283997368420722,4.374682631578911,3.1642724222600696,-0.42332051927138864,0.5386071397949663,4.624283055517938,0.9325159880222043,0.07894736842105263,4.947045789473661,6.394736842105263,4.304282118398287,0.9838343781485405,6.052631578947368,0.7436236939753043,3.1859373720841093,3.6751983202188607,1.1583678217021312,0.46003957118505556
NEWSPEED,MENU,1.0,,2.0,3.5,0.863523950000004,0.43282348812853166,0.7258140999999995,3.2397076612319715,2.323939624999963,3.472322299999999,2.1209514288408657,0.3466263513348913,0.16439917823899863,3.4567415259611436,0.8606927738008071,0.6,4.283092550000006,6.575,3.0225918096002475,0.7485977043401231,5.675,0.6925649780592598,2.7028505725931526,2.981821702631856,1.0938216331598485,0.46317052831592054
NEWSPEED,PIE,1.0,,2.0,3.5,0.7340073999999902,0.2984187486331732,0.6680450000000064,2.672344198640165,1.901352750000001,3.8740093750000026,1.6200122382808377,-0.1320241755093004,0.11615923862149073,2.7564353092557488,0.9474993209529284,0.325,4.560233825,7.55,2.364302802669676,0.8491477029890724,6.9,0.7313613616714854,2.9516959700232097,3.3323161090946387,1.1233835755100205,0.47528119233215804
NEWSPEEDSTICKY,GRID,1.0,,2.0,3.5,0.8101899705882394,0.5705230901960906,1.42487652941174,3.4204271666575226,1.4430512058824012,3.261414088235276,1.9802804797977926,0.3058484062106897,0.7969827246593619,3.476817778493437,0.8517520080990335,0.5588235294117647,4.146459441176453,2.9705882352941178,3.104994689849322,1.0212893974138542,2.3529411764705883,0.7839605074369558,2.9056926038306385,3.2390052403960787,1.105298508301991,0.46831874885176544
NEWSPEEDSTICKY,MENU,1.0,,2.0,3.5,0.9559774000000061,0.6850714470833392,1.0454768749999914,2.8961310064158363,1.5678154750000146,2.2583764499999917,1.6286399344665619,0.38608479030315507,0.15674549954491887,2.7139634379711133,0.9455363871446139,0.95,3.202171900000002,2.675,2.601197990513785,0.8669440402872782,1.725,0.7096449582379571,2.0839477857377875,2.265389885907691,1.0722146117794558,0.46032549959710795
NEWSPEEDSTICKY,PIE,1.0,,2.0,3.5,0.9710982999999885,0.7690223604166616,0.702849900000001,2.6071386822000795,1.395722499999985,1.49687217500001,1.3581408945111182,-0.012517898451134301,0.0314849395313397,2.313412470144949,0.882521942919382,0.975,2.469607749999997,2.05,2.308879796201816,0.8668625876607153,1.075,0.7266312773028434,1.6972413435939917,1.7861935678821799,1.0436047339120282,0.44421686631708013
NEWSTICKY,GRID,1.0,,2.0,3.5,0.7928493225806487,0.5728157169738889,1.6131143225806448,4.6831765573803255,1.0976006451612959,2.8128240967741913,3.0247359661010633,0.9341520020783383,0.40158249545089236,4.116292151131031,1.202989796971804,0.6129032258064516,3.791694032258065,2.2580645161290325,4.291132819483391,1.1591598710776572,1.5806451612903225,0.7573115037191221,2.596542045055004,2.8543834902771468,1.0858234021866149,0.46507684233318053
NEWSTICKY,MENU,1.0,,2.0,3.5,0.9231377410256392,0.7116290570512817,1.067050174358975,2.998423732457522,1.5220503769230764,2.3699524256410283,1.5620983904879309,0.3379639079374782,0.25034444281756635,2.669991137612542,1.0655630860503018,0.8717948717948718,3.319297289743591,2.5384615384615383,2.64708501800527,0.9849071892178918,1.6666666666666667,0.7417562767975834,2.2577324622774357,2.4591126747716885,1.0745623636454729,0.39061760903266635
NEWSTICKY,PIE,1.0,,2.0,3.5,0.9617045900000022,0.8123463254583351,0.6491229200000006,2.5055011672676004,1.337350035000003,1.3535120575000001,1.221599772999541,-0.30562936362798093,0.3623424388936669,1.996186280172402,0.9012807431786156,0.975,2.322663612500002,1.9,2.1872426448932023,0.858163500308527,0.925,0.7258203093119071,1.6006200906222614,1.673314770160974,1.035675929077018,0.4140404035572624
