posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,0.3,11.5,7.0,4.0,0.8705774194053216,1.453834115805947,1.257450470526865,0.930342919327074,1.0323674256651034,1.8140520299995833,2.020045442644013,0.6478136619003912,1.0042499709694153
STAND,EYE,SMALL,0.3,11.5,6.0,4.0,0.5480754642857116,1.4254658385093169,1.2519477996894377,0.9432734730848832,0.6475138478260838,1.4335879808689322,1.6437295229908533,0.6342541596012188,1.0118236341085227
STAND,HAND,LARGE,0.3,11.5,7.0,4.0,1.3135339117174953,1.131621187800963,1.0850616966292148,0.9867106950240784,1.3937188362760822,1.7528784359315914,1.8714969822089902,0.6512262540599035,1.019439115034779
STAND,HAND,SMALL,0.3,11.5,6.0,4.0,0.9298319716088326,1.083596214511041,1.0576369258675096,0.9971345084121996,1.0172550126182964,1.7944576451370011,1.809491603411233,0.6432339811738865,1.0196359689800227
STAND,HEAD,LARGE,0.3,11.5,7.0,4.0,1.1228635898251185,1.2257551669316376,1.1313483879173285,0.9608598190249067,1.2749588807631154,1.6838434827183717,1.795667002565336,0.5596110716721876,1.0062033506561676
STAND,HEAD,SMALL,0.3,11.5,6.0,4.0,0.8478692194357391,1.1896551724137931,1.125768354231976,0.9782032139237209,0.9506408213166161,1.6203212144341013,1.6842753844328258,0.584641229084915,1.0096236583722142
WALK,EYE,LARGE,0.3,11.5,7.0,4.0,1.2340795562500033,1.809375,0.6567644718750059,0.3572934680729215,2.6192482187499992,3.952294421397247,5.668673569411107,1.4748876587755586,0.2976531542553232
WALK,EYE,SMALL,0.3,11.5,6.0,4.0,0.9480312698412707,1.9735449735449735,0.7462870626102268,0.36912786868858455,2.2496427830687864,3.8737722971895843,5.6672913380220855,1.3854170310637102,0.3317985880665527
WALK,HAND,LARGE,0.3,11.5,7.0,4.0,1.89438923913044,1.4076086956521738,0.5972416322463767,0.42841336277173936,3.006443070652176,6.065966353289746,5.300956247363365,2.0351729085093546,0.2789530489089531
WALK,HAND,SMALL,0.3,11.5,6.0,4.0,1.3981609669950714,1.5369458128078817,0.6331834034482761,0.41492240509031214,2.7581278172413786,5.9050899474412635,5.195997883010957,2.0483875957725064,0.29284694041096065
WALK,HEAD,LARGE,0.3,11.5,7.0,4.0,1.5623228813559358,1.4576271186440677,0.5462563036723173,0.37385375536723203,2.8272573813559347,4.284069375426302,5.571735438326789,1.7878403548714878,0.2497752260668974
WALK,HEAD,SMALL,0.3,11.5,6.0,4.0,1.2373947960784324,1.5647058823529412,0.622704650980389,0.3948261729411743,2.6434799254901997,4.172281338841217,4.910908207934662,1.6744886833551842,0.2743838021914637
