posture,cursor_type,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,HEAD,1.0,0.8688387707597496,0.4042403252274499,5.718526694351262,5.718526694351262,1.1440287364313173,1.640620533318622,0.8082245114459881,0.5789431061208417,-0.04220757051775375,0.0954094477012878,0.4151300267078566,0.4453322445485464,0.71707428676408
STAND,HEAD,1.5,0.9627760342298184,0.48136492893522803,5.729269213004816,5.729269213004816,0.9917071055828369,1.527573750015307,1.1313858412412279,0.8324405906110117,-0.0330379898733915,0.09412263514763611,0.4998082222659619,0.5374019794654706,0.9925002012098787
STAND,HEAD,2.0,1.041013823885811,0.5629544995156446,5.74234585797516,5.74234585797516,0.9088042462923607,1.3295265628884978,1.2981157065260311,1.0656067195744576,-0.04287052354626685,0.11809958154064505,0.5735299421228769,0.6183804439431582,1.191656153984068
STAND,HEAD,2.5,1.1110120396254421,0.6401044623245794,5.7621641541035,5.7621641541035,0.8658601941353321,1.216800695500978,1.3858884100412958,1.2209432821331112,-0.0438081785390427,0.13317642565181595,0.6310698185602893,0.6906719324050046,1.31009950366587
STAND,HEAD,3.0,1.1601917388957292,0.7129524530466562,5.765763086626928,5.765763086626928,0.8239240357869648,1.1521802031191228,1.4534250879845323,1.3270279605042146,-0.04713157601745975,0.1340607317066831,0.6820298980863104,0.7524623915695836,1.3914584504089405
STAND,HEAD,3.5,1.2084203485808538,0.7869487687241976,5.776445847323922,5.776445847323922,0.7930335281394303,1.107819865279336,1.503021402949843,1.4038639394519372,-0.047048124147010706,0.1452456085512846,0.7292290319549082,0.8114624385341136,1.4532904576458068
STAND,HEAD,4.0,1.2661844490717542,0.869281128932266,5.783359017010094,5.783359017010094,0.765571666425466,1.082885730468675,1.5414735270421716,1.4570683273324938,-0.054885799086506454,0.1591496536466901,0.7830362602231636,0.8749239357898391,1.4953657153377768
WALK,EYE,1.0,3.3300956394799823,2.450606717208189,5.926540396161948,5.926540396161948,1.519316712260259,7.3648445900327575,0.44065507658806613,0.0585173436224514,0.218038060648629,-0.0561305228300405,3.1683942558904254,1.5934973488434712,0.16098287791836446
WALK,EYE,1.5,3.4135023425198177,2.517690299535684,6.017397498210991,6.017397498210991,1.321142114200652,8.950497803885064,0.9185347979547498,0.10279951635768625,0.2618962258149832,-0.0807775211429419,3.2442667195785932,1.6454966982778338,0.29361780237105706
WALK,EYE,2.0,3.5272397295949895,2.5889004505339575,6.122886866986116,6.122886866986116,1.2043937802537465,9.29614807338298,1.420964971181805,0.15919059529852125,0.24466061107385662,-0.08198827152542709,3.328427524534661,1.6737022761036875,0.4565684462728006
WALK,EYE,2.5,3.5779564296653534,2.6175471569568973,6.144371384252809,6.144371384252809,1.1137239398189296,8.83668718987868,1.8855348622463852,0.24512491810593862,0.2347894044911743,-0.0860580310358098,3.371724220697236,1.6908872957428267,0.6738771192801282
WALK,EYE,3.0,3.6305195723564294,2.6512758204696634,6.169680439218265,6.169680439218265,1.0463351704561317,8.04193875602038,2.290173497385359,0.3573814800969364,0.21581924919984405,-0.07992058025044935,3.4173461452725578,1.7177553953199514,0.9258456346719692
WALK,EYE,3.5,3.7096967177208775,2.685255273811955,6.263310480872237,6.263310480872237,1.0052923998371934,7.132616569387931,2.6092067975256152,0.49606494316237143,0.20015843514703097,-0.09123271756431595,3.4490523790221523,1.7513362894542603,1.2073945998745277
WALK,EYE,4.0,3.726916549817857,2.6992765378994164,6.263310480872237,6.263310480872237,0.9635580061072279,6.212240357213611,2.8823673872061972,0.6891257480558375,0.19397159475121126,-0.08850517297807865,3.4709882312895957,1.7710109918256993,1.5046344340346036
WALK,HAND,1.0,4.867631658287124,3.449554486901571,8.516982378760634,8.516982378760634,2.1780308165294,3.9422955372533997,0.22467089288450504,0.0579128190848265,-0.12638255871759607,-0.2358936546482004,4.983954671447384,1.084081427410602,0.1175591469019346
WALK,HAND,1.5,4.957034787189434,3.568868967864882,8.62251072372328,8.62251072372328,1.9197666269870264,4.950717974555989,0.4738265828761301,0.1005847634786905,-0.17718677343657305,-0.2467936180179488,5.1588483651463495,1.1501577104905745,0.21887303724335627
WALK,HAND,2.0,5.0606134804493355,3.6467712822570117,8.776039472060134,8.776039472060134,1.7678786862408775,5.337443415096326,0.7629398714985349,0.15244574439602293,-0.15701953151407838,-0.26439609551863275,5.265178154620115,1.196785942919809,0.3376456221450934
WALK,HAND,2.5,5.097987588651583,3.644477996547958,8.844882530226505,8.844882530226505,1.654471079042299,5.5167151006350235,1.039610751072003,0.207916020437072,-0.18614068850911525,-0.290887765034071,5.314263892231066,1.2271267460023334,0.4650868555539751
WALK,HAND,3.0,5.203149848207129,3.705795871822138,8.890662521857282,8.890662521857282,1.571408838161206,5.427322515902983,1.3063688625463548,0.2673462598299551,-0.2432250576720118,-0.30881153142207635,5.38879638163097,1.267508156310305,0.5951586656002307
WALK,HAND,3.5,5.257814812462959,3.7297025806518587,8.911743765593103,8.911743765593103,1.5115191149370264,5.2722856176831066,1.5569147347333199,0.3392052768270355,-0.17812809806587582,-0.32576408935080026,5.4126653998195415,1.297980681786683,0.7415283301424305
WALK,HAND,4.0,5.362006999792299,3.7918012653818733,8.966395400068912,8.966395400068912,1.430801975265456,5.079469086021505,1.7946388293615585,0.4180210966995981,-0.10786989620778581,-0.29800014166699834,5.4826683560256715,1.3519869711577717,0.8974951459677426
WALK,HEAD,1.0,4.0390057467119735,2.386178851568343,6.531048234140989,6.531048234140989,1.8489960282375852,4.0624565308109615,0.2855376284601472,0.06651060267887321,-0.05447711241086735,0.29146466385428166,3.5223334743473877,1.4561799504075679,0.134658001135994
WALK,HEAD,1.5,4.18878233237615,2.47456643398961,6.722649118575139,6.722649118575139,1.6027160063971666,4.968543307203648,0.597665761250777,0.11552468688403665,-0.0232584330263494,0.32593319670714294,3.6696771578644887,1.5096631433119545,0.25208599872918636
WALK,HEAD,2.0,4.277902528747495,2.5319537615756422,6.842261576199341,6.842261576199341,1.4417306722846028,5.491749297342027,0.9568744573868256,0.1707073209292842,-0.03784832478479855,0.33647375556998055,3.759307047643202,1.5634959401605508,0.38065379403347166
WALK,HEAD,2.5,4.328857207079429,2.559869970143806,6.881159474527856,6.881159474527856,1.3337226045476918,5.4239991274875,1.3288449126005375,0.24758493307806284,-0.054249684820507404,0.368180094854817,3.8045201925731473,1.6040025548041237,0.5527153122839701
WALK,HEAD,3.0,4.349489149260194,2.5624861441446205,6.91868254041384,6.91868254041384,1.2546126168628193,5.158064212981901,1.6894954162774076,0.3482670229474407,-0.0536926986887533,0.37314533050731596,3.8154683377345036,1.628611537251825,0.7592609676254021
WALK,HEAD,3.5,4.426109331853131,2.581215861853309,6.985056077916143,6.985056077916143,1.2026538620879657,4.753174829350378,2.0003711971067646,0.4704327317438025,-0.1010765501669,0.3700305953670603,3.8436124990383664,1.6406562017055837,0.9748493384385741
WALK,HEAD,4.0,4.472225486747772,2.600171949678954,7.030043409842632,7.030043409842632,1.145667755236417,4.389918966623877,2.2794983980249803,0.6306018727094944,-0.06856890940551386,0.4008020640468428,3.8777436178297373,1.6688578392213869,1.2082736638799747
